time_s,radius_cm,r_0.0_cm,r_0.1_cm,r_0.2_cm,r_0.3_cm,r_0.4_cm,r_0.5_cm,r_0.6_cm,r_0.7_cm,r_0.8_cm,r_0.9_cm,r_1.0_cm,r_1.1_cm,r_1.2_cm,r_1.3_cm,r_1.4_cm,r_1.5_cm,r_1.6_cm,r_1.7_cm,r_1.8_cm,r_1.9_cm,r_2.0_cm,surface
35760,1.27406667,0.9674765635,0.9629176610,0.9493433541,0.9269583018,0.8959054067,0.8563732422,0.8086470500,0.7527448874,0.6889705105,0.6171347910,0.5364890558,0.4449598483,0.3359099292,,,,,,,,,0.2267796933
35820,1.27380000,0.9652499590,0.9607015448,0.9471599357,0.9248272351,0.8938466968,0.8544061995,0.8067897721,0.7510113873,0.6873754355,0.6156908450,0.5352023835,0.4438297497,0.3348981308,,,,,,,,,0.2261972630
35880,1.27353333,0.9630302098,0.9584922544,0.9449832482,0.9227027503,0.8917943623,0.8524452697,0.8049382922,0.7492833330,0.6857854099,0.6142515127,0.5339198671,0.4427033344,0.3338894842,,,,,,,,,0.2256166771
35940,1.27326667,0.9608172941,0.9562897684,0.9428132705,0.9205848266,0.8897483828,0.8504904334,0.8030925917,0.7475607070,0.6842004168,0.6128167787,0.5326414931,0.4415805914,0.3328839815,,,,,,,,,0.2250379331
36000,1.27300000,0.9586111907,0.9540940655,0.9406499814,0.9184734432,0.8877087385,0.8485416711,0.8012526519,0.7458434916,0.6826204399,0.6113866278,0.5313672482,0.4404615097,0.3318816146,,,,,,,,,0.2244610279
36060,1.27276667,0.9564119643,0.9519054816,0.9384943321,0.9163707263,0.8856791457,0.8466046518,0.7994264076,0.7441425509,0.6810595675,0.6099786809,0.5301191660,0.4393739661,0.3309214225,,,,,,,,,0.2238851767
36120,1.27253333,0.9542196215,0.9497237504,0.9363454367,0.9142746071,0.8836559347,0.8446737404,0.7976059432,0.7424470220,0.6795036937,0.6085752809,0.5288751579,0.4382900110,0.3299642381,,,,,,,,,0.2233107650
36180,1.27230000,0.9520341400,0.9475488495,0.9342032733,0.9121850643,0.8816390847,0.8427489169,0.7957912394,0.7407568867,0.6779528017,0.6071764126,0.5276352105,0.4372096305,0.3290100284,,,,,,,,,0.2227379514
36240,1.27206667,0.9498554975,0.9453807570,0.9320678200,0.9101020764,0.8796285749,0.8408301612,0.7939822774,0.7390721271,0.6764068747,0.6057820607,0.5263993101,0.4361328099,0.3280587767,,,,,,,,,0.2221668011
36300,1.27183333,0.9476836719,0.9432194506,0.9299390550,0.9080256220,0.8776243846,0.8389174535,0.7921790380,0.7373927252,0.6748658959,0.6043922100,0.5251674428,0.4350595336,0.3271104744,,,,,,,,,0.2215973503
36360,1.27160000,0.9455186410,0.9410649084,0.9278169567,0.9059556800,0.8756264932,0.8370107739,0.7903815023,0.7357186630,0.6733298486,0.6030068452,0.5239395946,0.4339897868,0.3261651169,,,,,,,,,0.2210296223
36420,1.27136667,0.9433603828,0.9389171084,0.9257015033,0.9038922290,0.8736348799,0.8351101026,0.7885896515,0.7340499228,0.6717987163,0.6016259513,0.5227157513,0.4329205421,0.3252227003,,,,,,,,,0.2204636324
36480,1.27113333,0.9412088754,0.9367760287,0.9235926733,0.9018352480,0.8716495244,0.8332154197,0.7868034667,0.7323864867,0.6702724825,0.6002495129,0.5214958987,0.4318529499,0.3242832213,,,,,,,,,0.2198993915
36540,1.27090000,0.9390640968,0.9346416475,0.9214904451,0.8997847159,0.8696704061,0.8313267056,0.7850211923,0.7307283370,0.6687511305,0.5988775149,0.5202800225,0.4307888482,0.3233466763,,,,,,,,,0.2193369075
36600,1.27066667,0.9369260253,0.9325139431,0.9193947972,0.8977406116,0.8676975046,0.8294439407,0.7832438039,0.7290754561,0.6672346441,0.5975099421,0.5190681085,0.4297282246,0.3224130612,,,,,,,,,0.2187761858
36660,1.27043333,0.9347946389,0.9303928937,0.9173057083,0.8957029141,0.8657307995,0.8275671053,0.7814720360,0.7274278263,0.6657230067,0.5961467794,0.5178601427,0.4286710675,0.3214823719,,,,,,,,,0.2182172301
36720,1.27020000,0.9326699161,0.9282784778,0.9152231570,0.8936716026,0.8637702706,0.8256961800,0.7797058701,0.7257854301,0.6642162020,0.5947880116,0.5166561110,0.4276173654,0.3205546035,,,,,,,,,0.2176600431
36780,1.26996667,0.9305518351,0.9261706737,0.9131471220,0.8916466562,0.8618158977,0.8238311452,0.7779452875,0.7241482499,0.6627142137,0.5934336235,0.5154559997,0.4265671074,0.3196297511,,,,,,,,,0.2171046262
36840,1.26973333,0.9284403743,0.9240694600,0.9110775821,0.8896280542,0.8598676604,0.8219719816,0.7761902697,0.7225162685,0.6612170255,0.5920836001,0.5142575498,0.4255202825,0.3187078093,,,,,,,,,0.2165509803
36900,1.26950000,0.9263355124,0.9219748153,0.9090145162,0.8876157758,0.8579255388,0.8201186698,0.7744407983,0.7208894682,0.6597246211,0.5907379265,0.5130616866,0.4244768801,0.3177887724,,,,,,,,,0.2159991054
36960,1.26926667,0.9242372277,0.9198867181,0.9069579032,0.8856098004,0.8559895128,0.8182711905,0.7726968548,0.7192678318,0.6582369843,0.5893965875,0.5118697092,0.4234368898,0.3168726345,,,,,,,,,0.2154490010
37020,1.26903333,0.9221454990,0.9178051472,0.9049077220,0.8836101074,0.8540595624,0.8164295245,0.7709584209,0.7176513420,0.6567540991,0.5880595684,0.5106816042,0.4224003011,0.3159593894,,,,,,,,,0.2149006663
37080,1.26880000,0.9200603048,0.9157300813,0.9028639517,0.8816166762,0.8521356676,0.8145936526,0.7692254782,0.7160399816,0.6552759492,0.5867268544,0.5094973587,0.4213671037,0.3150490307,,,,,,,,,0.2143541000
37140,1.26856667,0.9179816240,0.9136614993,0.9008265714,0.8796294863,0.8502178085,0.8127635556,0.7674980086,0.7144337333,0.6538025187,0.5853958589,0.5083169595,0.4203372875,0.3141415519,,,,,,,,,0.2138093004
37200,1.26833333,0.9159094353,0.9115993799,0.8987955602,0.8776485174,0.8483059654,0.8109392146,0.7657759937,0.7128325800,0.6523337915,0.5840687096,0.5071403939,0.4193108421,0.3132369463,,,,,,,,,0.2132662657
37260,1.26810000,0.9138437175,0.9095437023,0.8967708974,0.8756737492,0.8464001185,0.8091206104,0.7640594155,0.7112365046,0.6508697517,0.5827458292,0.5059676491,0.4182877575,0.3123352069,,,,,,,,,0.2127249937
37320,1.26786667,0.9117844497,0.9074944453,0.8947525622,0.8737051612,0.8445002480,0.8073077242,0.7623482558,0.7096454901,0.6494103835,0.5814272032,0.5047987124,0.4172680234,0.3114363267,,,,,,,,,0.2121854821
37380,1.26763333,0.9097316108,0.9054515881,0.8927405340,0.8717427333,0.8426063344,0.8055005370,0.7606424967,0.7080595195,0.6479556710,0.5801128172,0.5036335712,0.4162516299,0.3105402987,,,,,,,,,0.2116477282
37440,1.26740000,0.9076851798,0.9034151097,0.8907347922,0.8697864453,0.8407183580,0.8036990301,0.7589421201,0.7064785759,0.6465055984,0.5788026568,0.5024722129,0.4152385667,0.3096471155,,,,,,,,,0.2111117295
37500,1.26716667,0.9056451359,0.9013849894,0.8887353163,0.8678362771,0.8388362993,0.8019031845,0.7572471081,0.7049026423,0.6450601501,0.5774967076,0.5013146253,0.4142288238,0.3087567699,,,,,,,,,0.2105774830
37560,1.26693333,0.9036114582,0.8993612065,0.8867420857,0.8658922087,0.8369601389,0.8001129817,0.7555574429,0.7033317020,0.6436193105,0.5761949556,0.5001607958,0.4132223910,0.3078692543,,,,,,,,,0.2100449857
37620,1.26670000,0.9015841260,0.8973437402,0.8847550802,0.8639542200,0.8350898573,0.7983284030,0.7538731067,0.7017657383,0.6421830639,0.5748973865,0.4990107122,0.4122192584,0.3069845614,,,,,,,,,0.2095142344
37680,1.26646667,0.8995631185,0.8953325699,0.8827742792,0.8620222911,0.8332254352,0.7965494296,0.7521940816,0.7002047343,0.6407513949,0.5736039864,0.4978643622,0.4112194159,0.3061026835,,,,,,,,,0.2089852261
37740,1.26623333,0.8975484152,0.8933276751,0.8807996626,0.8600964022,0.8313668532,0.7947760431,0.7505203499,0.6986486735,0.6393242880,0.5723147411,0.4967217336,0.4102228533,0.3052236130,,,,,,,,,0.2084579572
37800,1.26600000,0.8955399955,0.8913290353,0.8788312101,0.8581765334,0.8295140923,0.7930082251,0.7488518941,0.6970975393,0.6379017279,0.5710296368,0.4955828142,0.4092295605,0.3043473422,,,,,,,,,0.2079324245
37860,1.26580000,0.8935379177,0.8893369612,0.8768698052,0.8562646630,0.8276706145,0.7912512621,0.7471964631,0.6955614936,0.6364969206,0.5697656568,0.4944688937,0.4082666974,0.3035115251,,,,,,,,,0.2074078773
37920,1.26560000,0.8915421868,0.8873512038,0.8749146222,0.8543588632,0.8258329985,0.7894998964,0.7455463217,0.6940303735,0.6350966420,0.5685057812,0.4933586284,0.4073070329,0.3026783767,,,,,,,,,0.2068846856
37980,1.26540000,0.8895527814,0.8853717417,0.8729656401,0.8524591135,0.8240012242,0.7877541089,0.7439014518,0.6925041619,0.6337008763,0.5672499961,0.4922520061,0.4063505542,0.3018478666,,,,,,,,,0.2063630007
38040,1.26520000,0.8875696803,0.8833985539,0.8710228378,0.8505653934,0.8221752719,0.7860138805,0.7422618354,0.6909828419,0.6323096080,0.5659982875,0.4911490142,0.4053972475,0.3010199812,,,,,,,,,0.2058428843
38100,1.26500000,0.8855928621,0.8814316191,0.8690861947,0.8486776825,0.8203551217,0.7842791922,0.7406274544,0.6894663967,0.6309228217,0.5647506414,0.4900496402,0.4044470987,0.3001942690,,,,,,,,,0.2053243704
38160,1.26480000,0.8836223058,0.8794709163,0.8671556898,0.8467959606,0.8185407541,0.7825500253,0.7389982910,0.6879548096,0.6295405018,0.5635070437,0.4889538711,0.4035000941,0.2993634602,,,,,,,,,0.2048074804
38220,1.26460000,0.8816579902,0.8775164244,0.8652313024,0.8449202072,0.8167321493,0.7808263608,0.7373743272,0.6864480637,0.6281626330,0.5622674806,0.4878616941,0.4025562204,0.2985352455,,,,,,,,,0.2042922286
38280,1.26440000,0.8796998942,0.8755681224,0.8633130120,0.8430504022,0.8149292878,0.7791081800,0.7357555452,0.6849461426,0.6267891999,0.5610319381,0.4867730960,0.4016154654,0.2977096226,,,,,,,,,0.2037786248
38340,1.26420000,0.8777479969,0.8736259895,0.8614007978,0.8411865254,0.8131321500,0.7773954642,0.7341419272,0.6834490294,0.6254201873,0.5598004021,0.4856880639,0.4006778173,0.2968865886,,,,,,,,,0.2032666758
38400,1.26400000,0.8758022774,0.8716900049,0.8594946393,0.8393285568,0.8113407166,0.7756881948,0.7325334555,0.6819567078,0.6240555800,0.5585728588,0.4846065847,0.3997432649,0.2960661404,,,,,,,,,0.2027563864
38460,1.26380000,0.8738627147,0.8697601478,0.8575945161,0.8374764764,0.8095549680,0.7739863531,0.7309301126,0.6804691613,0.6226953626,0.5573492942,0.4835286455,0.3988117975,0.2952482742,,,,,,,,,0.2022477598
38520,1.26360000,0.8719292883,0.8678363975,0.8557004078,0.8356302641,0.8077748851,0.7722899206,0.7293318808,0.6789863734,0.6213395200,0.5561296942,0.4824542336,0.3978834047,0.2944329861,,,,,,,,,0.2017407978
38580,1.26340000,0.8700019772,0.8659187333,0.8538122940,0.8337899001,0.8060004484,0.7705988789,0.7277387426,0.6775083278,0.6199880372,0.5549140451,0.4813833363,0.3969580764,0.2936202715,,,,,,,,,0.2012355015
38640,1.26320000,0.8680807609,0.8640071348,0.8519301545,0.8319553647,0.8042316389,0.7689132096,0.7261506806,0.6760350081,0.6186408989,0.5537023329,0.4803159412,0.3960358026,0.2928101258,,,,,,,,,0.2007318713
38700,1.26300000,0.8661656188,0.8621015813,0.8500539690,0.8301266379,0.8024684374,0.7672328943,0.7245676773,0.6745663980,0.6172980901,0.5524945437,0.4792520357,0.3951165736,0.2920025437,,,,,,,,,0.2002299067
38760,1.26280000,0.8642565303,0.8602020526,0.8481837174,0.8283037001,0.8007108248,0.7655579148,0.7229897154,0.6731024815,0.6159595959,0.5512906639,0.4781916077,0.3942003797,0.2911975201,,,,,,,,,0.1997296071
38820,1.26260000,0.8623534751,0.8583085282,0.8463193796,0.8264865318,0.7989587821,0.7638882528,0.7214167777,0.6716432422,0.6146254013,0.5500906796,0.4771346450,0.3932872113,0.2903950492,,,,,,,,,0.1992309711
38880,1.26240000,0.8604564327,0.8564209878,0.8444609355,0.8246751132,0.7972122904,0.7622238903,0.7198488468,0.6701886642,0.6132954912,0.5488945772,0.4760811357,0.3923770591,0.2895951254,,,,,,,,,0.1987339971
38940,1.26220000,0.8585653828,0.8545394112,0.8426083654,0.8228694249,0.7954713307,0.7605648090,0.7182859057,0.6687387312,0.6119698509,0.5477023432,0.4750310677,0.3914699136,0.2887977426,,,,,,,,,0.1982386834
39000,1.26200000,0.8566803052,0.8526637782,0.8407616491,0.8210694475,0.7937358842,0.7589109910,0.7167279373,0.6672934274,0.6106484655,0.5465139640,0.4739844292,0.3905657654,0.2880028948,,,,,,,,,0.1977450277
39060,1.26180000,0.8548011796,0.8507940687,0.8389207670,0.8192751615,0.7920059323,0.7572624183,0.7151749243,0.6658527367,0.6093313202,0.5453294262,0.4729412086,0.3896646051,0.2872105757,,,,,,,,,0.1972530276
39120,1.26160000,0.8529279859,0.8489302627,0.8370856993,0.8174865477,0.7902814560,0.7556190730,0.7136268500,0.6644166432,0.6080184003,0.5441487164,0.4719013941,0.3887664235,0.2864207789,,,,,,,,,0.1967626807
39180,1.26140000,0.8510607041,0.8470723402,0.8352564262,0.8157035868,0.7885624370,0.7539809372,0.7120836972,0.6629851312,0.6067096911,0.5429718212,0.4708649741,0.3878712111,0.2856334980,,,,,,,,,0.1962739842
39240,1.26120000,0.8491993141,0.8452202813,0.8334329282,0.8139262596,0.7868488564,0.7523479931,0.7105454492,0.6615581847,0.6054051781,0.5417987275,0.4698319373,0.3869789587,0.2848487262,,,,,,,,,0.1957869351
39300,1.26100000,0.8473437961,0.8433740660,0.8316151856,0.8121545470,0.7851406959,0.7507202230,0.7090120890,0.6601357880,0.6041048466,0.5406294221,0.4688022720,0.3860896569,0.2840664570,,,,,,,,,0.1953015305
39360,1.26080000,0.8454941301,0.8415336748,0.8298031789,0.8103884299,0.7834379369,0.7490976092,0.7074836000,0.6587179254,0.6028086822,0.5394638917,0.4677759669,0.3852032965,0.2832866836,,,,,,,,,0.1948177672
39420,1.26060000,0.8436502964,0.8396990877,0.8279968888,0.8086278892,0.7817405611,0.7474801341,0.7059599653,0.6573045813,0.6015166704,0.5383021235,0.4667530107,0.3843198682,0.2825093991,,,,,,,,,0.1943356419
39480,1.26040000,0.8418122751,0.8378702852,0.8261962958,0.8068729061,0.7800485502,0.7458677801,0.7044411684,0.6558957401,0.6002287969,0.5371441044,0.4657333920,0.3834393627,0.2817345967,,,,,,,,,0.1938551514
39540,1.26020000,0.8399800467,0.8360472476,0.8244013805,0.8051234616,0.7783618857,0.7442605297,0.7029271925,0.6544913863,0.5989450472,0.5359898214,0.4647170997,0.3825617707,0.2809622693,,,,,,,,,0.1933762922
39600,1.26000000,0.8381535914,0.8342299554,0.8226121238,0.8033795370,0.7766805496,0.7426583654,0.7014180211,0.6530915043,0.5976654072,0.5348392618,0.4637041225,0.3816870829,0.2801924100,,,,,,,,,0.1928990607
39660,1.25976667,0.8363328177,0.8324180824,0.8208276666,0.8016392540,0.7750012804,0.7410563225,0.6999063837,0.6516865587,0.5963774702,0.5336764297,0.4626743365,0.3807894659,0.2793872820,,,,,,,,,0.1924241682
39720,1.25953333,0.8345176828,0.8306118221,0.8190487400,0.7999043712,0.7733272311,0.7394592711,0.6983994733,0.6502860251,0.5950936034,0.5325173038,0.4616478716,0.3798947827,0.2785847201,,,,,,,,,0.1919512512
39780,1.25930000,0.8327081682,0.8288111563,0.8172753258,0.7981748707,0.7716583844,0.7378671945,0.6968972740,0.6488898889,0.5938137930,0.5313618718,0.4606247168,0.3790030266,0.2777847376,,,,,,,,,0.1914801574
39840,1.25906667,0.8309042553,0.8270160665,0.8155074059,0.7964507349,0.7699947230,0.7362800762,0.6953997701,0.6474981351,0.5925380256,0.5302101213,0.4596048615,0.3781141917,0.2769873308,,,,,,,,,0.1910108207
39900,1.25883333,0.8291059258,0.8252265342,0.8137449622,0.7947319459,0.7683362297,0.7346978997,0.6939069459,0.6461107490,0.5912662874,0.5290620400,0.4585882954,0.3772282725,0.2761924891,,,,,,,,,0.1905432014
39960,1.25860000,0.8273131613,0.8234425414,0.8119879766,0.7930184862,0.7666828876,0.7331206485,0.6924187856,0.6447277161,0.5899985649,0.5279176157,0.4575750083,0.3763452630,0.2754002000,,,,,,,,,0.1900772717
40020,1.25836667,0.8255259435,0.8216640696,0.8102364311,0.7913103380,0.7650346794,0.7315483064,0.6909352739,0.6433490216,0.5887348445,0.5267768363,0.4565649901,0.3754651567,0.2746104503,,,,,,,,,0.1896130105
40080,1.25813333,0.8237442541,0.8198911008,0.8084903078,0.7896074840,0.7633915881,0.7299808568,0.6894563950,0.6419746511,0.5874751130,0.5256396897,0.4555582311,0.3745879464,0.2738232272,,,,,,,,,0.1891504010
40140,1.25790000,0.8219680750,0.8181236168,0.8067495889,0.7879099065,0.7617535968,0.7284182837,0.6879821335,0.6406045899,0.5862193568,0.5245061640,0.4545547214,0.3737136244,0.2730385182,,,,,,,,,0.1886894290
40200,1.25766667,0.8201973879,0.8163615995,0.8050142564,0.7862175881,0.7601206887,0.7268605706,0.6865124740,0.6392388238,0.5849675628,0.5233762474,0.4535544512,0.3728421824,0.2722563115,,,,,,,,,0.1882300824
40260,1.25743333,0.8184321749,0.8146050310,0.8032842927,0.7845305115,0.7584928467,0.7253077015,0.6850474011,0.6378773382,0.5837197176,0.5222499280,0.4525574108,0.3719736118,0.2714765955,,,,,,,,,0.1877723504
40320,1.25720000,0.8166724178,0.8128538932,0.8015596800,0.7828486592,0.7568700541,0.7237596602,0.6835868994,0.6365201188,0.5824758080,0.5211271942,0.4515635902,0.3711079037,0.2706993591,,,,,,,,,0.1873162234
40380,1.25696667,0.8149180988,0.8111081683,0.7998404006,0.7811720141,0.7552522942,0.7222164306,0.6821309536,0.6351671513,0.5812358210,0.5200080344,0.4505729795,0.3702450490,0.2699245917,,,,,,,,,0.1868616925
40440,1.25673333,0.8131691999,0.8093678385,0.7981264371,0.7795005589,0.7536395503,0.7206779968,0.6806795486,0.6338184215,0.5799997435,0.5188924369,0.4495855688,0.3693850382,0.2691522830,,,,,,,,,0.1864087496
40500,1.25650000,0.8114257032,0.8076328859,0.7964177717,0.7778342765,0.7520318057,0.7191443427,0.6792326691,0.6324739153,0.5787675624,0.5177803903,0.4486013480,0.3685278620,0.2683824227,,,,,,,,,0.1859573870
40560,1.25626667,0.8096875909,0.8059032929,0.7947143871,0.7761731496,0.7504290438,0.7176154524,0.6777903000,0.6311336184,0.5775392650,0.5166718829,0.4476203071,0.3676735107,0.2676150012,,,,,,,,,0.1855075974
40620,1.25603333,0.8079548453,0.8041790416,0.7930162657,0.7745171613,0.7488312481,0.7160913101,0.6763524263,0.6297975169,0.5763148382,0.5155669033,0.4466424357,0.3668219749,0.2668500087,,,,,,,,,0.1850593741
40680,1.25580000,0.8062274486,0.8024601146,0.7913233903,0.7728662946,0.7472384021,0.7145718999,0.6749190329,0.6284655967,0.5750942693,0.5144654401,0.4456677239,0.3659732448,0.2660799782,,,,,,,,,0.1846127105
40740,1.25556667,0.8045053833,0.8007464942,0.7896357434,0.7712205324,0.7456504893,0.7130572061,0.6734901049,0.6271378438,0.5738775455,0.5133674816,0.4446961612,0.3651273108,0.2653089271,,,,,,,,,0.1841676002
40800,1.25533333,0.8027886318,0.7990381630,0.7879533078,0.7695798579,0.7440674935,0.7115472130,0.6720656273,0.6258142445,0.5726646540,0.5122730166,0.4437277374,0.3642841632,0.2645402509,,,,,,,,,0.1837240372
40860,1.25510000,0.8010771765,0.7973351034,0.7862760662,0.7679442542,0.7424893982,0.7100419050,0.6706455853,0.6244947847,0.5714555822,0.5111820336,0.4427624422,0.3634412295,0.2637739408,,,,,,,,,0.1832820156
40920,1.25486667,0.7993709999,0.7956372981,0.7846040016,0.7663137046,0.7409161871,0.7085412663,0.6692299642,0.6231794508,0.5702503175,0.5100945212,0.4418002652,0.3625984992,0.2630099879,,,,,,,,,0.1828415295
40980,1.25463333,0.7976700846,0.7939447297,0.7829370968,0.7646881922,0.7393478442,0.7070452815,0.6678187491,0.6218682290,0.5690488471,0.5090104679,0.4408411962,0.3617585285,0.2622483838,,,,,,,,,0.1824025734
41040,1.25440000,0.7959744133,0.7922573809,0.7812753347,0.7630677005,0.7377843531,0.7055539352,0.6664119253,0.6205611055,0.5678511586,0.5079298624,0.4398852248,0.3609213079,0.2614891199,,,,,,,,,0.1819651418
41100,1.25416667,0.7942839686,0.7905752345,0.7796186983,0.7614522128,0.7362256978,0.7040672117,0.6650094783,0.6192580668,0.5666572394,0.5068526933,0.4389323405,0.3600868279,0.2607321877,,,,,,,,,0.1815292293
41160,1.25393333,0.7925987333,0.7888982733,0.7779671707,0.7598417124,0.7346718622,0.7025850958,0.6636113933,0.6179590992,0.5654670770,0.5057789493,0.4379825330,0.3592550787,0.2599775789,,,,,,,,,0.1810948306
41220,1.25370000,0.7909186901,0.7872264801,0.7763207349,0.7582361828,0.7331228303,0.7011075721,0.6622176560,0.6166641893,0.5642796187,0.5047086188,0.4370357920,0.3584260509,0.2592252853,,,,,,,,,0.1806619406
41280,1.25346667,0.7892438220,0.7855598379,0.7746793742,0.7566356077,0.7315785861,0.6996346253,0.6608282517,0.6153733234,0.5630944509,0.5036416908,0.4360921071,0.3575997349,0.2584752988,,,,,,,,,0.1802305541
41340,1.25323333,0.7875741118,0.7838983296,0.7730430717,0.7550399705,0.7300391137,0.6981662402,0.6594431661,0.6140864882,0.5619130103,0.5025781537,0.4351514679,0.3567761213,0.2577276111,,,,,,,,,0.1798006660
41400,1.25300000,0.7859095424,0.7822419383,0.7714118107,0.7534492549,0.7285043974,0.6967024016,0.6580623847,0.6128036702,0.5607352847,0.5015179963,0.4342138642,0.3559552006,0.2569822143,,,,,,,,,0.1793722713
41460,1.25283333,0.7842502291,0.7805912175,0.7697871404,0.7518669161,0.7269804823,0.6952523499,0.6566994853,0.6115427185,0.5595852697,0.5004913560,0.4333173762,0.3551876523,0.2563154115,,,,,,,,,0.1789439930
41520,1.25266667,0.7825961974,0.7789457517,0.7681676423,0.7502896167,0.7254614236,0.6938069238,0.6553409424,0.6102858091,0.5584389612,0.4994680542,0.4324238469,0.3544226823,0.2556506535,,,,,,,,,0.1785165223
41580,1.25250000,0.7809474290,0.7773055222,0.7665532984,0.7487173390,0.7239472042,0.6923661070,0.6539867405,0.6090329278,0.5572963461,0.4984480792,0.4315332657,0.3536602769,0.2549878984,,,,,,,,,0.1780901402
41640,1.25233333,0.7793039052,0.7756705109,0.7649440905,0.7471500654,0.7224378071,0.6909298833,0.6526368646,0.6077840605,0.5561574115,0.4974314190,0.4306456213,0.3529004202,0.2543271379,,,,,,,,,0.1776649610
41700,1.25216667,0.7776656078,0.7740406993,0.7633400006,0.7455877782,0.7209332153,0.6894982366,0.6512912994,0.6065376494,0.5550221445,0.4964180621,0.4297609026,0.3521430963,0.2536683749,,,,,,,,,0.1772410487
41760,1.25200000,0.7760325184,0.7724160692,0.7617410107,0.7440304600,0.7194334119,0.6880711509,0.6499500296,0.6052951574,0.5538905322,0.4954079965,0.4288790980,0.3513882898,0.2530116152,,,,,,,,,0.1768184442
41820,1.25183333,0.7744046186,0.7707966025,0.7601471029,0.7424780934,0.7179383801,0.6866486099,0.6486130403,0.6040566432,0.5527625617,0.4944012105,0.4280001955,0.3506359866,0.2523568641,,,,,,,,,0.1763971754
41880,1.25166667,0.7727818904,0.7691822810,0.7585582594,0.7409306608,0.7164481032,0.6852305979,0.6472803164,0.6028220929,0.5516382202,0.4933976922,0.4271241831,0.3498861740,0.2517041259,,,,,,,,,0.1759772620
41940,1.25150000,0.7711643156,0.7675730866,0.7569744624,0.7393881451,0.7149625643,0.6838170987,0.6459518429,0.6015914925,0.5505174949,0.4923974296,0.4262510488,0.3491388402,0.2510534036,,,,,,,,,0.1755587186
42000,1.25133333,0.7695518760,0.7659690014,0.7553956941,0.7378505288,0.7134817470,0.6824080967,0.6446276048,0.6003648282,0.5494003729,0.4914004107,0.4253807807,0.3483939744,0.2504046991,,,,,,,,,0.1751415560
42060,1.25116667,0.7679445536,0.7643700075,0.7538219370,0.7363177949,0.7120056345,0.6810035760,0.6433075874,0.5991420861,0.5482868414,0.4904066236,0.4245133668,0.3476515667,0.2497580131,,,,,,,,,0.1747257822
42120,1.25100000,0.7663423306,0.7627760869,0.7522531735,0.7347899261,0.7105342104,0.6796035209,0.6419917756,0.5979232524,0.5471768878,0.4894160562,0.4236487954,0.3469116076,0.2491133456,,,,,,,,,0.1743114032
42180,1.25083333,0.7647451891,0.7611872219,0.7506893860,0.7332669054,0.7090674582,0.6782079156,0.6406801548,0.5967083133,0.5460704991,0.4884286965,0.4227870551,0.3461740880,0.2484706956,,,,,,,,,0.1738984235
42240,1.25066667,0.7631531111,0.7596033948,0.7491305570,0.7317487158,0.7076053614,0.6768167445,0.6393727102,0.5954972551,0.5449676626,0.4874445323,0.4219281344,0.3454389993,0.2478300616,,,,,,,,,0.1734868460
42300,1.25050000,0.7615660789,0.7580245878,0.7475766692,0.7302353403,0.7061479038,0.6754299921,0.6380694272,0.5942900641,0.5438683656,0.4864635518,0.4210720223,0.3447063330,0.2471914414,,,,,,,,,0.1730766729
42360,1.25033333,0.7599840749,0.7564507834,0.7460277052,0.7287267620,0.7046950689,0.6740476428,0.6367702910,0.5930867265,0.5427725953,0.4854857430,0.4202187077,0.3439760809,0.2465548324,,,,,,,,,0.1726679055
42420,1.25016667,0.7584070813,0.7548819639,0.7444836477,0.7272229640,0.7032468407,0.6726696812,0.6354752871,0.5918872288,0.5416803390,0.4845110939,0.4193681799,0.3432482349,0.2459202317,,,,,,,,,0.1722605444
42480,1.25000000,0.7568350807,0.7533181120,0.7429444795,0.7257239296,0.7018032029,0.6712960918,0.6341844010,0.5906915574,0.5405915840,0.4835395928,0.4185204281,0.3425227871,0.2452876357,,,,,,,,,0.1718545895
42540,1.24983333,0.7552680555,0.7517592101,0.7414101836,0.7242296420,0.7003641394,0.6699268593,0.6328976180,0.5894996985,0.5395063177,0.4825712278,0.4176754420,0.3417997296,0.2446570407,,,,,,,,,0.1714500404
42600,1.24966667,0.7537059882,0.7502052409,0.7398807426,0.7227400847,0.6989296341,0.6685619683,0.6316149239,0.5883116389,0.5384245273,0.4816059873,0.4168332111,0.3410790545,0.2440284428,,,,,,,,,0.1710468962
42660,1.24950000,0.7521488614,0.7486561872,0.7383561397,0.7212552409,0.6974996710,0.6672014036,0.6303363041,0.5871273648,0.5373462004,0.4806438597,0.4159937251,0.3403607540,0.2434018378,,,,,,,,,0.1706451556
42720,1.24933333,0.7505966579,0.7471120316,0.7368363579,0.7197750942,0.6960742343,0.6658451501,0.6290617443,0.5859468628,0.5362713244,0.4796848333,0.4151569740,0.3396448204,0.2427772211,,,,,,,,,0.1702448173
42780,1.24916667,0.7490493604,0.7455727569,0.7353213802,0.7182996280,0.6946533078,0.6644931924,0.6277912302,0.5847701196,0.5351998866,0.4787288967,0.4143229477,0.3389312459,0.2421545882,,,,,,,,,0.1698458792
42840,1.24900000,0.7475069516,0.7440383462,0.7338111898,0.7168288260,0.6932368760,0.6631455156,0.6265247474,0.5835971216,0.5341318748,0.4777760384,0.4134916362,0.3382200228,0.2415339342,,,,,,,,,0.1694483395
