xi_center,z_center_m,r_center_m,temperature_K,moisture_kg_kg
0.6380615234,0.0373046875,0.0076567383,323.14591667,0.1281819574
0.6566162109,0.0373046875,0.0078793945,323.14591667,0.1267164466
0.6746826172,0.0373046875,0.0080961914,323.14591667,0.1252201034
0.6922607422,0.0373046875,0.0083071289,323.14591667,0.1236939212
0.7093505859,0.0373046875,0.0085122070,323.14591667,0.1221388006
0.7259521484,0.0373046875,0.0087114258,323.14591667,0.1205555475
0.7420654297,0.0373046875,0.0089047852,323.14591667,0.1189448710
0.7576904297,0.0373046875,0.0090922852,323.14591667,0.1173073802
0.7728271484,0.0373046875,0.0092739258,323.14591667,0.1156435806
0.7874755859,0.0373046875,0.0094497070,323.14591667,0.1139538703
0.8016357422,0.0373046875,0.0096196289,323.14591667,0.1122385341
0.8153076172,0.0373046875,0.0097836914,323.14591667,0.1104977382
0.8284912109,0.0373046875,0.0099418945,323.14591667,0.1087315227
0.8411865234,0.0373046875,0.0100942383,323.14591667,0.1069397932
0.8533935547,0.0373046875,0.0102407227,323.14591667,0.1051223113
0.8651123047,0.0373046875,0.0103813477,323.14591667,0.1032786829
0.8763427734,0.0373046875,0.0105161133,323.14591667,0.1014083448
0.8870849609,0.0373046875,0.0106450195,323.14591667,0.0995105491
0.8973388672,0.0373046875,0.0107680664,323.14591667,0.0975843452
0.9071044922,0.0373046875,0.0108852539,323.14591667,0.0956285583
0.9163818359,0.0373046875,0.0109965820,323.14591667,0.0936417659
0.9251708984,0.0373046875,0.0111020508,323.14591667,0.0916222696
0.9334716797,0.0373046875,0.0112016602,323.14591667,0.0895680649
0.9412841797,0.0373046875,0.0112954102,323.14591667,0.0874768078
0.9486083984,0.0373046875,0.0113833008,323.14591667,0.0853457809
0.9554443359,0.0373046875,0.0114653320,323.14591667,0.0831718631
0.9617919922,0.0373046875,0.0115415039,323.14591667,0.0809515114
0.9676513672,0.0373046875,0.0116118164,323.14591667,0.0786807722
0.9730224609,0.0373046875,0.0116762695,323.14591667,0.0763553569
0.9779052734,0.0373046875,0.0117348633,323.14591667,0.0739708508
0.9822998047,0.0373046875,0.0117875977,323.14591667,0.0715231967
0.9862060547,0.0373046875,0.0118344727,323.14591667,0.0690097449
0.9896240234,0.0373046875,0.0118754883,323.14591667,0.0664314855
0.9925537109,0.0373046875,0.0119106445,323.14591667,0.0637977729
0.9949951172,0.0373046875,0.0119399414,323.14591667,0.0611362962
0.9969482422,0.0373046875,0.0119633789,323.14591667,0.0585135566
0.9984130859,0.0373046875,0.0119809570,323.14591667,0.0560726555
0.9993896484,0.0373046875,0.0119926758,323.14591667,0.0540816655
0.9998779297,0.0373046875,0.0119985352,323.14591667,0.0529254850
0.0155029297,0.0424609375,0.0001860352,323.14591667,0.1499873112
0.0462646484,0.0424609375,0.0005551758,323.14591667,0.1498946198
0.0765380859,0.0424609375,0.0009184570,323.14591667,0.1497134268
0.1063232422,0.0424609375,0.0012758789,323.14591667,0.1494476859
0.1356201172,0.0424609375,0.0016274414,323.14591667,0.1491011378
0.1644287109,0.0424609375,0.0019731445,323.14591667,0.1486773296
0.1927490234,0.0424609375,0.0023129883,323.14591667,0.1481796306
0.2205810547,0.0424609375,0.0026469727,323.14591667,0.1476112464
0.2479248047,0.0424609375,0.0029750977,323.14591667,0.1469752304
0.2747802734,0.0424609375,0.0032973633,323.14591667,0.1462744936
0.3011474609,0.0424609375,0.0036137695,323.14591667,0.1455118137
0.3270263672,0.0424609375,0.0039243164,323.14591667,0.1446898419
0.3524169922,0.0424609375,0.0042290039,323.14591667,0.1438111095
0.3773193359,0.0424609375,0.0045278320,323.14591667,0.1428780335
0.4017333984,0.0424609375,0.0048208008,323.14591667,0.1418929207
0.4256591797,0.0424609375,0.0051079102,323.14591667,0.1408579726
0.4490966797,0.0424609375,0.0053891602,323.14591667,0.1397752880
0.4720458984,0.0424609375,0.0056645508,323.14591667,0.1386468666
0.4945068359,0.0424609375,0.0059340820,323.14591667,0.1374746113
0.5164794922,0.0424609375,0.0061977539,323.14591667,0.1362603304
0.5379638672,0.0424609375,0.0064555664,323.14591667,0.1350057391
0.5589599609,0.0424609375,0.0067075195,323.14591667,0.1337124609
0.5794677734,0.0424609375,0.0069536133,323.14591667,0.1323820292
0.5994873047,0.0424609375,0.0071938477,323.14591667,0.1310158872
0.6190185547,0.0424609375,0.0074282227,323.14591667,0.1296153888
0.6380615234,0.0424609375,0.0076567383,323.14591667,0.1281817986
0.6566162109,0.0424609375,0.0078793945,323.14591667,0.1267162915
0.6746826172,0.0424609375,0.0080961914,323.14591667,0.1252199520
0.6922607422,0.0424609375,0.0083071289,323.14591667,0.1236937734
0.7093505859,0.0424609375,0.0085122070,323.14591667,0.1221386565
0.7259521484,0.0424609375,0.0087114258,323.14591667,0.1205554071
0.7420654297,0.0424609375,0.0089047852,323.14591667,0.1189447343
0.7576904297,0.0424609375,0.0090922852,323.14591667,0.1173072472
0.7728271484,0.0424609375,0.0092739258,323.14591667,0.1156434514
0.7874755859,0.0424609375,0.0094497070,323.14591667,0.1139537447
0.8016357422,0.0424609375,0.0096196289,323.14591667,0.1122384122
0.8153076172,0.0424609375,0.0097836914,323.14591667,0.1104976199
0.8284912109,0.0424609375,0.0099418945,323.14591667,0.1087314080
0.8411865234,0.0424609375,0.0100942383,323.14591667,0.1069396821
0.8533935547,0.0424609375,0.0102407227,323.14591667,0.1051222038
0.8651123047,0.0424609375,0.0103813477,323.14591667,0.1032785790
0.8763427734,0.0424609375,0.0105161133,323.14591667,0.1014082444
0.8870849609,0.0424609375,0.0106450195,323.14591667,0.0995104523
0.8973388672,0.0424609375,0.0107680664,323.14591667,0.0975842519
0.9071044922,0.0424609375,0.0108852539,323.14591667,0.0956284685
0.9163818359,0.0424609375,0.0109965820,323.14591667,0.0936416796
0.9251708984,0.0424609375,0.0111020508,323.14591667,0.0916221868
0.9334716797,0.0424609375,0.0112016602,323.14591667,0.0895679856
0.9412841797,0.0424609375,0.0112954102,323.14591667,0.0874767321
0.9486083984,0.0424609375,0.0113833008,323.14591667,0.0853457087
0.9554443359,0.0424609375,0.0114653320,323.14591667,0.0831717944
0.9617919922,0.0424609375,0.0115415039,323.14591667,0.0809514462
0.9676513672,0.0424609375,0.0116118164,323.14591667,0.0786807107
0.9730224609,0.0424609375,0.0116762695,323.14591667,0.0763552991
0.9779052734,0.0424609375,0.0117348633,323.14591667,0.0739707967
0.9822998047,0.0424609375,0.0117875977,323.14591667,0.0715231465
0.9862060547,0.0424609375,0.0118344727,323.14591667,0.0690096988
0.9896240234,0.0424609375,0.0118754883,323.14591667,0.0664314437
0.9925537109,0.0424609375,0.0119106445,323.14591667,0.0637977356
0.9949951172,0.0424609375,0.0119399414,323.14591667,0.0611362638
0.9969482422,0.0424609375,0.0119633789,323.14591667,0.0585135295
0.9984130859,0.0424609375,0.0119809570,323.14591667,0.0560726340
0.9993896484,0.0424609375,0.0119926758,323.14591667,0.0540816493
0.9998779297,0.0424609375,0.0119985352,323.14591667,0.0529254722
0.0155029297,0.0474609375,0.0001860352,323.14591667,0.1499868512
0.0462646484,0.0474609375,0.0005551758,323.14591667,0.1498941604
0.0765380859,0.0474609375,0.0009184570,323.14591667,0.1497129686
0.1063232422,0.0474609375,0.0012758789,323.14591667,0.1494472295
0.1356201172,0.0474609375,0.0016274414,323.14591667,0.1491006839
0.1644287109,0.0474609375,0.0019731445,323.14591667,0.1486768786
0.1927490234,0.0474609375,0.0023129883,323.14591667,0.1481791830
0.2205810547,0.0474609375,0.0026469727,323.14591667,0.1476108027
0.2479248047,0.0474609375,0.0029750977,323.14591667,0.1469747909
0.2747802734,0.0474609375,0.0032973633,323.14591667,0.1462740588
0.3011474609,0.0474609375,0.0036137695,323.14591667,0.1455113839
0.3270263672,0.0474609375,0.0039243164,323.14591667,0.1446894174
0.3524169922,0.0474609375,0.0042290039,323.14591667,0.1438106908
0.3773193359,0.0474609375,0.0045278320,323.14591667,0.1428776207
0.4017333984,0.0474609375,0.0048208008,323.14591667,0.1418925142
0.4256591797,0.0474609375,0.0051079102,323.14591667,0.1408575725
0.4490966797,0.0474609375,0.0053891602,323.14591667,0.1397748946
0.4720458984,0.0474609375,0.0056645508,323.14591667,0.1386464801
0.4945068359,0.0474609375,0.0059340820,323.14591667,0.1374742318
0.5164794922,0.0474609375,0.0061977539,323.14591667,0.1362599581
0.5379638672,0.0474609375,0.0064555664,323.14591667,0.1350053740
0.5589599609,0.0474609375,0.0067075195,323.14591667,0.1337121033
0.5794677734,0.0474609375,0.0069536133,323.14591667,0.1323816791
0.5994873047,0.0474609375,0.0071938477,323.14591667,0.1310155447
0.6190185547,0.0474609375,0.0074282227,323.14591667,0.1296150540
0.6380615234,0.0474609375,0.0076567383,323.14591667,0.1281814714
0.6566162109,0.0474609375,0.0078793945,323.14591667,0.1267159720
0.6746826172,0.0474609375,0.0080961914,323.14591667,0.1252196402
0.6922607422,0.0474609375,0.0083071289,323.14591667,0.1236934695
0.7093505859,0.0474609375,0.0085122070,323.14591667,0.1221383603
0.7259521484,0.0474609375,0.0087114258,323.14591667,0.1205551187
0.7420654297,0.0474609375,0.0089047852,323.14591667,0.1189444536
0.7576904297,0.0474609375,0.0090922852,323.14591667,0.1173069742
0.7728271484,0.0474609375,0.0092739258,323.14591667,0.1156431860
0.7874755859,0.0474609375,0.0094497070,323.14591667,0.1139534870
0.8016357422,0.0474609375,0.0096196289,323.14591667,0.1122381621
0.8153076172,0.0474609375,0.0097836914,323.14591667,0.1104973774
0.8284912109,0.0474609375,0.0099418945,323.14591667,0.1087311730
0.8411865234,0.0474609375,0.0100942383,323.14591667,0.1069394546
0.8533935547,0.0474609375,0.0102407227,323.14591667,0.1051219837
0.8651123047,0.0474609375,0.0103813477,323.14591667,0.1032783663
0.8763427734,0.0474609375,0.0105161133,323.14591667,0.1014080391
0.8870849609,0.0474609375,0.0106450195,323.14591667,0.0995102542
0.8973388672,0.0474609375,0.0107680664,323.14591667,0.0975840611
0.9071044922,0.0474609375,0.0108852539,323.14591667,0.0956282850
0.9163818359,0.0474609375,0.0109965820,323.14591667,0.0936415032
0.9251708984,0.0474609375,0.0111020508,323.14591667,0.0916220177
0.9334716797,0.0474609375,0.0112016602,323.14591667,0.0895678237
0.9412841797,0.0474609375,0.0112954102,323.14591667,0.0874765773
0.9486083984,0.0474609375,0.0113833008,323.14591667,0.0853455612
0.9554443359,0.0474609375,0.0114653320,323.14591667,0.0831716541
0.9617919922,0.0474609375,0.0115415039,323.14591667,0.0809513133
0.9676513672,0.0474609375,0.0116118164,323.14591667,0.0786805851
0.9730224609,0.0474609375,0.0116762695,323.14591667,0.0763551811
0.9779052734,0.0474609375,0.0117348633,323.14591667,0.0739706865
0.9822998047,0.0474609375,0.0117875977,323.14591667,0.0715230442
0.9862060547,0.0474609375,0.0118344727,323.14591667,0.0690096048
0.9896240234,0.0474609375,0.0118754883,323.14591667,0.0664313584
0.9925537109,0.0474609375,0.0119106445,323.14591667,0.0637976595
0.9949951172,0.0474609375,0.0119399414,323.14591667,0.0611361978
0.9969482422,0.0474609375,0.0119633789,323.14591667,0.0585134744
0.9984130859,0.0474609375,0.0119809570,323.14591667,0.0560725903
0.9993896484,0.0474609375,0.0119926758,323.14591667,0.0540816163
0.9998779297,0.0474609375,0.0119985352,323.14591667,0.0529254461
0.0155029297,0.0523046875,0.0001860352,323.14591667,0.1499858782
0.0462646484,0.0523046875,0.0005551758,323.14591667,0.1498931888
0.0765380859,0.0523046875,0.0009184570,323.14591667,0.1497119997
0.1063232422,0.0523046875,0.0012758789,323.14591667,0.1494462645
0.1356201172,0.0523046875,0.0016274414,323.14591667,0.1490997239
0.1644287109,0.0523046875,0.0019731445,323.14591667,0.1486759248
0.1927490234,0.0523046875,0.0023129883,323.14591667,0.1481782364
0.2205810547,0.0523046875,0.0026469727,323.14591667,0.1476098643
0.2479248047,0.0523046875,0.0029750977,323.14591667,0.1469738615
0.2747802734,0.0523046875,0.0032973633,323.14591667,0.1462731394
0.3011474609,0.0523046875,0.0036137695,323.14591667,0.1455104752
0.3270263672,0.0523046875,0.0039243164,323.14591667,0.1446885202
0.3524169922,0.0523046875,0.0042290039,323.14591667,0.1438098057
0.3773193359,0.0523046875,0.0045278320,323.14591667,0.1428767483
0.4017333984,0.0523046875,0.0048208008,323.14591667,0.1418916550
0.4256591797,0.0523046875,0.0051079102,323.14591667,0.1408567271
0.4490966797,0.0523046875,0.0053891602,323.14591667,0.1397740634
0.4720458984,0.0523046875,0.0056645508,323.14591667,0.1386456635
0.4945068359,0.0523046875,0.0059340820,323.14591667,0.1374734302
0.5164794922,0.0523046875,0.0061977539,323.14591667,0.1362591717
0.5379638672,0.0523046875,0.0064555664,323.14591667,0.1350046032
0.5589599609,0.0523046875,0.0067075195,323.14591667,0.1337113483
0.5794677734,0.0523046875,0.0069536133,323.14591667,0.1323809400
0.5994873047,0.0523046875,0.0071938477,323.14591667,0.1310148217
0.6190185547,0.0523046875,0.0074282227,323.14591667,0.1296143472
0.6380615234,0.0523046875,0.0076567383,323.14591667,0.1281807810
0.6566162109,0.0523046875,0.0078793945,323.14591667,0.1267152979
0.6746826172,0.0523046875,0.0080961914,323.14591667,0.1252189826
0.6922607422,0.0523046875,0.0083071289,323.14591667,0.1236928283
0.7093505859,0.0523046875,0.0085122070,323.14591667,0.1221377355
0.7259521484,0.0523046875,0.0087114258,323.14591667,0.1205545103
0.7420654297,0.0523046875,0.0089047852,323.14591667,0.1189438616
0.7576904297,0.0523046875,0.0090922852,323.14591667,0.1173063986
0.7728271484,0.0523046875,0.0092739258,323.14591667,0.1156426267
0.7874755859,0.0523046875,0.0094497070,323.14591667,0.1139529438
0.8016357422,0.0523046875,0.0096196289,323.14591667,0.1122376350
0.8153076172,0.0523046875,0.0097836914,323.14591667,0.1104968663
0.8284912109,0.0523046875,0.0099418945,323.14591667,0.1087306778
0.8411865234,0.0523046875,0.0100942383,323.14591667,0.1069389753
0.8533935547,0.0523046875,0.0102407227,323.14591667,0.1051215201
0.8651123047,0.0523046875,0.0103813477,323.14591667,0.1032779183
0.8763427734,0.0523046875,0.0105161133,323.14591667,0.1014076066
0.8870849609,0.0523046875,0.0106450195,323.14591667,0.0995098372
0.8973388672,0.0523046875,0.0107680664,323.14591667,0.0975836594
0.9071044922,0.0523046875,0.0108852539,323.14591667,0.0956278986
0.9163818359,0.0523046875,0.0109965820,323.14591667,0.0936411321
0.9251708984,0.0523046875,0.0111020508,323.14591667,0.0916216617
0.9334716797,0.0523046875,0.0112016602,323.14591667,0.0895674829
0.9412841797,0.0523046875,0.0112954102,323.14591667,0.0874762517
0.9486083984,0.0523046875,0.0113833008,323.14591667,0.0853452508
0.9554443359,0.0523046875,0.0114653320,323.14591667,0.0831713591
0.9617919922,0.0523046875,0.0115415039,323.14591667,0.0809510337
0.9676513672,0.0523046875,0.0116118164,323.14591667,0.0786803211
0.9730224609,0.0523046875,0.0116762695,323.14591667,0.0763549329
0.9779052734,0.0523046875,0.0117348633,323.14591667,0.0739704545
0.9822998047,0.0523046875,0.0117875977,323.14591667,0.0715228290
0.9862060547,0.0523046875,0.0118344727,323.14591667,0.0690094070
0.9896240234,0.0523046875,0.0118754883,323.14591667,0.0664311789
0.9925537109,0.0523046875,0.0119106445,323.14591667,0.0637974996
0.9949951172,0.0523046875,0.0119399414,323.14591667,0.0611360589
0.9969482422,0.0523046875,0.0119633789,323.14591667,0.0585133583
0.9984130859,0.0523046875,0.0119809570,323.14591667,0.0560724983
0.9993896484,0.0523046875,0.0119926758,323.14591667,0.0540815468
0.9998779297,0.0523046875,0.0119985352,323.14591667,0.0529253911
0.0155029297,0.0569921875,0.0001860352,323.14591667,0.1499838404
0.0462646484,0.0569921875,0.0005551758,323.14591667,0.1498911539
0.0765380859,0.0569921875,0.0009184570,323.14591667,0.1497099703
0.1063232422,0.0569921875,0.0012758789,323.14591667,0.1494442432
0.1356201172,0.0569921875,0.0016274414,323.14591667,0.1490977132
0.1644287109,0.0569921875,0.0019731445,323.14591667,0.1486739269
0.1927490234,0.0569921875,0.0023129883,323.14591667,0.1481762536
0.2205810547,0.0569921875,0.0026469727,323.14591667,0.1476078984
0.2479248047,0.0569921875,0.0029750977,323.14591667,0.1469719147
0.2747802734,0.0569921875,0.0032973633,323.14591667,0.1462712132
0.3011474609,0.0569921875,0.0036137695,323.14591667,0.1455085713
0.3270263672,0.0569921875,0.0039243164,323.14591667,0.1446866401
0.3524169922,0.0569921875,0.0042290039,323.14591667,0.1438079508
0.3773193359,0.0569921875,0.0045278320,323.14591667,0.1428749199
0.4017333984,0.0569921875,0.0048208008,323.14591667,0.1418898542
0.4256591797,0.0569921875,0.0051079102,323.14591667,0.1408549550
0.4490966797,0.0569921875,0.0053891602,323.14591667,0.1397723208
0.4720458984,0.0569921875,0.0056645508,323.14591667,0.1386439514
0.4945068359,0.0569921875,0.0059340820,323.14591667,0.1374717493
0.5164794922,0.0569921875,0.0061977539,323.14591667,0.1362575227
0.5379638672,0.0569921875,0.0064555664,323.14591667,0.1350029866
0.5589599609,0.0569921875,0.0067075195,323.14591667,0.1337097645
0.5794677734,0.0569921875,0.0069536133,323.14591667,0.1323793895
0.5994873047,0.0569921875,0.0071938477,323.14591667,0.1310133049
0.6190185547,0.0569921875,0.0074282227,323.14591667,0.1296128643
0.6380615234,0.0569921875,0.0076567383,323.14591667,0.1281793322
0.6566162109,0.0569921875,0.0078793945,323.14591667,0.1267138834
0.6746826172,0.0569921875,0.0080961914,323.14591667,0.1252176024
0.6922607422,0.0569921875,0.0083071289,323.14591667,0.1236914825
0.7093505859,0.0569921875,0.0085122070,323.14591667,0.1221364241
0.7259521484,0.0569921875,0.0087114258,323.14591667,0.1205532333
0.7420654297,0.0569921875,0.0089047852,323.14591667,0.1189426189
0.7576904297,0.0569921875,0.0090922852,323.14591667,0.1173051900
0.7728271484,0.0569921875,0.0092739258,323.14591667,0.1156414522
0.7874755859,0.0569921875,0.0094497070,323.14591667,0.1139518032
0.8016357422,0.0569921875,0.0096196289,323.14591667,0.1122365281
0.8153076172,0.0569921875,0.0097836914,323.14591667,0.1104957930
0.8284912109,0.0569921875,0.0099418945,323.14591667,0.1087296379
0.8411865234,0.0569921875,0.0100942383,323.14591667,0.1069379684
0.8533935547,0.0569921875,0.0102407227,323.14591667,0.1051205462
0.8651123047,0.0569921875,0.0103813477,323.14591667,0.1032769772
0.8763427734,0.0569921875,0.0105161133,323.14591667,0.1014066980
0.8870849609,0.0569921875,0.0106450195,323.14591667,0.0995089610
0.8973388672,0.0569921875,0.0107680664,323.14591667,0.0975828155
0.9071044922,0.0569921875,0.0108852539,323.14591667,0.0956270867
0.9163818359,0.0569921875,0.0109965820,323.14591667,0.0936403522
0.9251708984,0.0569921875,0.0111020508,323.14591667,0.0916209137
0.9334716797,0.0569921875,0.0112016602,323.14591667,0.0895667667
0.9412841797,0.0569921875,0.0112954102,323.14591667,0.0874755674
0.9486083984,0.0569921875,0.0113833008,323.14591667,0.0853445985
0.9554443359,0.0569921875,0.0114653320,323.14591667,0.0831707389
0.9617919922,0.0569921875,0.0115415039,323.14591667,0.0809504459
0.9676513672,0.0569921875,0.0116118164,323.14591667,0.0786797661
0.9730224609,0.0569921875,0.0116762695,323.14591667,0.0763544113
0.9779052734,0.0569921875,0.0117348633,323.14591667,0.0739699670
0.9822998047,0.0569921875,0.0117875977,323.14591667,0.0715223767
0.9862060547,0.0569921875,0.0118344727,323.14591667,0.0690089913
0.9896240234,0.0569921875,0.0118754883,323.14591667,0.0664308016
0.9925537109,0.0569921875,0.0119106445,323.14591667,0.0637971634
0.9949951172,0.0569921875,0.0119399414,323.14591667,0.0611357670
0.9969482422,0.0569921875,0.0119633789,323.14591667,0.0585131145
0.9984130859,0.0569921875,0.0119809570,323.14591667,0.0560723050
0.9993896484,0.0569921875,0.0119926758,323.14591667,0.0540814007
0.9998779297,0.0569921875,0.0119985352,323.14591667,0.0529252756
0.0155029297,0.0615234375,0.0001860352,323.14591667,0.1499797023
0.0462646484,0.0615234375,0.0005551758,323.14591667,0.1498870214
0.0765380859,0.0615234375,0.0009184570,323.14591667,0.1497058490
0.1063232422,0.0615234375,0.0012758789,323.14591667,0.1494401382
0.1356201172,0.0615234375,0.0016274414,323.14591667,0.1490936293
0.1644287109,0.0615234375,0.0019731445,323.14591667,0.1486698687
0.1927490234,0.0615234375,0.0023129883,323.14591667,0.1481722254
0.2205810547,0.0615234375,0.0026469727,323.14591667,0.1476039044
0.2479248047,0.0615234375,0.0029750977,323.14591667,0.1469679584
0.2747802734,0.0615234375,0.0032973633,323.14591667,0.1462672984
0.3011474609,0.0615234375,0.0036137695,323.14591667,0.1455047012
0.3270263672,0.0615234375,0.0039243164,323.14591667,0.1446828178
0.3524169922,0.0615234375,0.0042290039,323.14591667,0.1438041790
0.3773193359,0.0615234375,0.0045278320,323.14591667,0.1428712011
0.4017333984,0.0615234375,0.0048208008,323.14591667,0.1418861909
0.4256591797,0.0615234375,0.0051079102,323.14591667,0.1408513492
0.4490966797,0.0615234375,0.0053891602,323.14591667,0.1397687745
0.4720458984,0.0615234375,0.0056645508,323.14591667,0.1386404663
0.4945068359,0.0615234375,0.0059340820,323.14591667,0.1374683269
0.5164794922,0.0615234375,0.0061977539,323.14591667,0.1362541643
0.5379638672,0.0615234375,0.0064555664,323.14591667,0.1349996934
0.5589599609,0.0615234375,0.0067075195,323.14591667,0.1337065375
0.5794677734,0.0615234375,0.0069536133,323.14591667,0.1323762296
0.5994873047,0.0615234375,0.0071938477,323.14591667,0.1310102127
0.6190185547,0.0615234375,0.0074282227,323.14591667,0.1296098405
0.6380615234,0.0615234375,0.0076567383,323.14591667,0.1281763772
0.6566162109,0.0615234375,0.0078793945,323.14591667,0.1267109975
0.6746826172,0.0615234375,0.0080961914,323.14591667,0.1252147859
0.6922607422,0.0615234375,0.0083071289,323.14591667,0.1236887355
0.7093505859,0.0615234375,0.0085122070,323.14591667,0.1221337467
0.7259521484,0.0615234375,0.0087114258,323.14591667,0.1205506254
0.7420654297,0.0615234375,0.0089047852,323.14591667,0.1189400804
0.7576904297,0.0615234375,0.0090922852,323.14591667,0.1173027208
0.7728271484,0.0615234375,0.0092739258,323.14591667,0.1156390520
0.7874755859,0.0615234375,0.0094497070,323.14591667,0.1139494718
0.8016357422,0.0615234375,0.0096196289,323.14591667,0.1122342652
0.8153076172,0.0615234375,0.0097836914,323.14591667,0.1104935982
0.8284912109,0.0615234375,0.0099418945,323.14591667,0.1087275108
0.8411865234,0.0615234375,0.0100942383,323.14591667,0.1069359088
0.8533935547,0.0615234375,0.0102407227,323.14591667,0.1051185536
0.8651123047,0.0615234375,0.0103813477,323.14591667,0.1032750512
0.8763427734,0.0615234375,0.0105161133,323.14591667,0.1014048384
0.8870849609,0.0615234375,0.0106450195,323.14591667,0.0995071673
0.8973388672,0.0615234375,0.0107680664,323.14591667,0.0975810874
0.9071044922,0.0615234375,0.0108852539,323.14591667,0.0956254241
0.9163818359,0.0615234375,0.0109965820,323.14591667,0.0936387548
0.9251708984,0.0615234375,0.0111020508,323.14591667,0.0916193814
0.9334716797,0.0615234375,0.0112016602,323.14591667,0.0895652996
0.9412841797,0.0615234375,0.0112954102,323.14591667,0.0874741654
0.9486083984,0.0615234375,0.0113833008,323.14591667,0.0853432618
0.9554443359,0.0615234375,0.0114653320,323.14591667,0.0831694679
0.9617919922,0.0615234375,0.0115415039,323.14591667,0.0809492412
0.9676513672,0.0615234375,0.0116118164,323.14591667,0.0786786286
0.9730224609,0.0615234375,0.0116762695,323.14591667,0.0763533421
0.9779052734,0.0615234375,0.0117348633,323.14591667,0.0739689677
0.9822998047,0.0615234375,0.0117875977,323.14591667,0.0715214494
0.9862060547,0.0615234375,0.0118344727,323.14591667,0.0690081390
0.9896240234,0.0615234375,0.0118754883,323.14591667,0.0664300282
0.9925537109,0.0615234375,0.0119106445,323.14591667,0.0637964741
0.9949951172,0.0615234375,0.0119399414,323.14591667,0.0611351685
0.9969482422,0.0615234375,0.0119633789,323.14591667,0.0585126144
0.9984130859,0.0615234375,0.0119809570,323.14591667,0.0560719087
0.9993896484,0.0615234375,0.0119926758,323.14591667,0.0540811012
0.9998779297,0.0615234375,0.0119985352,323.14591667,0.0529250387
0.0155029297,0.0658984375,0.0001860352,323.14591667,0.1499716532
0.0462646484,0.0658984375,0.0005551758,323.14591667,0.1498789832
0.0765380859,0.0658984375,0.0009184570,323.14591667,0.1496978320
0.1063232422,0.0658984375,0.0012758789,323.14591667,0.1494321522
0.1356201172,0.0658984375,0.0016274414,323.14591667,0.1490856836
0.1644287109,0.0658984375,0.0019731445,323.14591667,0.1486619721
0.1927490234,0.0658984375,0.0023129883,323.14591667,0.1481643862
0.2205810547,0.0658984375,0.0026469727,323.14591667,0.1475961303
0.2479248047,0.0658984375,0.0029750977,323.14591667,0.1469602568
0.2747802734,0.0658984375,0.0032973633,323.14591667,0.1462596759
0.3011474609,0.0658984375,0.0036137695,323.14591667,0.1454971642
0.3270263672,0.0658984375,0.0039243164,323.14591667,0.1446753721
0.3524169922,0.0658984375,0.0042290039,323.14591667,0.1437968300
0.3773193359,0.0658984375,0.0045278320,323.14591667,0.1428639538
0.4017333984,0.0658984375,0.0048208008,323.14591667,0.1418790498
0.4256591797,0.0658984375,0.0051079102,323.14591667,0.1408443183
0.4490966797,0.0658984375,0.0053891602,323.14591667,0.1397618577
0.4720458984,0.0658984375,0.0056645508,323.14591667,0.1386336668
0.4945068359,0.0658984375,0.0059340820,323.14591667,0.1374616478
0.5164794922,0.0658984375,0.0061977539,323.14591667,0.1362476082
0.5379638672,0.0658984375,0.0064555664,323.14591667,0.1349932626
0.5589599609,0.0658984375,0.0067075195,323.14591667,0.1337002341
0.5794677734,0.0658984375,0.0069536133,323.14591667,0.1323700553
0.5994873047,0.0658984375,0.0071938477,323.14591667,0.1310041689
0.6190185547,0.0658984375,0.0074282227,323.14591667,0.1296039284
0.6380615234,0.0658984375,0.0076567383,323.14591667,0.1281705978
0.6566162109,0.0658984375,0.0078793945,323.14591667,0.1267053516
0.6746826172,0.0658984375,0.0080961914,323.14591667,0.1252092740
0.6922607422,0.0658984375,0.0083071289,323.14591667,0.1236833579
0.7093505859,0.0658984375,0.0085122070,323.14591667,0.1221285037
0.7259521484,0.0658984375,0.0087114258,323.14591667,0.1205455169
0.7420654297,0.0658984375,0.0089047852,323.14591667,0.1189351064
0.7576904297,0.0658984375,0.0090922852,323.14591667,0.1172978809
0.7728271484,0.0658984375,0.0092739258,323.14591667,0.1156343460
0.7874755859,0.0658984375,0.0094497070,323.14591667,0.1139448993
0.8016357422,0.0658984375,0.0096196289,323.14591667,0.1122298257
0.8153076172,0.0658984375,0.0097836914,323.14591667,0.1104892911
0.8284912109,0.0658984375,0.0099418945,323.14591667,0.1087233356
0.8411865234,0.0658984375,0.0100942383,323.14591667,0.1069318648
0.8533935547,0.0658984375,0.0102407227,323.14591667,0.1051146403
0.8651123047,0.0658984375,0.0103813477,323.14591667,0.1032712679
0.8763427734,0.0658984375,0.0105161133,323.14591667,0.1014011845
0.8870849609,0.0658984375,0.0106450195,323.14591667,0.0995036423
0.8973388672,0.0658984375,0.0107680664,323.14591667,0.0975776908
0.9071044922,0.0658984375,0.0108852539,323.14591667,0.0956221554
0.9163818359,0.0658984375,0.0109965820,323.14591667,0.0936356138
0.9251708984,0.0658984375,0.0111020508,323.14591667,0.0916163679
0.9334716797,0.0658984375,0.0112016602,323.14591667,0.0895624135
0.9412841797,0.0658984375,0.0112954102,323.14591667,0.0874714071
0.9486083984,0.0658984375,0.0113833008,323.14591667,0.0853406317
0.9554443359,0.0658984375,0.0114653320,323.14591667,0.0831669669
