time_s,time_h,oven_temperature_c,oven_moisture_kg_kg
54180,15.050000,50.10926840,0.0496928308
54240,15.066667,49.78913005,0.0501171507
54300,15.083333,49.91674812,0.0498861153
54360,15.100000,49.92087804,0.0500842228
54420,15.116667,50.12800100,0.0498939624
54480,15.133333,50.19898576,0.0498849993
54540,15.150000,49.78450485,0.0498049794
54600,15.166667,49.90104296,0.0501444790
54660,15.183333,49.82036209,0.0499760698
54720,15.200000,49.87637443,0.0501273430
54780,15.216667,49.98362213,0.0502916705
54840,15.233333,50.30892022,0.0501412552
54900,15.250000,49.91362739,0.0500013227
54960,15.266667,49.76522900,0.0498438533
55020,15.283333,50.16997100,0.0498887839
55080,15.300000,50.10024362,0.0499443893
55140,15.316667,50.07266740,0.0500129831
55200,15.333333,50.14971010,0.0501493469
55260,15.350000,49.99489030,0.0498993476
55320,15.366667,50.29428597,0.0501663572
55380,15.383333,49.69151920,0.0497923875
55440,15.400000,49.98386305,0.0501285683
55500,15.416667,49.64946785,0.0500206888
55560,15.433333,50.13138001,0.0497756641
55620,15.450000,50.07958994,0.0501100462
55680,15.466667,49.85925897,0.0498702050
55740,15.483333,50.09484791,0.0502415403
55800,15.500000,49.82688698,0.0503267492
55860,15.516667,50.20828961,0.0500783455
55920,15.533333,50.10896951,0.0498976657
55980,15.550000,49.78353421,0.0499593470
56040,15.566667,50.18604117,0.0499950624
56100,15.583333,49.96060840,0.0503117822
56160,15.600000,50.01852506,0.0503030672
56220,15.616667,50.45689722,0.0497315196
56280,15.633333,50.09641766,0.0500250766
56340,15.650000,49.78150782,0.0502297431
56400,15.666667,49.98146585,0.0500756526
56460,15.683333,50.03908649,0.0500218724
56520,15.700000,50.30181449,0.0498265948
56580,15.716667,49.75026094,0.0497999829
56640,15.733333,50.00591292,0.0500046816
56700,15.750000,49.71819646,0.0498654275
56760,15.766667,49.83012535,0.0498872855
56820,15.783333,50.35235429,0.0498246838
56880,15.800000,50.39091822,0.0498274622
56940,15.816667,50.21751956,0.0501614179
57000,15.833333,49.99815638,0.0500865497
57060,15.850000,49.92132261,0.0499116284
57120,15.866667,49.80570156,0.0499841943
57180,15.883333,50.12938278,0.0501767290
57240,15.900000,49.92459291,0.0501225302
57300,15.916667,50.07866681,0.0499379934
57360,15.933333,50.15990020,0.0502475445
57420,15.950000,50.06379008,0.0498381217
57480,15.966667,49.60024775,0.0501696636
57540,15.983333,50.24597046,0.0502446658
57600,16.000000,50.21707920,0.0497187335
57660,16.016667,49.99847481,0.0497927455
57720,16.033333,50.00511542,0.0500186411
57780,16.050000,49.77884256,0.0499281210
57840,16.066667,50.21407316,0.0499060385
57900,16.083333,49.87880168,0.0498012687
57960,16.100000,50.20169740,0.0496095385
58020,16.116667,50.15573490,0.0501673368
58080,16.133333,49.92095400,0.0497567034
58140,16.150000,50.04585273,0.0498745302
58200,16.166667,49.60949875,0.0501158547
58260,16.183333,49.94214947,0.0498353175
58320,16.200000,49.73351231,0.0500075141
58380,16.216667,49.77151920,0.0498130811
58440,16.233333,49.80818120,0.0499276271
58500,16.250000,50.03688369,0.0499445030
58560,16.266667,50.09109433,0.0498592085
58620,16.283333,50.17711461,0.0498061889
58680,16.300000,49.71721555,0.0502985972
58740,16.316667,50.24560752,0.0502028377
58800,16.333333,49.48135957,0.0503341186
58860,16.350000,49.86440671,0.0499944926
58920,16.366667,50.00343040,0.0499567055
58980,16.383333,50.31489306,0.0500325024
59040,16.400000,50.05300318,0.0502093171
59100,16.416667,50.07191163,0.0496240089
59160,16.433333,50.30606544,0.0502500312
59220,16.450000,50.15283051,0.0503932087
59280,16.466667,50.17494038,0.0497529749
59340,16.483333,50.26804470,0.0503813480
59400,16.500000,50.36574168,0.0499745524
59460,16.516667,49.87639764,0.0498501461
59520,16.533333,49.64856178,0.0499900696
59580,16.550000,50.10735942,0.0503296337
59640,16.566667,50.09384056,0.0498520257
59700,16.583333,50.05751101,0.0501127485
59760,16.600000,49.97186598,0.0498672420
59820,16.616667,49.87511159,0.0499334044
59880,16.633333,49.69371615,0.0499574422
59940,16.650000,50.02214143,0.0502584970
60000,16.666667,50.24559582,0.0503071206
60060,16.683333,49.93679461,0.0501902390
60120,16.700000,49.90217499,0.0497769720
60180,16.716667,50.03272016,0.0494274985
60240,16.733333,50.08558471,0.0495289658
60300,16.750000,49.83538032,0.0499657728
60360,16.766667,49.82320793,0.0499979557
60420,16.783333,49.96043008,0.0500534726
60480,16.800000,50.03793877,0.0499130855
60540,16.816667,49.98524608,0.0500301809
60600,16.833333,49.96960092,0.0501836289
60660,16.850000,49.84107065,0.0496949100
60720,16.866667,49.84200900,0.0498270158
60780,16.883333,49.98841169,0.0498948861
60840,16.900000,49.98716651,0.0497677227
60900,16.916667,49.99408385,0.0499993856
60960,16.933333,49.77135290,0.0497839690
61020,16.950000,50.05012319,0.0498589804
61080,16.966667,50.37367309,0.0497445081
61140,16.983333,50.18913957,0.0497231338
61200,17.000000,49.88027684,0.0497607383
61260,17.016667,50.03198183,0.0502052620
61320,17.033333,49.95132009,0.0500501523
61380,17.050000,49.94806963,0.0500566608
61440,17.066667,49.97905532,0.0497316122
61500,17.083333,50.13062709,0.0498478336
61560,17.100000,49.84361459,0.0500953598
61620,17.116667,49.86517521,0.0499392450
61680,17.133333,50.19152757,0.0501536440
61740,17.150000,50.06618620,0.0500366058
61800,17.166667,49.89749630,0.0504701929
61860,17.183333,50.18484668,0.0499590665
61920,17.200000,49.69841075,0.0498695304
61980,17.216667,50.23156848,0.0501365911
62040,17.233333,50.10852037,0.0501927321
62100,17.250000,49.98700081,0.0503375851
62160,17.266667,49.92511601,0.0499576838
62220,17.283333,49.79201142,0.0497793284
62280,17.300000,49.82262977,0.0504597261
62340,17.316667,49.80999601,0.0497561912
62400,17.333333,50.07072461,0.0501027987
62460,17.350000,50.10078132,0.0494691434
62520,17.366667,50.32571357,0.0498090990
62580,17.383333,49.89419038,0.0502239451
62640,17.400000,50.02476309,0.0499803187
62700,17.416667,50.00438289,0.0500034229
62760,17.433333,50.03054234,0.0500540336
62820,17.450000,49.95554855,0.0499261265
62880,17.466667,49.93373243,0.0498848362
62940,17.483333,50.23373990,0.0497333861
63000,17.500000,50.39987412,0.0498619950
63060,17.516667,50.07582135,0.0500702888
63120,17.533333,50.25335236,0.0499980785
63180,17.550000,50.25891309,0.0502594270
63240,17.566667,49.77965589,0.0497492984
63300,17.583333,50.01900777,0.0497963652
63360,17.600000,50.34346670,0.0501054447
63420,17.616667,50.09266874,0.0498307288
63480,17.633333,49.92157214,0.0498709522
63540,17.650000,50.06631700,0.0501882511
63600,17.666667,49.73513280,0.0500251996
63660,17.683333,49.85513512,0.0497233177
63720,17.700000,50.06162873,0.0500956442
63780,17.716667,50.07839228,0.0500137004
63840,17.733333,50.16620943,0.0502032256
63900,17.750000,50.01525801,0.0498768535
63960,17.766667,50.33511120,0.0499175309
64020,17.783333,49.85948886,0.0501677406
64080,17.800000,50.14527496,0.0500973287
64140,17.816667,49.95952772,0.0502986908
64200,17.833333,50.09825619,0.0498851340
64260,17.850000,49.96907090,0.0499221709
64320,17.866667,50.01732852,0.0500183791
64380,17.883333,50.33551787,0.0499822923
64440,17.900000,49.88714007,0.0499972793
64500,17.916667,49.47427754,0.0499787867
64560,17.933333,50.15608678,0.0498592035
64620,17.950000,49.93260933,0.0497416677
64680,17.966667,49.77930264,0.0498833206
64740,17.983333,50.06631372,0.0498501437
64800,18.000000,49.88386893,0.0501315932
64860,18.016667,49.84039724,0.0501432672
64920,18.033333,50.07373235,0.0501993110
64980,18.050000,49.62654083,0.0503251159
65040,18.066667,50.20898095,0.0498859715
65100,18.083333,50.04342327,0.0500826556
65160,18.100000,49.97469300,0.0502621054
65220,18.116667,50.09994735,0.0500894534
65280,18.133333,49.97987421,0.0497761686
65340,18.150000,50.23231308,0.0499219653
65400,18.166667,49.69035776,0.0498208543
65460,18.183333,49.92486341,0.0498941280
65520,18.200000,50.20381486,0.0500401171
65580,18.216667,49.84064533,0.0499367172
65640,18.233333,50.42194414,0.0499580375
65700,18.250000,49.87156978,0.0497414071
65760,18.266667,49.59749912,0.0500334655
65820,18.283333,49.85069933,0.0499005300
65880,18.300000,49.96616232,0.0500337918
65940,18.316667,50.13245706,0.0499453335
66000,18.333333,49.88111822,0.0503232002
66060,18.350000,50.05981709,0.0497041262
66120,18.366667,50.03486528,0.0499907208
66180,18.383333,50.21893284,0.0496352962
66240,18.400000,49.86324677,0.0500666816
66300,18.416667,49.83647945,0.0500007948
66360,18.433333,49.90710186,0.0497979876
66420,18.450000,49.76455548,0.0501132519
66480,18.466667,49.96400686,0.0497147523
66540,18.483333,49.99077266,0.0498564819
66600,18.500000,50.02997894,0.0498664434
66660,18.516667,49.83929382,0.0500947705
66720,18.533333,49.84409388,0.0498970256
66780,18.550000,50.04566660,0.0497624822
66840,18.566667,50.27771349,0.0498016197
66900,18.583333,49.85660166,0.0502708005
66960,18.600000,49.65092688,0.0502067443
67020,18.616667,50.23316337,0.0499889798
67080,18.633333,50.01397577,0.0495481763
67140,18.650000,50.13929883,0.0499799478
67200,18.666667,50.14598887,0.0499837768
67260,18.683333,50.26405323,0.0500006160
67320,18.700000,49.63123126,0.0502959895
67380,18.716667,50.10251286,0.0498855573
67440,18.733333,49.99888364,0.0501084038
67500,18.750000,50.27614117,0.0499920535
67560,18.766667,50.11078334,0.0500390388
67620,18.783333,49.89466361,0.0501205583
67680,18.800000,49.79933890,0.0501389262
67740,18.816667,49.64446407,0.0500533410
67800,18.833333,49.73708347,0.0499403158
67860,18.850000,49.57021094,0.0498603499
67920,18.866667,49.53183214,0.0496519981
67980,18.883333,50.38083440,0.0498459669
68040,18.900000,49.81686599,0.0501243060
68100,18.916667,49.84669624,0.0500307375
68160,18.933333,50.09706754,0.0501804424
68220,18.950000,50.09559119,0.0499239086
68280,18.966667,50.10564004,0.0502579844
68340,18.983333,50.11495134,0.0498131031
68400,19.000000,50.14698283,0.0499679740
68460,19.016667,50.00182953,0.0498635460
68520,19.033333,49.66314272,0.0500282257
68580,19.050000,49.73316976,0.0501533439
68640,19.066667,50.00415251,0.0497627750
68700,19.083333,49.98535660,0.0497136496
68760,19.100000,49.94512230,0.0499070910
68820,19.116667,49.75778975,0.0499746525
68880,19.133333,49.92441346,0.0498930679
68940,19.150000,49.76413328,0.0499008177
69000,19.166667,49.92378899,0.0501854479
69060,19.183333,49.78396513,0.0501309629
69120,19.200000,50.22029054,0.0500131597
69180,19.216667,50.13146934,0.0498253572
69240,19.233333,49.96472389,0.0502101307
69300,19.250000,50.13191019,0.0494979420
69360,19.266667,50.21068248,0.0500024462
69420,19.283333,49.91570970,0.0501416247
69480,19.300000,50.01165370,0.0500228128
69540,19.316667,50.14308780,0.0498045106
69600,19.333333,49.96430006,0.0498488717
69660,19.350000,50.35574404,0.0497268840
69720,19.366667,49.93340446,0.0500549678
69780,19.383333,49.94461847,0.0500669975
69840,19.400000,50.09222922,0.0502945845
69900,19.416667,50.04850032,0.0498988895
69960,19.433333,50.09320226,0.0500469537
70020,19.450000,50.11239962,0.0499614799
70080,19.466667,50.24554179,0.0501327450
70140,19.483333,49.78695661,0.0498503336
70200,19.500000,49.81671773,0.0499353163
70260,19.516667,50.20380657,0.0500042769
70320,19.533333,50.22192884,0.0498286572
70380,19.550000,50.11557790,0.0496910105
70440,19.566667,50.28955391,0.0499495851
70500,19.583333,50.33176758,0.0500490287
70560,19.600000,50.00836800,0.0502044363
70620,19.616667,49.83968373,0.0498210302
70680,19.633333,50.26035354,0.0498510385
70740,19.650000,49.89098915,0.0499692313
70800,19.666667,50.21093469,0.0498325692
70860,19.683333,49.74342376,0.0501679607
70920,19.700000,50.11121849,0.0498827104
70980,19.716667,50.04988282,0.0503019778
71040,19.733333,49.90260470,0.0499439136
71100,19.750000,50.26831715,0.0498448072
71160,19.766667,49.85531174,0.0503074825
71220,19.783333,49.88180754,0.0500452469
71280,19.800000,50.11711602,0.0500314451
71340,19.816667,49.84524664,0.0496608641
71400,19.833333,49.91268769,0.0499249653
71460,19.850000,49.76537081,0.0503217535
71520,19.866667,50.12576894,0.0501041657
71580,19.883333,50.12342930,0.0498436948
71640,19.900000,49.77220155,0.0501910305
71700,19.916667,50.18701137,0.0500954506
71760,19.933333,50.10063453,0.0500099852
71820,19.950000,50.06530309,0.0499905519
71880,19.966667,49.75500631,0.0497306624
71940,19.983333,49.68467408,0.0499765332
72000,20.000000,49.68056025,0.0502247370
72060,20.016667,50.34297029,0.0500394321
72120,20.033333,50.07841592,0.0498850479
72180,20.050000,50.00102553,0.0495230752
72240,20.066667,50.19020677,0.0497361726
72300,20.083333,49.95171450,0.0501041925
72360,20.100000,50.02026821,0.0499048807
72420,20.116667,50.02643713,0.0501411452
72480,20.133333,49.90889517,0.0500792693
72540,20.150000,49.89913101,0.0496458274
72600,20.166667,50.01627636,0.0499549822
72660,20.183333,50.08793671,0.0497829821
72720,20.200000,50.20538841,0.0503372382
72780,20.216667,50.19854995,0.0498267368
72840,20.233333,49.91307389,0.0500194621
72900,20.250000,49.75511921,0.0499090002
72960,20.266667,50.31034156,0.0500317659
73020,20.283333,50.18904530,0.0497131285
73080,20.300000,50.04808982,0.0500240546
73140,20.316667,50.19509239,0.0498382695
73200,20.333333,50.12529755,0.0499861281
73260,20.350000,50.00424457,0.0500151093
73320,20.366667,49.86144869,0.0500885230
73380,20.383333,50.26356088,0.0502542667
73440,20.400000,49.96981998,0.0500147285
73500,20.416667,49.93844005,0.0499392211
73560,20.433333,49.88871737,0.0499429833
73620,20.450000,50.12950990,0.0500669192
73680,20.466667,50.31815650,0.0499473461
73740,20.483333,49.99240762,0.0500947245
73800,20.500000,50.19184515,0.0500668138
73860,20.516667,49.88058288,0.0501297889
73920,20.533333,49.99177474,0.0500288745
73980,20.550000,49.95280908,0.0498144497
74040,20.566667,50.05873384,0.0498249931
74100,20.583333,50.06679490,0.0497613412
74160,20.600000,50.05744943,0.0498780217
74220,20.616667,50.01898513,0.0500094790
74280,20.633333,50.19157350,0.0498215050
74340,20.650000,49.97771344,0.0498696397
74400,20.666667,49.96933786,0.0497667440
74460,20.683333,49.88640931,0.0501666910
74520,20.700000,49.96177179,0.0499097365
74580,20.716667,50.02849701,0.0499187102
74640,20.733333,50.15260291,0.0498850715
74700,20.750000,49.68927010,0.0501048936
74760,20.766667,49.72541980,0.0499316271
74820,20.783333,49.85993908,0.0499654684
74880,20.800000,49.73832356,0.0500977100
74940,20.816667,50.05678644,0.0501972208
75000,20.833333,49.93430834,0.0500605195
75060,20.850000,49.80158301,0.0499051584
75120,20.866667,49.80856819,0.0498822505
75180,20.883333,50.25053189,0.0498731263
75240,20.900000,50.02972985,0.0496948542
75300,20.916667,50.12651651,0.0502262495
75360,20.933333,49.98249554,0.0503293890
75420,20.950000,49.83442940,0.0500084907
75480,20.966667,50.11140665,0.0499141567
75540,20.983333,49.64361259,0.0499477091
75600,21.000000,50.36731352,0.0496405148
75660,21.016667,49.52436583,0.0500850179
75720,21.033333,50.00631948,0.0500665601
75780,21.050000,50.13577141,0.0501588000
75840,21.066667,50.30491946,0.0498897872
75900,21.083333,49.90017340,0.0500580299
75960,21.100000,50.27167782,0.0497731056
76020,21.116667,50.01017715,0.0499314417
76080,21.133333,49.90241566,0.0499552728
76140,21.150000,49.80754332,0.0499921383
76200,21.166667,49.91572849,0.0500528818
76260,21.183333,50.10212954,0.0499646455
76320,21.200000,50.09767148,0.0498447126
76380,21.216667,49.84984661,0.0500608747
76440,21.233333,50.07268542,0.0499698405
76500,21.250000,49.83530226,0.0499535338
76560,21.266667,50.06611852,0.0500413001
76620,21.283333,50.01487550,0.0500560424
76680,21.300000,49.87761023,0.0499925734
76740,21.316667,50.19372757,0.0500719112
76800,21.333333,49.97690966,0.0502657541
76860,21.350000,50.06611578,0.0500942695
76920,21.366667,49.96986315,0.0498190173
76980,21.383333,50.13758374,0.0498272357
77040,21.400000,49.82720782,0.0498462631
77100,21.416667,50.27640391,0.0499035545
77160,21.433333,50.04763884,0.0500948949
77220,21.450000,49.81845786,0.0499985910
77280,21.466667,50.03068829,0.0499856154
77340,21.483333,50.08182925,0.0496464421
77400,21.500000,49.96880300,0.0496123347
77460,21.516667,49.81711330,0.0498494925
77520,21.533333,50.02518476,0.0501752878
77580,21.550000,49.91307692,0.0494039363
77640,21.566667,49.98753025,0.0502909763
77700,21.583333,50.16942217,0.0499852816
77760,21.600000,49.98726114,0.0499910952
77820,21.616667,49.87926264,0.0500436447
77880,21.633333,49.88011195,0.0500208293
77940,21.650000,49.93081427,0.0497742535
78000,21.666667,49.87538867,0.0499182127
78060,21.683333,49.93552791,0.0501237731
78120,21.700000,49.82436051,0.0501299963
78180,21.716667,49.87416687,0.0501010355
78240,21.733333,49.77317868,0.0501191629
78300,21.750000,50.04799270,0.0501385804
78360,21.766667,49.96837085,0.0500061641
78420,21.783333,50.07518697,0.0499267660
78480,21.800000,50.09427456,0.0498247538
78540,21.816667,49.52312110,0.0500032365
78600,21.833333,50.15939622,0.0499917263
78660,21.850000,49.91696182,0.0500693729
78720,21.866667,50.06347685,0.0498014877
78780,21.883333,49.44218414,0.0498907931
78840,21.900000,49.77066988,0.0499134316
78900,21.916667,49.92344032,0.0502979953
78960,21.933333,50.16025038,0.0498823982
79020,21.950000,49.84164584,0.0497227020
79080,21.966667,49.94935236,0.0500144208
79140,21.983333,49.85569385,0.0499081229
79200,22.000000,49.87306046,0.0502045121
79260,22.016667,49.90705702,0.0500180089
79320,22.033333,49.99510979,0.0500096077
79380,22.050000,50.01673170,0.0498619810
79440,22.066667,49.82310890,0.0501290116
79500,22.083333,49.99914189,0.0500072855
79560,22.100000,50.11138262,0.0501826611
79620,22.116667,50.12877404,0.0497537292
79680,22.133333,50.07752722,0.0500403425
79740,22.150000,50.11260375,0.0503843442
79800,22.166667,50.28104462,0.0498955914
79860,22.183333,50.29097435,0.0500528073
79920,22.200000,50.15430026,0.0501068999
79980,22.216667,50.37152687,0.0498774440
80040,22.233333,50.38353115,0.0498770202
80100,22.250000,49.99918777,0.0499056271
80160,22.266667,50.10631834,0.0499021443
80220,22.283333,50.23100363,0.0497144666
80280,22.300000,49.70631168,0.0500291660
80340,22.316667,49.73304896,0.0498508134
80400,22.333333,50.35680585,0.0500351100
80460,22.350000,50.11055461,0.0503791762
80520,22.366667,49.91710916,0.0501190134
80580,22.383333,50.20485629,0.0500388656
80640,22.400000,50.35715010,0.0500574506
80700,22.416667,49.59588837,0.0498593748
80760,22.433333,49.83279730,0.0499011680
80820,22.450000,49.98542378,0.0503109340
80880,22.466667,49.82026143,0.0501458717
80940,22.483333,49.96127294,0.0501092189
81000,22.500000,50.37660554,0.0499109008
81060,22.516667,50.09000999,0.0497400184
81120,22.533333,49.82933858,0.0502370886
81180,22.550000,50.36096207,0.0497585574
81240,22.566667,50.09658503,0.0498731777
81300,22.583333,49.45652205,0.0501867249
81360,22.600000,49.73377728,0.0498921915
81420,22.616667,50.15258221,0.0497399960
81480,22.633333,50.34721347,0.0500231522
81540,22.650000,50.02835955,0.0500757089
81600,22.666667,50.14442549,0.0502028586
81660,22.683333,49.83196004,0.0502307281
81720,22.700000,49.90569636,0.0498485975
81780,22.716667,50.24379659,0.0499116127
81840,22.733333,50.16569733,0.0499483928
81900,22.750000,49.84859349,0.0499284610
81960,22.766667,49.88702701,0.0498355185
82020,22.783333,49.94179115,0.0503591254
82080,22.800000,49.92369996,0.0495900437
82140,22.816667,49.72329578,0.0500480935
82200,22.833333,49.73290826,0.0499049998
82260,22.850000,49.97917072,0.0500044238
82320,22.866667,49.98864581,0.0500323646
82380,22.883333,49.72455831,0.0501241310
82440,22.900000,50.12695893,0.0500760018
82500,22.916667,49.85243489,0.0499978512
82560,22.933333,49.61369480,0.0503717205
82620,22.950000,50.03774380,0.0501432852
82680,22.966667,50.29225229,0.0498689260
82740,22.983333,49.81954982,0.0499081084
82800,23.000000,49.67270487,0.0497994080
82860,23.016667,49.87490650,0.0499664311
82920,23.033333,49.85994101,0.0502835737
82980,23.050000,50.10846868,0.0500237138
83040,23.066667,49.80175795,0.0499703867
83100,23.083333,49.91221442,0.0498737852
83160,23.100000,49.84142472,0.0499352455
83220,23.116667,50.24421660,0.0500390888
83280,23.133333,50.09537188,0.0499947895
83340,23.150000,50.06856608,0.0500128264
83400,23.166667,50.08059491,0.0501127718
83460,23.183333,49.70096910,0.0504346297
83520,23.200000,49.97331778,0.0498205729
83580,23.216667,50.07496049,0.0501929787
83640,23.233333,50.09691112,0.0501750210
83700,23.250000,50.21044926,0.0496593492
83760,23.266667,49.72432544,0.0496930078
83820,23.283333,50.28371121,0.0500265914
83880,23.300000,50.07165133,0.0500612360
83940,23.316667,49.87776676,0.0500630375
84000,23.333333,50.23336912,0.0499672732
84060,23.350000,50.29468725,0.0496756584
84120,23.366667,49.76073420,0.0503048809
84180,23.383333,50.04201960,0.0499011447
84240,23.400000,49.77388133,0.0500840201
84300,23.416667,50.13887425,0.0496535927
84360,23.433333,50.28003039,0.0501506119
84420,23.450000,50.09777411,0.0502723847
84480,23.466667,50.37705652,0.0499082350
84540,23.483333,50.41772849,0.0500444682
84600,23.500000,50.15371935,0.0497180629
84660,23.516667,50.09453047,0.0504084527
84720,23.533333,49.98782992,0.0499865869
84780,23.550000,50.17527728,0.0496605867
84840,23.566667,50.16827308,0.0501050547
84900,23.583333,50.03132000,0.0498645672
84960,23.600000,50.30503996,0.0502890401
85020,23.616667,49.73503003,0.0502164054
85080,23.633333,50.21733359,0.0496432060
85140,23.650000,49.69129640,0.0498185753
85200,23.666667,50.10327108,0.0499878575
85260,23.683333,49.94923535,0.0498274397
85320,23.700000,50.22175197,0.0497868946
85380,23.716667,50.08220268,0.0498831953
85440,23.733333,50.06691958,0.0498054821
85500,23.750000,49.58973736,0.0500595869
85560,23.766667,50.01726674,0.0499472700
85620,23.783333,50.24354866,0.0496472574
85680,23.800000,49.92859086,0.0499843289
85740,23.816667,49.93201245,0.0497906490
85800,23.833333,49.91487521,0.0499726912
85860,23.850000,50.04756859,0.0500748582
85920,23.866667,50.10737428,0.0501667801
85980,23.883333,49.98245080,0.0501299246
86040,23.900000,50.19489258,0.0502250530
86100,23.916667,49.87223261,0.0499067850
86160,23.933333,49.83709215,0.0497675921
86220,23.950000,49.94717803,0.0499135854
86280,23.966667,49.97942956,0.0498651803
86340,23.983333,49.68405338,0.0497754426
86400,24.000000,49.95562705,0.0501498318
86460,24.016667,49.99837036,0.0499085026
86520,24.033333,49.81732043,0.0501392055
86580,24.050000,50.01262474,0.0501280134
86640,24.066667,49.97713080,0.0498570514
86700,24.083333,49.89588560,0.0501299316
86760,24.100000,49.97904163,0.0502687414
86820,24.116667,49.82317085,0.0499064137
86880,24.133333,50.12940742,0.0499077024
86940,24.150000,49.95695061,0.0499724590
87000,24.166667,49.80914915,0.0499316579
87060,24.183333,50.31598765,0.0499444959
87120,24.200000,49.88723513,0.0501380510
87180,24.216667,49.83733670,0.0499450509
87240,24.233333,50.16859746,0.0499277704
87300,24.250000,49.97389643,0.0497778093
87360,24.266667,50.04784646,0.0499380948
87420,24.283333,49.43248699,0.0497834007
87480,24.300000,50.13970499,0.0497173603
87540,24.316667,49.94163825,0.0500450815
87600,24.333333,50.08228971,0.0502647545
87660,24.350000,50.15146654,0.0497188903
87720,24.366667,49.96781605,0.0501629906
87780,24.383333,49.93577382,0.0500362528
87840,24.400000,49.75591287,0.0498670385
87900,24.416667,50.21928273,0.0495105726
87960,24.433333,50.09325111,0.0498210416
88020,24.450000,50.23901875,0.0500033322
88080,24.466667,50.16692775,0.0500163320
88140,24.483333,49.99813199,0.0501138059
88200,24.500000,49.83802281,0.0497351973
88260,24.516667,49.66579436,0.0499195867
88320,24.533333,49.82731656,0.0502586770
88380,24.550000,49.84929133,0.0499235788
88440,24.566667,49.94255127,0.0498691439
88500,24.583333,50.08915974,0.0499547854
88560,24.600000,50.14554687,0.0499803596
88620,24.616667,50.11057490,0.0499557786
88680,24.633333,50.11193892,0.0500895817
88740,24.650000,49.90308558,0.0500582675
88800,24.666667,50.06566871,0.0500122341
88860,24.683333,50.01583747,0.0497250248
88920,24.700000,49.94462234,0.0498421367
88980,24.716667,49.68885285,0.0499992745
89040,24.733333,50.16631819,0.0500432798
89100,24.750000,50.12813858,0.0500171181
89160,24.766667,50.29817219,0.0499252297
89220,24.783333,49.95631226,0.0499459372
89280,24.800000,50.22409216,0.0499717805
89340,24.816667,50.05310363,0.0498297132
89400,24.833333,50.19111722,0.0502702202
89460,24.850000,50.11748272,0.0499914980
89520,24.866667,49.91458118,0.0498850357
89580,24.883333,49.77089964,0.0502300574
89640,24.900000,50.01857777,0.0497935881
89700,24.916667,49.90370088,0.0498392675
89760,24.933333,50.00697755,0.0499189589
89820,24.950000,50.08061095,0.0499928800
89880,24.966667,50.11136136,0.0498298619
89940,24.983333,49.78894942,0.0499378606
90000,25.000000,50.08594216,0.0499914361
90060,25.016667,49.85906281,0.0498871237
90120,25.033333,50.06834374,0.0501071478
90180,25.050000,49.97012317,0.0501460603
90240,25.066667,50.25697342,0.0502644989
90300,25.083333,50.02959307,0.0500981183
90360,25.100000,50.10583852,0.0496314282
90420,25.116667,49.83277980,0.0501867320
90480,25.133333,50.06755394,0.0500556914
90540,25.150000,50.02336407,0.0500794979
90600,25.166667,49.77562535,0.0499371358
90660,25.183333,50.16515371,0.0498921984
90720,25.200000,49.89214838,0.0501536241
90780,25.216667,50.23840891,0.0500393545
90840,25.233333,50.13748511,0.0497206457
90900,25.250000,50.02553992,0.0499338584
90960,25.266667,49.93933811,0.0499259724
91020,25.283333,50.22160118,0.0498836641
91080,25.300000,49.76480280,0.0498558270
91140,25.316667,50.16274924,0.0496821103
91200,25.333333,49.94151900,0.0499545306
91260,25.350000,49.92600809,0.0501698440
91320,25.366667,50.02501560,0.0499209179
91380,25.383333,49.81963689,0.0498212471
91440,25.400000,50.09836902,0.0501319803
91500,25.416667,50.03483183,0.0502263753
91560,25.433333,50.36581318,0.0498643013
91620,25.450000,49.76217264,0.0496857026
91680,25.466667,50.07678191,0.0498782750
91740,25.483333,49.97318117,0.0502231028
91800,25.500000,50.12892914,0.0500930270
91860,25.516667,49.82322186,0.0498379872
91920,25.533333,50.19554520,0.0496381151
91980,25.550000,50.01509695,0.0498434294
92040,25.566667,49.85989817,0.0504623133
92100,25.583333,49.97852133,0.0500212158
92160,25.600000,49.99141361,0.0501946493
92220,25.616667,49.88909486,0.0499177411
92280,25.633333,50.00960962,0.0497029329
92340,25.650000,50.29756393,0.0499940657
92400,25.666667,49.81372565,0.0500863057
92460,25.683333,50.09126831,0.0500326397
92520,25.700000,49.85097154,0.0496871958
92580,25.716667,50.18495659,0.0501924482
92640,25.733333,49.81725748,0.0500130136
92700,25.750000,50.14504413,0.0499154102
92760,25.766667,49.71259469,0.0501262434
92820,25.783333,50.09802349,0.0501965218
92880,25.800000,50.01171620,0.0500235412
92940,25.816667,49.89231258,0.0501519142
93000,25.833333,50.05146375,0.0500011782
93060,25.850000,49.90999487,0.0496673414
93120,25.866667,50.13296937,0.0497816066
93180,25.883333,49.96771208,0.0500834372
93240,25.900000,50.09557756,0.0495788663
93300,25.916667,50.02812247,0.0497408438
93360,25.933333,50.10961256,0.0500876999
93420,25.950000,49.72047398,0.0499254338
93480,25.966667,50.13425690,0.0498821466
93540,25.983333,49.99499348,0.0501829277
93600,26.000000,49.93771532,0.0500699052
93660,26.016667,50.09009430,0.0497177009
93720,26.033333,49.63651144,0.0497454023
93780,26.050000,49.84922926,0.0500560016
93840,26.066667,49.70094523,0.0497733324
93900,26.083333,50.07978546,0.0500999266
93960,26.100000,50.08139279,0.0498250360
94020,26.116667,49.86842404,0.0500611918
