scenario_id,parameter,factor,time_s,average_temperature_c,average_moisture_kg_kg,center_temperature_c,surface_temperature_c,center_moisture_kg_kg,surface_moisture_kg_kg
h_1.2,h,1.2,4020,43.90464946,2.015598384,42.74968218,44.99769368,2.501024223,1.44908029
h_1.2,h,1.2,4080,44.07794128,2.008866062,42.95976684,45.12223231,2.497174987,1.444693923
h_1.2,h,1.2,4140,44.25069453,2.002155821,43.16489704,45.28313871,2.493162875,1.440370525
h_1.2,h,1.2,4200,44.42137887,1.995467309,43.36420575,45.42321204,2.488989975,1.436086582
h_1.2,h,1.2,4260,44.58800636,1.988799915,43.55758309,45.57233817,2.484658881,1.431817483
h_1.2,h,1.2,4320,44.75942909,1.982153546,43.74576097,45.7493338,2.480172479,1.427646588
h_1.2,h,1.2,4380,44.92212102,1.975528074,43.92928736,45.86504314,2.475533864,1.423455474
h_1.2,h,1.2,4440,45.07039232,1.968923648,44.10921321,45.96687841,2.470746265,1.419189316
h_1.2,h,1.2,4500,45.2170728,1.962340399,44.28587183,46.09488936,2.465812964,1.414957448
h_1.2,h,1.2,4560,45.36337097,1.955778429,44.45793892,46.22185113,2.460737597,1.410774693
h_1.2,h,1.2,4620,45.51134684,1.949237007,44.62471652,46.36969679,2.455524274,1.406640145
h_1.2,h,1.2,4680,45.65787447,1.942716263,44.78673363,46.49804389,2.450177312,1.402551161
h_1.2,h,1.2,4740,45.80184707,1.936216455,44.94501893,46.63374764,2.444701002,1.398480506
h_1.2,h,1.2,4800,45.94244804,1.929736238,45.10050038,46.75217864,2.439099508,1.39440984
h_1.2,h,1.2,4860,46.07345685,1.923275614,45.25350359,46.84531595,2.433376933,1.390298004
h_1.2,h,1.2,4920,46.20396304,1.916835353,45.40401509,46.97134153,2.427537403,1.386224255
h_1.2,h,1.2,4980,46.32618312,1.910415752,45.55130265,47.04281337,2.421585191,1.382128751
h_1.2,h,1.2,5040,46.43501118,1.904016738,45.69491476,47.10707077,2.415524802,1.377953722
h_1.2,h,1.2,5100,46.54132963,1.89763824,45.83447737,47.18857317,2.409360842,1.3737926
h_1.2,h,1.2,5160,46.65574029,1.891279915,45.96865485,47.31953642,2.403098207,1.369720435
h_1.2,h,1.2,5220,46.77034438,1.884941284,46.09698324,47.41592919,2.396742112,1.365685408
h_1.2,h,1.2,5280,46.87305632,1.878622369,46.22084883,47.48006784,2.390297658,1.361581848
h_1.2,h,1.2,5340,46.9745855,1.872323739,46.34190055,47.57550081,2.383769427,1.357507577
h_1.2,h,1.2,5400,47.07231507,1.866044956,46.45992111,47.64121296,2.37716176,1.353421742
h_1.2,h,1.2,5460,47.1710235,1.859786177,46.57443794,47.7475021,2.370479109,1.349379764
h_1.2,h,1.2,5520,47.26972243,1.85354781,46.68551389,47.82694981,2.363725911,1.345369419
h_1.2,h,1.2,5580,47.36073358,1.847328596,46.79349642,47.89437342,2.356906504,1.341307994
h_1.2,h,1.2,5640,47.44715302,1.841129032,46.89910503,47.95729676,2.350024954,1.337247723
h_1.2,h,1.2,5700,47.53520666,1.834949233,47.00208259,48.04625139,2.34308518,1.333213097
h_1.2,h,1.2,5760,47.62045883,1.828789221,47.10192603,48.10777002,2.336091161,1.329195054
h_1.2,h,1.2,5820,47.69526442,1.822648962,47.19881234,48.14579582,2.329046862,1.325108204
h_1.2,h,1.2,5880,47.76545165,1.816528986,47.29307215,48.19418263,2.321956034,1.321025625
h_1.2,h,1.2,5940,47.84750962,1.810428785,47.3839708,48.31100783,2.314822405,1.317031871
h_1.2,h,1.2,6000,47.93610342,1.804347846,47.47088014,48.40481991,2.307649881,1.313125242
h_1.2,h,1.2,6060,48.01636226,1.7982868,47.55518779,48.46422537,2.300442185,1.309175787
h_1.2,h,1.2,6120,48.0842322,1.792244769,47.63911639,48.48870974,2.293202266,1.305147969
h_1.2,h,1.2,6180,48.15579812,1.786222331,47.72278665,48.57691654,2.285932573,1.30116763
h_1.2,h,1.2,6240,48.23111694,1.780219322,47.80460759,48.64286183,2.27863574,1.297234231
h_1.2,h,1.2,6300,48.29968717,1.774235761,47.88397237,48.69372884,2.271314739,1.293272846
h_1.2,h,1.2,6360,48.36102102,1.768270912,47.96176327,48.72428625,2.26397233,1.28926077
h_1.2,h,1.2,6420,48.41455457,1.762325271,48.03791282,48.74660731,2.256611023,1.285218746
h_1.2,h,1.2,6480,48.46217246,1.756399161,48.11151842,48.76386308,2.249233415,1.281142125
h_1.2,h,1.2,6540,48.51944098,1.750492765,48.18142973,48.85143841,2.241842369,1.277159822
h_1.2,h,1.2,6600,48.57799431,1.744605609,48.24698713,48.89141012,2.234440975,1.273195387
h_1.2,h,1.2,6660,48.62405381,1.738737856,48.30931085,48.90464476,2.227032191,1.269167779
h_1.2,h,1.2,6720,48.66760863,1.732890131,48.36999315,48.93587523,2.219618334,1.265136648
h_1.2,h,1.2,6780,48.71594453,1.727061733,48.42846269,48.99148962,2.212201482,1.261148399
h_1.2,h,1.2,6840,48.75968053,1.721252607,48.48399375,49.00846166,2.20478392,1.257145011
h_1.2,h,1.2,6900,48.80740712,1.715463237,48.53714841,49.0801884,2.197367869,1.253186887
h_1.2,h,1.2,6960,48.86057696,1.709693165,48.58840756,49.13502163,2.189955251,1.249279888
h_1.2,h,1.2,7020,48.90889112,1.70394177,48.63832931,49.17441719,2.182547803,1.245345589
h_1.2,h,1.2,7080,48.9501696,1.698209283,48.68816811,49.18952204,2.175146841,1.241379816
h_1.2,h,1.2,7140,48.98957881,1.692496533,48.73796595,49.22473983,2.167753389,1.237420897
h_1.2,h,1.2,7200,49.0297651,1.686802325,48.78674488,49.25702125,2.160368583,1.233460624
h_1.2,h,1.2,7260,49.06888533,1.681126356,48.83373524,49.29162625,2.152993825,1.22950689
h_1.2,h,1.2,7320,49.09845151,1.675469523,48.87903154,49.27990208,2.145630543,1.225505583
h_1.2,h,1.2,7380,49.12544017,1.669832742,48.92275507,49.3046572,2.138280051,1.22151127
h_1.2,h,1.2,7440,49.15068301,1.664215589,48.96418095,49.30401483,2.130943683,1.217510642
h_1.2,h,1.2,7500,49.17769816,1.658617948,49.00254761,49.34304571,2.123623016,1.213538266
h_1.2,h,1.2,7560,49.2074039,1.653039671,49.03796356,49.3662075,2.116319642,1.209592246
h_1.2,h,1.2,7620,49.23053849,1.647480023,49.07097806,49.36997198,2.10903501,1.205605777
h_1.2,h,1.2,7680,49.25012968,1.641939932,49.10259137,49.37600194,2.101770221,1.201620344
h_1.2,h,1.2,7740,49.27681178,1.636419482,49.13269453,49.42497077,2.094526177,1.197687675
h_1.2,h,1.2,7800,49.30199552,1.630917227,49.16084642,49.43178988,2.087303865,1.193744485
h_1.2,h,1.2,7860,49.3325023,1.625433537,49.18775824,49.49686227,2.080104203,1.189849557
h_1.2,h,1.2,7920,49.36591872,1.619968509,49.21425375,49.5233106,2.072927758,1.185986797
h_1.2,h,1.2,7980,49.38871192,1.614522035,49.24102312,49.52269832,2.065774883,1.182064486
h_1.2,h,1.2,8040,49.41183126,1.609094306,49.26886195,49.54909173,2.058645597,1.178154615
h_1.2,h,1.2,8100,49.42834846,1.60368634,49.29672906,49.52970068,2.051539948,1.174232488
h_1.2,h,1.2,8160,49.45224104,1.59829761,49.32366512,49.5930014,2.044458328,1.170351641
h_1.2,h,1.2,8220,49.47998654,1.59292675,49.34902388,49.60829359,2.03740131,1.166503912
h_1.2,h,1.2,8280,49.50424704,1.587574875,49.37322452,49.63994458,2.03036954,1.162654098
h_1.2,h,1.2,8340,49.52019665,1.58224178,49.39759677,49.61417359,2.023363262,1.158758924
h_1.2,h,1.2,8400,49.5330692,1.576927836,49.42205812,49.63041801,2.016382526,1.154860697
h_1.2,h,1.2,8460,49.551748,1.571632782,49.44556473,49.65137711,2.009427524,1.151003942
h_1.2,h,1.2,8520,49.57677943,1.566355692,49.46708711,49.70234281,2.002498815,1.147188893
h_1.2,h,1.2,8580,49.60019875,1.561096444,49.4873511,49.71195655,1.995596957,1.143374971
h_1.2,h,1.2,8640,49.6155594,1.55585628,49.50772432,49.71099262,1.988722142,1.139537614
h_1.2,h,1.2,8700,49.6260715,1.550635043,49.52875179,49.7003862,1.98187421,1.135673036
h_1.2,h,1.2,8760,49.63507488,1.545432413,49.54933691,49.70260295,1.975053102,1.131811822
h_1.2,h,1.2,8820,49.64828874,1.5402476,49.56826814,49.7239422,1.968259123,1.127967473
h_1.2,h,1.2,8880,49.66216998,1.535081118,49.58507982,49.73450244,1.961492821,1.124156249
h_1.2,h,1.2,8940,49.66732376,1.529933653,49.60043724,49.70917823,1.954754681,1.120299864
h_1.2,h,1.2,9000,49.68216339,1.524804531,49.61501435,49.7672012,1.948044932,1.116509727
h_1.2,h,1.2,9060,49.70962797,1.519693948,49.6283307,49.81854289,1.941363768,1.112817334
h_1.2,h,1.2,9120,49.72260726,1.514601873,49.64113327,49.78852467,1.934711414,1.109049871
h_1.2,h,1.2,9180,49.73159458,1.509527365,49.65563658,49.80256183,1.928087555,1.105248812
h_1.2,h,1.2,9240,49.73909354,1.504470775,49.67114834,49.78498847,1.921491609,1.101460462
h_1.2,h,1.2,9300,49.74967302,1.499433312,49.685895,49.81751716,1.914923466,1.097708793
h_1.2,h,1.2,9360,49.76111962,1.494413557,49.69929796,49.81388784,1.908383321,1.093958402
h_1.2,h,1.2,9420,49.772611,1.489411428,49.71158667,49.83936706,1.901871425,1.090221144
h_1.2,h,1.2,9480,49.78985737,1.484427258,49.72345662,49.86710279,1.895387834,1.086529565
h_1.2,h,1.2,9540,49.80717877,1.479460592,49.73517676,49.88888519,1.888932494,1.082845865
h_1.2,h,1.2,9600,49.81274147,1.474512261,49.7475971,49.85196726,1.882505175,1.079119326
h_1.2,h,1.2,9660,49.82297674,1.469582407,49.76095096,49.89374088,1.87610547,1.075423299
h_1.2,h,1.2,9720,49.83263974,1.464669224,49.77389861,49.87431934,1.869733125,1.07171804
h_1.2,h,1.2,9780,49.82882906,1.459774297,49.78587859,49.84074161,1.86338824,1.067967225
h_1.2,h,1.2,9840,49.83246682,1.45489818,49.79712375,49.86599448,1.857070845,1.064265409
h_1.2,h,1.2,9900,49.84019966,1.450038857,49.80620064,49.87141729,1.850781171,1.060581065
h_1.2,h,1.2,9960,49.85229467,1.445197136,49.81331254,49.90943099,1.844519666,1.056946804
h_1.2,h,1.2,10020,49.86935164,1.440372501,49.81989899,49.93626401,1.838286469,1.053336607
h_1.2,h,1.2,10080,49.87605319,1.435565476,49.827167,49.91262575,1.832081375,1.049700122
h_1.2,h,1.2,10140,49.88653809,1.430776562,49.836073,49.94973601,1.825903852,1.046086515
h_1.2,h,1.2,10200,49.89418151,1.426004518,49.84566253,49.92695596,1.819753372,1.042465758
h_1.2,h,1.2,10260,49.89586892,1.421249323,49.85528677,49.92634179,1.813629709,1.038809354
h_1.2,h,1.2,10320,49.89695039,1.416511904,49.86470784,49.91099594,1.807532674,1.035180812
h_1.2,h,1.2,10380,49.90617725,1.411791732,49.87288285,49.95569646,1.801462297,1.031587643
h_1.2,h,1.2,10440,49.9110536,1.407087961,49.87959854,49.92607564,1.795418769,1.027987722
h_1.2,h,1.2,10500,49.90260709,1.402401811,49.88582732,49.89114179,1.789402184,1.024324904
h_1.2,h,1.2,10560,49.90092072,1.397733797,49.89182758,49.90584038,1.783412382,1.020723882
h_1.2,h,1.2,10620,49.91459145,1.393082909,49.89583806,49.96345068,1.777449468,1.01720336
h_1.2,h,1.2,10680,49.93249209,1.388448957,49.89809246,49.99219829,1.771513796,1.013733772
h_1.2,h,1.2,10740,49.94432462,1.383832247,49.90125068,49.99632909,1.765605291,1.01023574
h_1.2,h,1.2,10800,49.95569504,1.379231307,49.90716251,50.01296811,1.759723231,1.006728899
km_0.8,km,0.8,0,28,2.55,28,28,2.55,2.55
km_0.8,km,0.8,60,28.01104646,2.540755227,28.00000011,28.0583366,2.55,2.3694977
km_0.8,km,0.8,120,28.04512145,2.531880121,28.00007679,28.1768009,2.55,2.299196683
km_0.8,km,0.8,180,28.0994622,2.523236271,28.00126637,28.31557241,2.55,2.247246686
km_0.8,km,0.8,240,28.16671329,2.514773732,28.00653217,28.45316223,2.55,2.204765196
km_0.8,km,0.8,300,28.25334621,2.506463348,28.01951334,28.64394038,2.55,2.168467647
km_0.8,km,0.8,360,28.35951625,2.498284776,28.04275007,28.8409245,2.55,2.136602851
km_0.8,km,0.8,420,28.47927953,2.490223512,28.07799727,29.04714425,2.55,2.108058608
km_0.8,km,0.8,480,28.60871176,2.482268335,28.12697504,29.24097078,2.55,2.082111567
km_0.8,km,0.8,540,28.75009274,2.474410383,28.190525,29.4625586,2.55,2.058343739
km_0.8,km,0.8,600,28.90593056,2.466641892,28.26846572,29.69426896,2.55,2.036448965
km_0.8,km,0.8,660,29.07740019,2.458955951,28.36015071,29.95541348,2.55,2.01618147
km_0.8,km,0.8,720,29.26140579,2.45134652,28.4653525,30.20890432,2.55,1.997297691
km_0.8,km,0.8,780,29.45527731,2.443808925,28.58418454,30.47356446,2.55,1.979610967
km_0.8,km,0.8,840,29.65726766,2.436339155,28.71675858,30.72879327,2.549999999,1.962978013
km_0.8,km,0.8,900,29.86436247,2.428933538,28.86263064,30.98264417,2.549999998,1.94725021
km_0.8,km,0.8,960,30.08170476,2.421588033,29.02098335,31.26113535,2.549999993,1.932403873
km_0.8,km,0.8,1020,30.30557241,2.414299352,29.19060395,31.52355392,2.549999979,1.918324895
km_0.8,km,0.8,1080,30.5400251,2.407065339,29.3705691,31.82558325,2.549999945,1.905015994
km_0.8,km,0.8,1140,30.78521974,2.399882769,29.56029828,32.11986064,2.549999867,1.892405484
km_0.8,km,0.8,1200,31.03603012,2.392749361,29.75940711,32.41733475,2.549999706,1.880394805
km_0.8,km,0.8,1260,31.28994965,2.385662829,29.96802265,32.69809712,2.549999391,1.868896403
km_0.8,km,0.8,1320,31.55162593,2.378620802,30.18584988,33.0115775,2.549998808,1.857940028
km_0.8,km,0.8,1380,31.82192669,2.371621827,30.41209536,33.32060113,2.549997786,1.847517977
km_0.8,km,0.8,1440,32.09435706,2.364663783,30.64603318,33.61970154,2.549996072,1.837497263
km_0.8,km,0.8,1500,32.36424782,2.357744869,30.88753287,33.89255592,2.549993308,1.827810397
km_0.8,km,0.8,1560,32.63583908,2.350864139,31.13607411,34.18647001,2.549989007,1.818487634
km_0.8,km,0.8,1620,32.90901471,2.344020038,31.39037549,34.46474159,2.549982524,1.809508237
km_0.8,km,0.8,1680,33.18269605,2.337211414,31.6490586,34.75218773,2.549973025,1.800840699
km_0.8,km,0.8,1740,33.46485879,2.330436928,31.91129952,35.06946939,2.549959464,1.792561651
km_0.8,km,0.8,1800,33.75335295,2.323695206,32.17644186,35.3830833,2.549940551,1.784629098
km_0.8,km,0.8,1860,34.04517417,2.31698497,32.44463718,35.69917964,2.549914731,1.776989219
km_0.8,km,0.8,1920,34.33289345,2.31030546,32.7165905,35.97589124,2.549880159,1.769555185
km_0.8,km,0.8,1980,34.61619245,2.303656133,32.99259579,36.25679729,2.549834681,1.762305459
km_0.8,km,0.8,2040,34.90156295,2.297035572,33.27201009,36.54770503,2.549775819,1.755294031
km_0.8,km,0.8,2100,35.18499633,2.290442806,33.55340756,36.82223725,2.549700764,1.748473058
km_0.8,km,0.8,2160,35.46526184,2.283877485,33.83591884,37.09425304,2.549606376,1.741824625
km_0.8,km,0.8,2220,35.74833047,2.277339117,34.11904421,37.38676786,2.549489184,1.735404503
km_0.8,km,0.8,2280,36.03092841,2.270826691,34.40215823,37.66110986,2.549345399,1.729162725
km_0.8,km,0.8,2340,36.31462563,2.264338771,34.68509316,37.95530368,2.549170925,1.723093969
km_0.8,km,0.8,2400,36.59818805,2.257874709,34.96801048,38.23076268,2.548961382,1.717196861
km_0.8,km,0.8,2460,36.88176451,2.251434507,35.25098481,38.52135009,2.548712119,1.711463794
km_0.8,km,0.8,2520,37.16520909,2.245017361,35.53415979,38.79768329,2.548418245,1.705884227
km_0.8,km,0.8,2580,37.44068105,2.238623041,35.81747934,39.04542931,2.548074658,1.700378809
km_0.8,km,0.8,2640,37.71604957,2.232251063,36.10089557,39.32343124,2.547676072,1.695010067
km_0.8,km,0.8,2700,37.99332171,2.225900251,36.38367317,39.59464522,2.547217065,1.689789397
km_0.8,km,0.8,2760,38.26255381,2.219570566,36.66513884,39.83293109,2.546692126,1.684629441
km_0.8,km,0.8,2820,38.52413271,2.213262177,36.94542999,40.06637024,2.546095689,1.679524935
km_0.8,km,0.8,2880,38.78671168,2.206974149,37.22414741,40.32509607,2.545422167,1.674541861
km_0.8,km,0.8,2940,39.04391904,2.200706463,37.50024977,40.54706547,2.544666022,1.669638183
km_0.8,km,0.8,3000,39.29362168,2.194458654,37.7733556,40.77129784,2.543821817,1.664763293
km_0.8,km,0.8,3060,39.53913654,2.188230628,38.04341497,40.98730755,2.542884236,1.659971971
km_0.8,km,0.8,3120,39.78865558,2.18202191,38.30982109,41.24769972,2.54184814,1.655305474
km_0.8,km,0.8,3180,40.0404977,2.175831824,38.57220349,41.48965136,2.540708617,1.650771677
km_0.8,km,0.8,3240,40.28712558,2.169660713,38.83110136,41.72024088,2.539460999,1.64628818
km_0.8,km,0.8,3300,40.53094462,2.163507827,39.0877443,41.94920207,2.538100822,1.641869885
km_0.8,km,0.8,3360,40.76770274,2.157372754,39.34250621,42.15251043,2.536623844,1.637474073
km_0.8,km,0.8,3420,40.99876345,2.151255333,39.59519892,42.36064916,2.535026099,1.633112163
km_0.8,km,0.8,3480,41.22239118,2.145155399,39.84525208,42.54257139,2.533303948,1.62876644
km_0.8,km,0.8,3540,41.43810874,2.139073079,40.09186441,42.72460462,2.531454134,1.624434318
km_0.8,km,0.8,3600,41.65688907,2.133007715,40.33430446,42.94255989,2.529473815,1.620192054
km_0.8,km,0.8,3660,41.87483724,2.126959139,40.5718202,43.13925827,2.527360598,1.616025307
km_0.8,km,0.8,3720,42.08752555,2.120927688,40.8047201,43.33249337,2.525112519,1.611886325
km_0.8,km,0.8,3780,42.29942967,2.11491311,41.03396369,43.5330919,2.522727934,1.607812875
km_0.8,km,0.8,3840,42.50741248,2.108914854,41.25987628,43.71728922,2.520205513,1.603765424
km_0.8,km,0.8,3900,42.70882639,2.102932522,41.48267878,43.89069904,2.517544267,1.599725356
km_0.8,km,0.8,3960,42.90554783,2.096966562,41.70248578,44.06240556,2.514743537,1.595713225
km_0.8,km,0.8,4020,43.09541101,2.091016619,41.91892995,44.21611552,2.511803026,1.591697986
km_0.8,km,0.8,4080,43.27583869,2.08508243,42.13154827,44.3538269,2.508722839,1.587661887
km_0.8,km,0.8,4140,43.45524083,2.079164568,42.33983361,44.52089784,2.505503482,1.583677742
km_0.8,km,0.8,4200,43.63262419,2.073262809,42.54303262,44.67086509,2.502145894,1.579729501
km_0.8,km,0.8,4260,43.8062197,2.067376644,42.74099396,44.8276354,2.498651436,1.575797343
km_0.8,km,0.8,4320,43.98341847,2.061506038,42.93428874,45.00747459,2.495021745,1.571943908
km_0.8,km,0.8,4380,44.15325574,2.055650929,43.12335794,45.13666877,2.491258679,1.568082876
km_0.8,km,0.8,4440,44.310625,2.049811331,43.30906158,45.25285302,2.487364257,1.564169842
km_0.8,km,0.8,4500,44.46604296,2.043987325,43.49171019,45.38994254,2.483340605,1.560284849
km_0.8,km,0.8,4560,44.62070787,2.03817903,43.67022397,45.52606614,2.479190146,1.556440547
km_0.8,km,0.8,4620,44.77633164,2.032385887,43.84397748,45.67916997,2.474915696,1.552635188
km_0.8,km,0.8,4680,44.93049754,2.026608043,44.01336439,45.81624742,2.470520283,1.54886936
km_0.8,km,0.8,4740,45.08216873,2.020845702,44.17921924,45.95884271,2.46600699,1.545120872
km_0.8,km,0.8,4800,45.23073735,2.015097799,44.34232661,46.08696862,2.461378867,1.541375651
km_0.8,km,0.8,4860,45.37096662,2.009364294,44.50298058,46.19339456,2.456638976,1.537602788
km_0.8,km,0.8,4920,45.51019233,2.00364578,44.66119167,46.32618564,2.451790435,1.533859958
km_0.8,km,0.8,4980,45.64224812,1.997942527,44.81636882,46.4138232,2.446836507,1.530104692
km_0.8,km,0.8,5040,45.76256473,1.992254385,44.9681138,46.49388757,2.441780659,1.52629037
km_0.8,km,0.8,5100,45.88008893,1.986581274,45.11611168,46.58743996,2.436626474,1.522486026
km_0.8,km,0.8,5160,46.00370003,1.980922969,45.25924362,46.72173363,2.431377775,1.518747649
km_0.8,km,0.8,5220,46.12726054,1.975279166,45.39705939,46.82801398,2.426038655,1.515040157
km_0.8,km,0.8,5280,46.24058884,1.969649841,45.53063915,46.90667539,2.420613182,1.511283037
km_0.8,km,0.8,5340,46.35229629,1.964035414,45.66136352,47.01026826,2.415105102,1.507547809
km_0.8,km,0.8,5400,46.46046728,1.958435572,45.7891104,47.08928107,2.409518008,1.503804602
km_0.8,km,0.8,5460,46.56884355,1.952850421,45.91348772,47.20094419,2.403855587,1.500094045
km_0.8,km,0.8,5520,46.67691962,1.947280355,46.03453946,47.29080254,2.398121541,1.496408969
km_0.8,km,0.8,5580,46.77820007,1.941724334,46.15253764,47.36984993,2.392319521,1.492685412
km_0.8,km,0.8,5640,46.87516792,1.936182734,46.26808632,47.44453536,2.386453006,1.488962979
km_0.8,km,0.8,5700,46.97293044,1.930655658,46.38100558,47.54020694,2.380525377,1.485258357
km_0.8,km,0.8,5760,47.06804389,1.92514316,46.4908812,47.61325676,2.374540064,1.481567501
km_0.8,km,0.8,5820,47.15404364,1.919645177,46.59783553,47.66592411,2.368500497,1.47782436
km_0.8,km,0.8,5880,47.23557753,1.914162096,46.70214973,47.7261881,2.362409965,1.474083408
km_0.8,km,0.8,5940,47.32629617,1.908693563,46.80324094,47.84280822,2.356271742,1.470405723
km_0.8,km,0.8,6000,47.42232006,1.903239279,46.90056217,47.94150885,2.35008923,1.466795588
km_0.8,km,0.8,6060,47.51127138,1.89779975,46.99519261,48.01128826,2.343865718,1.46315483
km_0.8,km,0.8,6120,47.58958544,1.892374213,47.08899008,48.05125801,2.337603954,1.459454928
km_0.8,km,0.8,6180,47.67024008,1.886963098,47.18215511,48.14275278,2.331306301,1.455787713
km_0.8,km,0.8,6240,47.75375874,1.881566366,47.27343281,48.21661959,2.324975226,1.45215587
km_0.8,km,0.8,6300,47.83136913,1.876184016,47.36227496,48.27732924,2.318613432,1.448503026
km_0.8,km,0.8,6360,47.90258139,1.870815434,47.44938499,48.32063329,2.312223477,1.44481053
km_0.8,km,0.8,6420,47.96680289,1.865460976,47.53474233,48.35617535,2.305807732,1.441093997
km_0.8,km,0.8,6480,48.0255452,1.860120882,47.61762359,48.38674375,2.29936861,1.437348661
km_0.8,km,0.8,6540,48.09157136,1.854795322,47.6970678,48.47483215,2.29290871,1.433670712
km_0.8,km,0.8,6600,48.15854675,1.849484019,47.77248298,48.52464916,2.286430797,1.430006209
km_0.8,km,0.8,6660,48.214833,1.84418705,47.84471238,48.55124423,2.279937554,1.426293807
km_0.8,km,0.8,6720,48.26845058,1.838904892,47.91508751,48.59180502,2.273431204,1.422575841
km_0.8,km,0.8,6780,48.32552249,1.833637016,47.98321071,48.65235926,2.26691377,1.418887242
km_0.8,km,0.8,6840,48.37855096,1.828383414,48.04847637,48.6811299,2.260387402,1.41518669
km_0.8,km,0.8,6900,48.43431251,1.823144461,48.11131087,48.75415397,2.253854208,1.411517241
km_0.8,km,0.8,6960,48.49441325,1.81791988,48.17212901,48.81410888,2.247316067,1.407885668
km_0.8,km,0.8,7020,48.55029265,1.812709169,48.23138433,48.86086783,2.240774713,1.404232782
km_0.8,km,0.8,7080,48.6000635,1.807512494,48.29012963,48.8870741,2.23423156,1.400555262
km_0.8,km,0.8,7140,48.64779171,1.8023305,48.348471,48.9289996,2.227687781,1.39688052
km_0.8,km,0.8,7200,48.69581005,1.79716226,48.4056512,48.96849219,2.221144602,1.393202061
km_0.8,km,0.8,7260,48.74260118,1.792007532,48.46102203,49.00953359,2.214603424,1.389526602
km_0.8,km,0.8,7320,48.78124733,1.786867034,48.51463434,49.01206333,2.208065667,1.385814438
km_0.8,km,0.8,7380,48.81713511,1.78174146,48.56658901,49.04334271,2.201532661,1.382104244
km_0.8,km,0.8,7440,48.85123755,1.776630513,48.61631785,49.05389302,2.195005733,1.378386953
km_0.8,km,0.8,7500,48.88626205,1.771534093,48.66316486,49.09628487,2.188486378,1.374687588
km_0.8,km,0.8,7560,48.92327504,1.766452144,48.70718416,49.12613772,2.181976105,1.371006325
km_0.8,km,0.8,7620,48.95458895,1.761384064,48.74879378,49.13945066,2.175476316,1.367292705
km_0.8,km,0.8,7680,48.98255261,1.756330584,48.78882081,49.15396771,2.168988156,1.363577633
km_0.8,km,0.8,7740,49.01589595,1.751291804,48.82722599,49.20359682,2.162512602,1.359898777
km_0.8,km,0.8,7800,49.0479269,1.746266618,48.86365412,49.21912436,2.156050675,1.356210889
km_0.8,km,0.8,7860,49.08391598,1.741255312,48.89865409,49.28177118,2.149603339,1.352556375
km_0.8,km,0.8,7920,49.12233626,1.736258048,48.93293112,49.3137096,2.143171295,1.348926067
km_0.8,km,0.8,7980,49.15183322,1.731274705,48.96706446,49.32247109,2.136755066,1.345250053
km_0.8,km,0.8,8040,49.18116588,1.726305414,49.00176205,49.35272376,2.130354912,1.341580461
km_0.8,km,0.8,8100,49.20488549,1.721351018,49.03625288,49.34537113,2.123971083,1.337901163
km_0.8,km,0.8,8160,49.23408106,1.716411086,49.06974263,49.40493082,2.11760406,1.334248216
km_0.8,km,0.8,8220,49.26651514,1.711484615,49.10169217,49.4264539,2.111254456,1.330619931
km_0.8,km,0.8,8280,49.29583099,1.706572476,49.13237649,49.46044622,2.104922942,1.326988752
km_0.8,km,0.8,8340,49.3182242,1.701674519,49.16289307,49.4473503,2.098609893,1.323322726
km_0.8,km,0.8,8400,49.33753858,1.696790987,49.19323283,49.46730216,2.092315523,1.319651009
km_0.8,km,0.8,8460,49.36136573,1.691921732,49.22259176,49.49164637,2.086040125,1.316008077
km_0.8,km,0.8,8520,49.39019441,1.687066044,49.25009219,49.54063499,2.079784256,1.312394263
km_0.8,km,0.8,8580,49.41776134,1.68222387,49.27626368,49.55625525,2.073548481,1.308781307
km_0.8,km,0.8,8640,49.43849064,1.677396175,49.30221346,49.56226062,2.067333103,1.305149888
km_0.8,km,0.8,8700,49.45493146,1.672582827,49.32845861,49.55983402,2.061138142,1.301495673
km_0.8,km,0.8,8760,49.46974543,1.667783556,49.35416805,49.56734106,2.05496367,1.297841283
km_0.8,km,0.8,8820,49.4877119,1.662997761,49.37834631,49.59054393,2.048810015,1.294196459
km_0.8,km,0.8,8880,49.50609892,1.658225882,49.40056115,49.60511639,2.042677689,1.290575816
km_0.8,km,0.8,8940,49.51717088,1.653468473,49.42130403,49.58981914,2.036567168,1.286920056
km_0.8,km,0.8,9000,49.53567489,1.648724986,49.44113894,49.64214827,2.030478739,1.28331024
km_0.8,km,0.8,9060,49.56465844,1.6439957,49.45971424,49.69067149,2.024412649,1.279774236
km_0.8,km,0.8,9120,49.5819663,1.639280593,49.47757375,49.67231029,2.018369168,1.276183136
km_0.8,km,0.8,9180,49.59552519,1.634578834,49.49653945,49.68844582,2.012348169,1.272563102
km_0.8,km,0.8,9240,49.60772661,1.629890735,49.51620146,49.67910809,2.006349296,1.268951654
km_0.8,km,0.8,9300,49.62205353,1.625217265,49.53512782,49.70999662,2.000372516,1.265365289
km_0.8,km,0.8,9360,49.63710811,1.620557347,49.5528061,49.71209622,1.994418024,1.261779041
km_0.8,km,0.8,9420,49.65194045,1.615910894,49.56936608,49.73728442,1.988486071,1.258200812
km_0.8,km,0.8,9480,49.67143779,1.611278228,49.58537557,49.76492967,1.982576765,1.25465617
km_0.8,km,0.8,9540,49.69099033,1.606659006,49.60106062,49.78774023,1.976690126,1.251116993
