parameter_key,parameter_name,domain,unit,baseline_value,factor,parameter_value,center_temperature_c,surface_temperature_c,average_temperature_c,center_temperature_rise_c,surface_temperature_rise_c,average_temperature_rise_c,center_response_change_pct,surface_response_change_pct,average_response_change_pct,max_abs_response_change_pct,center_moisture_kg_kg,surface_moisture_kg_kg,average_moisture_kg_kg,center_moisture_loss_kg_kg,surface_moisture_loss_kg_kg,average_moisture_loss_kg_kg
D0,扩散前因子 D0,moisture,m²/s,7e-09,0.7,4.899999999999999e-09,,,,,,,-98.15809947366031,11.662232267029115,-5.614506552313026,11.662232267029115,2.5499997562664167,1.3886198354356953,2.3080553950298155,2.4373358309404125e-07,1.1613801645643045,0.24194460497018433
D0,扩散前因子 D0,moisture,m²/s,7e-09,0.75,5.25e-09,,,,,,,-95.66829451841392,9.352952766135214,-4.489490722888501,9.352952766135214,2.5499994267974393,1.4126382645170656,2.305171567224368,5.732025605276192e-07,1.1373617354829342,0.24482843277563182
D0,扩散前因子 D0,moisture,m²/s,7e-09,0.8,5.6000000000000005e-09,,,,,,,-90.70625557941081,7.214612202389836,-3.4537727590049805,7.214612202389836,2.5499987701846023,1.4348787863604608,2.3025166425693286,1.2298153975187631e-06,1.115121213639539,0.24748335743067118
D0,扩散前因子 D0,moisture,m²/s,7e-09,0.85,5.9499999999999995e-09,,,,,,,-81.5558540280314,5.22625309104916,-2.495754238939518,5.22625309104916,2.5499975593373687,1.4555593762524797,2.3000608900598625,2.4406626311090918e-06,1.0944406237475202,0.24993910994013735
D0,扩散前因子 D0,moisture,m²/s,7e-09,0.9,6.3e-09,,,,,,,-65.76138144682831,3.370433938540063,-1.6058800915393134,3.370433938540063,2.5499954692986613,1.4748614402447915,2.297779816547382,4.530701338545384e-06,1.0751385597552083,0.2522201834526179
D0,扩散前因子 D0,moisture,m²/s,7e-09,0.95,6.649999999999999e-09,,,,,,,-40.00212332523259,1.6324940835988455,-0.7761926336009362,1.6324940835988455,2.549992060647548,1.4929374614182505,2.2956530235739376,7.93935245191335e-06,1.0570625385817494,0.2543469764260622
D0,扩散前因子 D0,moisture,m²/s,7e-09,1.0,7e-09,,,,,,,0.0,0.0,0.0,0.0,2.5499867672776237,1.5099167587954183,2.293663357437145,1.3232722376077533e-05,1.0400832412045815,0.25633664256285504
D0,扩散前因子 D0,moisture,m²/s,7e-09,1.05,7.3500000000000005e-09,,,,,,,59.531027480053325,-1.5376779915180716,0.7283743637662488,1.5376779915180716,2.5499788897020297,1.525909889888889,2.291796267047778,2.1110297970139413e-05,1.0240901101111108,0.258203732952222
D0,扩散前因子 D0,moisture,m²/s,7e-09,1.1,7.700000000000001e-09,,,,,,,144.88995106797756,-2.9896936774597704,1.4137837037650813,2.9896936774597704,2.549967594392648,1.5410120616980303,2.2900393117578126,3.2405607351737586e-05,1.0089879383019695,0.2599606882421872
D0,扩散前因子 D0,moisture,m²/s,7e-09,1.15,8.05e-09,,,,,,,263.3488499876398,-4.363982134229305,2.0604070354345527,4.363982134229305,2.5499519190554243,1.5553058056226994,2.288381779219383,4.80809445755348e-05,0.9946941943773004,0.2616182207806168
D0,扩散前因子 D0,moisture,m²/s,7e-09,1.2,8.399999999999999e-09,,,,,,,423.07257396634566,-5.667463637763259,2.671866257902056,5.667463637763259,2.5499307832584615,1.5688630982931575,2.286814385177869,6.921674153836932e-05,0.9811369017068423,0.263185614822131
D0,扩散前因子 D0,moisture,m²/s,7e-09,1.25,8.749999999999999e-09,,,,,,,633.0049275380107,-6.9062069620140605,3.2513191448101164,6.9062069620140605,2.5499030034929357,1.5817470600102306,2.285329035102335,9.699650706407326e-05,0.9682529399897692,0.2646709648976646
D0,扩散前因子 D0,moisture,m²/s,7e-09,1.3,9.1e-09,,,,,,,902.7296742249821,-8.085561359243155,3.80153390404836,8.085561359243155,2.549867311566027,1.5940133274502197,2.2839186330616186,0.00013268843397273855,0.9559866725497801,0.26608136693838125
D0,扩散前因子 D0,moisture,m²/s,7e-09,1.35,9.45e-09,,,,,,,1242.3150708395372,-9.210264131598356,4.324949496808017,9.210264131598356,2.5498223751732634,1.6057111724988495,2.282576927104488,0.00017762482673644442,0.9442888275011503,0.2674230728955118
D0,扩散前因子 D0,moisture,m²/s,7e-09,1.4,9.799999999999998e-09,,,,,,,1662.150227915903,-10.284528992768537,4.823724839656673,10.284528992768537,2.5497668195524903,1.6168844212860303,2.2812983831366984,0.00023318044750952893,0.9331155787139696,0.2687016168633014
D0,扩散前因子 D0,moisture,m²/s,7e-09,1.45,1.015e-08,,,,,,,2172.780692072124,-11.31211917461311,5.299779245356118,11.31211917461311,2.549699249240801,1.6275722145556593,2.280078081256356,0.00030075075919899774,0.9224277854443406,0.2699219187436439
D0,扩散前因子 D0,moisture,m²/s,7e-09,1.5,1.05e-08,,,,,,,2784.7494197609353,-12.296408317975304,5.754825897973137,12.296408317975304,2.5496182691180374,1.6378096409807656,2.278911629944943,0.00038173088196247207,0.9121903590192342,0.27108837005505704
beta,扩散指数系数 β,moisture,—,0.89,0.5,0.445,,,,,,,398.5663448723561,-7.279173245314608,3.1652343446163522,7.279173245314608,2.5499340260997223,1.5856262198181832,2.285549701988909,6.597390027751615e-05,0.9643737801818166,0.264450298011091
beta,扩散指数系数 β,moisture,—,0.89,0.55,0.48950000000000005,,,,,,,328.86979150164916,-6.585098791494525,2.8627850344672856,6.585098791494525,2.5499432488511355,1.5784072677425183,2.2863249903959995,5.675114886427579e-05,0.9715927322574816,0.26367500960400037
beta,扩散指数系数 β,moisture,—,0.89,0.6,0.534,,,,,,,268.1106122504148,-5.883819193614626,2.5573275811535012,5.883819193614626,2.549951288944644,1.5711133761709826,2.287107989776282,4.871105535597664e-05,0.9788866238290173,0.2628920102237178
beta,扩散指数系数 β,moisture,—,0.89,0.65,0.5785,,,,,,,215.2629651378326,-5.175221588402302,2.248819046751205,5.175221588402302,2.5499582821270685,1.5637433712315922,2.2878988101953888,4.171787293127949e-05,0.9862566287684076,0.26210118980461106
beta,扩散指数系数 β,moisture,—,0.89,0.7,0.623,,,,,,,169.4019679641974,-4.459190122121093,1.9372154758054982,4.459190122121093,2.5499643507855034,1.55629604794905,2.288697564327257,3.564921449639158e-05,0.9937039520509499,0.2613024356727429
beta,扩散指数系数 β,moisture,—,0.89,0.75,0.6675,,,,,,,129.69594095370368,-3.735605851531676,1.6224718623935042,3.735605851531676,2.5499696049738243,1.548770169214657,2.2895043675385582,3.0395026175522588e-05,1.001229830785343,0.2604956324614416
beta,扩散指数系数 β,moisture,—,0.89,0.8,0.7120000000000001,,,,,,,95.39898186536875,-3.004346641694311,1.3045421159344261,3.004346641694311,2.549974143395204,1.5411644647233735,2.29031933797634,2.585660479592633e-05,1.0088355352766263,0.2596806620236598
beta,扩散指数系数 β,moisture,—,0.89,0.85,0.7565,,,,,,,65.84389086216905,-2.2652870604415454,0.9833790257151032,2.2652870604415454,2.5499780543383443,1.5334776298762467,2.2911425966589594,2.1945661655475845e-05,1.0165223701237531,0.25885740334104046
beta,扩散指数系数 β,moisture,—,0.89,0.9,0.801,,,,,,,40.43545804889443,-1.5182982695538638,0.6589342240459928,1.5182982695538638,2.5499814165657186,1.5257083246485472,2.2919742675705277,1.858343428118303e-05,1.0242916753514526,0.25802573242947213
beta,扩散指数系数 β,moisture,—,0.89,0.95,0.8454999999999999,,,,,,,18.644121800222415,-0.7632479126734926,0.33115814804902666,0.7632479126734926,2.5499843001527465,1.517855172423979,2.2928144777588626,1.5699847253358712e-05,1.0321448275760208,0.2571855222411372
beta,扩散指数系数 β,moisture,—,0.89,1.0,0.89,,,,,,,0.0,0.0,0.0,0.0,2.5499867672776237,1.5099167587954183,2.293663357437145,1.3232722376077533e-05,1.0400832412045815,0.25633664256285504
beta,扩散指数系数 β,moisture,—,0.89,1.05,0.9345000000000001,,,,,,,-15.912699888295156,0.7715852101215726,-0.3345922937724177,0.7715852101215726,2.5499888729610225,1.5018916303333307,2.294521040089275,1.1127038977321035e-05,1.048108369666669,0.2554789599107248
beta,扩散指数系数 β,moisture,—,0.89,1.1,0.9790000000000001,,,,,,,-29.4609013200508,1.5516513325886105,-0.6726721255530865,1.5516513325886105,2.549990665756905,1.4937782933232366,2.2953876625792438,9.334243094905048e-06,1.0562217066767632,0.25461233742075606
beta,扩散指数系数 β,moisture,—,0.89,1.15,1.0234999999999999,,,,,,,-40.96751125052563,2.34034597972661,-1.0142942504086871,2.34034597972661,2.549992188394652,1.4855752124740766,2.2962633652643505,7.811605347907147e-06,1.0644247875259232,0.25373663473564934
beta,扩散指数系数 β,moisture,—,0.89,1.2,1.068,,,,,,,-50.715911241870515,3.1378208880004532,-1.35951483195893,3.1378208880004532,2.549993478373359,1.4772808096003087,2.2971482921125324,6.5216266409429124e-06,1.072719190399691,0.25285170788746747
beta,扩散指数系数 β,moisture,—,0.89,1.25,1.1125,,,,,,,-58.954104349324645,3.944232046947138,-1.7083914897863428,3.944232046947138,2.5499945685105816,1.4688934622809007,2.2980425908238926,5.431489418228352e-06,1.0811065377190991,0.2519574091761072
beta,扩散指数系数 β,moisture,—,0.89,1.3,1.157,,,,,,,-65.89852311254694,4.759739829919685,-2.060983348466816,4.759739829919685,2.549995487446237,1.4604115024994841,2.298946412956384,4.512553762658911e-06,1.0895884975005157,0.2510535870436157
beta,扩散指数系数 β,moisture,—,0.89,1.35,1.2015,,,,,,,-71.73751575422199,5.584509126117343,-2.417351088251196,5.584509126117343,2.549996260103923,1.4518332152711315,2.2998599140557245,3.7398960768264544e-06,1.0981667847288683,0.2501400859442753
beta,扩散指数系数 β,moisture,—,0.89,1.4,1.246,,,,,,,-76.63452584228409,6.418709473287243,-2.777556997422792,6.418709473287243,2.5499969081116727,1.4431568372621468,2.300783253789608,3.0918883271446873e-06,1.106843162737853,0.2492167462103918
beta,扩散指数系数 β,moisture,—,0.89,1.45,1.2905,,,,,,,-80.73098217894291,7.262515190302232,-3.141665026343843,7.262515190302232,2.549997450184367,1.4343805554111477,2.301716596086246,2.5498156328573884e-06,1.115619444588852,0.2482834039137538
beta,扩散指数系数 β,moisture,—,0.89,1.5,1.335,,,,,,,-84.1489129512732,8.116105508686577,-3.5097408431054244,8.116105508686577,2.549997902469657,1.4255025055610875,2.3026601092770185,2.0975303427483993e-06,1.1244974944389123,0.24733989072298135
