time_s,time_h,oven_temperature_C,oven_temperature_K,oven_moisture_kg_kg
51540,14.31666667,49.99591667,323.14591667,0.0499904167
51600,14.33333333,49.99591667,323.14591667,0.0499904167
51660,14.35000000,49.99591667,323.14591667,0.0499904167
51720,14.36666667,49.99591667,323.14591667,0.0499904167
51780,14.38333333,49.99591667,323.14591667,0.0499904167
51840,14.40000000,49.99591667,323.14591667,0.0499904167
51900,14.41666667,49.99591667,323.14591667,0.0499904167
51960,14.43333333,49.99591667,323.14591667,0.0499904167
52020,14.45000000,49.99591667,323.14591667,0.0499904167
52080,14.46666667,49.99591667,323.14591667,0.0499904167
52140,14.48333333,49.99591667,323.14591667,0.0499904167
52200,14.50000000,49.99591667,323.14591667,0.0499904167
52260,14.51666667,49.99591667,323.14591667,0.0499904167
52320,14.53333333,49.99591667,323.14591667,0.0499904167
52380,14.55000000,49.99591667,323.14591667,0.0499904167
52440,14.56666667,49.99591667,323.14591667,0.0499904167
52500,14.58333333,49.99591667,323.14591667,0.0499904167
52560,14.60000000,49.99591667,323.14591667,0.0499904167
52620,14.61666667,49.99591667,323.14591667,0.0499904167
52680,14.63333333,49.99591667,323.14591667,0.0499904167
52740,14.65000000,49.99591667,323.14591667,0.0499904167
52800,14.66666667,49.99591667,323.14591667,0.0499904167
52860,14.68333333,49.99591667,323.14591667,0.0499904167
52920,14.70000000,49.99591667,323.14591667,0.0499904167
52980,14.71666667,49.99591667,323.14591667,0.0499904167
53040,14.73333333,49.99591667,323.14591667,0.0499904167
53100,14.75000000,49.99591667,323.14591667,0.0499904167
53160,14.76666667,49.99591667,323.14591667,0.0499904167
53220,14.78333333,49.99591667,323.14591667,0.0499904167
53280,14.80000000,49.99591667,323.14591667,0.0499904167
53340,14.81666667,49.99591667,323.14591667,0.0499904167
53400,14.83333333,49.99591667,323.14591667,0.0499904167
53460,14.85000000,49.99591667,323.14591667,0.0499904167
53520,14.86666667,49.99591667,323.14591667,0.0499904167
53580,14.88333333,49.99591667,323.14591667,0.0499904167
53640,14.90000000,49.99591667,323.14591667,0.0499904167
53700,14.91666667,49.99591667,323.14591667,0.0499904167
53760,14.93333333,49.99591667,323.14591667,0.0499904167
53820,14.95000000,49.99591667,323.14591667,0.0499904167
53880,14.96666667,49.99591667,323.14591667,0.0499904167
53940,14.98333333,49.99591667,323.14591667,0.0499904167
54000,15.00000000,49.99591667,323.14591667,0.0499904167
54060,15.01666667,49.99591667,323.14591667,0.0499904167
54120,15.03333333,49.99591667,323.14591667,0.0499904167
54180,15.05000000,49.99591667,323.14591667,0.0499904167
54240,15.06666667,49.99591667,323.14591667,0.0499904167
54300,15.08333333,49.99591667,323.14591667,0.0499904167
54360,15.10000000,49.99591667,323.14591667,0.0499904167
54420,15.11666667,49.99591667,323.14591667,0.0499904167
54480,15.13333333,49.99591667,323.14591667,0.0499904167
54540,15.15000000,49.99591667,323.14591667,0.0499904167
54600,15.16666667,49.99591667,323.14591667,0.0499904167
54660,15.18333333,49.99591667,323.14591667,0.0499904167
54720,15.20000000,49.99591667,323.14591667,0.0499904167
54780,15.21666667,49.99591667,323.14591667,0.0499904167
54840,15.23333333,49.99591667,323.14591667,0.0499904167
54900,15.25000000,49.99591667,323.14591667,0.0499904167
54960,15.26666667,49.99591667,323.14591667,0.0499904167
55020,15.28333333,49.99591667,323.14591667,0.0499904167
55080,15.30000000,49.99591667,323.14591667,0.0499904167
55140,15.31666667,49.99591667,323.14591667,0.0499904167
55200,15.33333333,49.99591667,323.14591667,0.0499904167
55260,15.35000000,49.99591667,323.14591667,0.0499904167
55320,15.36666667,49.99591667,323.14591667,0.0499904167
55380,15.38333333,49.99591667,323.14591667,0.0499904167
55440,15.40000000,49.99591667,323.14591667,0.0499904167
55500,15.41666667,49.99591667,323.14591667,0.0499904167
55560,15.43333333,49.99591667,323.14591667,0.0499904167
55620,15.45000000,49.99591667,323.14591667,0.0499904167
55680,15.46666667,49.99591667,323.14591667,0.0499904167
55740,15.48333333,49.99591667,323.14591667,0.0499904167
55800,15.50000000,49.99591667,323.14591667,0.0499904167
55860,15.51666667,49.99591667,323.14591667,0.0499904167
55920,15.53333333,49.99591667,323.14591667,0.0499904167
55980,15.55000000,49.99591667,323.14591667,0.0499904167
56040,15.56666667,49.99591667,323.14591667,0.0499904167
56100,15.58333333,49.99591667,323.14591667,0.0499904167
56160,15.60000000,49.99591667,323.14591667,0.0499904167
56220,15.61666667,49.99591667,323.14591667,0.0499904167
56280,15.63333333,49.99591667,323.14591667,0.0499904167
56340,15.65000000,49.99591667,323.14591667,0.0499904167
56400,15.66666667,49.99591667,323.14591667,0.0499904167
56460,15.68333333,49.99591667,323.14591667,0.0499904167
56520,15.70000000,49.99591667,323.14591667,0.0499904167
56580,15.71666667,49.99591667,323.14591667,0.0499904167
56640,15.73333333,49.99591667,323.14591667,0.0499904167
56700,15.75000000,49.99591667,323.14591667,0.0499904167
56760,15.76666667,49.99591667,323.14591667,0.0499904167
56820,15.78333333,49.99591667,323.14591667,0.0499904167
56880,15.80000000,49.99591667,323.14591667,0.0499904167
56940,15.81666667,49.99591667,323.14591667,0.0499904167
57000,15.83333333,49.99591667,323.14591667,0.0499904167
57060,15.85000000,49.99591667,323.14591667,0.0499904167
57120,15.86666667,49.99591667,323.14591667,0.0499904167
57180,15.88333333,49.99591667,323.14591667,0.0499904167
57240,15.90000000,49.99591667,323.14591667,0.0499904167
57300,15.91666667,49.99591667,323.14591667,0.0499904167
57360,15.93333333,49.99591667,323.14591667,0.0499904167
57420,15.95000000,49.99591667,323.14591667,0.0499904167
57480,15.96666667,49.99591667,323.14591667,0.0499904167
57540,15.98333333,49.99591667,323.14591667,0.0499904167
57600,16.00000000,49.99591667,323.14591667,0.0499904167
57660,16.01666667,49.99591667,323.14591667,0.0499904167
57720,16.03333333,49.99591667,323.14591667,0.0499904167
57780,16.05000000,49.99591667,323.14591667,0.0499904167
57840,16.06666667,49.99591667,323.14591667,0.0499904167
57900,16.08333333,49.99591667,323.14591667,0.0499904167
57960,16.10000000,49.99591667,323.14591667,0.0499904167
58020,16.11666667,49.99591667,323.14591667,0.0499904167
58080,16.13333333,49.99591667,323.14591667,0.0499904167
58140,16.15000000,49.99591667,323.14591667,0.0499904167
58200,16.16666667,49.99591667,323.14591667,0.0499904167
58260,16.18333333,49.99591667,323.14591667,0.0499904167
58320,16.20000000,49.99591667,323.14591667,0.0499904167
58380,16.21666667,49.99591667,323.14591667,0.0499904167
58440,16.23333333,49.99591667,323.14591667,0.0499904167
58500,16.25000000,49.99591667,323.14591667,0.0499904167
58560,16.26666667,49.99591667,323.14591667,0.0499904167
58620,16.28333333,49.99591667,323.14591667,0.0499904167
58680,16.30000000,49.99591667,323.14591667,0.0499904167
58740,16.31666667,49.99591667,323.14591667,0.0499904167
58800,16.33333333,49.99591667,323.14591667,0.0499904167
58860,16.35000000,49.99591667,323.14591667,0.0499904167
58920,16.36666667,49.99591667,323.14591667,0.0499904167
58980,16.38333333,49.99591667,323.14591667,0.0499904167
59040,16.40000000,49.99591667,323.14591667,0.0499904167
59100,16.41666667,49.99591667,323.14591667,0.0499904167
59160,16.43333333,49.99591667,323.14591667,0.0499904167
59220,16.45000000,49.99591667,323.14591667,0.0499904167
59280,16.46666667,49.99591667,323.14591667,0.0499904167
59340,16.48333333,49.99591667,323.14591667,0.0499904167
59400,16.50000000,49.99591667,323.14591667,0.0499904167
59460,16.51666667,49.99591667,323.14591667,0.0499904167
59520,16.53333333,49.99591667,323.14591667,0.0499904167
59580,16.55000000,49.99591667,323.14591667,0.0499904167
59640,16.56666667,49.99591667,323.14591667,0.0499904167
59700,16.58333333,49.99591667,323.14591667,0.0499904167
59760,16.60000000,49.99591667,323.14591667,0.0499904167
59820,16.61666667,49.99591667,323.14591667,0.0499904167
59880,16.63333333,49.99591667,323.14591667,0.0499904167
59940,16.65000000,49.99591667,323.14591667,0.0499904167
60000,16.66666667,49.99591667,323.14591667,0.0499904167
60060,16.68333333,49.99591667,323.14591667,0.0499904167
60120,16.70000000,49.99591667,323.14591667,0.0499904167
60180,16.71666667,49.99591667,323.14591667,0.0499904167
60240,16.73333333,49.99591667,323.14591667,0.0499904167
60300,16.75000000,49.99591667,323.14591667,0.0499904167
60360,16.76666667,49.99591667,323.14591667,0.0499904167
60420,16.78333333,49.99591667,323.14591667,0.0499904167
60480,16.80000000,49.99591667,323.14591667,0.0499904167
60540,16.81666667,49.99591667,323.14591667,0.0499904167
60600,16.83333333,49.99591667,323.14591667,0.0499904167
60660,16.85000000,49.99591667,323.14591667,0.0499904167
60720,16.86666667,49.99591667,323.14591667,0.0499904167
60780,16.88333333,49.99591667,323.14591667,0.0499904167
60840,16.90000000,49.99591667,323.14591667,0.0499904167
60900,16.91666667,49.99591667,323.14591667,0.0499904167
60960,16.93333333,49.99591667,323.14591667,0.0499904167
61020,16.95000000,49.99591667,323.14591667,0.0499904167
61080,16.96666667,49.99591667,323.14591667,0.0499904167
61140,16.98333333,49.99591667,323.14591667,0.0499904167
61200,17.00000000,49.99591667,323.14591667,0.0499904167
61260,17.01666667,49.99591667,323.14591667,0.0499904167
61320,17.03333333,49.99591667,323.14591667,0.0499904167
61380,17.05000000,49.99591667,323.14591667,0.0499904167
61440,17.06666667,49.99591667,323.14591667,0.0499904167
61500,17.08333333,49.99591667,323.14591667,0.0499904167
61560,17.10000000,49.99591667,323.14591667,0.0499904167
61620,17.11666667,49.99591667,323.14591667,0.0499904167
61680,17.13333333,49.99591667,323.14591667,0.0499904167
61740,17.15000000,49.99591667,323.14591667,0.0499904167
61800,17.16666667,49.99591667,323.14591667,0.0499904167
61860,17.18333333,49.99591667,323.14591667,0.0499904167
61920,17.20000000,49.99591667,323.14591667,0.0499904167
61980,17.21666667,49.99591667,323.14591667,0.0499904167
62040,17.23333333,49.99591667,323.14591667,0.0499904167
62100,17.25000000,49.99591667,323.14591667,0.0499904167
62160,17.26666667,49.99591667,323.14591667,0.0499904167
62220,17.28333333,49.99591667,323.14591667,0.0499904167
62280,17.30000000,49.99591667,323.14591667,0.0499904167
62340,17.31666667,49.99591667,323.14591667,0.0499904167
62400,17.33333333,49.99591667,323.14591667,0.0499904167
62460,17.35000000,49.99591667,323.14591667,0.0499904167
62520,17.36666667,49.99591667,323.14591667,0.0499904167
62580,17.38333333,49.99591667,323.14591667,0.0499904167
62640,17.40000000,49.99591667,323.14591667,0.0499904167
62700,17.41666667,49.99591667,323.14591667,0.0499904167
62760,17.43333333,49.99591667,323.14591667,0.0499904167
62820,17.45000000,49.99591667,323.14591667,0.0499904167
62880,17.46666667,49.99591667,323.14591667,0.0499904167
62940,17.48333333,49.99591667,323.14591667,0.0499904167
63000,17.50000000,49.99591667,323.14591667,0.0499904167
63060,17.51666667,49.99591667,323.14591667,0.0499904167
63120,17.53333333,49.99591667,323.14591667,0.0499904167
63180,17.55000000,49.99591667,323.14591667,0.0499904167
63240,17.56666667,49.99591667,323.14591667,0.0499904167
63300,17.58333333,49.99591667,323.14591667,0.0499904167
63360,17.60000000,49.99591667,323.14591667,0.0499904167
63420,17.61666667,49.99591667,323.14591667,0.0499904167
63480,17.63333333,49.99591667,323.14591667,0.0499904167
63540,17.65000000,49.99591667,323.14591667,0.0499904167
63600,17.66666667,49.99591667,323.14591667,0.0499904167
63660,17.68333333,49.99591667,323.14591667,0.0499904167
63720,17.70000000,49.99591667,323.14591667,0.0499904167
63780,17.71666667,49.99591667,323.14591667,0.0499904167
63840,17.73333333,49.99591667,323.14591667,0.0499904167
63900,17.75000000,49.99591667,323.14591667,0.0499904167
63960,17.76666667,49.99591667,323.14591667,0.0499904167
64020,17.78333333,49.99591667,323.14591667,0.0499904167
64080,17.80000000,49.99591667,323.14591667,0.0499904167
64140,17.81666667,49.99591667,323.14591667,0.0499904167
64200,17.83333333,49.99591667,323.14591667,0.0499904167
64260,17.85000000,49.99591667,323.14591667,0.0499904167
64320,17.86666667,49.99591667,323.14591667,0.0499904167
64380,17.88333333,49.99591667,323.14591667,0.0499904167
64440,17.90000000,49.99591667,323.14591667,0.0499904167
64500,17.91666667,49.99591667,323.14591667,0.0499904167
64560,17.93333333,49.99591667,323.14591667,0.0499904167
64620,17.95000000,49.99591667,323.14591667,0.0499904167
64680,17.96666667,49.99591667,323.14591667,0.0499904167
64740,17.98333333,49.99591667,323.14591667,0.0499904167
64800,18.00000000,49.99591667,323.14591667,0.0499904167
64860,18.01666667,49.99591667,323.14591667,0.0499904167
64920,18.03333333,49.99591667,323.14591667,0.0499904167
64980,18.05000000,49.99591667,323.14591667,0.0499904167
65040,18.06666667,49.99591667,323.14591667,0.0499904167
65100,18.08333333,49.99591667,323.14591667,0.0499904167
65160,18.10000000,49.99591667,323.14591667,0.0499904167
65220,18.11666667,49.99591667,323.14591667,0.0499904167
65280,18.13333333,49.99591667,323.14591667,0.0499904167
65340,18.15000000,49.99591667,323.14591667,0.0499904167
65400,18.16666667,49.99591667,323.14591667,0.0499904167
65460,18.18333333,49.99591667,323.14591667,0.0499904167
65520,18.20000000,49.99591667,323.14591667,0.0499904167
65580,18.21666667,49.99591667,323.14591667,0.0499904167
65640,18.23333333,49.99591667,323.14591667,0.0499904167
65700,18.25000000,49.99591667,323.14591667,0.0499904167
65760,18.26666667,49.99591667,323.14591667,0.0499904167
65820,18.28333333,49.99591667,323.14591667,0.0499904167
65880,18.30000000,49.99591667,323.14591667,0.0499904167
65940,18.31666667,49.99591667,323.14591667,0.0499904167
66000,18.33333333,49.99591667,323.14591667,0.0499904167
66060,18.35000000,49.99591667,323.14591667,0.0499904167
66120,18.36666667,49.99591667,323.14591667,0.0499904167
66180,18.38333333,49.99591667,323.14591667,0.0499904167
66240,18.40000000,49.99591667,323.14591667,0.0499904167
66300,18.41666667,49.99591667,323.14591667,0.0499904167
66360,18.43333333,49.99591667,323.14591667,0.0499904167
66420,18.45000000,49.99591667,323.14591667,0.0499904167
66480,18.46666667,49.99591667,323.14591667,0.0499904167
66540,18.48333333,49.99591667,323.14591667,0.0499904167
66600,18.50000000,49.99591667,323.14591667,0.0499904167
66660,18.51666667,49.99591667,323.14591667,0.0499904167
66720,18.53333333,49.99591667,323.14591667,0.0499904167
66780,18.55000000,49.99591667,323.14591667,0.0499904167
66840,18.56666667,49.99591667,323.14591667,0.0499904167
66900,18.58333333,49.99591667,323.14591667,0.0499904167
66960,18.60000000,49.99591667,323.14591667,0.0499904167
67020,18.61666667,49.99591667,323.14591667,0.0499904167
67080,18.63333333,49.99591667,323.14591667,0.0499904167
67140,18.65000000,49.99591667,323.14591667,0.0499904167
67200,18.66666667,49.99591667,323.14591667,0.0499904167
67260,18.68333333,49.99591667,323.14591667,0.0499904167
67320,18.70000000,49.99591667,323.14591667,0.0499904167
67380,18.71666667,49.99591667,323.14591667,0.0499904167
67440,18.73333333,49.99591667,323.14591667,0.0499904167
67500,18.75000000,49.99591667,323.14591667,0.0499904167
67560,18.76666667,49.99591667,323.14591667,0.0499904167
67620,18.78333333,49.99591667,323.14591667,0.0499904167
67680,18.80000000,49.99591667,323.14591667,0.0499904167
67740,18.81666667,49.99591667,323.14591667,0.0499904167
67800,18.83333333,49.99591667,323.14591667,0.0499904167
67860,18.85000000,49.99591667,323.14591667,0.0499904167
67920,18.86666667,49.99591667,323.14591667,0.0499904167
67980,18.88333333,49.99591667,323.14591667,0.0499904167
68040,18.90000000,49.99591667,323.14591667,0.0499904167
68100,18.91666667,49.99591667,323.14591667,0.0499904167
68160,18.93333333,49.99591667,323.14591667,0.0499904167
68220,18.95000000,49.99591667,323.14591667,0.0499904167
68280,18.96666667,49.99591667,323.14591667,0.0499904167
68340,18.98333333,49.99591667,323.14591667,0.0499904167
68400,19.00000000,49.99591667,323.14591667,0.0499904167
68460,19.01666667,49.99591667,323.14591667,0.0499904167
68520,19.03333333,49.99591667,323.14591667,0.0499904167
68580,19.05000000,49.99591667,323.14591667,0.0499904167
68640,19.06666667,49.99591667,323.14591667,0.0499904167
68700,19.08333333,49.99591667,323.14591667,0.0499904167
68760,19.10000000,49.99591667,323.14591667,0.0499904167
68820,19.11666667,49.99591667,323.14591667,0.0499904167
68880,19.13333333,49.99591667,323.14591667,0.0499904167
68940,19.15000000,49.99591667,323.14591667,0.0499904167
69000,19.16666667,49.99591667,323.14591667,0.0499904167
69060,19.18333333,49.99591667,323.14591667,0.0499904167
69120,19.20000000,49.99591667,323.14591667,0.0499904167
69180,19.21666667,49.99591667,323.14591667,0.0499904167
69240,19.23333333,49.99591667,323.14591667,0.0499904167
69300,19.25000000,49.99591667,323.14591667,0.0499904167
69360,19.26666667,49.99591667,323.14591667,0.0499904167
69420,19.28333333,49.99591667,323.14591667,0.0499904167
69480,19.30000000,49.99591667,323.14591667,0.0499904167
69540,19.31666667,49.99591667,323.14591667,0.0499904167
69600,19.33333333,49.99591667,323.14591667,0.0499904167
69660,19.35000000,49.99591667,323.14591667,0.0499904167
69720,19.36666667,49.99591667,323.14591667,0.0499904167
69780,19.38333333,49.99591667,323.14591667,0.0499904167
69840,19.40000000,49.99591667,323.14591667,0.0499904167
69900,19.41666667,49.99591667,323.14591667,0.0499904167
69960,19.43333333,49.99591667,323.14591667,0.0499904167
70020,19.45000000,49.99591667,323.14591667,0.0499904167
70080,19.46666667,49.99591667,323.14591667,0.0499904167
70140,19.48333333,49.99591667,323.14591667,0.0499904167
70200,19.50000000,49.99591667,323.14591667,0.0499904167
70260,19.51666667,49.99591667,323.14591667,0.0499904167
70320,19.53333333,49.99591667,323.14591667,0.0499904167
70380,19.55000000,49.99591667,323.14591667,0.0499904167
70440,19.56666667,49.99591667,323.14591667,0.0499904167
70500,19.58333333,49.99591667,323.14591667,0.0499904167
70560,19.60000000,49.99591667,323.14591667,0.0499904167
70620,19.61666667,49.99591667,323.14591667,0.0499904167
70680,19.63333333,49.99591667,323.14591667,0.0499904167
70740,19.65000000,49.99591667,323.14591667,0.0499904167
70800,19.66666667,49.99591667,323.14591667,0.0499904167
70860,19.68333333,49.99591667,323.14591667,0.0499904167
70920,19.70000000,49.99591667,323.14591667,0.0499904167
70980,19.71666667,49.99591667,323.14591667,0.0499904167
71040,19.73333333,49.99591667,323.14591667,0.0499904167
71100,19.75000000,49.99591667,323.14591667,0.0499904167
71160,19.76666667,49.99591667,323.14591667,0.0499904167
71220,19.78333333,49.99591667,323.14591667,0.0499904167
71280,19.80000000,49.99591667,323.14591667,0.0499904167
71340,19.81666667,49.99591667,323.14591667,0.0499904167
71400,19.83333333,49.99591667,323.14591667,0.0499904167
71460,19.85000000,49.99591667,323.14591667,0.0499904167
71520,19.86666667,49.99591667,323.14591667,0.0499904167
71580,19.88333333,49.99591667,323.14591667,0.0499904167
71640,19.90000000,49.99591667,323.14591667,0.0499904167
71700,19.91666667,49.99591667,323.14591667,0.0499904167
71760,19.93333333,49.99591667,323.14591667,0.0499904167
71820,19.95000000,49.99591667,323.14591667,0.0499904167
71880,19.96666667,49.99591667,323.14591667,0.0499904167
71940,19.98333333,49.99591667,323.14591667,0.0499904167
72000,20.00000000,49.99591667,323.14591667,0.0499904167
72060,20.01666667,49.99591667,323.14591667,0.0499904167
72120,20.03333333,49.99591667,323.14591667,0.0499904167
72180,20.05000000,49.99591667,323.14591667,0.0499904167
72240,20.06666667,49.99591667,323.14591667,0.0499904167
72300,20.08333333,49.99591667,323.14591667,0.0499904167
72360,20.10000000,49.99591667,323.14591667,0.0499904167
72420,20.11666667,49.99591667,323.14591667,0.0499904167
72480,20.13333333,49.99591667,323.14591667,0.0499904167
72540,20.15000000,49.99591667,323.14591667,0.0499904167
72600,20.16666667,49.99591667,323.14591667,0.0499904167
72660,20.18333333,49.99591667,323.14591667,0.0499904167
72720,20.20000000,49.99591667,323.14591667,0.0499904167
72780,20.21666667,49.99591667,323.14591667,0.0499904167
72840,20.23333333,49.99591667,323.14591667,0.0499904167
72900,20.25000000,49.99591667,323.14591667,0.0499904167
72960,20.26666667,49.99591667,323.14591667,0.0499904167
73020,20.28333333,49.99591667,323.14591667,0.0499904167
73080,20.30000000,49.99591667,323.14591667,0.0499904167
73140,20.31666667,49.99591667,323.14591667,0.0499904167
73200,20.33333333,49.99591667,323.14591667,0.0499904167
73260,20.35000000,49.99591667,323.14591667,0.0499904167
73320,20.36666667,49.99591667,323.14591667,0.0499904167
73380,20.38333333,49.99591667,323.14591667,0.0499904167
73440,20.40000000,49.99591667,323.14591667,0.0499904167
73500,20.41666667,49.99591667,323.14591667,0.0499904167
73560,20.43333333,49.99591667,323.14591667,0.0499904167
73620,20.45000000,49.99591667,323.14591667,0.0499904167
73680,20.46666667,49.99591667,323.14591667,0.0499904167
73740,20.48333333,49.99591667,323.14591667,0.0499904167
73800,20.50000000,49.99591667,323.14591667,0.0499904167
73860,20.51666667,49.99591667,323.14591667,0.0499904167
73920,20.53333333,49.99591667,323.14591667,0.0499904167
73980,20.55000000,49.99591667,323.14591667,0.0499904167
74040,20.56666667,49.99591667,323.14591667,0.0499904167
74100,20.58333333,49.99591667,323.14591667,0.0499904167
74160,20.60000000,49.99591667,323.14591667,0.0499904167
74220,20.61666667,49.99591667,323.14591667,0.0499904167
74280,20.63333333,49.99591667,323.14591667,0.0499904167
74340,20.65000000,49.99591667,323.14591667,0.0499904167
74400,20.66666667,49.99591667,323.14591667,0.0499904167
74460,20.68333333,49.99591667,323.14591667,0.0499904167
74520,20.70000000,49.99591667,323.14591667,0.0499904167
74580,20.71666667,49.99591667,323.14591667,0.0499904167
74640,20.73333333,49.99591667,323.14591667,0.0499904167
74700,20.75000000,49.99591667,323.14591667,0.0499904167
74760,20.76666667,49.99591667,323.14591667,0.0499904167
74820,20.78333333,49.99591667,323.14591667,0.0499904167
74880,20.80000000,49.99591667,323.14591667,0.0499904167
74940,20.81666667,49.99591667,323.14591667,0.0499904167
75000,20.83333333,49.99591667,323.14591667,0.0499904167
75060,20.85000000,49.99591667,323.14591667,0.0499904167
75120,20.86666667,49.99591667,323.14591667,0.0499904167
75180,20.88333333,49.99591667,323.14591667,0.0499904167
75240,20.90000000,49.99591667,323.14591667,0.0499904167
75300,20.91666667,49.99591667,323.14591667,0.0499904167
75360,20.93333333,49.99591667,323.14591667,0.0499904167
75420,20.95000000,49.99591667,323.14591667,0.0499904167
75480,20.96666667,49.99591667,323.14591667,0.0499904167
75540,20.98333333,49.99591667,323.14591667,0.0499904167
75600,21.00000000,49.99591667,323.14591667,0.0499904167
75660,21.01666667,49.99591667,323.14591667,0.0499904167
75720,21.03333333,49.99591667,323.14591667,0.0499904167
75780,21.05000000,49.99591667,323.14591667,0.0499904167
75840,21.06666667,49.99591667,323.14591667,0.0499904167
75900,21.08333333,49.99591667,323.14591667,0.0499904167
75960,21.10000000,49.99591667,323.14591667,0.0499904167
76020,21.11666667,49.99591667,323.14591667,0.0499904167
76080,21.13333333,49.99591667,323.14591667,0.0499904167
76140,21.15000000,49.99591667,323.14591667,0.0499904167
76200,21.16666667,49.99591667,323.14591667,0.0499904167
76260,21.18333333,49.99591667,323.14591667,0.0499904167
76320,21.20000000,49.99591667,323.14591667,0.0499904167
76380,21.21666667,49.99591667,323.14591667,0.0499904167
76440,21.23333333,49.99591667,323.14591667,0.0499904167
76500,21.25000000,49.99591667,323.14591667,0.0499904167
76560,21.26666667,49.99591667,323.14591667,0.0499904167
76620,21.28333333,49.99591667,323.14591667,0.0499904167
76680,21.30000000,49.99591667,323.14591667,0.0499904167
76740,21.31666667,49.99591667,323.14591667,0.0499904167
76800,21.33333333,49.99591667,323.14591667,0.0499904167
76860,21.35000000,49.99591667,323.14591667,0.0499904167
76920,21.36666667,49.99591667,323.14591667,0.0499904167
76980,21.38333333,49.99591667,323.14591667,0.0499904167
77040,21.40000000,49.99591667,323.14591667,0.0499904167
77100,21.41666667,49.99591667,323.14591667,0.0499904167
77160,21.43333333,49.99591667,323.14591667,0.0499904167
77220,21.45000000,49.99591667,323.14591667,0.0499904167
77280,21.46666667,49.99591667,323.14591667,0.0499904167
77340,21.48333333,49.99591667,323.14591667,0.0499904167
77400,21.50000000,49.99591667,323.14591667,0.0499904167
77460,21.51666667,49.99591667,323.14591667,0.0499904167
77520,21.53333333,49.99591667,323.14591667,0.0499904167
77580,21.55000000,49.99591667,323.14591667,0.0499904167
77640,21.56666667,49.99591667,323.14591667,0.0499904167
77700,21.58333333,49.99591667,323.14591667,0.0499904167
77760,21.60000000,49.99591667,323.14591667,0.0499904167
77820,21.61666667,49.99591667,323.14591667,0.0499904167
77880,21.63333333,49.99591667,323.14591667,0.0499904167
77940,21.65000000,49.99591667,323.14591667,0.0499904167
78000,21.66666667,49.99591667,323.14591667,0.0499904167
78060,21.68333333,49.99591667,323.14591667,0.0499904167
78120,21.70000000,49.99591667,323.14591667,0.0499904167
78180,21.71666667,49.99591667,323.14591667,0.0499904167
78240,21.73333333,49.99591667,323.14591667,0.0499904167
78300,21.75000000,49.99591667,323.14591667,0.0499904167
78360,21.76666667,49.99591667,323.14591667,0.0499904167
78420,21.78333333,49.99591667,323.14591667,0.0499904167
78480,21.80000000,49.99591667,323.14591667,0.0499904167
78540,21.81666667,49.99591667,323.14591667,0.0499904167
78600,21.83333333,49.99591667,323.14591667,0.0499904167
78660,21.85000000,49.99591667,323.14591667,0.0499904167
78720,21.86666667,49.99591667,323.14591667,0.0499904167
78780,21.88333333,49.99591667,323.14591667,0.0499904167
78840,21.90000000,49.99591667,323.14591667,0.0499904167
78900,21.91666667,49.99591667,323.14591667,0.0499904167
78960,21.93333333,49.99591667,323.14591667,0.0499904167
79020,21.95000000,49.99591667,323.14591667,0.0499904167
79080,21.96666667,49.99591667,323.14591667,0.0499904167
79140,21.98333333,49.99591667,323.14591667,0.0499904167
79200,22.00000000,49.99591667,323.14591667,0.0499904167
79260,22.01666667,49.99591667,323.14591667,0.0499904167
79320,22.03333333,49.99591667,323.14591667,0.0499904167
79380,22.05000000,49.99591667,323.14591667,0.0499904167
79440,22.06666667,49.99591667,323.14591667,0.0499904167
79500,22.08333333,49.99591667,323.14591667,0.0499904167
79560,22.10000000,49.99591667,323.14591667,0.0499904167
79620,22.11666667,49.99591667,323.14591667,0.0499904167
79680,22.13333333,49.99591667,323.14591667,0.0499904167
79740,22.15000000,49.99591667,323.14591667,0.0499904167
79800,22.16666667,49.99591667,323.14591667,0.0499904167
79860,22.18333333,49.99591667,323.14591667,0.0499904167
79920,22.20000000,49.99591667,323.14591667,0.0499904167
79980,22.21666667,49.99591667,323.14591667,0.0499904167
80040,22.23333333,49.99591667,323.14591667,0.0499904167
80100,22.25000000,49.99591667,323.14591667,0.0499904167
80160,22.26666667,49.99591667,323.14591667,0.0499904167
80220,22.28333333,49.99591667,323.14591667,0.0499904167
80280,22.30000000,49.99591667,323.14591667,0.0499904167
80340,22.31666667,49.99591667,323.14591667,0.0499904167
80400,22.33333333,49.99591667,323.14591667,0.0499904167
80460,22.35000000,49.99591667,323.14591667,0.0499904167
80520,22.36666667,49.99591667,323.14591667,0.0499904167
80580,22.38333333,49.99591667,323.14591667,0.0499904167
80640,22.40000000,49.99591667,323.14591667,0.0499904167
80700,22.41666667,49.99591667,323.14591667,0.0499904167
80760,22.43333333,49.99591667,323.14591667,0.0499904167
80820,22.45000000,49.99591667,323.14591667,0.0499904167
80880,22.46666667,49.99591667,323.14591667,0.0499904167
80940,22.48333333,49.99591667,323.14591667,0.0499904167
81000,22.50000000,49.99591667,323.14591667,0.0499904167
81060,22.51666667,49.99591667,323.14591667,0.0499904167
81120,22.53333333,49.99591667,323.14591667,0.0499904167
81180,22.55000000,49.99591667,323.14591667,0.0499904167
81240,22.56666667,49.99591667,323.14591667,0.0499904167
81300,22.58333333,49.99591667,323.14591667,0.0499904167
81360,22.60000000,49.99591667,323.14591667,0.0499904167
