time_s,0.0_cm,0.1_cm,0.2_cm,0.3_cm,0.4_cm,0.5_cm,0.6_cm,0.7_cm,0.8_cm,0.9_cm,1.0_cm,1.1_cm,1.2_cm,1.3_cm,1.4_cm,1.5_cm,1.6_cm,1.7_cm,1.8_cm,1.9_cm,2.0_cm
480,28.228120,28.230415,28.237339,28.249007,28.265608,28.287408,28.314746,28.348035,28.387757,28.434461,28.488759,28.551315,28.622836,28.704057,28.795726,28.898579,29.013318,29.140585,29.280943,29.434857,29.602686
481,28.229672,28.231976,28.238926,28.250636,28.267297,28.289173,28.316604,28.350002,28.389848,28.436691,28.491141,28.553858,28.625549,28.706944,28.798788,28.901811,29.016710,29.144124,29.284612,29.438641,29.606666
482,28.231230,28.233542,28.240518,28.252271,28.268992,28.290944,28.318468,28.351975,28.391945,28.438926,28.493526,28.556405,28.628265,28.709834,28.801851,28.905043,29.020101,29.147662,29.288280,29.442440,29.610731
483,28.232793,28.235114,28.242116,28.253912,28.270692,28.292721,28.320338,28.353953,28.394047,28.441166,28.495916,28.558956,28.630984,28.712725,28.804915,28.908275,29.023492,29.151198,29.291950,29.446263,29.614849
484,28.234363,28.236692,28.243720,28.255558,28.272398,28.294504,28.322213,28.355937,28.396154,28.443411,28.498311,28.561511,28.633706,28.715619,28.807980,28.911507,29.026882,29.154734,29.295625,29.450112,29.619011
485,28.235938,28.238276,28.245329,28.257210,28.274110,28.296292,28.324093,28.357925,28.398266,28.445660,28.500710,28.564069,28.636431,28.718515,28.811047,28.914740,29.030272,29.158271,29.299308,29.453986,29.623209
486,28.237519,28.239866,28.246944,28.258868,28.275827,28.298085,28.325979,28.359920,28.400384,28.447914,28.503113,28.566631,28.639160,28.721413,28.814115,28.917973,29.033662,29.161809,29.303000,29.457885,29.627439
487,28.239106,28.241461,28.248565,28.260532,28.277550,28.299884,28.327871,28.361919,28.402506,28.450173,28.505521,28.569197,28.641891,28.724314,28.817184,28.921206,29.037052,29.165349,29.306702,29.461807,29.631698
488,28.240698,28.243062,28.250192,28.262201,28.279279,28.301689,28.329768,28.363924,28.404634,28.452437,28.507932,28.571767,28.644625,28.727216,28.820254,28.924440,29.040443,29.168894,29.310417,29.465751,29.635983
489,28.242297,28.244669,28.251824,28.263876,28.281013,28.303499,28.331670,28.365934,28.406766,28.454705,28.510348,28.574340,28.647363,28.730121,28.823326,28.927674,29.043835,29.172442,29.314143,29.469716,29.640294
490,28.243901,28.246282,28.253463,28.265557,28.282754,28.305315,28.333578,28.367949,28.408903,28.456978,28.512768,28.576917,28.650103,28.733028,28.826399,28.930910,29.047228,29.175996,29.317882,29.473702,29.644627
491,28.245511,28.247900,28.255107,28.267243,28.284499,28.307137,28.335492,28.369970,28.411046,28.459256,28.515193,28.579497,28.652846,28.735937,28.829473,28.934147,29.050624,29.179556,29.321633,29.477707,29.648981
492,28.247126,28.249524,28.256756,28.268936,28.286251,28.308964,28.337410,28.371996,28.413193,28.461538,28.517621,28.582081,28.655592,28.738848,28.832549,28.937384,29.054022,29.183122,29.325397,29.481731,29.653357
493,28.248748,28.251154,28.258412,28.270633,28.288008,28.310796,28.339334,28.374027,28.415346,28.463825,28.520054,28.584669,28.658340,28.741761,28.835626,28.940624,29.057424,29.186696,29.329173,29.485773,29.657751
494,28.250375,28.252790,28.260073,28.272337,28.289770,28.312634,28.341264,28.376063,28.417503,28.466116,28.522490,28.587260,28.661092,28.744676,28.838705,28.943865,29.060828,29.190276,29.332962,29.489832,29.662164
495,28.252008,28.254431,28.261740,28.274046,28.291538,28.314478,28.343199,28.378104,28.419665,28.468412,28.524931,28.589854,28.663846,28.747593,28.841786,28.947109,29.064237,29.193864,29.336764,29.493908,29.666595
496,28.253646,28.256078,28.263412,28.275761,28.293312,28.316327,28.345139,28.380151,28.421832,28.470712,28.527376,28.592452,28.666603,28.750513,28.844869,28.950354,29.067650,29.197460,29.340578,29.498001,29.671043
497,28.255290,28.257731,28.265090,28.277481,28.295091,28.318182,28.347084,28.382202,28.424004,28.473017,28.529824,28.595053,28.669363,28.753435,28.847953,28.953603,29.071068,29.201064,29.344405,29.502109,29.675507
498,28.256941,28.259390,28.266774,28.279208,28.296876,28.320042,28.349035,28.384259,28.426180,28.475326,28.532277,28.597658,28.672126,28.756359,28.851040,28.956854,29.074490,29.204676,29.348244,29.506232,29.679987
499,28.258596,28.261054,28.268464,28.280939,28.298667,28.321907,28.350991,28.386321,28.428362,28.477640,28.534734,28.600266,28.674891,28.759285,28.854129,28.960108,29.077917,29.208296,29.352095,29.510371,29.684482
500,28.260258,28.262724,28.270159,28.282677,28.300463,28.323778,28.352953,28.388388,28.430548,28.479958,28.537194,28.602877,28.677660,28.762214,28.857220,28.963366,29.081350,29.211925,29.355958,29.514524,29.688993
501,28.261925,28.264400,28.271860,28.284420,28.302265,28.325654,28.354920,28.390460,28.432739,28.482280,28.539658,28.605492,28.680431,28.765145,28.860314,28.966627,29.084788,29.215562,29.359833,29.518691,29.693517
502,28.263598,28.266081,28.273567,28.286169,28.304072,28.327536,28.356892,28.392537,28.434935,28.484607,28.542127,28.608110,28.683205,28.768079,28.863411,28.969891,29.088232,29.219209,29.363720,29.522872,29.698056
503,28.265277,28.267768,28.275279,28.287923,28.305885,28.329423,28.358869,28.394619,28.437135,28.486938,28.544599,28.610732,28.685982,28.771015,28.866511,28.973160,29.091682,29.222863,29.367618,29.527066,29.702608
504,28.266961,28.269461,28.276997,28.289683,28.307703,28.331316,28.360851,28.396706,28.439340,28.489273,28.547075,28.613357,28.688762,28.773955,28.869613,28.976433,29.095138,29.226527,29.371527,29.531274,29.707174
505,28.268651,28.271159,28.278721,28.291448,28.309527,28.333214,28.362839,28.398798,28.441550,28.491613,28.549555,28.615985,28.691545,28.776897,28.872719,28.979709,29.098600,29.230199,29.375448,29.535495,29.711752
506,28.270347,28.272863,28.280450,28.293219,28.311356,28.335117,28.364832,28.400895,28.443764,28.493957,28.552038,28.618617,28.694330,28.779841,28.875828,28.982991,29.102069,29.233880,29.379380,29.539728,29.716343
507,28.272048,28.274573,28.282185,28.294996,28.313191,28.337026,28.366830,28.402997,28.445983,28.496305,28.554526,28.621252,28.697119,28.782789,28.878941,28.986277,29.105543,29.237570,29.383324,29.543974,29.720947
508,28.273755,28.276289,28.283926,28.296778,28.315031,28.338940,28.368833,28.405103,28.448207,28.498658,28.557017,28.623890,28.699911,28.785740,28.882057,28.989567,29.109025,29.241269,29.387278,29.548232,29.725563
509,28.275468,28.278010,28.285672,28.298566,28.316876,28.340859,28.370841,28.407215,28.450435,28.501014,28.559512,28.626532,28.702706,28.788694,28.885177,28.992863,29.112513,29.244976,29.391243,29.552502,29.730190
510,28.277186,28.279736,28.287424,28.300359,28.318727,28.342784,28.372855,28.409332,28.452668,28.503375,28.562011,28.629177,28.705504,28.791652,28.888300,28.996163,29.116008,29.248692,29.395218,29.556784,29.734829
511,28.278910,28.281469,28.289181,28.302158,28.320584,28.344714,28.374873,28.411453,28.454906,28.505740,28.564514,28.631826,28.708306,28.794612,28.891427,28.999468,29.119509,29.252417,29.399204,29.561077,29.739480
512,28.280640,28.283207,28.290944,28.303963,28.322446,28.346649,28.376897,28.413579,28.457148,28.508109,28.567020,28.634478,28.711111,28.797576,28.894559,29.002779,29.123017,29.256151,29.403201,29.565382,29.744142
513,28.282375,28.284950,28.292713,28.305772,28.324313,28.348590,28.378926,28.415710,28.459394,28.510483,28.569531,28.637133,28.713919,28.800544,28.897694,29.006095,29.126533,29.259893,29.407208,29.569698,29.748814
514,28.284116,28.286699,28.294487,28.307588,28.326186,28.350536,28.380960,28.417846,28.461645,28.512860,28.572045,28.639792,28.716730,28.803515,28.900834,29.009416,29.130055,29.263645,29.411225,29.574025,29.753498
515,28.285863,28.288454,28.296266,28.309409,28.328064,28.352487,28.382999,28.419987,28.463900,28.515242,28.574563,28.642455,28.719545,28.806490,28.903978,29.012743,29.133584,29.267404,29.415252,29.578362,29.758192
516,28.287615,28.290215,28.298052,28.311235,28.329948,28.354443,28.385043,28.422133,28.466160,28.517628,28.577084,28.645121,28.722363,28.809468,28.907126,29.016075,29.137120,29.271173,29.419289,29.582711,29.762897
517,28.289372,28.291981,28.299842,28.313067,28.331837,28.356405,28.387092,28.424283,28.468425,28.520018,28.579610,28.647791,28.725185,28.812450,28.910279,29.019413,29.140664,29.274950,29.423336,29.587070,29.767612
518,28.291136,28.293752,28.301639,28.314904,28.333731,28.358372,28.389146,28.426438,28.470694,28.522412,28.582139,28.650464,28.728011,28.815437,28.913437,29.022756,29.144214,29.278736,29.427393,29.591439,29.772337
519,28.292905,28.295529,28.303440,28.316747,28.335631,28.360344,28.391205,28.428598,28.472967,28.524810,28.584672,28.653141,28.730840,28.818427,28.916599,29.026105,29.147772,29.282530,29.431459,29.595819,29.777072
520,28.294679,28.297312,28.305248,28.318595,28.337536,28.362321,28.393268,28.430762,28.475245,28.527212,28.587210,28.655822,28.733673,28.821421,28.919766,29.029460,29.151336,29.286333,29.435536,29.600208,29.781816
521,28.296459,28.299100,28.307061,28.320449,28.339446,28.364303,28.395337,28.432932,28.477527,28.529619,28.589750,28.658506,28.736510,28.824419,28.922937,29.032821,29.154908,29.290144,29.439621,29.604608,29.786571
522,28.298245,28.300894,28.308879,28.322308,28.341362,28.366290,28.397411,28.435106,28.479814,28.532030,28.592295,28.661195,28.739350,28.827422,28.926114,29.036188,29.158487,29.293964,29.443716,29.609017,29.791335
523,28.300036,28.302693,28.310703,28.324172,28.343283,28.368283,28.399490,28.437284,28.482105,28.534444,28.594844,28.663887,28.742194,28.830428,28.929295,29.039561,29.162073,29.297792,29.447821,29.613437,29.796109
524,28.301832,28.304498,28.312532,28.326042,28.345209,28.370281,28.401574,28.439468,28.484400,28.536863,28.597397,28.666582,28.745043,28.833439,28.932482,29.042940,29.165667,29.301629,29.451934,29.617866,29.800891
525,28.303635,28.306309,28.314367,28.327918,28.347140,28.372283,28.403662,28.441655,28.486700,28.539286,28.599953,28.669282,28.747895,28.836455,28.935673,29.046325,29.169268,29.305474,29.456057,29.622304,29.805683
526,28.305442,28.308124,28.316207,28.329798,28.349077,28.374291,28.405756,28.443848,28.489004,28.541714,28.602514,28.671985,28.750751,28.839474,28.938870,29.049716,29.172876,29.309327,29.460189,29.626752,29.810485
527,28.307255,28.309946,28.318053,28.331684,28.351019,28.376304,28.407854,28.446045,28.491313,28.544145,28.605078,28.674693,28.753611,28.842499,28.942072,29.053113,29.176491,29.313188,29.464330,29.631209,29.815295
528,28.309074,28.311773,28.319904,28.333575,28.352966,28.378322,28.409957,28.448247,28.493626,28.546581,28.607647,28.677404,28.756476,28.845527,28.945279,29.056516,29.180113,29.317058,29.468480,29.635675,29.820114
529,28.310898,28.313605,28.321760,28.335472,28.354918,28.380345,28.412065,28.450454,28.495943,28.549020,28.610219,28.680120,28.759344,28.848561,28.948491,29.059926,29.183743,29.320936,29.472639,29.640151,29.824941
530,28.312728,28.315442,28.323622,28.337374,28.356876,28.382373,28.414178,28.452665,28.498265,28.551464,28.612796,28.682839,28.762217,28.851599,28.951709,29.063341,29.187379,29.324822,29.476807,29.644635,29.829778
531,28.314563,28.317286,28.325489,28.339281,28.358839,28.384407,28.416296,28.454881,28.500591,28.553912,28.615376,28.685562,28.765094,28.854642,28.954932,29.066763,29.191023,29.328716,29.480983,29.649128,29.834623
532,28.316403,28.319134,28.327362,28.341194,28.360806,28.386445,28.418419,28.457101,28.502922,28.556364,28.617961,28.688290,28.767975,28.857689,28.958161,29.070192,29.194675,29.332618,29.485168,29.653630,29.839477
533,28.318249,28.320988,28.329240,28.343112,28.362780,28.388488,28.420546,28.459326,28.505257,28.558821,28.620550,28.691022,28.770861,28.860741,28.961395,29.073626,29.198333,29.336528,29.489362,29.658141,29.844338
534,28.320101,28.322848,28.331124,28.345035,28.364758,28.390536,28.422678,28.461556,28.507596,28.561281,28.623142,28.693757,28.773751,28.863798,28.964634,29.077067,29.201999,29.340446,29.493564,29.662661,29.849209
535,28.321958,28.324712,28.333012,28.346963,28.366741,28.392589,28.424816,28.463790,28.509940,28.563746,28.625739,28.696497,28.776645,28.866860,28.967879,29.080514,29.205672,29.344372,29.497774,29.667189,29.854087
536,28.323820,28.326583,28.334906,28.348897,28.368730,28.394647,28.426957,28.466029,28.512288,28.566215,28.628341,28.699242,28.779544,28.869927,28.971130,29.083968,29.209352,29.348307,29.501993,29.671726,29.858974
537,28.325687,28.328458,28.336806,28.350836,28.370723,28.396710,28.429104,28.468272,28.514641,28.568689,28.630946,28.701990,28.782448,28.872999,28.974386,29.087428,29.213039,29.352248,29.506221,29.676271,29.863869
538,28.327560,28.330339,28.338710,28.352780,28.372722,28.398778,28.431255,28.470520,28.516998,28.571166,28.633555,28.704743,28.785356,28.876076,28.977648,29.090894,29.216734,29.356198,29.510456,29.680824,29.868771
539,28.329439,28.332225,28.340621,28.354729,28.374726,28.400851,28.433411,28.472773,28.519359,28.573648,28.636169,28.707500,28.788268,28.879157,28.980915,29.094367,29.220435,29.360156,29.514700,29.685386,29.873682
540,28.331322,28.334117,28.342536,28.356684,28.376735,28.402929,28.435572,28.475030,28.521725,28.576134,28.638787,28.710261,28.791185,28.882244,28.984188,29.097846,29.224144,29.364121,29.518952,29.689956,29.878601
541,28.333212,28.336014,28.344456,28.358644,28.378749,28.405012,28.437738,28.477291,28.524095,28.578625,28.641410,28.713027,28.794107,28.885336,28.987467,29.101332,29.227860,29.368095,29.523212,29.694532,29.883477
542,28.335106,28.337916,28.346382,28.360609,28.380768,28.407100,28.439908,28.479558,28.526469,28.581120,28.644036,28.715797,28.797034,28.888433,28.990752,29.104824,29.231583,29.372075,29.527480,29.699108,29.888323
543,28.337006,28.339824,28.348313,28.362579,28.382792,28.409193,28.442084,28.481828,28.528848,28.583619,28.646667,28.718572,28.799965,28.891536,28.994042,29.108322,29.235313,29.376064,29.531754,29.703680,29.893151
544,28.338911,28.341737,28.350250,28.364554,28.384821,28.411290,28.444263,28.484104,28.531232,28.586122,28.649302,28.721351,28.802901,28.894643,28.997338,29.111827,29.239050,29.380059,29.536032,29.708247,29.897967
545,28.340821,28.343655,28.352191,28.366534,28.386855,28.413393,28.446448,28.486384,28.533619,28.588630,28.651942,28.724135,28.805842,28.897756,29.000640,29.115339,29.242794,29.384062,29.540314,29.712810,29.902773
546,28.342737,28.345578,28.354138,28.368520,28.388895,28.415500,28.448637,28.488668,28.536012,28.591142,28.654586,28.726923,28.808787,28.900874,29.003948,29.118857,29.246545,29.388070,29.544599,29.717369,29.907571
547,28.344657,28.347507,28.356090,28.370510,28.390939,28.417612,28.450831,28.490957,28.538408,28.593659,28.657235,28.729716,28.811738,28.903997,29.007262,29.122381,29.250303,29.392084,29.548886,29.721925,29.912362
548,28.346584,28.349441,28.358047,28.372506,28.392988,28.419729,28.453030,28.493251,28.540810,28.596180,28.659887,28.732513,28.814693,28.907126,29.010581,29.125911,29.254067,29.396104,29.553175,29.726477,29.917149
549,28.348515,28.351380,28.360010,28.374507,28.395042,28.421851,28.455234,28.495549,28.543215,28.598705,28.662545,28.735315,28.817654,28.910260,29.013906,29.129448,29.257837,29.400128,29.557465,29.731027,29.921930
550,28.350452,28.353325,28.361977,28.376513,28.397101,28.423978,28.457442,28.497852,28.545625,28.601235,28.665207,28.738122,28.820619,28.913399,29.017237,29.132991,29.261614,29.404157,29.561757,29.735574,29.926708
551,28.352394,28.355274,28.363950,28.378524,28.399166,28.426110,28.459655,28.500159,28.548040,28.603769,28.667873,28.740933,28.823589,28.916544,29.020574,29.136540,29.265396,29.408191,29.566050,29.740119,29.931482
552,28.354341,28.357229,28.365928,28.380540,28.401235,28.428246,28.461872,28.502471,28.550459,28.606308,28.670544,28.743749,28.826564,28.919694,29.023917,29.140095,29.269184,29.412228,29.570344,29.744663,29.936254
553,28.356293,28.359189,28.367911,28.382561,28.403309,28.430387,28.464095,28.504788,28.552883,28.608851,28.673219,28.746570,28.829544,28.922849,29.027266,29.143656,29.272977,29.416269,29.574639,29.749205,29.941023
554,28.358250,28.361154,28.369899,28.384588,28.405388,28.432534,28.466322,28.507109,28.555311,28.611399,28.675899,28.749395,28.832529,28.926010,29.030620,29.147223,29.276775,29.420313,29.578935,29.753745,29.945790
555,28.360213,28.363125,28.371893,28.386619,28.407472,28.434685,28.468553,28.509435,28.557744,28.613951,28.678584,28.752225,28.835520,28.929176,29.033980,29.150796,29.280578,29.424361,29.583232,29.758285,29.950555
556,28.362181,28.365100,28.373891,28.388655,28.409561,28.436840,28.470790,28.511765,28.560181,28.616508,28.681273,28.755060,28.838515,28.932348,29.037345,29.154374,29.284386,29.428412,29.587531,29.762824,29.955319
557,28.364154,28.367081,28.375894,28.390697,28.411655,28.439001,28.473031,28.514100,28.562622,28.619069,28.683966,28.757900,28.841515,28.935525,29.040716,29.157957,29.288199,29.432466,29.591830,29.767363,29.960082
558,28.366132,28.369067,28.377903,28.392743,28.413753,28.441166,28.475277,28.516440,28.565069,28.621635,28.686665,28.760744,28.844521,28.938707,29.044093,29.161546,29.292016,29.436524,29.596131,29.771901,29.964844
559,28.368116,28.371058,28.379917,28.394794,28.415857,28.443337,28.477527,28.518784,28.567520,28.624205,28.689368,28.763594,28.847531,28.941895,29.047475,29.165140,29.295838,29.440584,29.600433,29.776439,29.969605
560,28.370104,28.373054,28.381936,28.396851,28.417966,28.445512,28.479783,28.521133,28.569975,28.626780,28.692075,28.766448,28.850547,28.945088,29.050863,29.168739,29.299664,29.444647,29.604737,29.780977,29.974365
561,28.372098,28.375055,28.383959,28.398912,28.420079,28.447691,28.482042,28.523486,28.572435,28.629359,28.694788,28.769307,28.853567,28.948286,29.054255,29.172343,29.303494,29.448713,29.609041,29.785515,29.979125
562,28.374096,28.377061,28.385988,28.400978,28.422198,28.449876,28.484307,28.525844,28.574899,28.631944,28.697505,28.772171,28.856593,28.951490,29.057653,29.175952,29.307328,29.452782,29.613347,29.790053,29.983885
563,28.376100,28.379072,28.388022,28.403050,28.424321,28.452066,28.486576,28.528207,28.577369,28.634532,28.700227,28.775040,28.859624,28.954699,29.061057,29.179566,29.311166,29.456854,29.617654,29.794591,29.988645
564,28.378109,28.381089,28.390061,28.405126,28.426449,28.454260,28.488850,28.530574,28.579842,28.637126,28.702953,28.777914,28.862660,28.957913,29.064465,29.183185,29.315009,29.460928,29.621963,29.799130,29.993404
565,28.380123,28.383110,28.392105,28.407207,28.428582,28.456459,28.491129,28.532946,28.582321,28.639724,28.705685,28.780793,28.865701,28.961132,29.067879,29.186808,29.318855,29.465005,29.626273,29.803669,29.998164
566,28.382142,28.385137,28.394154,28.409294,28.430720,28.458663,28.493413,28.535322,28.584804,28.642327,28.708421,28.783676,28.868747,28.964356,29.071297,29.190436,29.322704,29.469085,29.630585,29.808209,30.002924
567,28.384166,28.387168,28.396208,28.411385,28.432863,28.460871,28.495701,28.537704,28.587291,28.644934,28.711162,28.786565,28.871798,28.967586,29.074721,29.194069,29.326558,29.473167,29.634898,29.812749,30.007685
568,28.386196,28.389205,28.398267,28.413481,28.435010,28.463084,28.497994,28.540090,28.589784,28.647546,28.713907,28.789458,28.874855,28.970820,29.078149,29.197706,29.330415,29.477252,29.639213,29.817290,30.012446
569,28.388230,28.391247,28.400331,28.415582,28.437163,28.465303,28.500291,28.542480,28.592280,28.650163,28.716658,28.792356,28.877916,28.974060,29.081583,29.201347,29.334276,29.481339,29.643529,29.821832,30.017207
570,28.390269,28.393294,28.402400,28.417688,28.439320,28.467526,28.502593,28.544875,28.594782,28.652784,28.719413,28.795260,28.880982,28.977304,29.085021,29.204993,29.338140,29.485429,29.647847,29.826375,30.021969
571,28.392313,28.395345,28.404474,28.419799,28.441483,28.469753,28.504900,28.547275,28.597288,28.655411,28.722173,28.798168,28.884053,28.980554,29.088464,29.208643,29.342008,29.489522,29.652167,29.830919,30.026732
572,28.394363,28.397402,28.406553,28.421915,28.443650,28.471986,28.507212,28.549680,28.599799,28.658041,28.724937,28.801081,28.887129,28.983809,29.091912,29.212297,29.345880,29.493618,29.656488,29.835464,30.031495
573,28.396417,28.399464,28.408637,28.424035,28.445822,28.474223,28.509529,28.552089,28.602315,28.660677,28.727707,28.803999,28.890211,28.987068,29.095364,29.215955,29.349755,29.497715,29.660811,29.840010,30.036260
574,28.398476,28.401531,28.410726,28.426161,28.447998,28.476465,28.511850,28.554503,28.604835,28.663317,28.730482,28.806922,28.893297,28.990332,29.098821,29.219618,29.353633,29.501816,29.665136,29.844557,30.041025
575,28.400541,28.403602,28.412820,28.428292,28.450180,28.478712,28.514176,28.556922,28.607360,28.665963,28.733261,28.809849,28.896388,28.993601,29.102282,29.223284,29.357515,29.505919,29.669462,29.849106,30.045791
576,28.402610,28.405679,28.414919,28.430427,28.452367,28.480963,28.516506,28.559345,28.609890,28.668613,28.736045,28.812782,28.899484,28.996875,29.105748,29.226955,29.361400,29.510025,29.673791,29.853656,30.050558
577,28.404684,28.407761,28.417022,28.432567,28.454558,28.483220,28.518842,28.561773,28.612424,28.671267,28.738834,28.815719,28.902584,29.000154,29.109219,29.230629,29.365288,29.514133,29.678121,29.858207,30.055327
578,28.406764,28.409847,28.419131,28.434713,28.456754,28.485481,28.521182,28.564206,28.614964,28.673927,28.741627,28.818662,28.905690,29.003438,29.112694,29.234308,29.369180,29.518244,29.682453,29.862759,30.060096
579,28.408848,28.411939,28.421245,28.436863,28.458955,28.487747,28.523527,28.566643,28.617508,28.676591,28.744426,28.821609,28.908801,29.006726,29.116173,29.237991,29.373075,29.522357,29.686787,29.867313,30.064867
580,28.410937,28.414035,28.423363,28.439018,28.461161,28.490018,28.525876,28.569086,28.620056,28.679260,28.747229,28.824561,28.911916,29.010019,29.119657,29.241677,29.376973,29.526473,29.691123,29.871868,30.069638
581,28.413031,28.416137,28.425487,28.441177,28.463371,28.492293,28.528230,28.571532,28.622610,28.681933,28.750037,28.827518,28.915036,29.013316,29.123145,29.245367,29.380874,29.530591,29.695461,29.876425,30.074411
582,28.415130,28.418243,28.427615,28.443342,28.465587,28.494573,28.530590,28.573984,28.625168,28.684612,28.752850,28.830480,28.918161,29.016618,29.126638,29.249062,29.384779,29.534712,29.699801,29.880983,30.079186
583,28.417234,28.420355,28.429748,28.445512,28.467807,28.496859,28.532953,28.576441,28.627730,28.687295,28.755668,28.833446,28.921291,29.019925,29.130134,29.252760,29.388687,29.538836,29.704142,29.885543,30.083962
584,28.419343,28.422471,28.431886,28.447686,28.470032,28.499148,28.535322,28.578902,28.630298,28.689983,28.758491,28.836418,28.924425,29.023236,29.133635,29.256461,29.392598,29.542962,29.708486,29.890104,30.088739
585,28.421457,28.424592,28.434029,28.449866,28.472262,28.501443,28.537695,28.581368,28.632870,28.692676,28.761318,28.839394,28.927564,29.026552,29.137141,29.260167,29.396513,29.547091,29.712832,29.894667,30.093517
586,28.423576,28.426718,28.436177,28.452050,28.474497,28.503742,28.540073,28.583838,28.635448,28.695373,28.764150,28.842375,28.930708,29.029873,29.140650,29.263876,29.400430,29.551222,29.717180,29.899232,30.098297
587,28.425700,28.428849,28.438330,28.454239,28.476736,28.506047,28.542456,28.586314,28.638029,28.698076,28.766987,28.845361,28.933857,29.033197,29.144164,29.267589,29.404351,29.555356,29.721530,29.903798,30.103079
588,28.427828,28.430985,28.440488,28.456433,28.478981,28.508356,28.544844,28.588794,28.640616,28.700783,28.769829,28.848351,28.937010,29.036527,29.147681,29.271306,29.408275,29.559493,29.725882,29.908366,30.107862
589,28.429962,28.433126,28.442650,28.458631,28.481230,28.510669,28.547236,28.591279,28.643207,28.703495,28.772675,28.851346,28.940168,29.039860,29.151203,29.275026,29.412202,29.563632,29.730236,29.912936,30.112646
590,28.432100,28.435272,28.444818,28.460835,28.483484,28.512988,28.549633,28.593768,28.645804,28.706212,28.775527,28.854346,28.943330,29.043199,29.154729,29.278750,29.416132,29.567774,29.734593,29.917508,30.117433
591,28.434244,28.437422,28.446990,28.463044,28.485743,28.515311,28.552035,28.596263,28.648405,28.708933,28.778383,28.857351,28.946497,29.046541,29.158259,29.282478,29.420065,29.571918,29.738951,29.922081,30.122220
592,28.436392,28.439578,28.449167,28.465257,28.488006,28.517639,28.554442,28.598762,28.651010,28.711659,28.781244,28.860360,28.949669,29.049888,29.161793,29.286209,29.424002,29.576065,29.743312,29.926656,30.127010
593,28.438545,28.441738,28.451349,28.467475,28.490275,28.519972,28.556853,28.601266,28.653621,28.714390,28.784109,28.863375,28.952845,29.053239,29.165331,29.289944,29.427941,29.580215,29.747675,29.931233,30.131801
594,28.440703,28.443904,28.453536,28.469698,28.492548,28.522310,28.559269,28.603774,28.656236,28.717126,28.786979,28.866393,28.956026,29.056595,29.168873,29.293682,29.431884,29.584367,29.752040,29.935812,30.136593
595,28.442866,28.446074,28.455728,28.471926,28.494826,28.524652,28.561690,28.606288,28.658856,28.719866,28.789854,28.869417,28.959211,29.059955,29.172419,29.297424,29.435829,29.588522,29.756407,29.940393,30.141388
596,28.445034,28.448249,28.457925,28.474158,28.497109,28.527000,28.564116,28.608806,28.661481,28.722612,28.792734,28.872445,28.962401,29.063319,29.175969,29.301170,29.439778,29.592680,29.760776,29.944976,30.146184
597,28.447207,28.450429,28.460126,28.476396,28.499397,28.529352,28.566546,28.611329,28.664110,28.725362,28.795619,28.875478,28.965595,29.066688,29.179523,29.304919,29.443730,29.596840,29.765148,29.949560,30.150982
598,28.449384,28.452613,28.462333,28.478638,28.501689,28.531708,28.568982,28.613857,28.666744,28.728116,28.798508,28.878515,28.968794,29.070060,29.183081,29.308672,29.447685,29.601003,29.769522,29.954147,30.155781
599,28.451567,28.454803,28.464544,28.480885,28.503986,28.534070,28.571422,28.616389,28.669383,28.730876,28.801402,28.881557,28.971998,29.073437,29.186643,29.312428,29.451643,29.605168,29.773898,29.958736,30.160583
600,28.453754,28.456997,28.466760,28.483137,28.506289,28.536437,28.573867,28.618927,28.672027,28.733640,28.804300,28.884604,28.975205,29.076818,29.190209,29.316188,29.455604,29.609336,29.778276,29.963326,30.165386
601,28.455946,28.459197,28.468981,28.485394,28.508595,28.538808,28.576316,28.621469,28.674676,28.736409,28.807204,28.887655,28.978417,29.080204,29.193778,29.319951,29.459569,29.613507,29.782657,29.967921,30.170265
602,28.458143,28.461401,28.471207,28.487656,28.510907,28.541184,28.578771,28.624016,28.677329,28.739183,28.810112,28.890711,28.981634,29.083593,29.197352,29.323717,29.463536,29.617680,29.787041,29.972531,30.175204
603,28.460345,28.463610,28.473437,28.489922,28.513224,28.543565,28.581230,28.626567,28.679987,28.741961,28.813024,28.893771,28.984855,29.086987,29.200929,29.327487,29.467506,29.621857,29.791430,29.977161,30.180183
604,28.462552,28.465824,28.475673,28.492193,28.515545,28.545950,28.583694,28.629124,28.682650,28.744745,28.815942,28.896836,28.988080,29.090385,29.204510,29.331261,29.471480,29.626036,29.795826,29.981811,30.185193
605,28.464763,28.468043,28.477913,28.494469,28.517871,28.548341,28.586162,28.631685,28.685317,28.747532,28.818864,28.899905,28.991310,29.093787,29.208095,29.335038,29.475457,29.630220,29.800231,29.986482,30.190232
606,28.466980,28.470266,28.480158,28.496750,28.520202,28.550736,28.588636,28.634251,28.687990,28.750325,28.821790,28.902979,28.994544,29.097193,29.211684,29.338819,29.479437,29.634408,29.804646,29.991172,30.195295
607,28.469201,28.472495,28.482408,28.499036,28.522538,28.553136,28.591114,28.636821,28.690667,28.753122,28.824721,28.906057,28.997782,29.100603,29.215276,29.342603,29.483420,29.638602,29.809071,29.995882,30.200381
608,28.471427,28.474728,28.484663,28.501327,28.524878,28.555540,28.593597,28.639397,28.693348,28.755924,28.827657,28.909140,29.001025,29.104017,29.218872,29.346390,29.487408,29.642801,29.813508,30.000610,30.205488
