time_s,radius_cm,r_0.0_cm,r_0.1_cm,r_0.2_cm,r_0.3_cm,r_0.4_cm,r_0.5_cm,r_0.6_cm,r_0.7_cm,r_0.8_cm,r_0.9_cm,r_1.0_cm,r_1.1_cm,r_1.2_cm,r_1.3_cm,r_1.4_cm,r_1.5_cm,r_1.6_cm,r_1.7_cm,r_1.8_cm,r_1.9_cm,r_2.0_cm,surface_temperature_K
31920,1.293133,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
31980,1.292867,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
32040,1.292600,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
32100,1.292333,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
32160,1.292067,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
32220,1.291800,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
32280,1.291533,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
32340,1.291267,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
32400,1.291000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
32460,1.290667,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
32520,1.290333,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
32580,1.290000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
32640,1.289667,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
32700,1.289333,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
32760,1.289000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
32820,1.288667,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
32880,1.288333,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
32940,1.288000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
33000,1.287667,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
33060,1.287333,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
33120,1.287000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
33180,1.286667,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
33240,1.286333,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
33300,1.286000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
33360,1.285667,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
33420,1.285333,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
33480,1.285000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
33540,1.284667,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
33600,1.284333,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
33660,1.284000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
33720,1.283667,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
33780,1.283333,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
33840,1.283000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
33900,1.282667,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
33960,1.282333,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
34020,1.282000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
34080,1.281667,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
34140,1.281333,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
34200,1.281000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
34260,1.280733,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
34320,1.280467,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
34380,1.280200,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
34440,1.279933,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
34500,1.279667,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
34560,1.279400,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
34620,1.279133,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
34680,1.278867,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
34740,1.278600,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
34800,1.278333,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
34860,1.278067,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
34920,1.277800,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
34980,1.277533,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
35040,1.277267,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
35100,1.277000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
35160,1.276733,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
35220,1.276467,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
35280,1.276200,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
35340,1.275933,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
35400,1.275667,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
35460,1.275400,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
35520,1.275133,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
35580,1.274867,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
35640,1.274600,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
35700,1.274333,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
35760,1.274067,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
35820,1.273800,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
35880,1.273533,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
35940,1.273267,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
36000,1.273000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
36060,1.272767,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
36120,1.272533,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
36180,1.272300,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
36240,1.272067,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
36300,1.271833,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
36360,1.271600,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
36420,1.271367,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
36480,1.271133,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
36540,1.270900,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
36600,1.270667,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
36660,1.270433,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
36720,1.270200,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
36780,1.269967,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
36840,1.269733,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
36900,1.269500,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
36960,1.269267,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
37020,1.269033,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
37080,1.268800,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
37140,1.268567,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
37200,1.268333,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
37260,1.268100,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
37320,1.267867,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
37380,1.267633,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
37440,1.267400,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
37500,1.267167,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
37560,1.266933,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
37620,1.266700,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
37680,1.266467,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
37740,1.266233,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
37800,1.266000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
37860,1.265800,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
37920,1.265600,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
37980,1.265400,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
38040,1.265200,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
38100,1.265000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
38160,1.264800,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
38220,1.264600,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
38280,1.264400,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
38340,1.264200,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
38400,1.264000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
38460,1.263800,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
38520,1.263600,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
38580,1.263400,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
38640,1.263200,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
38700,1.263000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
38760,1.262800,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
38820,1.262600,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
38880,1.262400,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
38940,1.262200,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
39000,1.262000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
39060,1.261800,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
39120,1.261600,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
39180,1.261400,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
39240,1.261200,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
39300,1.261000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
39360,1.260800,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
39420,1.260600,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
39480,1.260400,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
39540,1.260200,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
39600,1.260000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
39660,1.259767,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
39720,1.259533,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
39780,1.259300,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
39840,1.259067,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
39900,1.258833,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
39960,1.258600,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
40020,1.258367,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
40080,1.258133,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
40140,1.257900,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
40200,1.257667,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
40260,1.257433,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
40320,1.257200,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
40380,1.256967,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
40440,1.256733,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
40500,1.256500,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
40560,1.256267,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
40620,1.256033,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
40680,1.255800,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
40740,1.255567,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
40800,1.255333,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
40860,1.255100,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
40920,1.254867,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
40980,1.254633,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
41040,1.254400,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
41100,1.254167,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
41160,1.253933,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
41220,1.253700,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
41280,1.253467,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
41340,1.253233,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
41400,1.253000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
41460,1.252833,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,,,,,,,,,323.1459
