time_s,radius_cm,oven_temperature_C,oven_temperature_K,oven_moisture_kg_kg,surface_temperature_C,surface_temperature_K,surface_moisture_kg_kg,surface_dry_bulk_density_kg_m3,water_mass_flux_kg_m2_s,latent_heat_J_kg,latent_heat_flux_W_m2,convective_heat_flux_W_m2,conductive_heat_flux_W_m2,surface_energy_residual_W_m2
50580,1.2326,49.99591667,323.1459167,0.04999041667,43.18130113,316.3313011,0.1826379581,656.5300994,6.966968284e-05,2398892.129,167.1300538,170.3653884,3.235334617,-1.681763706e-08
50640,1.232466667,49.99591667,323.1459167,0.04999041667,43.19594536,316.3459454,0.1823244566,656.6803188,6.952092761e-05,2398857.569,166.7708034,169.9992827,3.228479311,7.523226486e-09
50700,1.232333333,49.99591667,323.1459167,0.04999041667,43.21056496,316.360565,0.1820116325,656.830293,6.937242708e-05,2398823.067,166.4121783,169.6337928,3.221614549,-5.139435189e-08
50760,1.2322,49.99591667,323.1459167,0.04999041667,43.22516045,316.3751604,0.181699461,656.9800335,6.922416989e-05,2398788.621,166.054151,169.2689055,3.214754358,7.458709206e-08
50820,1.232066667,49.99591667,323.1459167,0.04999041667,43.23973223,316.3897322,0.1813879249,657.1295481,6.907614815e-05,2398754.232,165.6967027,168.9046109,3.207908223,-7.54959899e-08
50880,1.231933333,49.99591667,323.1459167,0.04999041667,43.25428062,316.4042806,0.1810770113,657.2788426,6.892835614e-05,2398719.898,165.3398194,168.5409012,3.201081787,-2.637662533e-08
50940,1.2318,49.99591667,323.1459167,0.04999041667,43.26880587,316.4188059,0.1807667103,657.4279213,6.878078952e-05,2398685.618,164.9834906,168.17777,3.194279279,5.576094964e-08
51000,1.231666667,49.99591667,323.1459167,0.04999041667,43.28330819,316.4333082,0.1804570143,657.5767875,6.863344493e-05,2398651.393,164.6277083,167.815212,3.187503648,4.325156056e-08
51060,1.231533333,49.99591667,323.1459167,0.04999041667,43.29778776,316.4477878,0.180147917,657.7254439,6.848631975e-05,2398617.221,164.2724659,167.4532226,3.180756708,-6.449451462e-08
51120,1.2314,49.99591667,323.1459167,0.04999041667,43.31224475,316.4622448,0.1798394133,657.8738924,6.833941186e-05,2398583.102,163.9177585,167.0917978,3.174039277,3.12809334e-08
51180,1.231266667,49.99591667,323.1459167,0.04999041667,43.3266793,316.4766793,0.1795314988,658.0221348,6.819271955e-05,2398549.037,163.5635818,166.7309341,3.167352322,-4.181569579e-08
51240,1.231133333,49.99591667,323.1459167,0.04999041667,43.34109154,316.4910915,0.1792241701,658.1701724,6.804624144e-05,2398515.024,163.2099324,166.3706281,3.160695669,-8.506617633e-10
51300,1.231,49.99591667,323.1459167,0.04999041667,43.35548159,316.5054816,0.1789174241,658.3180062,6.789997641e-05,2398481.063,162.8568076,166.010877,3.154069433,-7.451322404e-08
51360,1.230866667,49.99591667,323.1459167,0.04999041667,43.36984954,316.5198495,0.1786112582,658.4656373,6.775392353e-05,2398447.155,162.5042051,165.6516781,3.147472876,4.366097528e-08
51420,1.230733333,49.99591667,323.1459167,0.04999041667,43.38419551,316.5341955,0.1783056702,658.6130662,6.760808204e-05,2398413.299,162.1521231,165.2930288,3.140905689,7.25953555e-08
51480,1.2306,49.99591667,323.1459167,0.04999041667,43.39851959,316.5485196,0.178000658,658.7602935,6.746245133e-05,2398379.494,161.8005599,164.934927,3.134367138,2.321382908e-08
51540,1.230466667,49.99591667,323.1459167,0.04999041667,43.41282184,316.5628218,0.17769622,658.9073197,6.731703089e-05,2398345.74,161.4495143,164.5773706,3.127856346,-5.051873586e-08
51600,1.230333333,49.99591667,323.1459167,0.04999041667,43.42710236,316.5771024,0.1773923548,659.0541452,6.717182032e-05,2398312.038,161.0989853,164.2203576,3.121372298,-4.004860443e-08
51660,1.2302,49.99591667,323.1459167,0.04999041667,43.44136122,316.5913612,0.1770890608,659.2007702,6.702681929e-05,2398278.388,160.7489721,163.8638862,3.11491412,-1.584058396e-08
51720,1.230066667,49.99591667,323.1459167,0.04999041667,43.45559847,316.6055985,0.1767863371,659.3471949,6.688202755e-05,2398244.788,160.399474,163.5079548,3.1084808,5.815670079e-08
51780,1.229933333,49.99591667,323.1459167,0.04999041667,43.46981419,316.6198142,0.1764841825,659.4934195,6.673744491e-05,2398211.239,160.0504904,163.1525619,3.102071609,-8.707749544e-08
51840,1.2298,49.99591667,323.1459167,0.04999041667,43.48400842,316.6340084,0.176182596,659.639444,6.659307121e-05,2398177.74,159.702021,162.7977061,3.09568525,-1.390257864e-07
51900,1.229666667,49.99591667,323.1459167,0.04999041667,43.49818122,316.6481812,0.1758815769,659.7852685,6.644890637e-05,2398144.292,159.3540655,162.4433862,3.089320715,-6.946700637e-08
51960,1.229533333,49.99591667,323.1459167,0.04999041667,43.51233263,316.6623326,0.1755811244,659.930893,6.630495031e-05,2398110.895,159.0066237,162.0896009,3.082977276,-9.855790495e-08
52020,1.2294,49.99591667,323.1459167,0.04999041667,43.5264627,316.6764627,0.1752812377,660.0763175,6.6161203e-05,2398077.548,158.6596955,161.7363492,3.076653642,1.099026292e-07
52080,1.229266667,49.99591667,323.1459167,0.04999041667,43.54057146,316.6905715,0.1749819162,660.2215419,6.601766445e-05,2398044.251,158.3132807,161.3836302,3.070349515,-7.545176572e-08
52140,1.229133333,49.99591667,323.1459167,0.04999041667,43.55465895,316.704659,0.1746831594,660.3665662,6.587433467e-05,2398011.005,157.9673795,161.0314429,3.06406332,5.070998554e-08
52200,1.229,49.99591667,323.1459167,0.04999041667,43.56872521,316.7187252,0.1743849666,660.5113902,6.573121372e-05,2397977.809,157.6219918,160.6797865,3.057794618,6.949963449e-08
52260,1.2289,49.99591667,323.1459167,0.04999041667,43.58277926,316.7327793,0.1740865827,660.6563808,6.558793912e-05,2397944.641,157.2762471,160.3284352,3.052188094,-9.472017837e-09
52320,1.2288,49.99591667,323.1459167,0.04999041667,43.5968207,316.7468207,0.1737884045,660.801345,6.54447015e-05,2397911.503,156.9306026,159.9773991,3.046796591,-4.513015028e-08
52380,1.2287,49.99591667,323.1459167,0.04999041667,43.61084766,316.7608477,0.1734905915,660.9462051,6.530157753e-05,2397878.4,156.5852422,159.6267252,3.041482844,1.214465328e-07
52440,1.2286,49.99591667,323.1459167,0.04999041667,43.624859,316.774859,0.1731932086,661.0909295,6.515859858e-05,2397845.333,156.2402415,159.2764416,3.036200099,-2.758767437e-08
52500,1.2285,49.99591667,323.1459167,0.04999041667,43.63885396,316.788854,0.1728962921,661.2355001,6.501578239e-05,2397812.305,155.895643,158.9265676,3.030924504,7.940457181e-08
52560,1.2284,49.99591667,323.1459167,0.04999041667,43.65283196,316.802832,0.1725998655,661.3799052,6.487314049e-05,2397779.317,155.5514745,158.5771176,3.025643094,-2.344563654e-09
52620,1.2283,49.99591667,323.1459167,0.04999041667,43.66679256,316.8167926,0.1723039451,661.5241365,6.473068104e-05,2397746.37,155.2077555,158.2281027,3.020347284,-2.392610554e-08
52680,1.2282,49.99591667,323.1459167,0.04999041667,43.68073538,316.8307354,0.1720085431,661.6681879,6.458841008e-05,2397713.465,154.8645005,157.8795321,3.015031596,3.866614406e-08
52740,1.2281,49.99591667,323.1459167,0.04999041667,43.69466013,316.8446601,0.1717136685,661.8120544,6.44463323e-05,2397680.602,154.5217208,157.5314134,3.00969253,6.042884593e-08
52800,1.228,49.99591667,323.1459167,0.04999041667,43.70856654,316.8585665,0.1714193285,661.9557324,6.430445142e-05,2397647.783,154.1794254,157.1837531,3.004327857,-1.010187134e-07
52860,1.2279,49.99591667,323.1459167,0.04999041667,43.72245438,316.8724544,0.1711255288,662.0992187,6.416277047e-05,2397615.008,153.8376214,156.8365572,2.998935769,-2.482858008e-08
52920,1.2278,49.99591667,323.1459167,0.04999041667,43.73632344,316.8863234,0.170832274,662.2425106,6.402129199e-05,2397582.277,153.496315,156.4898308,2.993515731,3.05756771e-08
52980,1.2277,49.99591667,323.1459167,0.04999041667,43.75017352,316.9001735,0.1705395679,662.3856061,6.388001807e-05,2397549.59,153.1555112,156.1435787,2.988067628,-1.041013036e-07
53040,1.2276,49.99591667,323.1459167,0.04999041667,43.76400445,316.9140044,0.1702474136,662.5285031,6.373895055e-05,2397516.95,152.8152143,155.7978055,2.982591202,-2.800078391e-08
53100,1.2275,49.99591667,323.1459167,0.04999041667,43.77781606,316.9278161,0.1699558138,662.6712001,6.359809096e-05,2397484.354,152.475428,155.4525151,2.977087185,-7.268150171e-08
53160,1.2274,49.99591667,323.1459167,0.04999041667,43.7916082,316.9416082,0.1696647707,662.8136957,6.345744068e-05,2397451.805,152.1361557,155.1077116,2.971555882,6.563070087e-08
53220,1.2273,49.99591667,323.1459167,0.04999041667,43.80538072,316.9553807,0.169374286,662.9559885,6.33170009e-05,2397419.301,151.7974001,154.7633986,2.965998584,-5.736379194e-08
53280,1.2272,49.99591667,323.1459167,0.04999041667,43.81913349,316.9691335,0.1690843615,663.0980775,6.317677267e-05,2397386.845,151.4591637,154.4195794,2.960415877,-1.337826063e-07
53340,1.2271,49.99591667,323.1459167,0.04999041667,43.83286637,316.9828664,0.1687949983,663.2399617,6.303675693e-05,2397354.435,151.1214488,154.0762574,2.954808485,1.210372602e-07
53400,1.227,49.99591667,323.1459167,0.04999041667,43.84657924,316.9965792,0.1685061977,663.38164,6.289695453e-05,2397322.073,150.7842574,153.7334356,2.949178119,1.478264267e-08
53460,1.2269,49.99591667,323.1459167,0.04999041667,43.860272,317.010272,0.1682179605,663.5231118,6.275736624e-05,2397289.758,150.4475913,153.3911168,2.9435255,-3.983322472e-08
53520,1.2268,49.99591667,323.1459167,0.04999041667,43.87394451,317.0239445,0.1679302877,663.6643763,6.261799274e-05,2397257.491,150.1114522,153.0493038,2.937851772,-8.639079851e-08
53580,1.2267,49.99591667,323.1459167,0.04999041667,43.88759669,317.0375967,0.1676431798,663.8054327,6.247883467e-05,2397225.272,149.7758414,152.7079993,2.932157795,1.314959945e-07
53640,1.2266,49.99591667,323.1459167,0.04999041667,43.90122844,317.0512284,0.1673566375,663.9462804,6.233989261e-05,2397193.101,149.4407605,152.3672058,2.926445275,2.662201837e-08
53700,1.2265,49.99591667,323.1459167,0.04999041667,43.91483965,317.0648396,0.1670706612,664.0869189,6.220116709e-05,2397160.978,149.1062106,152.0269254,2.920714928,-4.258293984e-08
53760,1.2264,49.99591667,323.1459167,0.04999041667,43.92843024,317.0784302,0.1667852514,664.2273475,6.206265861e-05,2397128.905,148.7721929,151.6871606,2.914967752,-1.883725531e-08
53820,1.2263,49.99591667,323.1459167,0.04999041667,43.94200013,317.0920001,0.1665004083,664.3675658,6.192436763e-05,2397096.88,148.4387084,151.3479133,2.909204884,1.574460384e-08
53880,1.2262,49.99591667,323.1459167,0.04999041667,43.95554924,317.1055492,0.1662161323,664.5075732,6.178629459e-05,2397064.904,148.1057583,151.0091857,2.903427319,8.25056361e-08
53940,1.2261,49.99591667,323.1459167,0.04999041667,43.96907748,317.1190775,0.1659324235,664.6473693,6.164843987e-05,2397032.977,147.7733434,150.6709796,2.897636334,-1.367624805e-07
54000,1.226,49.99591667,323.1459167,0.04999041667,43.9825848,317.1325848,0.1656492821,664.7869537,6.151080387e-05,2397001.1,147.4414645,150.3332968,2.891832218,2.81831376e-08
54060,1.2259,49.99591667,323.1459167,0.04999041667,43.99607111,317.1460711,0.1653667082,664.926326,6.137338693e-05,2396969.272,147.1101226,149.996139,2.886016385,1.995496746e-08
54120,1.2258,49.99591667,323.1459167,0.04999041667,44.00953635,317.1595363,0.165084702,665.0654857,6.12361894e-05,2396937.494,146.7793184,149.6595079,2.880189686,-1.092861908e-07
54180,1.2257,49.99591667,323.1459167,0.04999041667,44.02298046,317.1729805,0.1648032633,665.2044325,6.109921159e-05,2396905.766,146.4490526,149.3234051,2.874352549,2.940865329e-08
54240,1.2256,49.99591667,323.1459167,0.04999041667,44.03640338,317.1864034,0.1645223923,665.3431659,6.096245382e-05,2396874.088,146.1193259,148.9878321,2.868506245,-6.198331448e-08
54300,1.2255,49.99591667,323.1459167,0.04999041667,44.04980506,317.1998051,0.1642420889,665.4816858,6.082591636e-05,2396842.46,145.790139,148.6527902,2.8626512,-3.056197784e-08
54360,1.2254,49.99591667,323.1459167,0.04999041667,44.06318544,317.2131854,0.1639623531,665.6199917,6.068959951e-05,2396810.882,145.4614925,148.3182808,2.856788261,-4.234524908e-08
54420,1.2253,49.99591667,323.1459167,0.04999041667,44.07654446,317.2265445,0.1636831848,665.7580833,6.055350352e-05,2396779.355,145.1333871,147.9843052,2.850918135,-8.101804383e-08
54480,1.2252,49.99591667,323.1459167,0.04999041667,44.08988208,317.2398821,0.1634045839,665.8959602,6.041762865e-05,2396747.878,144.8058233,147.6508646,2.845041245,4.842499379e-08
54540,1.2251,49.99591667,323.1459167,0.04999041667,44.10319826,317.2531983,0.1631265504,666.0336223,6.028197515e-05,2396716.452,144.4788016,147.3179602,2.839158577,-2.611756145e-09
54600,1.225,49.99591667,323.1459167,0.04999041667,44.11649294,317.2664929,0.162849084,666.1710692,6.014654326e-05,2396685.077,144.1523226,146.9855931,2.833270556,-1.22430805e-07
54660,1.2249,49.99591667,323.1459167,0.04999041667,44.12976609,317.2797661,0.1625721846,666.3083005,6.00113332e-05,2396653.752,143.8263869,146.6537643,2.827377462,-1.398925065e-08
54720,1.2248,49.99591667,323.1459167,0.04999041667,44.14301767,317.2930177,0.1622958522,666.4453162,5.987634519e-05,2396622.478,143.5009948,146.322475,2.821480279,-1.180398783e-07
54780,1.2247,49.99591667,323.1459167,0.04999041667,44.15624763,317.3062476,0.1620200864,666.5821158,5.974157945e-05,2396591.256,143.1761469,145.9917259,2.815579149,-1.04187535e-07
54840,1.2246,49.99591667,323.1459167,0.04999041667,44.16945594,317.3194559,0.1617448872,666.7186991,5.960703618e-05,2396560.084,142.8518436,145.6615182,2.809674632,-6.741470315e-08
54900,1.2245,49.99591667,323.1459167,0.04999041667,44.18264256,317.3326426,0.1614702544,666.8550658,5.94727156e-05,2396528.964,142.5280855,145.3318526,2.80376715,2.501366225e-08
54960,1.2244,49.99591667,323.1459167,0.04999041667,44.19580746,317.3458075,0.1611961876,666.9912157,5.933861788e-05,2396497.894,142.2048728,145.0027301,2.797857263,3.18645732e-08
55020,1.2243,49.99591667,323.1459167,0.04999041667,44.20895061,317.3589506,0.1609226867,667.1271486,5.920474322e-05,2396466.877,141.8822061,144.6741514,2.79194525,7.578535133e-08
55080,1.2242,49.99591667,323.1459167,0.04999041667,44.22207197,317.372072,0.1606497516,667.2628643,5.907109181e-05,2396435.91,141.5600857,144.3461173,2.786031671,-3.856320063e-08
55140,1.2241,49.99591667,323.1459167,0.04999041667,44.23517152,317.3851715,0.1603773818,667.3983624,5.893766383e-05,2396404.995,141.238512,144.0186286,2.780116525,5.076267939e-08
55200,1.224,49.99591667,323.1459167,0.04999041667,44.24824923,317.3982492,0.1601055773,667.5336427,5.880445944e-05,2396374.132,140.9174854,143.6916859,2.77420051,-3.062481824e-08
55260,1.2239,49.99591667,323.1459167,0.04999041667,44.26130506,317.4113051,0.1598343377,667.6687051,5.867147882e-05,2396343.32,140.5970064,143.36529,2.768283764,-7.606467989e-08
55320,1.2238,49.99591667,323.1459167,0.04999041667,44.274339,317.424339,0.1595636628,667.8035493,5.853872214e-05,2396312.56,140.2770751,143.0394416,2.762366566,-8.332781931e-08
55380,1.2237,49.99591667,323.1459167,0.04999041667,44.28735102,317.437351,0.1592935523,667.9381751,5.840618956e-05,2396281.852,139.9576921,142.7141412,2.756449192,-4.975660772e-08
55440,1.2236,49.99591667,323.1459167,0.04999041667,44.30034109,317.4503411,0.1590240059,668.0725822,5.827388123e-05,2396251.195,139.6388575,142.3893895,2.750531921,2.426796186e-08
55500,1.2235,49.99591667,323.1459167,0.04999041667,44.31330919,317.4633092,0.1587550234,668.2067706,5.814179731e-05,2396220.59,139.3205719,142.065187,2.744615168,-2.736126703e-08
55560,1.2234,49.99591667,323.1459167,0.04999041667,44.32625529,317.4762553,0.1584866045,668.3407399,5.800993795e-05,2396190.038,139.0028354,141.7415344,2.738698931,4.206424364e-08
55620,1.2233,49.99591667,323.1459167,0.04999041667,44.33917938,317.4891794,0.1582187488,668.47449,5.787830329e-05,2396159.537,138.6856484,141.4184321,2.732783627,5.813146231e-08
55680,1.2232,49.99591667,323.1459167,0.04999041667,44.35208144,317.5020814,0.1579514561,668.6080206,5.774689349e-05,2396129.088,138.3690112,141.0958807,2.726869531,-6.181167578e-08
55740,1.2231,49.99591667,323.1459167,0.04999041667,44.36496144,317.5149614,0.157684726,668.7413317,5.761570867e-05,2396098.691,138.0529241,140.7738807,2.7209565,3.129864012e-08
55800,1.223,49.99591667,323.1459167,0.04999041667,44.37781937,317.5278194,0.1574185583,668.8744229,5.748474898e-05,2396068.346,137.7373874,140.4524325,2.715045089,-8.040643706e-09
55860,1.222933333,49.99591667,323.1459167,0.04999041667,44.39066385,317.5406638,0.1571522521,669.0076447,5.735366968e-05,2396038.033,137.4215739,140.1313204,2.709746672,-1.593239176e-07
55920,1.222866667,49.99591667,323.1459167,0.04999041667,44.40349442,317.5534944,0.1568861807,669.1408102,5.722265451e-05,2396007.753,137.1059239,139.8105563,2.704632332,5.864467312e-08
55980,1.2228,49.99591667,323.1459167,0.04999041667,44.41630919,317.5663092,0.1566204922,669.2738452,5.709177654e-05,2395977.51,136.7906126,139.4901869,2.699574368,-6.193886293e-08
56040,1.222733333,49.99591667,323.1459167,0.04999041667,44.42910704,317.579107,0.1563552465,669.4067195,5.696106547e-05,2395947.307,136.4757114,139.1702408,2.69452923,1.003856198e-07
56100,1.222666667,49.99591667,323.1459167,0.04999041667,44.44188717,317.5918872,0.156090477,669.5394161,5.683053796e-05,2395917.146,136.1612603,138.8507374,2.689476982,7.325442652e-08
56160,1.2226,49.99591667,323.1459167,0.04999041667,44.45464901,317.604649,0.155826205,669.671924,5.670020479e-05,2395887.028,135.8472852,138.5316915,2.684406352,-5.742694498e-08
56220,1.222533333,49.99591667,323.1459167,0.04999041667,44.46739209,317.6173921,0.1555624453,669.8042354,5.657007352e-05,2395856.955,135.5338041,138.2131145,2.679310396,1.775498504e-08
56280,1.222466667,49.99591667,323.1459167,0.04999041667,44.48011603,317.630116,0.1552992086,669.9363446,5.644014971e-05,2395826.926,135.2208304,137.8950158,2.674185381,3.468699106e-08
56340,1.2224,49.99591667,323.1459167,0.04999041667,44.49282053,317.6428205,0.1550365032,670.0682473,5.631043765e-05,2395796.944,134.9083744,137.5774034,2.669028969,-2.479578143e-08
56400,1.222333333,49.99591667,323.1459167,0.04999041667,44.50550531,317.6555053,0.1547743352,670.19994,5.618094071e-05,2395767.007,134.5964442,137.260284,2.663839657,9.515770216e-08
56460,1.222266667,49.99591667,323.1459167,0.04999041667,44.51817012,317.6681701,0.1545127096,670.3314199,5.605166162e-05,2395737.119,134.2850463,136.9436636,2.658617338,1.341578582e-08
56520,1.2222,49.99591667,323.1459167,0.04999041667,44.53081475,317.6808148,0.1542516304,670.4626845,5.592260262e-05,2395707.277,133.9741861,136.6275479,2.653361904,-6.075543979e-08
56580,1.222133333,49.99591667,323.1459167,0.04999041667,44.543439,317.693439,0.1539911009,670.593732,5.579376557e-05,2395677.484,133.6638679,136.3119416,2.64807366,5.797915037e-08
56640,1.222066667,49.99591667,323.1459167,0.04999041667,44.55604269,317.7060427,0.1537311236,670.7245608,5.566515205e-05,2395647.739,133.3540957,135.9968495,2.642753751,3.793931569e-08
56700,1.222,49.99591667,323.1459167,0.04999041667,44.56862564,317.7186256,0.1534717006,670.8551694,5.55367634e-05,2395618.043,133.0448725,135.6822755,2.637403039,2.742612537e-08
56760,1.221933333,49.99591667,323.1459167,0.04999041667,44.58118771,317.7311877,0.1532128337,670.9855565,5.540860077e-05,2395588.397,132.7362011,135.3682238,2.632022802,-7.799249602e-08
56820,1.221866667,49.99591667,323.1459167,0.04999041667,44.59372875,317.7437287,0.1529545244,671.1157212,5.528066515e-05,2395558.8,132.4280839,135.054698,2.626614038,3.973937623e-08
56880,1.2218,49.99591667,323.1459167,0.04999041667,44.60624861,317.7562486,0.1526967739,671.2456625,5.515295742e-05,2395529.253,132.1205229,134.7417014,2.621178581,-1.133861076e-07
56940,1.221733333,49.99591667,323.1459167,0.04999041667,44.61874718,317.7687472,0.152439583,671.3753796,5.502547833e-05,2395499.757,131.81352,134.4292372,2.615717285,-2.161641532e-09
57000,1.221666667,49.99591667,323.1459167,0.04999041667,44.63122432,317.7812243,0.1521829526,671.5048717,5.489822856e-05,2395470.311,131.5070766,134.1173086,2.61023198,-2.359058726e-08
57060,1.2216,49.99591667,323.1459167,0.04999041667,44.64367994,317.7936799,0.1519268832,671.6341382,5.477120869e-05,2395440.915,131.2011943,133.8059182,2.604723935,-2.437704438e-08
57120,1.221533333,49.99591667,323.1459167,0.04999041667,44.65611392,317.8061139,0.1516713755,671.7631785,5.464441926e-05,2395411.571,130.8958742,133.4950687,2.599194559,-2.074497729e-08
57180,1.221466667,49.99591667,323.1459167,0.04999041667,44.66852616,317.8185262,0.1514164297,671.8919921,5.451786074e-05,2395382.278,130.5911175,133.1847627,2.593645257,-4.884057603e-08
57240,1.2214,49.99591667,323.1459167,0.04999041667,44.68091657,317.8309166,0.1511620461,672.0205785,5.439153353e-05,2395353.037,130.286925,132.8750023,2.588077155,1.092295179e-07
57300,1.221333333,49.99591667,323.1459167,0.04999041667,44.69328507,317.8432851,0.1509082249,672.1489373,5.426543804e-05,2395323.847,129.9832978,132.5657898,2.582492075,-5.958048632e-08
57360,1.221266667,49.99591667,323.1459167,0.04999041667,44.70563158,317.8556316,0.1506549662,672.277068,5.413957459e-05,2395294.709,129.6802366,132.2571273,2.576890722,-2.956281264e-08
57420,1.2212,49.99591667,323.1459167,0.04999041667,44.717956,317.867956,0.1504022701,672.4049703,5.401394349e-05,2395265.624,129.377742,131.9490166,2.571274496,4.264916242e-08
57480,1.221133333,49.99591667,323.1459167,0.04999041667,44.73025829,317.8802583,0.1501501366,672.5326439,5.388854501e-05,2395236.59,129.0758148,131.6414595,2.565644658,3.197041565e-08
57540,1.221066667,49.99591667,323.1459167,0.04999041667,44.74253836,317.8925384,0.1498985656,672.6600885,5.376337942e-05,2395207.609,128.7744555,131.3344578,2.560002188,8.267102203e-08
57600,1.221,49.99591667,323.1459167,0.04999041667,44.75479615,317.9047961,0.1496475569,672.7873038,5.363844695e-05,2395178.681,128.4736646,131.0280129,2.554348343,-3.265483883e-09
57660,1.220933333,49.99591667,323.1459167,0.04999041667,44.76703161,317.9170316,0.1493971105,672.9142895,5.351374779e-05,2395149.805,128.1734426,130.7221265,2.548683823,1.036505921e-07
57720,1.220866667,49.99591667,323.1459167,0.04999041667,44.77924467,317.9292447,0.1491472261,673.0410454,5.338928214e-05,2395120.983,127.8737899,130.4167999,2.543010023,-6.10146742e-08
57780,1.2208,49.99591667,323.1459167,0.04999041667,44.7914353,317.9414353,0.1488979035,673.1675712,5.326505017e-05,2395092.213,127.5747069,130.1120342,2.537327363,5.777096135e-09
57840,1.220733333,49.99591667,323.1459167,0.04999041667,44.80360343,317.9536034,0.1486491426,673.2938668,5.314105204e-05,2395063.496,127.2761939,129.8078309,2.531637097,-4.143851129e-08
57900,1.220666667,49.99591667,323.1459167,0.04999041667,44.81574903,317.965749,0.1484009429,673.419932,5.30172879e-05,2395034.832,126.9782512,129.504191,2.525939781,4.258623676e-09
57960,1.2206,49.99591667,323.1459167,0.04999041667,44.82787204,317.977872,0.1481533042,673.5457665,5.289375788e-05,2395006.222,126.6808792,129.2011156,2.52023639,-8.487162972e-09
58020,1.220533333,49.99591667,323.1459167,0.04999041667,44.83997244,317.9899724,0.1479062263,673.6713703,5.277046209e-05,2394977.665,126.3840781,128.8986057,2.514527618,-3.666349357e-08
58080,1.220466667,49.99591667,323.1459167,0.04999041667,44.85205018,318.0020502,0.1476597086,673.796743,5.264740065e-05,2394949.162,126.087848,128.5966621,2.508814022,3.361223833e-08
58140,1.2204,49.99591667,323.1459167,0.04999041667,44.86410523,318.0141052,0.147413751,673.9218847,5.252457365e-05,2394920.712,125.7921893,128.2952858,2.503096433,6.753106163e-08
58200,1.220333333,49.99591667,323.1459167,0.04999041667,44.87613756,318.0261376,0.1471683529,674.0467951,5.240198119e-05,2394892.315,125.4971021,127.9944776,2.497375544,-4.347997162e-08
58260,1.220266667,49.99591667,323.1459167,0.04999041667,44.88814714,318.0381471,0.1469235141,674.1714742,5.227962335e-05,2394863.973,125.2025865,127.6942382,2.491651632,5.444069018e-08
58320,1.2202,49.99591667,323.1459167,0.04999041667,44.90013394,318.0501339,0.1466792341,674.2959217,5.215750021e-05,2394835.684,124.9086427,127.3945683,2.485925665,-8.434165011e-08
58380,1.220133333,49.99591667,323.1459167,0.04999041667,44.91209793,318.0620979,0.1464355125,674.4201377,5.203561182e-05,2394807.449,124.6152708,127.0954685,2.480197641,9.678613822e-08
58440,1.220066667,49.99591667,323.1459167,0.04999041667,44.92403908,318.0740391,0.1461923488,674.5441219,5.191395826e-05,2394779.268,124.3224709,126.7969396,2.474468668,-4.640119755e-08
58500,1.22,49.99591667,323.1459167,0.04999041667,44.93595739,318.0859574,0.1459497426,674.6678742,5.179253957e-05,2394751.141,124.0302432,126.4989819,2.468738741,-1.230603175e-08
58560,1.219933333,49.99591667,323.1459167,0.04999041667,44.94785282,318.0978528,0.1457076935,674.7913947,5.16713558e-05,2394723.067,123.7385877,126.2015961,2.46300855,-6.39560227e-08
58620,1.219866667,49.99591667,323.1459167,0.04999041667,44.95972536,318.1097254,0.145466201,674.9146831,5.1550407e-05,2394695.048,123.4475044,125.9047827,2.45727823,8.211105751e-08
58680,1.2198,49.99591667,323.1459167,0.04999041667,44.97157499,318.121575,0.1452252646,675.0377395,5.14296932e-05,2394667.083,123.1569934,125.608542,2.451548608,-3.682951899e-08
58740,1.219733333,49.99591667,323.1459167,0.04999041667,44.98340169,318.1334017,0.1449848839,675.1605636,5.130921443e-05,2394639.172,122.8670548,125.3128744,2.445819819,-1.417890729e-07
58800,1.219666667,49.99591667,323.1459167,0.04999041667,44.99520545,318.1452054,0.1447450583,675.2831555,5.118897072e-05,2394611.315,122.5776885,125.0177804,2.440091995,-3.823154771e-08
58860,1.2196,49.99591667,323.1459167,0.04999041667,45.00698625,318.1569863,0.1445057873,675.4055151,5.106896209e-05,2394583.512,122.2888946,124.7232604,2.434365685,4.619288063e-08
58920,1.219533333,49.99591667,323.1459167,0.04999041667,45.01874409,318.1687441,0.1442670705,675.5276423,5.094918856e-05,2394555.764,122.0006731,124.4293145,2.428641301,1.854132847e-08
58980,1.219466667,49.99591667,323.1459167,0.04999041667,45.03047894,318.1804789,0.1440289073,675.6495371,5.082965014e-05,2394528.07,121.713024,124.1359431,2.422918975,5.595710206e-08
59040,1.2194,49.99591667,323.1459167,0.04999041667,45.04219081,318.1921908,0.1437912972,675.7711994,5.071034684e-05,2394500.43,121.4259473,123.8431464,2.417199115,1.137674133e-08
59100,1.219333333,49.99591667,323.1459167,0.04999041667,45.05387968,318.2038797,0.1435542397,675.8926291,5.059127866e-05,2394472.844,121.1394429,123.5509248,2.411481856,1.515300596e-08
59160,1.219266667,49.99591667,323.1459167,0.04999041667,45.06554554,318.2155455,0.1433177342,676.0138262,5.04724456e-05,2394445.313,120.8535108,123.2592783,2.405767466,3.217949995e-08
59220,1.2192,49.99591667,323.1459167,0.04999041667,45.07718838,318.2271884,0.1430817802,676.1347907,5.035384766e-05,2394417.835,120.5681509,122.9682072,2.400056355,-9.244837429e-08
59280,1.219133333,49.99591667,323.1459167,0.04999041667,45.0888082,318.2388082,0.1428463771,676.2555225,5.023548484e-05,2394390.413,120.2833633,122.6777116,2.394348377,-6.04802608e-09
