time_s,oven_temperature_C,oven_temperature_K,oven_moisture_kg_kg
2739,45.323650,318.473650,0.03887250
2740,45.323667,318.473667,0.03888000
2741,45.323683,318.473683,0.03888750
2742,45.323700,318.473700,0.03889500
2743,45.323717,318.473717,0.03890250
2744,45.323733,318.473733,0.03891000
2745,45.323750,318.473750,0.03891750
2746,45.323767,318.473767,0.03892500
2747,45.323783,318.473783,0.03893250
2748,45.323800,318.473800,0.03894000
2749,45.323817,318.473817,0.03894750
2750,45.323833,318.473833,0.03895500
2751,45.323850,318.473850,0.03896250
2752,45.323867,318.473867,0.03897000
2753,45.323883,318.473883,0.03897750
2754,45.323900,318.473900,0.03898500
2755,45.323917,318.473917,0.03899250
2756,45.323933,318.473933,0.03900000
2757,45.323950,318.473950,0.03900750
2758,45.323967,318.473967,0.03901500
2759,45.323983,318.473983,0.03902250
2760,45.324000,318.474000,0.03903000
2761,45.326300,318.476300,0.03903617
2762,45.328600,318.478600,0.03904233
2763,45.330900,318.480900,0.03904850
2764,45.333200,318.483200,0.03905467
2765,45.335500,318.485500,0.03906083
2766,45.337800,318.487800,0.03906700
2767,45.340100,318.490100,0.03907317
2768,45.342400,318.492400,0.03907933
2769,45.344700,318.494700,0.03908550
2770,45.347000,318.497000,0.03909167
2771,45.349300,318.499300,0.03909783
2772,45.351600,318.501600,0.03910400
2773,45.353900,318.503900,0.03911017
2774,45.356200,318.506200,0.03911633
2775,45.358500,318.508500,0.03912250
2776,45.360800,318.510800,0.03912867
2777,45.363100,318.513100,0.03913483
2778,45.365400,318.515400,0.03914100
2779,45.367700,318.517700,0.03914717
2780,45.370000,318.520000,0.03915333
2781,45.372300,318.522300,0.03915950
2782,45.374600,318.524600,0.03916567
2783,45.376900,318.526900,0.03917183
2784,45.379200,318.529200,0.03917800
2785,45.381500,318.531500,0.03918417
2786,45.383800,318.533800,0.03919033
2787,45.386100,318.536100,0.03919650
2788,45.388400,318.538400,0.03920267
2789,45.390700,318.540700,0.03920883
2790,45.393000,318.543000,0.03921500
2791,45.395300,318.545300,0.03922117
2792,45.397600,318.547600,0.03922733
2793,45.399900,318.549900,0.03923350
2794,45.402200,318.552200,0.03923967
2795,45.404500,318.554500,0.03924583
2796,45.406800,318.556800,0.03925200
2797,45.409100,318.559100,0.03925817
2798,45.411400,318.561400,0.03926433
2799,45.413700,318.563700,0.03927050
2800,45.416000,318.566000,0.03927667
2801,45.418300,318.568300,0.03928283
2802,45.420600,318.570600,0.03928900
2803,45.422900,318.572900,0.03929517
2804,45.425200,318.575200,0.03930133
2805,45.427500,318.577500,0.03930750
2806,45.429800,318.579800,0.03931367
2807,45.432100,318.582100,0.03931983
2808,45.434400,318.584400,0.03932600
2809,45.436700,318.586700,0.03933217
2810,45.439000,318.589000,0.03933833
2811,45.441300,318.591300,0.03934450
2812,45.443600,318.593600,0.03935067
2813,45.445900,318.595900,0.03935683
2814,45.448200,318.598200,0.03936300
2815,45.450500,318.600500,0.03936917
2816,45.452800,318.602800,0.03937533
2817,45.455100,318.605100,0.03938150
2818,45.457400,318.607400,0.03938767
2819,45.459700,318.609700,0.03939383
2820,45.462000,318.612000,0.03940000
2821,45.467933,318.617933,0.03940233
2822,45.473867,318.623867,0.03940467
2823,45.479800,318.629800,0.03940700
2824,45.485733,318.635733,0.03940933
2825,45.491667,318.641667,0.03941167
2826,45.497600,318.647600,0.03941400
2827,45.503533,318.653533,0.03941633
2828,45.509467,318.659467,0.03941867
2829,45.515400,318.665400,0.03942100
2830,45.521333,318.671333,0.03942333
2831,45.527267,318.677267,0.03942567
2832,45.533200,318.683200,0.03942800
2833,45.539133,318.689133,0.03943033
2834,45.545067,318.695067,0.03943267
2835,45.551000,318.701000,0.03943500
2836,45.556933,318.706933,0.03943733
2837,45.562867,318.712867,0.03943967
2838,45.568800,318.718800,0.03944200
2839,45.574733,318.724733,0.03944433
2840,45.580667,318.730667,0.03944667
2841,45.586600,318.736600,0.03944900
2842,45.592533,318.742533,0.03945133
2843,45.598467,318.748467,0.03945367
2844,45.604400,318.754400,0.03945600
2845,45.610333,318.760333,0.03945833
2846,45.616267,318.766267,0.03946067
2847,45.622200,318.772200,0.03946300
2848,45.628133,318.778133,0.03946533
2849,45.634067,318.784067,0.03946767
2850,45.640000,318.790000,0.03947000
2851,45.645933,318.795933,0.03947233
2852,45.651867,318.801867,0.03947467
2853,45.657800,318.807800,0.03947700
2854,45.663733,318.813733,0.03947933
2855,45.669667,318.819667,0.03948167
2856,45.675600,318.825600,0.03948400
2857,45.681533,318.831533,0.03948633
2858,45.687467,318.837467,0.03948867
2859,45.693400,318.843400,0.03949100
2860,45.699333,318.849333,0.03949333
2861,45.705267,318.855267,0.03949567
2862,45.711200,318.861200,0.03949800
2863,45.717133,318.867133,0.03950033
2864,45.723067,318.873067,0.03950267
2865,45.729000,318.879000,0.03950500
2866,45.734933,318.884933,0.03950733
2867,45.740867,318.890867,0.03950967
2868,45.746800,318.896800,0.03951200
2869,45.752733,318.902733,0.03951433
2870,45.758667,318.908667,0.03951667
2871,45.764600,318.914600,0.03951900
2872,45.770533,318.920533,0.03952133
2873,45.776467,318.926467,0.03952367
2874,45.782400,318.932400,0.03952600
2875,45.788333,318.938333,0.03952833
2876,45.794267,318.944267,0.03953067
2877,45.800200,318.950200,0.03953300
2878,45.806133,318.956133,0.03953533
2879,45.812067,318.962067,0.03953767
2880,45.818000,318.968000,0.03954000
2881,45.816683,318.966683,0.03954983
2882,45.815367,318.965367,0.03955967
2883,45.814050,318.964050,0.03956950
2884,45.812733,318.962733,0.03957933
2885,45.811417,318.961417,0.03958917
2886,45.810100,318.960100,0.03959900
2887,45.808783,318.958783,0.03960883
2888,45.807467,318.957467,0.03961867
2889,45.806150,318.956150,0.03962850
2890,45.804833,318.954833,0.03963833
2891,45.803517,318.953517,0.03964817
2892,45.802200,318.952200,0.03965800
2893,45.800883,318.950883,0.03966783
2894,45.799567,318.949567,0.03967767
2895,45.798250,318.948250,0.03968750
2896,45.796933,318.946933,0.03969733
2897,45.795617,318.945617,0.03970717
2898,45.794300,318.944300,0.03971700
2899,45.792983,318.942983,0.03972683
2900,45.791667,318.941667,0.03973667
2901,45.790350,318.940350,0.03974650
2902,45.789033,318.939033,0.03975633
2903,45.787717,318.937717,0.03976617
2904,45.786400,318.936400,0.03977600
2905,45.785083,318.935083,0.03978583
2906,45.783767,318.933767,0.03979567
2907,45.782450,318.932450,0.03980550
2908,45.781133,318.931133,0.03981533
2909,45.779817,318.929817,0.03982517
2910,45.778500,318.928500,0.03983500
2911,45.777183,318.927183,0.03984483
2912,45.775867,318.925867,0.03985467
2913,45.774550,318.924550,0.03986450
2914,45.773233,318.923233,0.03987433
2915,45.771917,318.921917,0.03988417
2916,45.770600,318.920600,0.03989400
2917,45.769283,318.919283,0.03990383
2918,45.767967,318.917967,0.03991367
2919,45.766650,318.916650,0.03992350
2920,45.765333,318.915333,0.03993333
2921,45.764017,318.914017,0.03994317
2922,45.762700,318.912700,0.03995300
2923,45.761383,318.911383,0.03996283
2924,45.760067,318.910067,0.03997267
2925,45.758750,318.908750,0.03998250
2926,45.757433,318.907433,0.03999233
2927,45.756117,318.906117,0.04000217
2928,45.754800,318.904800,0.04001200
2929,45.753483,318.903483,0.04002183
2930,45.752167,318.902167,0.04003167
2931,45.750850,318.900850,0.04004150
2932,45.749533,318.899533,0.04005133
2933,45.748217,318.898217,0.04006117
2934,45.746900,318.896900,0.04007100
2935,45.745583,318.895583,0.04008083
2936,45.744267,318.894267,0.04009067
2937,45.742950,318.892950,0.04010050
2938,45.741633,318.891633,0.04011033
2939,45.740317,318.890317,0.04012017
2940,45.739000,318.889000,0.04013000
2941,45.742183,318.892183,0.04012967
2942,45.745367,318.895367,0.04012933
2943,45.748550,318.898550,0.04012900
2944,45.751733,318.901733,0.04012867
2945,45.754917,318.904917,0.04012833
2946,45.758100,318.908100,0.04012800
2947,45.761283,318.911283,0.04012767
2948,45.764467,318.914467,0.04012733
2949,45.767650,318.917650,0.04012700
2950,45.770833,318.920833,0.04012667
2951,45.774017,318.924017,0.04012633
2952,45.777200,318.927200,0.04012600
2953,45.780383,318.930383,0.04012567
2954,45.783567,318.933567,0.04012533
2955,45.786750,318.936750,0.04012500
2956,45.789933,318.939933,0.04012467
2957,45.793117,318.943117,0.04012433
2958,45.796300,318.946300,0.04012400
2959,45.799483,318.949483,0.04012367
2960,45.802667,318.952667,0.04012333
2961,45.805850,318.955850,0.04012300
2962,45.809033,318.959033,0.04012267
2963,45.812217,318.962217,0.04012233
2964,45.815400,318.965400,0.04012200
2965,45.818583,318.968583,0.04012167
2966,45.821767,318.971767,0.04012133
2967,45.824950,318.974950,0.04012100
2968,45.828133,318.978133,0.04012067
2969,45.831317,318.981317,0.04012033
2970,45.834500,318.984500,0.04012000
2971,45.837683,318.987683,0.04011967
2972,45.840867,318.990867,0.04011933
2973,45.844050,318.994050,0.04011900
2974,45.847233,318.997233,0.04011867
2975,45.850417,319.000417,0.04011833
2976,45.853600,319.003600,0.04011800
2977,45.856783,319.006783,0.04011767
2978,45.859967,319.009967,0.04011733
2979,45.863150,319.013150,0.04011700
2980,45.866333,319.016333,0.04011667
2981,45.869517,319.019517,0.04011633
2982,45.872700,319.022700,0.04011600
2983,45.875883,319.025883,0.04011567
2984,45.879067,319.029067,0.04011533
2985,45.882250,319.032250,0.04011500
2986,45.885433,319.035433,0.04011467
2987,45.888617,319.038617,0.04011433
2988,45.891800,319.041800,0.04011400
2989,45.894983,319.044983,0.04011367
2990,45.898167,319.048167,0.04011333
2991,45.901350,319.051350,0.04011300
2992,45.904533,319.054533,0.04011267
2993,45.907717,319.057717,0.04011233
2994,45.910900,319.060900,0.04011200
2995,45.914083,319.064083,0.04011167
2996,45.917267,319.067267,0.04011133
2997,45.920450,319.070450,0.04011100
2998,45.923633,319.073633,0.04011067
2999,45.926817,319.076817,0.04011033
3000,45.930000,319.080000,0.04011000
3001,45.931150,319.081150,0.04012083
3002,45.932300,319.082300,0.04013167
3003,45.933450,319.083450,0.04014250
3004,45.934600,319.084600,0.04015333
3005,45.935750,319.085750,0.04016417
3006,45.936900,319.086900,0.04017500
3007,45.938050,319.088050,0.04018583
3008,45.939200,319.089200,0.04019667
3009,45.940350,319.090350,0.04020750
3010,45.941500,319.091500,0.04021833
3011,45.942650,319.092650,0.04022917
3012,45.943800,319.093800,0.04024000
3013,45.944950,319.094950,0.04025083
3014,45.946100,319.096100,0.04026167
3015,45.947250,319.097250,0.04027250
3016,45.948400,319.098400,0.04028333
3017,45.949550,319.099550,0.04029417
3018,45.950700,319.100700,0.04030500
3019,45.951850,319.101850,0.04031583
3020,45.953000,319.103000,0.04032667
3021,45.954150,319.104150,0.04033750
3022,45.955300,319.105300,0.04034833
3023,45.956450,319.106450,0.04035917
3024,45.957600,319.107600,0.04037000
3025,45.958750,319.108750,0.04038083
3026,45.959900,319.109900,0.04039167
3027,45.961050,319.111050,0.04040250
3028,45.962200,319.112200,0.04041333
3029,45.963350,319.113350,0.04042417
3030,45.964500,319.114500,0.04043500
3031,45.965650,319.115650,0.04044583
3032,45.966800,319.116800,0.04045667
3033,45.967950,319.117950,0.04046750
3034,45.969100,319.119100,0.04047833
3035,45.970250,319.120250,0.04048917
3036,45.971400,319.121400,0.04050000
3037,45.972550,319.122550,0.04051083
3038,45.973700,319.123700,0.04052167
3039,45.974850,319.124850,0.04053250
3040,45.976000,319.126000,0.04054333
3041,45.977150,319.127150,0.04055417
3042,45.978300,319.128300,0.04056500
3043,45.979450,319.129450,0.04057583
3044,45.980600,319.130600,0.04058667
3045,45.981750,319.131750,0.04059750
3046,45.982900,319.132900,0.04060833
3047,45.984050,319.134050,0.04061917
3048,45.985200,319.135200,0.04063000
3049,45.986350,319.136350,0.04064083
3050,45.987500,319.137500,0.04065167
3051,45.988650,319.138650,0.04066250
3052,45.989800,319.139800,0.04067333
3053,45.990950,319.140950,0.04068417
3054,45.992100,319.142100,0.04069500
3055,45.993250,319.143250,0.04070583
3056,45.994400,319.144400,0.04071667
3057,45.995550,319.145550,0.04072750
3058,45.996700,319.146700,0.04073833
3059,45.997850,319.147850,0.04074917
3060,45.999000,319.149000,0.04076000
3061,46.007550,319.157550,0.04075900
3062,46.016100,319.166100,0.04075800
3063,46.024650,319.174650,0.04075700
3064,46.033200,319.183200,0.04075600
3065,46.041750,319.191750,0.04075500
3066,46.050300,319.200300,0.04075400
3067,46.058850,319.208850,0.04075300
3068,46.067400,319.217400,0.04075200
3069,46.075950,319.225950,0.04075100
3070,46.084500,319.234500,0.04075000
3071,46.093050,319.243050,0.04074900
3072,46.101600,319.251600,0.04074800
3073,46.110150,319.260150,0.04074700
3074,46.118700,319.268700,0.04074600
3075,46.127250,319.277250,0.04074500
3076,46.135800,319.285800,0.04074400
3077,46.144350,319.294350,0.04074300
3078,46.152900,319.302900,0.04074200
3079,46.161450,319.311450,0.04074100
3080,46.170000,319.320000,0.04074000
3081,46.178550,319.328550,0.04073900
3082,46.187100,319.337100,0.04073800
3083,46.195650,319.345650,0.04073700
3084,46.204200,319.354200,0.04073600
3085,46.212750,319.362750,0.04073500
3086,46.221300,319.371300,0.04073400
3087,46.229850,319.379850,0.04073300
3088,46.238400,319.388400,0.04073200
3089,46.246950,319.396950,0.04073100
3090,46.255500,319.405500,0.04073000
3091,46.264050,319.414050,0.04072900
3092,46.272600,319.422600,0.04072800
3093,46.281150,319.431150,0.04072700
3094,46.289700,319.439700,0.04072600
3095,46.298250,319.448250,0.04072500
3096,46.306800,319.456800,0.04072400
3097,46.315350,319.465350,0.04072300
3098,46.323900,319.473900,0.04072200
3099,46.332450,319.482450,0.04072100
3100,46.341000,319.491000,0.04072000
3101,46.349550,319.499550,0.04071900
3102,46.358100,319.508100,0.04071800
3103,46.366650,319.516650,0.04071700
3104,46.375200,319.525200,0.04071600
3105,46.383750,319.533750,0.04071500
3106,46.392300,319.542300,0.04071400
3107,46.400850,319.550850,0.04071300
3108,46.409400,319.559400,0.04071200
3109,46.417950,319.567950,0.04071100
3110,46.426500,319.576500,0.04071000
3111,46.435050,319.585050,0.04070900
3112,46.443600,319.593600,0.04070800
3113,46.452150,319.602150,0.04070700
3114,46.460700,319.610700,0.04070600
3115,46.469250,319.619250,0.04070500
3116,46.477800,319.627800,0.04070400
3117,46.486350,319.636350,0.04070300
3118,46.494900,319.644900,0.04070200
3119,46.503450,319.653450,0.04070100
3120,46.512000,319.662000,0.04070000
3121,46.513500,319.663500,0.04070967
3122,46.515000,319.665000,0.04071933
3123,46.516500,319.666500,0.04072900
3124,46.518000,319.668000,0.04073867
3125,46.519500,319.669500,0.04074833
3126,46.521000,319.671000,0.04075800
3127,46.522500,319.672500,0.04076767
3128,46.524000,319.674000,0.04077733
3129,46.525500,319.675500,0.04078700
3130,46.527000,319.677000,0.04079667
3131,46.528500,319.678500,0.04080633
3132,46.530000,319.680000,0.04081600
3133,46.531500,319.681500,0.04082567
3134,46.533000,319.683000,0.04083533
3135,46.534500,319.684500,0.04084500
3136,46.536000,319.686000,0.04085467
3137,46.537500,319.687500,0.04086433
3138,46.539000,319.689000,0.04087400
3139,46.540500,319.690500,0.04088367
3140,46.542000,319.692000,0.04089333
3141,46.543500,319.693500,0.04090300
3142,46.545000,319.695000,0.04091267
3143,46.546500,319.696500,0.04092233
3144,46.548000,319.698000,0.04093200
3145,46.549500,319.699500,0.04094167
3146,46.551000,319.701000,0.04095133
3147,46.552500,319.702500,0.04096100
3148,46.554000,319.704000,0.04097067
3149,46.555500,319.705500,0.04098033
3150,46.557000,319.707000,0.04099000
3151,46.558500,319.708500,0.04099967
3152,46.560000,319.710000,0.04100933
3153,46.561500,319.711500,0.04101900
3154,46.563000,319.713000,0.04102867
3155,46.564500,319.714500,0.04103833
3156,46.566000,319.716000,0.04104800
3157,46.567500,319.717500,0.04105767
3158,46.569000,319.719000,0.04106733
3159,46.570500,319.720500,0.04107700
3160,46.572000,319.722000,0.04108667
3161,46.573500,319.723500,0.04109633
3162,46.575000,319.725000,0.04110600
3163,46.576500,319.726500,0.04111567
3164,46.578000,319.728000,0.04112533
3165,46.579500,319.729500,0.04113500
3166,46.581000,319.731000,0.04114467
3167,46.582500,319.732500,0.04115433
3168,46.584000,319.734000,0.04116400
3169,46.585500,319.735500,0.04117367
3170,46.587000,319.737000,0.04118333
3171,46.588500,319.738500,0.04119300
3172,46.590000,319.740000,0.04120267
3173,46.591500,319.741500,0.04121233
3174,46.593000,319.743000,0.04122200
3175,46.594500,319.744500,0.04123167
3176,46.596000,319.746000,0.04124133
3177,46.597500,319.747500,0.04125100
3178,46.599000,319.749000,0.04126067
3179,46.600500,319.750500,0.04127033
3180,46.602000,319.752000,0.04128000
3181,46.604650,319.754650,0.04128483
3182,46.607300,319.757300,0.04128967
3183,46.609950,319.759950,0.04129450
3184,46.612600,319.762600,0.04129933
3185,46.615250,319.765250,0.04130417
3186,46.617900,319.767900,0.04130900
3187,46.620550,319.770550,0.04131383
3188,46.623200,319.773200,0.04131867
3189,46.625850,319.775850,0.04132350
3190,46.628500,319.778500,0.04132833
3191,46.631150,319.781150,0.04133317
3192,46.633800,319.783800,0.04133800
3193,46.636450,319.786450,0.04134283
3194,46.639100,319.789100,0.04134767
3195,46.641750,319.791750,0.04135250
3196,46.644400,319.794400,0.04135733
3197,46.647050,319.797050,0.04136217
3198,46.649700,319.799700,0.04136700
3199,46.652350,319.802350,0.04137183
3200,46.655000,319.805000,0.04137667
3201,46.657650,319.807650,0.04138150
3202,46.660300,319.810300,0.04138633
3203,46.662950,319.812950,0.04139117
3204,46.665600,319.815600,0.04139600
3205,46.668250,319.818250,0.04140083
3206,46.670900,319.820900,0.04140567
3207,46.673550,319.823550,0.04141050
3208,46.676200,319.826200,0.04141533
3209,46.678850,319.828850,0.04142017
3210,46.681500,319.831500,0.04142500
3211,46.684150,319.834150,0.04142983
3212,46.686800,319.836800,0.04143467
3213,46.689450,319.839450,0.04143950
3214,46.692100,319.842100,0.04144433
3215,46.694750,319.844750,0.04144917
3216,46.697400,319.847400,0.04145400
3217,46.700050,319.850050,0.04145883
3218,46.702700,319.852700,0.04146367
3219,46.705350,319.855350,0.04146850
3220,46.708000,319.858000,0.04147333
3221,46.710650,319.860650,0.04147817
3222,46.713300,319.863300,0.04148300
3223,46.715950,319.865950,0.04148783
3224,46.718600,319.868600,0.04149267
3225,46.721250,319.871250,0.04149750
3226,46.723900,319.873900,0.04150233
3227,46.726550,319.876550,0.04150717
3228,46.729200,319.879200,0.04151200
3229,46.731850,319.881850,0.04151683
3230,46.734500,319.884500,0.04152167
3231,46.737150,319.887150,0.04152650
3232,46.739800,319.889800,0.04153133
3233,46.742450,319.892450,0.04153617
3234,46.745100,319.895100,0.04154100
3235,46.747750,319.897750,0.04154583
3236,46.750400,319.900400,0.04155067
3237,46.753050,319.903050,0.04155550
3238,46.755700,319.905700,0.04156033
3239,46.758350,319.908350,0.04156517
3240,46.761000,319.911000,0.04157000
3241,46.763867,319.913867,0.04157500
3242,46.766733,319.916733,0.04158000
3243,46.769600,319.919600,0.04158500
3244,46.772467,319.922467,0.04159000
3245,46.775333,319.925333,0.04159500
3246,46.778200,319.928200,0.04160000
3247,46.781067,319.931067,0.04160500
3248,46.783933,319.933933,0.04161000
3249,46.786800,319.936800,0.04161500
3250,46.789667,319.939667,0.04162000
3251,46.792533,319.942533,0.04162500
3252,46.795400,319.945400,0.04163000
3253,46.798267,319.948267,0.04163500
3254,46.801133,319.951133,0.04164000
3255,46.804000,319.954000,0.04164500
3256,46.806867,319.956867,0.04165000
3257,46.809733,319.959733,0.04165500
3258,46.812600,319.962600,0.04166000
3259,46.815467,319.965467,0.04166500
3260,46.818333,319.968333,0.04167000
3261,46.821200,319.971200,0.04167500
3262,46.824067,319.974067,0.04168000
3263,46.826933,319.976933,0.04168500
3264,46.829800,319.979800,0.04169000
3265,46.832667,319.982667,0.04169500
3266,46.835533,319.985533,0.04170000
3267,46.838400,319.988400,0.04170500
3268,46.841267,319.991267,0.04171000
3269,46.844133,319.994133,0.04171500
3270,46.847000,319.997000,0.04172000
3271,46.849867,319.999867,0.04172500
3272,46.852733,320.002733,0.04173000
3273,46.855600,320.005600,0.04173500
3274,46.858467,320.008467,0.04174000
3275,46.861333,320.011333,0.04174500
3276,46.864200,320.014200,0.04175000
3277,46.867067,320.017067,0.04175500
3278,46.869933,320.019933,0.04176000
3279,46.872800,320.022800,0.04176500
3280,46.875667,320.025667,0.04177000
3281,46.878533,320.028533,0.04177500
3282,46.881400,320.031400,0.04178000
3283,46.884267,320.034267,0.04178500
3284,46.887133,320.037133,0.04179000
3285,46.890000,320.040000,0.04179500
3286,46.892867,320.042867,0.04180000
3287,46.895733,320.045733,0.04180500
3288,46.898600,320.048600,0.04181000
3289,46.901467,320.051467,0.04181500
3290,46.904333,320.054333,0.04182000
3291,46.907200,320.057200,0.04182500
3292,46.910067,320.060067,0.04183000
3293,46.912933,320.062933,0.04183500
3294,46.915800,320.065800,0.04184000
3295,46.918667,320.068667,0.04184500
3296,46.921533,320.071533,0.04185000
3297,46.924400,320.074400,0.04185500
3298,46.927267,320.077267,0.04186000
3299,46.930133,320.080133,0.04186500
3300,46.933000,320.083000,0.04187000
3301,46.932650,320.082650,0.04187300
3302,46.932300,320.082300,0.04187600
3303,46.931950,320.081950,0.04187900
3304,46.931600,320.081600,0.04188200
3305,46.931250,320.081250,0.04188500
3306,46.930900,320.080900,0.04188800
3307,46.930550,320.080550,0.04189100
3308,46.930200,320.080200,0.04189400
3309,46.929850,320.079850,0.04189700
3310,46.929500,320.079500,0.04190000
3311,46.929150,320.079150,0.04190300
3312,46.928800,320.078800,0.04190600
3313,46.928450,320.078450,0.04190900
3314,46.928100,320.078100,0.04191200
3315,46.927750,320.077750,0.04191500
3316,46.927400,320.077400,0.04191800
3317,46.927050,320.077050,0.04192100
3318,46.926700,320.076700,0.04192400
3319,46.926350,320.076350,0.04192700
3320,46.926000,320.076000,0.04193000
3321,46.925650,320.075650,0.04193300
3322,46.925300,320.075300,0.04193600
3323,46.924950,320.074950,0.04193900
3324,46.924600,320.074600,0.04194200
3325,46.924250,320.074250,0.04194500
3326,46.923900,320.073900,0.04194800
3327,46.923550,320.073550,0.04195100
3328,46.923200,320.073200,0.04195400
3329,46.922850,320.072850,0.04195700
3330,46.922500,320.072500,0.04196000
3331,46.922150,320.072150,0.04196300
3332,46.921800,320.071800,0.04196600
3333,46.921450,320.071450,0.04196900
3334,46.921100,320.071100,0.04197200
3335,46.920750,320.070750,0.04197500
3336,46.920400,320.070400,0.04197800
3337,46.920050,320.070050,0.04198100
3338,46.919700,320.069700,0.04198400
3339,46.919350,320.069350,0.04198700
3340,46.919000,320.069000,0.04199000
3341,46.918650,320.068650,0.04199300
3342,46.918300,320.068300,0.04199600
3343,46.917950,320.067950,0.04199900
3344,46.917600,320.067600,0.04200200
3345,46.917250,320.067250,0.04200500
3346,46.916900,320.066900,0.04200800
3347,46.916550,320.066550,0.04201100
3348,46.916200,320.066200,0.04201400
3349,46.915850,320.065850,0.04201700
3350,46.915500,320.065500,0.04202000
3351,46.915150,320.065150,0.04202300
3352,46.914800,320.064800,0.04202600
3353,46.914450,320.064450,0.04202900
3354,46.914100,320.064100,0.04203200
3355,46.913750,320.063750,0.04203500
3356,46.913400,320.063400,0.04203800
3357,46.913050,320.063050,0.04204100
3358,46.912700,320.062700,0.04204400
3359,46.912350,320.062350,0.04204700
3360,46.912000,320.062000,0.04205000
3361,46.914950,320.064950,0.04205400
3362,46.917900,320.067900,0.04205800
3363,46.920850,320.070850,0.04206200
3364,46.923800,320.073800,0.04206600
3365,46.926750,320.076750,0.04207000
3366,46.929700,320.079700,0.04207400
3367,46.932650,320.082650,0.04207800
3368,46.935600,320.085600,0.04208200
3369,46.938550,320.088550,0.04208600
3370,46.941500,320.091500,0.04209000
3371,46.944450,320.094450,0.04209400
3372,46.947400,320.097400,0.04209800
3373,46.950350,320.100350,0.04210200
3374,46.953300,320.103300,0.04210600
3375,46.956250,320.106250,0.04211000
3376,46.959200,320.109200,0.04211400
3377,46.962150,320.112150,0.04211800
3378,46.965100,320.115100,0.04212200
3379,46.968050,320.118050,0.04212600
3380,46.971000,320.121000,0.04213000
3381,46.973950,320.123950,0.04213400
3382,46.976900,320.126900,0.04213800
3383,46.979850,320.129850,0.04214200
3384,46.982800,320.132800,0.04214600
3385,46.985750,320.135750,0.04215000
3386,46.988700,320.138700,0.04215400
3387,46.991650,320.141650,0.04215800
3388,46.994600,320.144600,0.04216200
3389,46.997550,320.147550,0.04216600
3390,47.000500,320.150500,0.04217000
3391,47.003450,320.153450,0.04217400
3392,47.006400,320.156400,0.04217800
3393,47.009350,320.159350,0.04218200
3394,47.012300,320.162300,0.04218600
3395,47.015250,320.165250,0.04219000
3396,47.018200,320.168200,0.04219400
3397,47.021150,320.171150,0.04219800
3398,47.024100,320.174100,0.04220200
3399,47.027050,320.177050,0.04220600
3400,47.030000,320.180000,0.04221000
3401,47.032950,320.182950,0.04221400
3402,47.035900,320.185900,0.04221800
3403,47.038850,320.188850,0.04222200
3404,47.041800,320.191800,0.04222600
3405,47.044750,320.194750,0.04223000
3406,47.047700,320.197700,0.04223400
3407,47.050650,320.200650,0.04223800
3408,47.053600,320.203600,0.04224200
3409,47.056550,320.206550,0.04224600
3410,47.059500,320.209500,0.04225000
3411,47.062450,320.212450,0.04225400
3412,47.065400,320.215400,0.04225800
3413,47.068350,320.218350,0.04226200
3414,47.071300,320.221300,0.04226600
3415,47.074250,320.224250,0.04227000
3416,47.077200,320.227200,0.04227400
3417,47.080150,320.230150,0.04227800
3418,47.083100,320.233100,0.04228200
3419,47.086050,320.236050,0.04228600
3420,47.089000,320.239000,0.04229000
3421,47.087650,320.237650,0.04229300
3422,47.086300,320.236300,0.04229600
3423,47.084950,320.234950,0.04229900
3424,47.083600,320.233600,0.04230200
3425,47.082250,320.232250,0.04230500
3426,47.080900,320.230900,0.04230800
3427,47.079550,320.229550,0.04231100
3428,47.078200,320.228200,0.04231400
3429,47.076850,320.226850,0.04231700
3430,47.075500,320.225500,0.04232000
3431,47.074150,320.224150,0.04232300
3432,47.072800,320.222800,0.04232600
3433,47.071450,320.221450,0.04232900
3434,47.070100,320.220100,0.04233200
3435,47.068750,320.218750,0.04233500
3436,47.067400,320.217400,0.04233800
3437,47.066050,320.216050,0.04234100
3438,47.064700,320.214700,0.04234400
3439,47.063350,320.213350,0.04234700
3440,47.062000,320.212000,0.04235000
3441,47.060650,320.210650,0.04235300
3442,47.059300,320.209300,0.04235600
3443,47.057950,320.207950,0.04235900
3444,47.056600,320.206600,0.04236200
3445,47.055250,320.205250,0.04236500
3446,47.053900,320.203900,0.04236800
3447,47.052550,320.202550,0.04237100
3448,47.051200,320.201200,0.04237400
3449,47.049850,320.199850,0.04237700
3450,47.048500,320.198500,0.04238000
3451,47.047150,320.197150,0.04238300
3452,47.045800,320.195800,0.04238600
3453,47.044450,320.194450,0.04238900
3454,47.043100,320.193100,0.04239200
3455,47.041750,320.191750,0.04239500
3456,47.040400,320.190400,0.04239800
3457,47.039050,320.189050,0.04240100
3458,47.037700,320.187700,0.04240400
3459,47.036350,320.186350,0.04240700
3460,47.035000,320.185000,0.04241000
3461,47.033650,320.183650,0.04241300
3462,47.032300,320.182300,0.04241600
3463,47.030950,320.180950,0.04241900
3464,47.029600,320.179600,0.04242200
3465,47.028250,320.178250,0.04242500
3466,47.026900,320.176900,0.04242800
3467,47.025550,320.175550,0.04243100
3468,47.024200,320.174200,0.04243400
3469,47.022850,320.172850,0.04243700
3470,47.021500,320.171500,0.04244000
3471,47.020150,320.170150,0.04244300
3472,47.018800,320.168800,0.04244600
3473,47.017450,320.167450,0.04244900
