time_s,time_h,temperature_20270912,moisture_20270912,temperature_20270913,moisture_20270913,temperature_20270914,moisture_20270914,temperature_20270915,moisture_20270915,temperature_20270916,moisture_20270916,temperature_20270917,moisture_20270917,temperature_20270918,moisture_20270918,temperature_20270919,moisture_20270919,temperature_20270920,moisture_20270920,temperature_20270921,moisture_20270921,temperature_20270922,moisture_20270922,temperature_20270923,moisture_20270923
60660.0000000000,16.8500000000,49.9267163239,0.0501627299,50.1739903037,0.0499921019,49.8993113333,0.0497158996,49.8758120105,0.0499908068,49.9398356736,0.0501836875,50.2292524391,0.0495496763,49.9922568811,0.0499944937,49.5785091707,0.0501799609,49.9486271587,0.0497398912,50.0364747595,0.0500278429,50.1577699847,0.0499197094,49.9274009286,0.0500776915
60720.0000000000,16.8666666667,50.0452139061,0.0497167292,49.9088059318,0.0503261013,50.3016744239,0.0498934612,49.9710290681,0.0499342507,50.2539461360,0.0499830994,50.0448057009,0.0499842883,50.0517170765,0.0499278633,50.1393093160,0.0497513056,49.8903372318,0.0499308430,49.7884406053,0.0500027336,49.9075422664,0.0502511469,50.3173898720,0.0502255444
60780.0000000000,16.8833333333,50.0115607145,0.0499295986,50.2274022026,0.0499685988,49.8391866157,0.0500312294,49.8610084167,0.0498945712,49.5558540150,0.0500192718,50.1525853179,0.0500763780,50.0314411170,0.0501213879,50.2520693372,0.0497982631,49.9464043073,0.0497609127,49.9210395650,0.0499075713,49.9518034970,0.0502112772,49.8203845234,0.0500356835
60840.0000000000,16.9000000000,50.4461992077,0.0500101831,50.0681055771,0.0500565677,50.0281675056,0.0501293010,50.2377563223,0.0501438897,50.0251005756,0.0502098571,50.0141008469,0.0499009142,49.8957787470,0.0500770209,49.9042169705,0.0500709956,50.0022450044,0.0497007737,50.0052313383,0.0502734083,49.6644517207,0.0501096144,50.0245214391,0.0498810020
60900.0000000000,16.9166666667,49.8873861828,0.0501469615,49.8827936052,0.0502242078,49.9077913394,0.0497596210,50.2687132722,0.0500199062,49.6505514612,0.0497957078,49.8045563864,0.0498837645,50.4051269913,0.0499419245,50.1560144635,0.0498792391,50.2427297910,0.0497557125,49.9968080099,0.0501188850,49.9312271907,0.0501376154,50.2169373503,0.0498425576
60960.0000000000,16.9333333333,50.1432831583,0.0498314211,50.2769559598,0.0498413663,50.2393559110,0.0498269636,50.0246197150,0.0499473009,49.8365004684,0.0500439034,49.8694395629,0.0500573334,50.4351604302,0.0498752983,50.2170603669,0.0501856673,50.1598615103,0.0498288395,49.5690577899,0.0499224826,50.0560755275,0.0498746241,49.7220779764,0.0499941449
61020.0000000000,16.9500000000,50.3019157298,0.0500791034,49.7744145317,0.0502455440,49.9604668684,0.0500306423,49.8664565675,0.0498307226,50.1057104731,0.0498525622,50.3751084776,0.0499098176,49.6215940514,0.0500051554,49.6737350872,0.0498076617,50.1160604013,0.0502224522,49.9721417182,0.0501927555,50.3219122667,0.0499422970,49.9665359102,0.0499240351
61080.0000000000,16.9666666667,50.1308648344,0.0497086207,50.0056936199,0.0500606788,49.9371690386,0.0499984063,50.1757840419,0.0495459128,49.7472484876,0.0499054154,50.1534085401,0.0499948189,49.8887372691,0.0498778469,50.1188080189,0.0499241148,50.1115201423,0.0498604457,49.9504665146,0.0502761470,49.6709700594,0.0498973366,49.6508028567,0.0499984878
61140.0000000000,16.9833333333,50.3053838714,0.0497524520,49.9953654920,0.0497634048,50.1400965889,0.0498567124,50.2003117634,0.0498007088,49.7411525863,0.0500520855,50.1960022135,0.0496044332,50.4707696656,0.0498885809,50.0042328339,0.0494837144,50.0706502272,0.0498841868,49.9784194716,0.0497668983,49.8422042837,0.0503155421,50.0603258595,0.0498698075
61200.0000000000,17.0000000000,49.9634824407,0.0501132889,50.0897131726,0.0498906119,49.7994200329,0.0500060793,49.9879549045,0.0500372552,50.1893814923,0.0499999676,49.8989910429,0.0500743157,49.8876054840,0.0500868473,50.0986684250,0.0498822505,49.6139676208,0.0497856913,49.8612445268,0.0500286892,50.2350652233,0.0498952877,50.0135747325,0.0496957250
61260.0000000000,17.0166666667,49.8096372730,0.0497367777,50.0715947512,0.0499416396,50.1870703505,0.0499270854,50.1032903209,0.0502643518,49.8301531418,0.0500603063,49.8229999770,0.0498473425,50.4602805217,0.0499256688,50.4029792631,0.0500528803,50.1604763544,0.0501854424,50.0261737985,0.0498067564,49.8505812309,0.0499544909,50.2244795212,0.0501335977
61320.0000000000,17.0333333333,49.7268793256,0.0499496187,50.2117189396,0.0496841728,50.0896501960,0.0494612816,50.4854485345,0.0500535172,49.7916542275,0.0500826903,49.8971454437,0.0499799107,49.8113345360,0.0498857252,49.8371186241,0.0501957418,50.1316056370,0.0499304232,49.8591692477,0.0500158541,50.1109785493,0.0496946801,49.8597858659,0.0501433468
61380.0000000000,17.0500000000,50.3479829282,0.0498830436,49.8937562913,0.0498382655,50.2823056458,0.0498761263,49.8533093526,0.0501423434,50.0478633452,0.0502958099,49.6453559144,0.0501670861,49.9959123444,0.0500606361,49.8502121932,0.0498416703,49.9588478374,0.0501590697,49.9877025297,0.0499454311,50.3406062364,0.0497801320,50.0677227246,0.0497280516
61440.0000000000,17.0666666667,50.0871914753,0.0499027075,49.5362870324,0.0498963368,49.9030951794,0.0498940702,49.8275964440,0.0497508306,49.8717668117,0.0501680622,50.2169569566,0.0496896887,49.7863201649,0.0500227518,50.1566406421,0.0501809070,50.1314750159,0.0496845618,50.1147421128,0.0497402870,50.1075077201,0.0501010949,50.0389436714,0.0497745913
61500.0000000000,17.0833333333,50.1769666872,0.0498951703,50.0127530282,0.0501139747,50.0454653080,0.0502962998,49.6930821349,0.0500889403,49.9914239780,0.0500190758,49.9411542996,0.0501287000,50.0845523455,0.0502088893,49.7327264981,0.0500305015,49.8957533221,0.0498744342,49.9339240684,0.0502084008,49.8699160551,0.0499883798,50.0032457564,0.0500996665
61560.0000000000,17.1000000000,49.8980362326,0.0500691682,50.0368502300,0.0500936425,49.9726235559,0.0501726592,50.0392429245,0.0499095195,49.7144192851,0.0499056558,50.0393845583,0.0496506718,50.0607406034,0.0498824235,49.4593640461,0.0502728631,50.2016193689,0.0499584223,50.0934319586,0.0499509014,50.0706457560,0.0499486923,49.9904019260,0.0500682622
61620.0000000000,17.1166666667,50.0986518023,0.0504376664,49.9078652730,0.0500051063,50.0157965476,0.0498686831,49.9680746984,0.0499373968,50.1619671648,0.0498549611,50.1225622003,0.0500457108,50.0063406449,0.0497021621,50.1563101689,0.0501232074,50.2427696529,0.0498115765,50.0050546449,0.0498215885,50.0861806345,0.0496751176,50.2103974009,0.0500873756
61680.0000000000,17.1333333333,49.9924107839,0.0500496566,50.1438606058,0.0500237703,50.3258096892,0.0499581738,49.9403557537,0.0496988198,50.0661554740,0.0500225522,50.2496736510,0.0497382146,49.9353848776,0.0502564893,50.1093828659,0.0498808449,50.0816007263,0.0504170911,50.1162002648,0.0501479465,50.1135911774,0.0499580278,50.2435545236,0.0498179957
61740.0000000000,17.1500000000,49.9977157054,0.0499396352,49.9950991855,0.0499817363,49.9181807185,0.0498646150,50.0838111812,0.0499865045,49.7772253431,0.0498346517,50.2650721040,0.0497942314,50.0184873588,0.0501594909,50.0506854877,0.0500892178,50.2733524858,0.0501067280,49.8697412160,0.0499067558,50.3752150393,0.0502642896,50.0239865780,0.0500919580
61800.0000000000,17.1666666667,50.0044965832,0.0500211715,50.0264492782,0.0500628223,49.9216876932,0.0501033145,50.0349484410,0.0499200869,49.9426584026,0.0498119166,50.0960785190,0.0502701843,49.6263402963,0.0501614251,49.6594578821,0.0504585755,50.0364489921,0.0500198356,50.0510550519,0.0499214136,50.1316492925,0.0498430345,49.9615912032,0.0497361587
61860.0000000000,17.1833333333,50.0132033820,0.0499965757,49.6932266479,0.0503519251,49.8777900930,0.0499687298,49.9453767937,0.0498677770,49.8695730068,0.0500475988,49.9056941661,0.0502191805,49.6420782862,0.0503187510,50.1905484000,0.0497517352,49.7396835038,0.0497447454,49.9143452913,0.0500644545,50.1913401402,0.0497500702,50.2275689536,0.0499558243
61920.0000000000,17.2000000000,50.3770819473,0.0497954809,49.9881882884,0.0499981871,50.0494649386,0.0497087669,50.3029395606,0.0499461294,50.1544653971,0.0497376357,49.9834488838,0.0498773228,49.6604122555,0.0504300753,49.9254346164,0.0497993553,49.8588435160,0.0500013515,50.1167979395,0.0503197189,50.0251435335,0.0497762156,50.1059640703,0.0498404680
61980.0000000000,17.2166666667,50.0499939473,0.0501388667,49.8136204777,0.0499432385,49.7837586197,0.0501503415,49.9945416301,0.0499506487,49.8123259619,0.0499376809,49.7723083408,0.0501222927,49.8647347235,0.0501376978,50.0972705157,0.0502159083,49.8225747124,0.0498041139,49.5345948582,0.0498936594,50.3728926641,0.0498366355,49.9365201159,0.0498148243
62040.0000000000,17.2333333333,49.8496169270,0.0497992258,50.0763680675,0.0499784273,49.9870064100,0.0499814666,49.7443290485,0.0499981452,50.1752639472,0.0502210257,49.8910708538,0.0499035340,50.0670319526,0.0502291378,49.8280678033,0.0498095124,49.8606783618,0.0500015724,50.1400019278,0.0501609567,49.9507796184,0.0499388468,50.3371108224,0.0495456314
62100.0000000000,17.2500000000,50.0262260164,0.0500412503,49.6350222661,0.0500646697,49.8335104732,0.0499432872,49.7991248127,0.0501263115,50.1964099646,0.0498392167,50.3003736548,0.0501685126,49.9866336647,0.0499864558,50.0715588801,0.0496081541,50.0260777951,0.0499658288,50.0714259580,0.0501995259,50.3629378494,0.0499517625,49.8847242247,0.0500355110
62160.0000000000,17.2666666667,50.1028737078,0.0498890278,49.9734914141,0.0500044161,49.9656653133,0.0504977061,50.1511623447,0.0496225612,50.0466224249,0.0499442297,49.7219110196,0.0502122372,49.8949940767,0.0500882010,50.0254317369,0.0499507806,49.9631076236,0.0502294781,49.9918247226,0.0498590887,50.0967816682,0.0498942646,49.8130969503,0.0501061371
62220.0000000000,17.2833333333,50.2405420086,0.0498619588,50.0379317542,0.0499757143,49.8625174220,0.0501572952,49.8390621885,0.0501906292,50.1932091038,0.0499937582,49.7881505314,0.0501432695,50.0919021205,0.0497835898,50.3777952530,0.0500678602,49.9743530472,0.0504209186,50.0079258211,0.0500652035,50.0526657436,0.0497127370,50.0656101020,0.0499862613
62280.0000000000,17.3000000000,50.2806487207,0.0499847028,49.8987353879,0.0499214562,50.1444972123,0.0501717269,50.1577589252,0.0498376139,50.3247450709,0.0499694027,50.0019395308,0.0497647649,50.0223823160,0.0501331214,50.0468205896,0.0497725149,50.1960437649,0.0500081991,49.9970089924,0.0499369776,49.9260405043,0.0498531370,50.1541270161,0.0503094332
62340.0000000000,17.3166666667,49.6002495183,0.0501324054,50.1236628331,0.0496805208,49.7583144970,0.0497350195,49.7565624115,0.0498710643,49.8861710581,0.0499802290,49.8548898122,0.0502577919,50.1979807081,0.0498756622,49.6979483824,0.0498868046,50.1278542213,0.0497682485,49.9195252309,0.0501472578,49.9671355430,0.0501093279,50.3602630511,0.0499295162
62400.0000000000,17.3333333333,50.2237873263,0.0499110814,50.0378364064,0.0498160892,49.9328373821,0.0498356716,50.5032527822,0.0500003917,50.2344994739,0.0500492165,50.1148194768,0.0499188635,50.2549691119,0.0501421051,50.2275882544,0.0500892814,50.0772061311,0.0500780815,50.1463167757,0.0498989203,49.9031544577,0.0497946373,49.9431127261,0.0503657216
62460.0000000000,17.3500000000,50.0031996237,0.0500154098,49.8676304837,0.0500176784,49.7636498348,0.0497606613,49.8972718814,0.0497117053,49.8416391749,0.0501100898,49.8357996478,0.0500731830,49.8567871610,0.0500027450,49.8296473525,0.0500384791,50.1708903142,0.0499181634,49.8926864181,0.0499821853,50.0042450940,0.0501104775,49.9427575960,0.0497523646
62520.0000000000,17.3666666667,49.6713683964,0.0500686638,50.1890410347,0.0497291479,49.8663586267,0.0499559910,50.0299469224,0.0501549778,50.3276761926,0.0499992206,50.1015647180,0.0501277984,49.8167573557,0.0500851227,50.1528080974,0.0497856522,50.0540885187,0.0499890829,50.0012446820,0.0502004817,49.6942365123,0.0499030483,49.8527490888,0.0499318233
62580.0000000000,17.3833333333,49.7843232696,0.0504319615,50.1869252809,0.0500096625,50.2134137459,0.0498900017,49.8609671722,0.0497975342,50.0474815921,0.0499153878,49.8053426837,0.0496132227,49.9119503795,0.0500637567,49.8938405836,0.0498865819,49.9210296025,0.0499295407,49.8568417760,0.0501671550,49.9539467348,0.0500045767,50.2541554925,0.0500649689
62640.0000000000,17.4000000000,49.8588720328,0.0500490476,49.7254739838,0.0501149374,49.9128901841,0.0499510931,50.1633359528,0.0498521980,50.1228792796,0.0500339319,50.3867866168,0.0497231334,49.9340513712,0.0497341266,49.7618039542,0.0500491190,50.1921626994,0.0501342768,49.8662610555,0.0500723197,49.8170621439,0.0501194715,50.0052452566,0.0500082030
62700.0000000000,17.4166666667,49.8675643845,0.0500088915,50.1233185291,0.0500728506,49.8122539326,0.0497175150,50.0393551283,0.0504020022,50.0112087501,0.0498332962,49.6903558644,0.0498079190,49.9147108262,0.0499985236,50.0334012347,0.0499708694,50.0607985859,0.0498939253,50.1713399131,0.0501443149,50.1182581493,0.0497780083,49.8224048110,0.0502777008
62760.0000000000,17.4333333333,49.8276238765,0.0503709564,50.0784957699,0.0499727083,50.2995814230,0.0502603183,49.9357660033,0.0501202207,49.9848922332,0.0496505460,49.8874837390,0.0502172000,49.9818325599,0.0496744084,50.1870338091,0.0502783170,50.0406666456,0.0497549471,50.1674651931,0.0501445915,50.1219579855,0.0499553669,49.7226431066,0.0500018032
62820.0000000000,17.4500000000,49.5828662098,0.0500039211,49.9007286109,0.0504507924,50.4026872835,0.0503597455,50.2324954107,0.0497903253,50.1663489475,0.0501530320,50.2035204116,0.0498920886,49.5893242672,0.0501424928,50.0010651557,0.0501951173,49.8275374341,0.0497567016,49.8445581385,0.0499729637,50.2665054091,0.0497898973,50.0138208995,0.0499106131
62880.0000000000,17.4666666667,49.9965043627,0.0500339305,49.9416228827,0.0501100899,49.8696379013,0.0497724630,50.1100419678,0.0496546886,49.8094697945,0.0497797636,50.2727659053,0.0498546655,50.0943593135,0.0497225068,50.2412930077,0.0498893919,49.7184782691,0.0502597883,50.0073750834,0.0498938222,49.8224158433,0.0499431658,50.1853024388,0.0499790522
62940.0000000000,17.4833333333,49.7728268689,0.0502644082,50.0532678849,0.0499679553,49.9793212736,0.0498090141,49.8076908260,0.0497820704,49.8637438909,0.0498813770,49.7742087497,0.0501833339,49.8528767118,0.0501178250,50.2330843526,0.0498428305,49.7216696369,0.0499389590,50.1287059556,0.0501576106,50.2029807563,0.0496518208,50.0024447440,0.0495977357
63000.0000000000,17.5000000000,50.0353512566,0.0502946088,49.9191042531,0.0501428181,50.0219915343,0.0501001123,50.0193044135,0.0498540860,50.0693135924,0.0499954566,49.8821321262,0.0499226757,50.2935016862,0.0497744380,49.9563106160,0.0499198960,50.1961344774,0.0498862714,50.0564928170,0.0498355375,50.2113552591,0.0496960616,49.9255064473,0.0499799422
63060.0000000000,17.5166666667,49.9951690686,0.0495327837,50.1993441998,0.0500253306,50.2822108783,0.0499129328,50.0158579295,0.0503230743,50.1048575073,0.0499518926,50.0247970661,0.0501975559,49.9650562582,0.0502049946,50.1585445603,0.0499870697,49.7125603107,0.0500202107,49.9643681798,0.0497412536,50.2246164401,0.0501627088,50.0285091553,0.0502438486
63120.0000000000,17.5333333333,49.9042842225,0.0501688311,49.9019347668,0.0499186497,50.0326311173,0.0502070573,49.8933707306,0.0500016356,50.2155886271,0.0499281778,50.1642806207,0.0500375159,50.0482750542,0.0500609022,49.8714350602,0.0500363069,49.8726315946,0.0499277970,50.2092177919,0.0497538661,50.2160492238,0.0500379598,50.0047425819,0.0500912403
63180.0000000000,17.5500000000,49.7299829315,0.0500183678,49.9773467193,0.0499811292,49.7987754124,0.0501605869,49.7887044283,0.0501530445,50.1722944442,0.0499627242,50.0783156088,0.0498830400,50.0560273896,0.0500512740,49.9926216475,0.0500776069,49.9974029453,0.0499080272,50.0477721218,0.0498530770,50.0620512266,0.0500591596,50.2672958008,0.0498441351
63240.0000000000,17.5666666667,50.0947398571,0.0498506998,50.1153059097,0.0499327799,50.0096138283,0.0501008385,49.8773594714,0.0501910670,49.9048460583,0.0500685714,50.0831001594,0.0500320824,50.1144077776,0.0497000087,49.8476088068,0.0501373137,50.1929573992,0.0500436753,50.0946519122,0.0499597323,50.2187903310,0.0501776267,50.0714505945,0.0500620876
63300.0000000000,17.5833333333,49.9024852628,0.0498387572,49.7105472176,0.0503186553,49.8078417097,0.0501306009,49.8906899701,0.0497277496,50.1012883264,0.0498763540,49.7998620325,0.0499162134,50.0052899880,0.0500837467,49.9365869707,0.0501593488,49.9926666280,0.0500342367,49.9727254775,0.0501672780,50.0990500618,0.0499558291,50.0359426926,0.0500936915
63360.0000000000,17.6000000000,49.8847400653,0.0499601614,50.0994025829,0.0500426187,49.9735217954,0.0501586126,50.1356938572,0.0498476362,50.5994491612,0.0497610047,50.2515433489,0.0497715827,49.8839284110,0.0501564026,49.8446367165,0.0500607046,49.9746746091,0.0500177091,49.8753942146,0.0498272927,50.1284048180,0.0498403957,49.9718752906,0.0500722147
63420.0000000000,17.6166666667,49.9024872944,0.0501371386,49.8589289379,0.0500820228,50.3180704958,0.0499816345,50.4033783776,0.0499986581,50.1120523337,0.0498709988,49.9255276653,0.0502368142,49.9304380256,0.0499719271,50.2842789993,0.0502096649,50.2600486308,0.0499695406,49.9846265604,0.0501664990,50.0788689039,0.0500297931,49.8746741540,0.0496458654
63480.0000000000,17.6333333333,50.0765038980,0.0499382597,50.0512548367,0.0499022137,50.1227487716,0.0501859659,50.4040840179,0.0499256523,50.1389660564,0.0495683979,50.0138722260,0.0501017671,50.0916427290,0.0498449118,50.1675988603,0.0501737855,49.8457359009,0.0497736313,49.8178537588,0.0502012366,50.2047883765,0.0499377579,50.0259413461,0.0504490183
63540.0000000000,17.6500000000,49.9500135578,0.0501605452,50.0774880453,0.0503497919,50.1242323304,0.0497863392,49.9920054691,0.0498241915,49.9452298411,0.0500191669,49.6757820538,0.0500218927,49.8184415971,0.0500203614,50.2335973029,0.0496439728,50.1235501010,0.0502295132,50.2156101461,0.0497783616,50.1424725960,0.0498733283,50.0517100283,0.0501544834
63600.0000000000,17.6666666667,50.1478261695,0.0498611036,49.5606698990,0.0501773592,49.6806513141,0.0498131090,49.8249819534,0.0498352100,49.8981372815,0.0499722023,50.3708463643,0.0497992414,49.8809689491,0.0501990008,50.0090205665,0.0499591565,49.9943381145,0.0500299316,49.7003846315,0.0499067759,50.0839983292,0.0499444292,50.5048731642,0.0498384365
63660.0000000000,17.6833333333,50.1525946246,0.0500556986,49.9315929504,0.0499410428,50.0544469202,0.0498045304,49.6816610065,0.0502357266,50.2087975197,0.0498210510,50.0109734807,0.0500931535,49.7550333054,0.0499267277,49.8363417738,0.0500435977,50.0979911231,0.0499619467,49.8794012958,0.0499489838,50.0227710875,0.0498938746,50.0368444829,0.0498178523
63720.0000000000,17.7000000000,49.9125248868,0.0502605867,49.9058921305,0.0497525216,50.0599837993,0.0499379125,50.2206207178,0.0499740553,49.9409624715,0.0501890449,49.9538277055,0.0503038258,49.9656235288,0.0499894402,49.9527815845,0.0499517149,50.2088235293,0.0496575452,49.8802326742,0.0498675314,50.3461380145,0.0499761234,50.1380797702,0.0499166136
63780.0000000000,17.7166666667,49.9583876272,0.0503066522,50.1008346601,0.0500960096,49.9764654452,0.0501529799,49.8998033312,0.0499563020,49.7688220404,0.0497956126,50.0115249801,0.0499071447,49.7874943508,0.0497408499,50.1146877855,0.0499647081,50.0752457019,0.0499010800,49.8247246729,0.0502921563,49.8920789828,0.0500283000,50.2068478611,0.0497996507
63840.0000000000,17.7333333333,49.9723132182,0.0501456632,49.8254747417,0.0500229191,50.0305498590,0.0499103710,49.6864103414,0.0500820630,49.7283268458,0.0500444572,50.1193593050,0.0502396027,49.9263562520,0.0500932424,49.6924415402,0.0500347273,49.9805496882,0.0502828225,49.9816174934,0.0498829785,49.8982391900,0.0500023031,50.0346239402,0.0501212631
63900.0000000000,17.7500000000,49.9558077277,0.0500137534,50.3552545929,0.0500764310,49.9776577183,0.0499544759,49.8306243790,0.0501327086,50.1434950377,0.0502197216,49.8065836722,0.0501484100,50.1340873107,0.0500732235,49.8865306131,0.0500820479,49.9261161553,0.0499983520,50.0747845779,0.0501635772,50.0077451542,0.0501370090,50.1820658607,0.0497725114
63960.0000000000,17.7666666667,49.7999643564,0.0499910156,50.2412783364,0.0500580223,50.2254291464,0.0501696838,49.8950873294,0.0499066526,50.0463559118,0.0496424830,49.9695126482,0.0497356090,50.1074377403,0.0500871924,49.6845105082,0.0499821598,50.0494701572,0.0502498915,49.9294750076,0.0500566832,49.9830873284,0.0502405037,50.1183660772,0.0499455130
64020.0000000000,17.7833333333,50.3434284090,0.0503254571,49.8522535101,0.0498042715,50.0870692541,0.0500760969,49.5804206294,0.0500138666,50.0731858672,0.0503398422,50.1985880574,0.0498814897,49.6201886083,0.0501446386,50.2582628022,0.0497132307,49.9470672281,0.0504984991,50.4404426913,0.0498260384,49.9714313782,0.0497812713,49.9175630742,0.0501575163
64080.0000000000,17.8000000000,49.9135413070,0.0500685581,49.8223026142,0.0500140234,49.7604806708,0.0501602899,50.1745086525,0.0500262627,49.9891226851,0.0501016320,49.8410260300,0.0500357611,50.1902458190,0.0499014879,49.9791828504,0.0499361173,50.0268290796,0.0502981814,49.9736251734,0.0500359138,49.9821530829,0.0499524697,49.9052486448,0.0501631057
64140.0000000000,17.8166666667,50.0536199070,0.0499543126,49.9625437760,0.0500295746,50.0423242932,0.0497645074,49.9350293893,0.0499326452,50.0080976063,0.0500476584,50.0739808638,0.0498668468,50.0430010173,0.0500432448,50.0661432793,0.0499262781,50.0281887889,0.0498885599,49.7870213359,0.0504050378,49.6079767589,0.0500652741,49.7857521953,0.0501511872
64200.0000000000,17.8333333333,50.0186062855,0.0499982612,49.8099786297,0.0498395763,49.9790258309,0.0499636339,49.6648786477,0.0496071795,50.2161524146,0.0496739660,49.6068949557,0.0499372435,50.0307923874,0.0499646119,50.0994358171,0.0498003112,50.1375403646,0.0498641658,50.3077481091,0.0501538151,49.8016489112,0.0499553863,50.0617335735,0.0499261638
64260.0000000000,17.8500000000,49.9198011636,0.0500061413,50.1228444201,0.0502092920,49.9744051026,0.0499625992,49.9295175060,0.0501252862,49.9784323946,0.0500569717,49.9709412248,0.0497881983,50.1091366455,0.0499217765,50.0644460004,0.0500312210,50.0183354008,0.0501705190,50.0488123586,0.0500619456,49.6136233941,0.0501248954,49.6269379957,0.0504885018
64320.0000000000,17.8666666667,49.8322287767,0.0497437106,49.5714129525,0.0500348105,50.0112101804,0.0500577827,49.9446916275,0.0498954015,50.0270320298,0.0501153133,50.0157507295,0.0501380556,49.9287256499,0.0498610875,49.8478699685,0.0499492714,50.0486302299,0.0501807082,50.1169238074,0.0498455782,50.1985720994,0.0497921573,49.7605577630,0.0498162553
64380.0000000000,17.8833333333,50.0113463209,0.0498925142,49.8724269600,0.0500774037,50.2258990571,0.0498373087,49.8468659471,0.0502385046,50.0126502958,0.0499269293,50.4839674596,0.0497941307,50.1241362298,0.0501033700,49.7563724140,0.0501403226,49.6838247903,0.0497644641,50.1444060097,0.0499175854,49.9838948835,0.0499413888,50.0945905613,0.0501819085
64440.0000000000,17.9000000000,50.0195263724,0.0497444297,50.1316292913,0.0502862496,50.0146872724,0.0502111480,50.2420020672,0.0503805732,50.2416551702,0.0497691432,49.8417907293,0.0500747272,50.0551582004,0.0503468308,50.2632316135,0.0503125747,49.6386013010,0.0500523426,49.9299977167,0.0498537352,50.2748254100,0.0499759891,49.9503472427,0.0499853628
64500.0000000000,17.9166666667,50.0751820848,0.0501168052,50.1662016285,0.0500516806,49.8267571478,0.0502088869,49.9844159729,0.0501554434,50.1259180071,0.0503584275,50.2849718351,0.0501948491,50.0006574863,0.0503253093,49.8944626687,0.0498911570,50.2050567392,0.0499898303,49.7682604333,0.0497762240,50.0743994231,0.0501185438,50.0606703461,0.0499123332
64560.0000000000,17.9333333333,49.7186007367,0.0500362346,49.9304926544,0.0503267581,49.7259279457,0.0496771396,49.6893424573,0.0503023878,50.1212396753,0.0499204186,50.1710480724,0.0499903800,50.2412010000,0.0500119044,50.1536363110,0.0500071615,50.1635912603,0.0497374665,50.2199849383,0.0499505949,50.3239555677,0.0497095165,49.9509677872,0.0499879496
64620.0000000000,17.9500000000,50.0474731100,0.0501103801,50.0370979677,0.0500944021,49.9654354534,0.0500799501,49.5850368099,0.0499002112,50.0795655074,0.0497031156,49.7709171923,0.0500181811,49.8571661276,0.0500260742,50.0830995469,0.0499007530,50.0189706980,0.0502074172,49.8238365517,0.0498119757,49.8588831257,0.0496766879,50.2193370301,0.0498458929
64680.0000000000,17.9666666667,49.6191132072,0.0504398253,50.1109782752,0.0498126792,49.6981652248,0.0499827770,50.3539891748,0.0499962149,49.8181066095,0.0501849731,49.9497798539,0.0500247721,50.1259884974,0.0503008413,49.8403837727,0.0496728141,49.8792045282,0.0502398900,49.8899111728,0.0497431136,50.3393267072,0.0499396845,50.1213554884,0.0498295661
64740.0000000000,17.9833333333,50.1797173975,0.0500807107,49.9113573060,0.0497367999,49.9000020856,0.0497935555,49.9702159243,0.0499049539,49.9190248003,0.0500549762,49.8096148698,0.0497426696,49.7628505876,0.0500689628,49.8056920932,0.0502772942,50.2903416148,0.0499774121,49.9636563888,0.0497376760,49.8403245746,0.0500321672,49.8199636911,0.0499768378
64800.0000000000,18.0000000000,50.3804351453,0.0499128744,50.0211223051,0.0501179404,49.8585207066,0.0499728943,49.9923914065,0.0497457152,50.3028007155,0.0504179115,50.1321994011,0.0500757751,50.1414879798,0.0503131559,49.8111706558,0.0500403749,49.7734596432,0.0498580120,49.7555181289,0.0497381604,49.7376379346,0.0498536831,49.6533217492,0.0500932646
64860.0000000000,18.0166666667,49.7440746761,0.0499083174,50.3396930511,0.0500290571,49.9890136621,0.0498566774,50.2863355743,0.0498591539,49.7409013583,0.0495007745,50.1248035906,0.0498877363,50.2059408035,0.0501409120,50.1779535839,0.0497662671,49.9103062233,0.0498296000,49.9736792803,0.0499917227,49.9046700840,0.0502050468,50.1597594816,0.0500380073
64920.0000000000,18.0333333333,50.1127450300,0.0499481898,49.8953017066,0.0499673079,50.1686872681,0.0499162850,49.7520707052,0.0501040488,50.1085157756,0.0498957025,50.0884392978,0.0498427708,49.8133322711,0.0502001674,50.2515086779,0.0497336608,49.9105884976,0.0500189016,49.7411209677,0.0500184140,49.8390006369,0.0501721943,50.1126277614,0.0502098610
64980.0000000000,18.0500000000,49.9388894706,0.0498033215,49.9593603819,0.0500382655,50.0657102214,0.0500158087,49.9553146055,0.0501336323,50.1796232864,0.0497825284,50.0544603350,0.0497790497,49.9223364156,0.0502486537,50.1641985181,0.0498160151,49.9438445022,0.0497698212,49.8043011829,0.0501545591,50.1176544454,0.0499603996,50.0799237561,0.0498973529
65040.0000000000,18.0666666667,49.6968959645,0.0501127272,49.9600271651,0.0500869158,50.0702470002,0.0498848239,50.0079443465,0.0500401544,49.8974750570,0.0500744302,50.0753311147,0.0500394871,49.8488223739,0.0501530623,49.8573217805,0.0501002215,50.0918335192,0.0498511693,50.1879765980,0.0499849451,49.8398816374,0.0497701783,50.0129617594,0.0500858535
65100.0000000000,18.0833333333,50.1279645683,0.0499228582,50.1183074622,0.0499240210,49.9191003648,0.0502011873,50.1817478558,0.0500976686,49.8859284712,0.0496844391,49.9295885257,0.0499738898,49.7707107071,0.0500012600,50.0836923844,0.0499748620,49.9591331410,0.0496809515,49.9408975580,0.0499931653,50.0145292537,0.0499499185,49.9092254726,0.0499769902
