time_s,oven_temperature_c,surface_temperature_c,heat_flux_into_herb_w_m2,oven_moisture_kg_kg,surface_moisture_kg_kg,moisture_ratio_flux_out_m_s,moisture_mass_flux_out_kg_m2_s
293,30.74101667,28.81652558,48.11227728,0.02186333333,2.055996926,1.627306874e-06,0.001334391636
294,30.7543,28.82111699,48.32957531,0.02187,2.055251892,1.626705513e-06,0.001333898521
295,30.76758333,28.82572317,48.54650416,0.02187666667,2.054508424,1.626105406e-06,0.001333406433
296,30.78086667,28.83034398,48.76306723,0.02188333333,2.053766515,1.625506545e-06,0.001332915367
297,30.79415,28.83497929,48.97926781,0.02189,2.053026155,1.624908924e-06,0.001332425318
298,30.80743333,28.83962897,49.19510912,0.02189666667,2.052287338,1.624312537e-06,0.00133193628
299,30.82071667,28.84429289,49.41059429,0.02190333333,2.051550055,1.623717377e-06,0.001331448249
300,30.834,28.84897095,49.62572636,0.02191,2.050814298,1.623123439e-06,0.00133096122
301,30.84165,28.85354035,49.70274123,0.021917,2.050080063,1.622530451e-06,0.00133047497
302,30.8493,28.85802832,49.78179191,0.021924,2.049347342,1.621938673e-06,0.001329989712
303,30.85695,28.86246792,49.86205202,0.021931,2.048616125,1.6213481e-06,0.001329505442
304,30.8646,28.8668714,49.94321512,0.021938,2.047886405,1.620758724e-06,0.001329022154
305,30.87225,28.87124579,50.02510522,0.021945,2.047158175,1.62017054e-06,0.001328539843
306,30.8799,28.87559583,50.10760429,0.021952,2.046431427,1.619583541e-06,0.001328058504
307,30.88755,28.87992495,50.19062633,0.021959,2.045706152,1.618997722e-06,0.001327578132
308,30.8952,28.88423579,50.27410523,0.021966,2.044982345,1.618413076e-06,0.001327098723
309,30.90285,28.88853047,50.35798823,0.021973,2.044259998,1.617829598e-06,0.001326620271
310,30.9105,28.89281072,50.44223208,0.02198,2.043539103,1.617247282e-06,0.001326142771
311,30.91815,28.89707798,50.52680056,0.021987,2.042819653,1.616666122e-06,0.00132566622
312,30.9258,28.90133349,50.61166282,0.021994,2.042101641,1.616086113e-06,0.001325190613
313,30.93345,28.90557831,50.6967922,0.022001,2.041385061,1.615507248e-06,0.001324715944
314,30.9411,28.90981338,50.78216545,0.022008,2.040669904,1.614929523e-06,0.001324242209
315,30.94875,28.91403952,50.86776204,0.022015,2.039956164,1.614352932e-06,0.001323769404
316,30.9564,28.91825745,50.95356375,0.022022,2.039243835,1.613777468e-06,0.001323297524
317,30.96405,28.92246783,51.03955425,0.022029,2.03853291,1.613203128e-06,0.001322826565
318,30.9717,28.92667125,51.12571882,0.022036,2.03782338,1.612629904e-06,0.001322356522
319,30.97935,28.93086823,51.21204414,0.022043,2.037115241,1.612057793e-06,0.00132188739
320,30.987,28.93505928,51.29851809,0.02205,2.036408485,1.611486788e-06,0.001321419166
321,30.99465,28.93924482,51.38512958,0.022057,2.035703106,1.610916885e-06,0.001320951846
322,31.0023,28.94342526,51.47186843,0.022064,2.034999097,1.610348078e-06,0.001320485424
323,31.00995,28.94760099,51.55872526,0.022071,2.034296452,1.609780362e-06,0.001320019897
324,31.0176,28.95177234,51.64569143,0.022078,2.033595164,1.609213731e-06,0.001319555259
325,31.02525,28.95593964,51.7327589,0.022085,2.032895226,1.608648181e-06,0.001319091509
326,31.0329,28.96010319,51.81992022,0.022092,2.032196634,1.608083707e-06,0.00131862864
327,31.04055,28.96426326,51.90716843,0.022099,2.031499379,1.607520303e-06,0.001318166648
328,31.0482,28.96842012,51.99449706,0.022106,2.030803456,1.606957965e-06,0.001317705531
329,31.05585,28.972574,52.08190002,0.022113,2.030108859,1.606396687e-06,0.001317245283
330,31.0635,28.97672513,52.16937164,0.02212,2.029415581,1.605836465e-06,0.001316785901
331,31.07115,28.98087374,52.25690657,0.022127,2.028723617,1.605277293e-06,0.00131632738
332,31.0788,28.98502001,52.34449977,0.022134,2.02803296,1.604719168e-06,0.001315869718
333,31.08645,28.98916414,52.43214652,0.022141,2.027343604,1.604162083e-06,0.001315412908
334,31.0941,28.99330631,52.51984232,0.022148,2.026655544,1.603606035e-06,0.001314956949
335,31.10175,28.99744668,52.60758297,0.022155,2.025968773,1.603051018e-06,0.001314501835
336,31.1094,29.00158542,52.69536445,0.022162,2.025283286,1.602497029e-06,0.001314047563
337,31.11705,29.00572268,52.78318297,0.022169,2.024599076,1.601944061e-06,0.00131359413
338,31.1247,29.0098586,52.87103495,0.022176,2.023916139,1.601392111e-06,0.001313141531
339,31.13235,29.01399332,52.95891695,0.022183,2.023234467,1.600841174e-06,0.001312689763
340,31.14,29.01812697,53.04682573,0.02219,2.022554056,1.600291245e-06,0.001312238821
341,31.14765,29.02225967,53.1347582,0.022197,2.0218749,1.59974232e-06,0.001311788703
342,31.1553,29.02639154,53.22271141,0.022204,2.021196993,1.599194395e-06,0.001311339404
343,31.16295,29.0305227,53.31068255,0.022211,2.02052033,1.598647464e-06,0.001310890921
344,31.1706,29.03465324,53.39866894,0.022218,2.019844905,1.598101524e-06,0.00131044325
345,31.17825,29.03878328,53.48666802,0.022225,2.019170712,1.59755657e-06,0.001309996387
346,31.1859,29.04291291,53.57467733,0.022232,2.018497747,1.597012597e-06,0.00130955033
347,31.19355,29.04704222,53.66269454,0.022239,2.017826003,1.596469602e-06,0.001309105074
348,31.2012,29.0511713,53.7507174,0.022246,2.017155475,1.59592758e-06,0.001308660616
349,31.20885,29.05530025,53.83874376,0.022253,2.016486158,1.595386527e-06,0.001308216952
350,31.2165,29.05942914,53.92677156,0.02226,2.015818047,1.594846438e-06,0.001307774079
351,31.22415,29.06355805,54.01479882,0.022267,2.015151137,1.594307309e-06,0.001307331994
352,31.2318,29.06768705,54.10282364,0.022274,2.014485421,1.593769137e-06,0.001306890692
353,31.23945,29.07181623,54.1908442,0.022281,2.013820896,1.593231917e-06,0.001306450172
354,31.2471,29.07594565,54.27885875,0.022288,2.013157555,1.592695644e-06,0.001306010428
355,31.25475,29.08007538,54.3668656,0.022295,2.012495394,1.592160315e-06,0.001305571459
356,31.2624,29.08420547,54.45486313,0.022302,2.011834408,1.591625926e-06,0.001305133259
357,31.27005,29.08833601,54.54284978,0.022309,2.011174591,1.591092473e-06,0.001304695828
358,31.2777,29.09246704,54.63082404,0.022316,2.010515939,1.590559951e-06,0.00130425916
359,31.28535,29.09659862,54.71878447,0.022323,2.009858446,1.590028357e-06,0.001303823253
360,31.293,29.10073081,54.80672967,0.02233,2.009202108,1.589497686e-06,0.001303388103
361,31.30178333,29.10488834,54.92237474,0.0223375,2.008546924,1.588967539e-06,0.001302953382
362,31.31056667,29.10906577,55.0375225,0.022345,2.007892889,1.588438311e-06,0.001302519415
363,31.31935,29.11325646,55.15233853,0.0223525,2.007239996,1.587909997e-06,0.001302086198
364,31.32813333,29.11745798,55.2668838,0.02236,2.006588241,1.587382592e-06,0.001301653726
365,31.33691667,29.12166894,55.38119311,0.0223675,2.005937617,1.586856094e-06,0.001301221997
366,31.3457,29.12588842,55.49528959,0.022375,2.00528812,1.586330496e-06,0.001300791007
367,31.35448333,29.13011573,55.60918996,0.0223825,2.004639746,1.585805797e-06,0.001300360754
368,31.36326667,29.13435039,55.72290698,0.02239,2.00399249,1.585281992e-06,0.001299931233
369,31.37205,29.13859197,55.83645072,0.0223975,2.003346346,1.584759077e-06,0.001299502443
370,31.38083333,29.14284016,55.94982938,0.022405,2.00270131,1.584237048e-06,0.00129907438
371,31.38961667,29.14709468,56.06304975,0.0224125,2.002057378,1.583715903e-06,0.00129864704
372,31.3984,29.1513553,56.17611759,0.02242,2.001414545,1.583195636e-06,0.001298220422
373,31.40718333,29.15562182,56.2890378,0.0224275,2.000772807,1.582676245e-06,0.001297794521
374,31.41596667,29.15989408,56.40181462,0.022435,2.000132158,1.582157726e-06,0.001297369335
375,31.42475,29.16417193,56.51445179,0.0224425,1.999492594,1.581640075e-06,0.001296944862
376,31.43353333,29.16845523,56.62695257,0.02245,1.998854111,1.581123289e-06,0.001296521097
377,31.44231667,29.17274387,56.73931987,0.0224575,1.998216705,1.580607364e-06,0.001296098039
378,31.4511,29.17703775,56.85155628,0.022465,1.997580371,1.580092297e-06,0.001295675683
379,31.45988333,29.18133677,56.96366414,0.0224725,1.996945105,1.579578084e-06,0.001295254029
380,31.46866667,29.18564084,57.07564556,0.02248,1.996310902,1.579064721e-06,0.001294833072
381,31.47745,29.1899499,57.18750245,0.0224875,1.995677758,1.578552206e-06,0.001294412809
382,31.48623333,29.19426387,57.29923654,0.022495,1.995045669,1.578040535e-06,0.001293993239
383,31.49501667,29.19858269,57.41084944,0.0225025,1.99441463,1.577529704e-06,0.001293574357
384,31.5038,29.2029063,57.5223426,0.02251,1.993784638,1.57701971e-06,0.001293156163
385,31.51258333,29.20723464,57.63371737,0.0225175,1.993155688,1.57651055e-06,0.001292738651
386,31.52136667,29.21156767,57.74497498,0.022525,1.992527776,1.576002221e-06,0.001292321821
387,31.53015,29.21590534,57.85611661,0.0225325,1.991900898,1.575494718e-06,0.001291905669
388,31.53893333,29.2202476,57.9671433,0.02254,1.99127505,1.57498804e-06,0.001291490193
389,31.54771667,29.22459442,58.07805606,0.0225475,1.990650227,1.574482182e-06,0.001291075389
390,31.5565,29.22894577,58.18885581,0.022555,1.990026426,1.573977141e-06,0.001290661256
391,31.56528333,29.2333016,58.29954343,0.0225625,1.989403643,1.573472915e-06,0.00129024779
392,31.57406667,29.23766188,58.41011973,0.02257,1.988781874,1.572969499e-06,0.001289834989
393,31.58285,29.24202658,58.52058547,0.0225775,1.988161114,1.572466891e-06,0.001289422851
394,31.59163333,29.24639568,58.63094137,0.022585,1.98754136,1.571965088e-06,0.001289011372
395,31.60041667,29.25076914,58.74118812,0.0225925,1.986922607,1.571464086e-06,0.001288600551
396,31.6092,29.25514695,58.85132634,0.0226,1.986304853,1.570963883e-06,0.001288190384
397,31.61798333,29.25952907,58.96135665,0.0226075,1.985688093,1.570464474e-06,0.001287780869
398,31.62676667,29.26391548,59.07127963,0.022615,1.985072323,1.569965858e-06,0.001287372004
399,31.63555,29.26830617,59.18109581,0.0226225,1.984457539,1.569468031e-06,0.001286963786
400,31.64433333,29.2727011,59.29080572,0.02263,1.983843738,1.568970991e-06,0.001286556212
401,31.65311667,29.27710027,59.40040985,0.0226375,1.983230916,1.568474733e-06,0.001286149281
402,31.6619,29.28150365,59.50990866,0.022645,1.982619069,1.567979255e-06,0.001285742989
403,31.67068333,29.28591123,59.61930262,0.0226525,1.982008194,1.567484555e-06,0.001285337335
404,31.67946667,29.29032298,59.72859214,0.02266,1.981398286,1.566990629e-06,0.001284932315
405,31.68825,29.29473889,59.83777764,0.0226675,1.980789342,1.566497473e-06,0.001284527928
406,31.69703333,29.29915895,59.94685951,0.022675,1.980181358,1.566005087e-06,0.001284124171
407,31.70581667,29.30358314,60.05583814,0.0226825,1.979574331,1.565513465e-06,0.001283721041
408,31.7146,29.30801145,60.16471387,0.02269,1.978968258,1.565022606e-06,0.001283318537
409,31.72338333,29.31244385,60.27348707,0.0226975,1.978363134,1.564532507e-06,0.001282916656
410,31.73216667,29.31688034,60.38215806,0.022705,1.977758955,1.564043164e-06,0.001282515395
411,31.74095,29.32132091,60.49072718,0.0227125,1.97715572,1.563554576e-06,0.001282114752
412,31.74973333,29.32576554,60.59919473,0.02272,1.976553423,1.563066738e-06,0.001281714725
413,31.75851667,29.33021423,60.70756102,0.0227275,1.975952062,1.562579649e-06,0.001281315312
414,31.7673,29.33466695,60.81582634,0.022735,1.975351632,1.562093306e-06,0.001280916511
415,31.77608333,29.33912369,60.92399098,0.0227425,1.974752131,1.561607705e-06,0.001280518318
416,31.78486667,29.34358446,61.0320552,0.02275,1.974153555,1.561122844e-06,0.001280120732
417,31.79365,29.34804923,61.14001927,0.0227575,1.973555901,1.560638721e-06,0.001279723751
418,31.80243333,29.352518,61.24788345,0.022765,1.972959165,1.560155332e-06,0.001279327372
419,31.81121667,29.35699075,61.35564799,0.0227725,1.972363344,1.559672675e-06,0.001278931594
420,31.82,29.36146747,61.46331314,0.02278,1.971768435,1.559190748e-06,0.001278536413
421,31.82501667,29.36586616,61.47876268,0.02278783333,1.971174437,1.558709283e-06,0.001278141612
422,31.83003333,29.37020507,61.4957067,0.02279566667,1.970581346,1.558228543e-06,0.001277747406
423,31.83505,29.37450636,61.51359098,0.0228035,1.969989158,1.557748527e-06,0.001277353792
424,31.84006667,29.37877831,61.53220902,0.02281133333,1.96939787,1.557269229e-06,0.001276960768
425,31.84508333,29.38302567,61.55144153,0.02281916667,1.968807478,1.556790649e-06,0.001276568332
426,31.8501,29.38725168,61.57120808,0.022827,1.968217979,1.556312783e-06,0.001276176482
427,31.85511667,29.39145868,61.59144964,0.02283483333,1.967629369,1.555835629e-06,0.001275785216
428,31.86013333,29.39564851,61.61212055,0.02284266667,1.967041646,1.555359184e-06,0.001275394531
429,31.86515,29.39982264,61.63318408,0.0228505,1.966454806,1.554883445e-06,0.001275004425
430,31.87016667,29.40398227,61.65460991,0.02285833333,1.965868845,1.55440841e-06,0.001274614896
431,31.87518333,29.40812844,61.67637246,0.02286616667,1.965283762,1.553934076e-06,0.001274225942
432,31.8802,29.41226201,61.69844973,0.022874,1.964699551,1.553460441e-06,0.001273837562
433,31.88521667,29.41638376,61.7208226,0.02288183333,1.964116211,1.552987502e-06,0.001273449752
434,31.89023333,29.42049436,61.74347422,0.02288966667,1.963533739,1.552515258e-06,0.001273062511
435,31.89525,29.42459441,61.76638963,0.0228975,1.96295213,1.552043704e-06,0.001272675837
436,31.90026667,29.42868445,61.78955538,0.02290533333,1.962371383,1.55157284e-06,0.001272289728
437,31.90528333,29.43276496,61.81295936,0.02291316667,1.961791493,1.551102661e-06,0.001271904182
438,31.9103,29.43683638,61.83659055,0.022921,1.961212459,1.550633167e-06,0.001271519197
439,31.91531667,29.44089911,61.86043887,0.02292883333,1.960634277,1.550164355e-06,0.001271134771
440,31.92033333,29.44495353,61.88449508,0.02293666667,1.960056943,1.549696221e-06,0.001270750902
441,31.92535,29.44899997,61.90875065,0.0229445,1.959480456,1.549228765e-06,0.001270367587
442,31.93036667,29.45303876,61.93319768,0.02295233333,1.958904812,1.548761983e-06,0.001269984826
443,31.93538333,29.45707018,61.95782884,0.02296016667,1.958330008,1.548295873e-06,0.001269602616
444,31.9404,29.46109451,61.98263728,0.022968,1.957756041,1.547830433e-06,0.001269220955
445,31.94541667,29.465112,62.00761661,0.02297583333,1.957182909,1.54736566e-06,0.001268839841
446,31.95043333,29.4691229,62.03276082,0.02298366667,1.956610608,1.546901553e-06,0.001268459273
447,31.95545,29.47312743,62.05806427,0.0229915,1.956039135,1.546438108e-06,0.001268079249
448,31.96046667,29.4771258,62.08352166,0.02299933333,1.955468488,1.545975324e-06,0.001267699766
449,31.96548333,29.48111822,62.10912795,0.02300716667,1.954898665,1.545513198e-06,0.001267320823
450,31.9705,29.48510486,62.13487842,0.023015,1.954329661,1.545051729e-06,0.001266942417
451,31.97551667,29.48908592,62.16076856,0.02302283333,1.953761474,1.544590913e-06,0.001266564548
452,31.98053333,29.49306157,62.1867941,0.02303066667,1.953194102,1.544130748e-06,0.001266187214
453,31.98555,29.49703196,62.21295097,0.0230385,1.952627542,1.543671233e-06,0.001265810411
454,31.99056667,29.50099725,62.23923531,0.02304633333,1.95206179,1.543212365e-06,0.00126543414
455,31.99558333,29.5049576,62.26564343,0.02305416667,1.951496845,1.542754142e-06,0.001265058397
456,32.0006,29.50891313,62.29217181,0.023062,1.950932703,1.542296562e-06,0.001264683181
457,32.00561667,29.51286398,62.31881708,0.02306983333,1.950369362,1.541839623e-06,0.001264308491
458,32.01063333,29.51681029,62.34557601,0.02307766667,1.949806819,1.541383322e-06,0.001263934324
459,32.01565,29.52075218,62.3724455,0.0230855,1.949245071,1.540927657e-06,0.001263560678
460,32.02066667,29.52468976,62.39942261,0.02309333333,1.948684116,1.540472626e-06,0.001263187553
461,32.02568333,29.52862315,62.42650447,0.02310116667,1.948123951,1.540018227e-06,0.001262814946
462,32.0307,29.53255247,62.45368835,0.023109,1.947564573,1.539564459e-06,0.001262442856
463,32.03571667,29.5364778,62.48097161,0.02311683333,1.947005981,1.539111318e-06,0.001262071281
464,32.04073333,29.54039926,62.50835172,0.02312466667,1.94644817,1.538658803e-06,0.001261700218
465,32.04575,29.54431695,62.53582622,0.0231325,1.945891139,1.538206911e-06,0.001261329667
466,32.05076667,29.54823096,62.56339277,0.02314033333,1.945334885,1.537755641e-06,0.001260959626
467,32.05578333,29.55214137,62.59104909,0.02314816667,1.944779405,1.537304991e-06,0.001260590093
468,32.0608,29.55604828,62.61879296,0.023156,1.944224698,1.536854958e-06,0.001260221066
469,32.06581667,29.55995178,62.64662228,0.02316383333,1.943670759,1.536405541e-06,0.001259852544
470,32.07083333,29.56385193,62.67453498,0.02317166667,1.943117588,1.535956737e-06,0.001259484524
471,32.07585,29.56774884,62.70252907,0.0231795,1.942565181,1.535508545e-06,0.001259117007
472,32.08086667,29.57164256,62.73060263,0.02318733333,1.942013536,1.535060962e-06,0.001258749989
473,32.08588333,29.57553318,62.75875377,0.02319516667,1.94146265,1.534613986e-06,0.001258383469
474,32.0909,29.57942077,62.78698071,0.023203,1.94091252,1.534167616e-06,0.001258017445
475,32.09591667,29.5833054,62.81528166,0.02321083333,1.940363146,1.53372185e-06,0.001257651917
476,32.10093333,29.58718714,62.84365494,0.02321866667,1.939814523,1.533276685e-06,0.001257286882
477,32.10595,29.59106604,62.87209888,0.0232265,1.93926665,1.53283212e-06,0.001256922338
478,32.11096667,29.59494219,62.90061188,0.02323433333,1.938719524,1.532388152e-06,0.001256558285
479,32.11598333,29.59881564,62.92919237,0.02324216667,1.938173142,1.53194478e-06,0.00125619472
480,32.121,29.60268645,62.95783883,0.02325,1.937627503,1.531502003e-06,0.001255831642
481,32.13115,29.60666644,63.112089,0.02325866667,1.937082612,1.531059156e-06,0.001255468508
482,32.1413,29.61073077,63.26423068,0.02326733333,1.936538464,1.530616905e-06,0.001255105862
483,32.15145,29.61484928,63.41501807,0.023276,1.935995056,1.530175244e-06,0.0012547437
484,32.1616,29.61901074,63.56473155,0.02328466667,1.935452383,1.529734173e-06,0.001254382022
485,32.17175,29.6232087,63.71353262,0.02329333333,1.934910444,1.529293688e-06,0.001254020824
486,32.1819,29.6274388,63.86152991,0.023302,1.934369235,1.528853788e-06,0.001253660106
487,32.19205,29.63169789,64.00880285,0.02331066667,1.933828755,1.52841447e-06,0.001253299866
488,32.2022,29.63598349,64.15541275,0.02331933333,1.933289,1.527975733e-06,0.001252940101
489,32.21235,29.64029365,64.3014087,0.023328,1.932749968,1.527537575e-06,0.001252580811
490,32.2225,29.64462676,64.4468311,0.02333666667,1.932211658,1.527099993e-06,0.001252221994
491,32.23265,29.64898144,64.59171395,0.02334533333,1.931674066,1.526662986e-06,0.001251863648
492,32.2428,29.65335655,64.73608634,0.023354,1.93113719,1.526226552e-06,0.001251505772
493,32.25295,29.65775106,64.87997348,0.02336266667,1.930601028,1.525790689e-06,0.001251148365
494,32.2631,29.6621641,65.02339751,0.02337133333,1.930065577,1.525355395e-06,0.001250791424
495,32.27325,29.66659488,65.16637803,0.02338,1.929530836,1.524920669e-06,0.001250434948
496,32.2834,29.6710427,65.30893254,0.02338866667,1.928996802,1.524486508e-06,0.001250078937
497,32.29355,29.67550693,65.45107681,0.02339733333,1.928463472,1.524052911e-06,0.001249723387
498,32.3037,29.679987,65.5928251,0.023406,1.927930846,1.523619877e-06,0.001249368299
499,32.31385,29.68448238,65.7341904,0.02341466667,1.92739892,1.523187402e-06,0.00124901367
500,32.324,29.68899262,65.87518459,0.02342333333,1.926867691,1.522755486e-06,0.001248659499
501,32.33415,29.69351726,66.01581859,0.023432,1.926337159,1.522324127e-06,0.001248305785
502,32.3443,29.6980559,66.15610248,0.02344066667,1.925807321,1.521893324e-06,0.001247952525
503,32.35445,29.70260818,66.2960456,0.02344933333,1.925278175,1.521463073e-06,0.00124759972
504,32.3646,29.70717374,66.43565661,0.023458,1.924749718,1.521033374e-06,0.001247247367
505,32.37475,29.71175226,66.5749436,0.02346666667,1.924221948,1.520604225e-06,0.001246895465
506,32.3849,29.71634344,66.71391411,0.02347533333,1.923694864,1.520175625e-06,0.001246544012
507,32.39505,29.72094699,66.85257522,0.023484,1.923168463,1.51974757e-06,0.001246193008
508,32.4052,29.72556266,66.99093357,0.02349266667,1.922642743,1.519320061e-06,0.00124584245
509,32.41535,29.73019018,67.12899541,0.02350133333,1.922117702,1.518893095e-06,0.001245492338
510,32.4255,29.73482933,67.26676664,0.02351,1.921593339,1.518466671e-06,0.00124514267
511,32.43565,29.73947989,67.40425283,0.02351866667,1.92106965,1.518040786e-06,0.001244793445
512,32.4458,29.74414163,67.54145925,0.02352733333,1.920546634,1.51761544e-06,0.001244444661
513,32.45595,29.74881436,67.6783909,0.023536,1.920024288,1.517190631e-06,0.001244096317
514,32.4661,29.7534979,67.81505252,0.02354466667,1.919502612,1.516766356e-06,0.001243748412
515,32.47625,29.75819205,67.95144864,0.02355333333,1.918981602,1.516342615e-06,0.001243400944
516,32.4864,29.76289666,68.08758355,0.023562,1.918461257,1.515919406e-06,0.001243053913
517,32.49655,29.76761155,68.22346135,0.02357066667,1.917941575,1.515496727e-06,0.001242707316
518,32.5067,29.77233656,68.35908595,0.02357933333,1.917422554,1.515074577e-06,0.001242361153
519,32.51685,29.77707156,68.49446109,0.023588,1.916904191,1.514652953e-06,0.001242015422
520,32.527,29.78181639,68.62959036,0.02359666667,1.916386486,1.514231855e-06,0.001241670121
521,32.53715,29.78657091,68.76447718,0.02360533333,1.915869435,1.513811281e-06,0.001241325251
522,32.5473,29.79133501,68.89912484,0.023614,1.915353037,1.51339123e-06,0.001240980809
523,32.55745,29.79610854,69.03353651,0.02362266667,1.914837291,1.512971699e-06,0.001240636793
524,32.5676,29.80089139,69.1677152,0.02363133333,1.914322193,1.512552688e-06,0.001240293204
525,32.57775,29.80568345,69.30166385,0.02364,1.913807742,1.512134194e-06,0.001239950039
526,32.5879,29.81048459,69.43538525,0.02364866667,1.913293937,1.511716216e-06,0.001239607297
527,32.59805,29.81529472,69.56888211,0.02365733333,1.912780775,1.511298754e-06,0.001239264978
528,32.6082,29.82011372,69.70215704,0.023666,1.912268255,1.510881804e-06,0.001238923079
529,32.61835,29.8249415,69.83521255,0.02367466667,1.911756374,1.510465366e-06,0.0012385816
530,32.6285,29.82977796,69.96805107,0.02368333333,1.911245131,1.510049438e-06,0.001238240539
531,32.63865,29.834623,70.10067494,0.023692,1.910734524,1.509634019e-06,0.001237899896
532,32.6488,29.83947654,70.23308643,0.02370066667,1.910224551,1.509219107e-06,0.001237559668
533,32.65895,29.84433849,70.36528774,0.02370933333,1.90971521,1.508804701e-06,0.001237219855
534,32.6691,29.84920876,70.49728098,0.023718,1.909206499,1.508390799e-06,0.001236880456
535,32.67925,29.85408727,70.62906821,0.02372666667,1.908698417,1.5079774e-06,0.001236541468
536,32.6894,29.85897394,70.76065143,0.02373533333,1.908190962,1.507564503e-06,0.001236202892
537,32.69955,29.8638687,70.89203257,0.023744,1.907684131,1.507152105e-06,0.001235864726
538,32.7097,29.86877146,71.02321349,0.02375266667,1.907177924,1.506740206e-06,0.001235526969
539,32.71985,29.87368216,71.15419602,0.02376133333,1.906672338,1.506328803e-06,0.001235189619
540,32.73,29.87860072,71.28498193,0.02377,1.906167371,1.505917897e-06,0.001234852675
541,32.73786667,29.88347737,71.35973242,0.0237785,1.905663021,1.505507617e-06,0.001234516246
542,32.74573333,29.88832311,71.43525559,0.023787,1.905159285,1.505097828e-06,0.001234180219
543,32.7536,29.89315132,71.51121696,0.0237955,1.904656163,1.50468853e-06,0.001233844595
544,32.76146667,29.89796696,71.58749278,0.023804,1.904153653,1.504279722e-06,0.001233509372
545,32.76933333,29.90277285,71.66401216,0.0238125,1.903651752,1.503871402e-06,0.00123317455
546,32.7772,29.90757089,71.7407277,0.023821,1.903150461,1.503463569e-06,0.001232840126
547,32.78506667,29.91236247,71.81760497,0.0238295,1.902649776,1.503056221e-06,0.001232506101
548,32.79293333,29.91714863,71.89461756,0.023838,1.902149696,1.502649357e-06,0.001232172473
549,32.8008,29.92193022,71.9717445,0.0238465,1.90165022,1.502242976e-06,0.00123183924
550,32.80866667,29.92670792,72.04896863,0.023855,1.901151346,1.501837077e-06,0.001231506403
551,32.81653333,29.93148231,72.12627564,0.0238635,1.900653071,1.501431657e-06,0.001231173959
552,32.8244,29.93625386,72.20365338,0.023872,1.900155396,1.501026717e-06,0.001230841908
553,32.83226667,29.94102301,72.2810914,0.0238805,1.899658317,1.500622253e-06,0.001230510248
554,32.84013333,29.94579011,72.35858061,0.023889,1.899161833,1.500218266e-06,0.001230178978
555,32.848,29.95055548,72.43611303,0.0238975,1.898665942,1.499814754e-06,0.001229848098
556,32.85586667,29.9553194,72.51368157,0.023906,1.898170644,1.499411715e-06,0.001229517606
557,32.86373333,29.96008214,72.59127993,0.0239145,1.897675936,1.499009148e-06,0.001229187502
558,32.8716,29.9648439,72.66890245,0.023923,1.897181816,1.498607053e-06,0.001228857783
559,32.87946667,29.96960491,72.74654403,0.0239315,1.896688283,1.498205426e-06,0.00122852845
560,32.88733333,29.97436533,72.82420002,0.02394,1.896195336,1.497804268e-06,0.0012281995
561,32.8952,29.97912535,72.90186621,0.0239485,1.895702972,1.497403577e-06,0.001227870934
562,32.90306667,29.98388512,72.97953875,0.023957,1.89521119,1.497003352e-06,0.001227542749
563,32.91093333,29.98864477,73.0572141,0.0239655,1.894719989,1.496603591e-06,0.001227214945
564,32.9188,29.99340444,73.13488901,0.023974,1.894229367,1.496204294e-06,0.001226887521
565,32.92666667,29.99816425,73.21256047,0.0239825,1.893739322,1.495805458e-06,0.001226560475
566,32.93453333,30.00292431,73.29022569,0.023991,1.893249853,1.495407083e-06,0.001226233808
567,32.9424,30.00768472,73.36788211,0.0239995,1.892760959,1.495009167e-06,0.001225907517
568,32.95026667,30.01244557,73.44552731,0.024008,1.892272637,1.494611709e-06,0.001225581602
569,32.95813333,30.01720697,73.52315907,0.0240165,1.891784886,1.494214708e-06,0.001225256061
570,32.966,30.02196899,73.60077529,0.024025,1.891297704,1.493818163e-06,0.001224930894
571,32.97386667,30.02673171,73.67837402,0.0240335,1.890811091,1.493422073e-06,0.001224606099
572,32.98173333,30.0314952,73.75595344,0.024042,1.890325044,1.493026435e-06,0.001224281677
573,32.9896,30.03625953,73.83351181,0.0240505,1.889839562,1.492631249e-06,0.001223957624
574,32.99746667,30.04102476,73.91104754,0.024059,1.889354643,1.492236515e-06,0.001223633942
575,33.00533333,30.04579097,73.9885591,0.0240675,1.888870286,1.491842229e-06,0.001223310628
576,33.0132,30.0505582,74.06604505,0.024076,1.88838649,1.491448392e-06,0.001222987682
577,33.02106667,30.0553265,74.14350404,0.0240845,1.887903253,1.491055002e-06,0.001222665102
578,33.02893333,30.06009594,74.2209348,0.024093,1.887420573,1.490662058e-06,0.001222342888
579,33.0368,30.06486656,74.29833612,0.0241015,1.886938449,1.490269559e-06,0.001222021038
580,33.04466667,30.06963839,74.37570685,0.02411,1.886456879,1.489877503e-06,0.001221699553
581,33.05253333,30.0744115,74.4530459,0.0241185,1.885975862,1.48948589e-06,0.00122137843
582,33.0604,30.07918591,74.53035225,0.024127,1.885495397,1.489094718e-06,0.001221057669
583,33.06826667,30.08396167,74.60762492,0.0241355,1.885015482,1.488703986e-06,0.001220737268
584,33.07613333,30.08873881,74.68486298,0.024144,1.884536116,1.488313692e-06,0.001220417228
585,33.084,30.09351738,74.76206555,0.0241525,1.884057296,1.487923837e-06,0.001220097546
586,33.09186667,30.0982974,74.83923178,0.024161,1.883579022,1.487534418e-06,0.001219778223
