time_s,radius_cm,r_0.0_cm,r_0.1_cm,r_0.2_cm,r_0.3_cm,r_0.4_cm,r_0.5_cm,r_0.6_cm,r_0.7_cm,r_0.8_cm,r_0.9_cm,r_1.0_cm,r_1.1_cm,r_1.2_cm,r_1.3_cm,r_1.4_cm,r_1.5_cm,r_1.6_cm,r_1.7_cm,r_1.8_cm,r_1.9_cm,r_2.0_cm,surface
45840,1.24213333,1.10613299,1.10018998,1.08245447,1.05312496,1.01252373,0.96106377,0.89922463,0.82746876,0.74611607,0.65514140,0.55362690,0.43818845,0.29513657,,,,,,,,,0.20920865
45900,1.24200000,1.10389142,1.09796237,1.08026833,1.05100727,1.01049978,0.95915778,0.89745851,0.82586167,0.74468487,0.65389925,0.55258311,0.43734593,0.29446606,,,,,,,,,0.20885124
45960,1.24186667,1.10165495,1.09573981,1.07808716,1.04889438,1.00848044,0.95725613,0.89569640,0.82425822,0.74325690,0.65265989,0.55154166,0.43650529,0.29379697,,,,,,,,,0.20849438
46020,1.24173333,1.09942355,1.09352230,1.07591094,1.04678630,1.00646568,0.95535880,0.89393830,0.82265841,0.74183216,0.65142333,0.55050256,0.43566654,0.29312928,,,,,,,,,0.20813809
46080,1.24160000,1.09719722,1.09130984,1.07373967,1.04468301,1.00445551,0.95346578,0.89218419,0.82106223,0.74041065,0.65018956,0.54946580,0.43482966,0.29246300,,,,,,,,,0.20778234
46140,1.24146667,1.09497596,1.08910240,1.07157335,1.04258451,1.00244992,0.95157708,0.89043407,0.81946968,0.73899236,0.64895858,0.54843136,0.43399466,0.29179775,,,,,,,,,0.20742716
46200,1.24133333,1.09275976,1.08690000,1.06941195,1.04049079,1.00044890,0.94969268,0.88868794,0.81788075,0.73757728,0.64773037,0.54739926,0.43316154,0.29113246,,,,,,,,,0.20707252
46260,1.24120000,1.09054860,1.08470261,1.06725549,1.03840185,0.99845244,0.94781257,0.88694578,0.81629542,0.73616542,0.64650495,0.54636948,0.43233028,0.29046858,,,,,,,,,0.20671845
46320,1.24106667,1.08834250,1.08251024,1.06510394,1.03631767,0.99646053,0.94593675,0.88520760,0.81471371,0.73475675,0.64528229,0.54534202,0.43150089,0.28980609,,,,,,,,,0.20636493
46380,1.24093333,1.08614142,1.08032287,1.06295731,1.03423825,0.99447318,0.94406522,0.88347337,0.81313559,0.73335128,0.64406240,0.54431688,0.43067336,0.28914499,,,,,,,,,0.20601197
46440,1.24080000,1.08394538,1.07814050,1.06081558,1.03216358,0.99249036,0.94219796,0.88174311,0.81156107,0.73194900,0.64284526,0.54329405,0.42984770,0.28848528,,,,,,,,,0.20565956
46500,1.24066667,1.08175435,1.07596312,1.05867875,1.03009366,0.99051208,0.94033496,0.88001679,0.80999013,0.73054991,0.64163089,0.54227352,0.42902389,0.28782697,,,,,,,,,0.20530772
46560,1.24053333,1.07956835,1.07379073,1.05654681,1.02802847,0.98853833,0.93847623,0.87829441,0.80842278,0.72915400,0.64041926,0.54125531,0.42820193,0.28717004,,,,,,,,,0.20495643
46620,1.24040000,1.07738734,1.07162330,1.05441975,1.02596802,0.98656910,0.93662175,0.87657598,0.80685900,0.72776126,0.63921038,0.54023939,0.42738183,0.28651449,,,,,,,,,0.20460569
46680,1.24026667,1.07521134,1.06946085,1.05229757,1.02391228,0.98460438,0.93477151,0.87486147,0.80529878,0.72637169,0.63800424,0.53922577,0.42656358,0.28586033,,,,,,,,,0.20425552
46740,1.24013333,1.07304033,1.06730336,1.05018026,1.02186126,0.98264416,0.93292552,0.87315088,0.80374213,0.72498528,0.63680084,0.53821444,0.42574717,0.28520755,,,,,,,,,0.20390590
46800,1.24000000,1.07087430,1.06515081,1.04806781,1.01981495,0.98068845,0.93108376,0.87144421,0.80218904,0.72360203,0.63560017,0.53720540,0.42493260,0.28455558,,,,,,,,,0.20355684
46860,1.23986667,1.06871325,1.06300322,1.04596021,1.01777334,0.97873722,0.92924622,0.86974145,0.80063949,0.72222193,0.63440223,0.53619865,0.42411949,0.28390370,,,,,,,,,0.20320834
46920,1.23973333,1.06655716,1.06086056,1.04385746,1.01573642,0.97679048,0.92741290,0.86804259,0.79909349,0.72084498,0.63320700,0.53519418,0.42330785,0.28325320,,,,,,,,,0.20286040
46980,1.23960000,1.06440604,1.05872283,1.04175954,1.01370419,0.97484821,0.92558380,0.86634763,0.79755103,0.71947117,0.63201434,0.53419198,0.42249805,0.28260407,,,,,,,,,0.20251301
47040,1.23946667,1.06225987,1.05659003,1.03966646,1.01167664,0.97291041,0.92375889,0.86465655,0.79601209,0.71810049,0.63082415,0.53319206,0.42169007,0.28195630,,,,,,,,,0.20216619
47100,1.23933333,1.06011865,1.05446214,1.03757819,1.00965375,0.97097707,0.92193819,0.86296936,0.79447669,0.71673295,0.62963666,0.53219440,0.42088392,0.28130991,,,,,,,,,0.20181992
47160,1.23920000,1.05798237,1.05233916,1.03549475,1.00763553,0.96904819,0.92012167,0.86128605,0.79294480,0.71536852,0.62845188,0.53119901,0.42007960,0.28066487,,,,,,,,,0.20147421
47220,1.23906667,1.05585102,1.05022108,1.03341611,1.00562196,0.96712376,0.91830934,0.85960660,0.79141642,0.71400697,0.62726980,0.53020588,0.41927710,0.28002120,,,,,,,,,0.20112906
47280,1.23893333,1.05372459,1.04810789,1.03134227,1.00361305,0.96520376,0.91650118,0.85793102,0.78989155,0.71264841,0.62609041,0.52921501,0.41847641,0.27937888,,,,,,,,,0.20078448
47340,1.23880000,1.05160307,1.04599958,1.02927323,1.00160877,0.96328820,0.91469719,0.85625929,0.78837017,0.71129296,0.62491371,0.52822633,0.41767754,0.27873793,,,,,,,,,0.20044045
47400,1.23866667,1.04948647,1.04389616,1.02720897,0.99960913,0.96137706,0.91289736,0.85459141,0.78685229,0.70994061,0.62373969,0.52723947,0.41688049,0.27809833,,,,,,,,,0.20009697
47460,1.23853333,1.04737476,1.04179760,1.02514949,0.99761411,0.95947034,0.91110169,0.85292737,0.78533790,0.70859136,0.62256835,0.52625486,0.41608524,0.27745891,,,,,,,,,0.19975406
47520,1.23840000,1.04526795,1.03970390,1.02309478,0.99562371,0.95756803,0.90931017,0.85126717,0.78382699,0.70724520,0.62139969,0.52527249,0.41529179,0.27682012,,,,,,,,,0.19941171
47580,1.23826667,1.04316603,1.03761506,1.02104483,0.99363792,0.95567012,0.90752278,0.84961080,0.78231956,0.70590213,0.62023369,0.52429236,0.41450015,0.27618267,,,,,,,,,0.19906992
47640,1.23813333,1.04106898,1.03553106,1.01899963,0.99165673,0.95377661,0.90573953,0.84795825,0.78081559,0.70456214,0.61907036,0.52331446,0.41371031,0.27554658,,,,,,,,,0.19872869
47700,1.23800000,1.03897679,1.03345191,1.01695919,0.98968014,0.95188748,0.90396041,0.84630951,0.77931509,0.70322522,0.61790969,0.52233880,0.41292227,0.27491182,,,,,,,,,0.19838802
47760,1.23786667,1.03688948,1.03137758,1.01492348,0.98770814,0.95000274,0.90218541,0.84466459,0.77781805,0.70189137,0.61675168,0.52136535,0.41213602,0.27427840,,,,,,,,,0.19804791
47820,1.23773333,1.03480701,1.02930808,1.01289250,0.98574072,0.94812237,0.90041451,0.84302346,0.77632445,0.70056058,0.61559632,0.52039413,0.41135156,0.27364633,,,,,,,,,0.19770835
47880,1.23760000,1.03272939,1.02724339,1.01086625,0.98377787,0.94624637,0.89864773,0.84138613,0.77483430,0.69923286,0.61444360,0.51942513,0.41056889,0.27301558,,,,,,,,,0.19736936
47940,1.23746667,1.03065661,1.02518351,1.00884472,0.98181958,0.94437473,0.89688504,0.83975260,0.77334759,0.69790818,0.61329352,0.51845834,0.40978800,0.27238618,,,,,,,,,0.19703093
48000,1.23733333,1.02858866,1.02312843,1.00682789,0.97986586,0.94250743,0.89512644,0.83812284,0.77186430,0.69658655,0.61214608,0.51749377,0.40900889,0.27175810,,,,,,,,,0.19669306
48060,1.23720000,1.02652553,1.02107814,1.00481576,0.97791668,0.94064448,0.89337192,0.83649686,0.77038445,0.69526797,0.61100127,0.51653139,0.40823156,0.27113107,,,,,,,,,0.19635575
48120,1.23706667,1.02446722,1.01903263,1.00280833,0.97597205,0.93878587,0.89162149,0.83487464,0.76890801,0.69395242,0.60985909,0.51557122,0.40745601,0.27050372,,,,,,,,,0.19601901
48180,1.23693333,1.02241371,1.01699190,1.00080558,0.97403195,0.93693159,0.88987512,0.83325619,0.76743499,0.69263990,0.60871953,0.51461325,0.40668173,0.26987768,,,,,,,,,0.19568282
48240,1.23680000,1.02036500,1.01495594,0.99880751,0.97209631,0.93508163,0.88813281,0.83164150,0.76596538,0.69133041,0.60758258,0.51365747,0.40590897,0.26925297,,,,,,,,,0.19534719
48300,1.23666667,1.01832109,1.01292474,0.99681411,0.97016503,0.93323598,0.88639456,0.83003055,0.76449917,0.69002394,0.60644825,0.51270389,0.40513797,0.26862958,,,,,,,,,0.19501212
48360,1.23653333,1.01628196,1.01089830,0.99482537,0.96823827,0.93139464,0.88466036,0.82842335,0.76303635,0.68872048,0.60531653,0.51175249,0.40436873,0.26800750,,,,,,,,,0.19467762
48420,1.23640000,1.01424760,1.00887659,0.99284129,0.96631602,0.92955760,0.88293021,0.82681988,0.76157692,0.68742003,0.60418741,0.51080327,0.40360125,0.26738674,,,,,,,,,0.19434368
48480,1.23626667,1.01221801,1.00685963,0.99086185,0.96439826,0.92772486,0.88120408,0.82522015,0.76012088,0.68612259,0.60306088,0.50985623,0.40283553,0.26676729,,,,,,,,,0.19401029
48540,1.23613333,1.01019318,1.00484739,0.98888705,0.96248499,0.92589639,0.87948198,0.82362413,0.75866821,0.68482814,0.60193695,0.50891136,0.40207156,0.26614914,,,,,,,,,0.19367747
48600,1.23600000,1.00817310,1.00283988,0.98691688,0.96057620,0.92407221,0.87776391,0.82203183,0.75721891,0.68353669,0.60081561,0.50796867,0.40130935,0.26553231,,,,,,,,,0.19334521
48660,1.23590000,1.00615784,1.00083743,0.98495255,0.95867453,0.92225684,0.87605678,0.82045300,0.75578606,0.68226509,0.59971807,0.50705473,0.40058341,0.26497090,,,,,,,,,0.19301270
48720,1.23580000,1.00414743,0.99883981,0.98299294,0.95677742,0.92044581,0.87435371,0.81887792,0.75435658,0.68099647,0.59862308,0.50614290,0.39985914,0.26440980,,,,,,,,,0.19268035
48780,1.23570000,1.00214185,0.99684698,0.98103803,0.95488485,0.91863911,0.87265471,0.81730657,0.75293048,0.67973082,0.59753063,0.50523317,0.39913652,0.26384903,,,,,,,,,0.19234835
48840,1.23560000,1.00014110,0.99485894,0.97908782,0.95299683,0.91683673,0.87095975,0.81573894,0.75150773,0.67846814,0.59644072,0.50432554,0.39841555,0.26328933,,,,,,,,,0.19201677
48900,1.23550000,0.99814516,0.99287569,0.97714229,0.95111333,0.91503866,0.86926883,0.81417504,0.75008834,0.67720841,0.59535334,0.50342000,0.39769621,0.26273072,,,,,,,,,0.19168564
48960,1.23540000,0.99615404,0.99089722,0.97520145,0.94923436,0.91324490,0.86758195,0.81261464,0.74867230,0.67595163,0.59426849,0.50251655,0.39697851,0.26217322,,,,,,,,,0.19135499
49020,1.23530000,0.99416771,0.98892351,0.97326528,0.94735990,0.91145544,0.86589909,0.81105791,0.74725960,0.67469780,0.59318616,0.50161518,0.39626243,0.26161682,,,,,,,,,0.19102484
49080,1.23520000,0.99218617,0.98695456,0.97133377,0.94548994,0.90967026,0.86422025,0.80950489,0.74585024,0.67344691,0.59210635,0.50071589,0.39554797,0.26106155,,,,,,,,,0.19069521
49140,1.23510000,0.99020941,0.98499036,0.96940691,0.94362448,0.90788937,0.86254542,0.80795555,0.74444421,0.67219895,0.59102905,0.49981868,0.39483513,0.26050740,,,,,,,,,0.19036609
49200,1.23500000,0.98823742,0.98303089,0.96748469,0.94176351,0.90611274,0.86087459,0.80640989,0.74304150,0.67095392,0.58995426,0.49892353,0.39412390,0.25995438,,,,,,,,,0.19003751
49260,1.23490000,0.98627019,0.98107616,0.96556711,0.93990701,0.90434038,0.85920775,0.80486791,0.74164210,0.66971181,0.58888197,0.49803044,0.39341429,0.25940250,,,,,,,,,0.18970947
49320,1.23480000,0.98430772,0.97912614,0.96365415,0.93805499,0.90257227,0.85754490,0.80332961,0.74024602,0.66847262,0.58781218,0.49713942,0.39270628,0.25885176,,,,,,,,,0.18938197
49380,1.23470000,0.98234999,0.97718084,0.96174581,0.93620742,0.90080841,0.85588603,0.80179496,0.73885323,0.66723634,0.58674488,0.49625045,0.39199988,0.25830216,,,,,,,,,0.18905502
49440,1.23460000,0.98039699,0.97524024,0.95984208,0.93436431,0.89904879,0.85423113,0.80026397,0.73746375,0.66600296,0.58568007,0.49536340,0.39129508,0.25775370,,,,,,,,,0.18872863
49500,1.23450000,0.97844872,0.97330433,0.95794295,0.93252564,0.89729340,0.85258019,0.79873662,0.73607755,0.66477248,0.58461774,0.49447817,0.39059188,0.25720623,,,,,,,,,0.18840278
49560,1.23440000,0.97650516,0.97137311,0.95604841,0.93069141,0.89554222,0.85093320,0.79721292,0.73469464,0.66354490,0.58355788,0.49359498,0.38989028,0.25665854,,,,,,,,,0.18807750
49620,1.23430000,0.97456631,0.96944656,0.95415845,0.92886160,0.89379527,0.84929016,0.79569285,0.73331500,0.66232020,0.58250050,0.49271383,0.38919027,0.25611198,,,,,,,,,0.18775278
49680,1.23420000,0.97263216,0.96752468,0.95227306,0.92703622,0.89205251,0.84765107,0.79417640,0.73193864,0.66109839,0.58144559,0.49183471,0.38849186,0.25556657,,,,,,,,,0.18742862
49740,1.23410000,0.97070270,0.96560746,0.95039223,0.92521524,0.89031396,0.84601590,0.79266358,0.73056553,0.65987945,0.58039311,0.49095762,0.38779477,0.25502231,,,,,,,,,0.18710503
49800,1.23400000,0.96877792,0.96369488,0.94851596,0.92339866,0.88857959,0.84438465,0.79115436,0.72919569,0.65866338,0.57934283,0.49008256,0.38709897,0.25447918,,,,,,,,,0.18678200
49860,1.23390000,0.96685781,0.96178695,0.94664423,0.92158647,0.88684941,0.84275733,0.78964875,0.72782895,0.65745018,0.57829500,0.48920952,0.38640476,0.25393721,,,,,,,,,0.18645954
49920,1.23380000,0.96494236,0.95988364,0.94477705,0.91977867,0.88512339,0.84113391,0.78814674,0.72646536,0.65623983,0.57724961,0.48833849,0.38571214,0.25339637,,,,,,,,,0.18613765
49980,1.23370000,0.96303157,0.95798496,0.94291439,0.91797524,0.88340154,0.83951439,0.78664832,0.72510501,0.65503234,0.57620667,0.48746948,0.38502110,0.25285668,,,,,,,,,0.18581633
50040,1.23360000,0.96112541,0.95609089,0.94105624,0.91617618,0.88168385,0.83789876,0.78515348,0.72374788,0.65382769,0.57516616,0.48660249,0.38433164,0.25231813,,,,,,,,,0.18549558
50100,1.23350000,0.95922389,0.95420142,0.93920261,0.91438147,0.87997030,0.83628702,0.78366222,0.72239399,0.65262589,0.57412809,0.48573749,0.38364376,0.25178072,,,,,,,,,0.18517541
50160,1.23340000,0.95732700,0.95231654,0.93735348,0.91259112,0.87826090,0.83467916,0.78217453,0.72104331,0.65142692,0.57309245,0.48487450,0.38295746,0.25124446,,,,,,,,,0.18485580
50220,1.23330000,0.95543473,0.95043625,0.93550885,0.91080510,0.87655562,0.83307516,0.78069040,0.71969585,0.65023079,0.57205923,0.48401352,0.38227273,0.25070933,,,,,,,,,0.18453677
50280,1.23320000,0.95354706,0.94856054,0.93366869,0.90902342,0.87485447,0.83147503,0.77920982,0.71835159,0.64903747,0.57102842,0.48315452,0.38158957,0.25017534,,,,,,,,,0.18421831
50340,1.23310000,0.95166399,0.94668940,0.93183302,0.90724606,0.87315743,0.82987875,0.77773279,0.71701053,0.64784698,0.57000003,0.48229752,0.38090799,0.24964098,,,,,,,,,0.18390043
50400,1.23300000,0.94978551,0.94482281,0.93000181,0.90547302,0.87146450,0.82828632,0.77625931,0.71567267,0.64665930,0.56897405,0.48144251,0.38022797,0.24910769,,,,,,,,,0.18358312
50460,1.23286667,0.94791154,0.94296044,0.92817392,0.90370182,0.86977144,0.82669126,0.77478016,0.71432568,0.64545860,0.56793042,0.48056425,0.37951651,0.24852170,,,,,,,,,0.18326718
50520,1.23273333,0.94604203,0.94110251,0.92635039,0.90193484,0.86808239,0.82509998,0.77330449,0.71298185,0.64426071,0.56688922,0.47968803,0.37880669,0.24793707,,,,,,,,,0.18295218
50580,1.23260000,0.94417699,0.93924901,0.92453121,0.90017206,0.86639735,0.82351246,0.77183232,0.71164118,0.64306562,0.56585045,0.47881384,0.37809851,0.24735380,,,,,,,,,0.18263796
50640,1.23246667,0.94231641,0.93739994,0.92271637,0.89841349,0.86471632,0.82192871,0.77036362,0.71030366,0.64187333,0.56481410,0.47794168,0.37739198,0.24677187,,,,,,,,,0.18232446
50700,1.23233333,0.94046027,0.93555529,0.92090586,0.89665911,0.86303929,0.82034872,0.76889839,0.70896929,0.64068384,0.56378016,0.47707154,0.37668710,0.24619126,,,,,,,,,0.18201163
50760,1.23220000,0.93860857,0.93371505,0.91909968,0.89490891,0.86136625,0.81877247,0.76743663,0.70763807,0.63949712,0.56274863,0.47620342,0.37598386,0.24561196,,,,,,,,,0.18169946
50820,1.23206667,0.93676131,0.93187921,0.91729781,0.89316289,0.85969720,0.81719997,0.76597832,0.70630998,0.63831318,0.56171951,0.47533732,0.37528227,0.24503395,,,,,,,,,0.18138792
50880,1.23193333,0.93491846,0.93004776,0.91550025,0.89142103,0.85803212,0.81563120,0.76452347,0.70498502,0.63713169,0.56069279,0.47447324,0.37458233,0.24445722,,,,,,,,,0.18107701
50940,1.23180000,0.93308004,0.92822070,0.91370700,0.88968335,0.85637101,0.81406616,0.76307206,0.70366319,0.63595298,0.55966846,0.47361118,0.37388404,0.24387998,,,,,,,,,0.18076671
51000,1.23166667,0.93124602,0.92639802,0.91191804,0.88794981,0.85471387,0.81250485,0.76162410,0.70234447,0.63477703,0.55864654,0.47275112,0.37318738,0.24330363,,,,,,,,,0.18045701
51060,1.23153333,0.92941640,0.92457972,0.91013336,0.88622042,0.85306068,0.81094725,0.76017956,0.70102887,0.63360384,0.55762700,0.47189307,0.37249237,0.24272853,,,,,,,,,0.18014792
51120,1.23140000,0.92759117,0.92276577,0.90835297,0.88449517,0.85141143,0.80939336,0.75873846,0.69971637,0.63243342,0.55660984,0.47103703,0.37179899,0.24215468,,,,,,,,,0.17983941
51180,1.23126667,0.92577032,0.92095618,0.90657684,0.88277406,0.84976613,0.80784317,0.75730077,0.69840698,0.63126574,0.55559507,0.47018299,0.37110698,0.24158207,,,,,,,,,0.17953150
51240,1.23113333,0.92395385,0.91915094,0.90480498,0.88105707,0.84812477,0.80629667,0.75586650,0.69710068,0.63010082,0.55458268,0.46933095,0.37041610,0.24101069,,,,,,,,,0.17922417
51300,1.23100000,0.92214175,0.91735004,0.90303737,0.87934419,0.84648732,0.80475387,0.75443564,0.69579748,0.62893863,0.55357265,0.46848090,0.36972686,0.24044054,,,,,,,,,0.17891742
51360,1.23086667,0.92033401,0.91555347,0.90127401,0.87763543,0.84485380,0.80321474,0.75300818,0.69449735,0.62777918,0.55256500,0.46763285,0.36903923,0.23987161,,,,,,,,,0.17861126
51420,1.23073333,0.91853062,0.91376122,0.89951489,0.87593077,0.84322419,0.80167929,0.75158411,0.69320031,0.62662247,0.55155971,0.46678678,0.36835323,0.23930391,,,,,,,,,0.17830567
51480,1.23060000,0.91673158,0.91197329,0.89776000,0.87423020,0.84159849,0.80014751,0.75016343,0.69190634,0.62546848,0.55055678,0.46594270,0.36766885,0.23873656,,,,,,,,,0.17800066
51540,1.23046667,0.91493687,0.91018966,0.89600934,0.87253371,0.83997668,0.79861938,0.74874614,0.69061543,0.62431721,0.54955621,0.46510045,0.36698609,0.23816908,,,,,,,,,0.17769622
51600,1.23033333,0.91314649,0.90841034,0.89426289,0.87084131,0.83835876,0.79709491,0.74733222,0.68932758,0.62316866,0.54855799,0.46425987,0.36630493,0.23760281,,,,,,,,,0.17739235
51660,1.23020000,0.91136042,0.90663531,0.89252065,0.86915298,0.83674473,0.79557409,0.74592166,0.68804279,0.62202282,0.54756211,0.46342126,0.36562538,0.23703774,,,,,,,,,0.17708906
51720,1.23006667,0.90957868,0.90486456,0.89078261,0.86746871,0.83513457,0.79405691,0.74451448,0.68676105,0.62087969,0.54656858,0.46258462,0.36494744,0.23647386,,,,,,,,,0.17678634
51780,1.22993333,0.90780123,0.90309809,0.88904876,0.86578850,0.83352827,0.79254336,0.74311065,0.68548236,0.61973926,0.54557739,0.46174995,0.36427109,0.23591119,,,,,,,,,0.17648418
51840,1.22980000,0.90602808,0.90133589,0.88731910,0.86411234,0.83192584,0.79103344,0.74171016,0.68420670,0.61860152,0.54458854,0.46091725,0.36359635,0.23534971,,,,,,,,,0.17618260
51900,1.22966667,0.90425922,0.89957794,0.88559362,0.86244022,0.83032726,0.78952713,0.74031303,0.68293407,0.61746648,0.54360201,0.46008651,0.36292320,0.23478941,,,,,,,,,0.17588158
51960,1.22953333,0.90249464,0.89782425,0.88387230,0.86077213,0.82873253,0.78802418,0.73891923,0.68166447,0.61633412,0.54261781,0.45925773,0.36225163,0.23423031,,,,,,,,,0.17558112
52020,1.22940000,0.90073433,0.89607480,0.88215515,0.85910806,0.82714164,0.78652483,0.73752876,0.68039788,0.61520444,0.54163594,0.45843090,0.36158166,0.23367204,,,,,,,,,0.17528124
52080,1.22926667,0.89897829,0.89432959,0.88044215,0.85744802,0.82555458,0.78502907,0.73614161,0.67913432,0.61407744,0.54065638,0.45760602,0.36091327,0.23311304,,,,,,,,,0.17498192
52140,1.22913333,0.89722650,0.89258861,0.87873329,0.85579198,0.82397134,0.78353691,0.73475778,0.67787376,0.61295311,0.53967913,0.45678309,0.36024646,0.23255521,,,,,,,,,0.17468316
52200,1.22900000,0.89547895,0.89085184,0.87702857,0.85413995,0.82239192,0.78204833,0.73337727,0.67661620,0.61183145,0.53870419,0.45596210,0.35958123,0.23199856,,,,,,,,,0.17438497
52260,1.22890000,0.89373572,0.88911960,0.87532904,0.85249421,0.82082027,0.78056945,0.73200867,0.67537320,0.61072740,0.53775046,0.45516704,0.35894920,0.23149698,,,,,,,,,0.17408658
52320,1.22880000,0.89199681,0.88739166,0.87363372,0.85085253,0.81925248,0.77909419,0.73064341,0.67413320,0.60962601,0.53679900,0.45437387,0.35831867,0.23099633,,,,,,,,,0.17378840
52380,1.22870000,0.89026222,0.88566800,0.87194259,0.84921492,0.81768856,0.77762254,0.72928147,0.67289620,0.60852726,0.53584981,0.45358258,0.35768963,0.23049662,,,,,,,,,0.17349059
52440,1.22860000,0.88853194,0.88394863,0.87025566,0.84758135,0.81612849,0.77615451,0.72792285,0.67166220,0.60743115,0.53490276,0.45279317,0.35706207,0.22999787,,,,,,,,,0.17319321
52500,1.22850000,0.88680595,0.88223352,0.86857291,0.84595181,0.81457226,0.77469007,0.72656754,0.67043119,0.60633767,0.53395782,0.45200563,0.35643587,0.22950011,,,,,,,,,0.17289629
52560,1.22840000,0.88508426,0.88052267,0.86689433,0.84432631,0.81301986,0.77322923,0.72521554,0.66920315,0.60524682,0.53301513,0.45121995,0.35581068,0.22900333,,,,,,,,,0.17259987
52620,1.22830000,0.88336684,0.87881607,0.86521992,0.84270484,0.81147130,0.77177197,0.72386684,0.66797809,0.60415859,0.53207470,0.45043614,0.35518695,0.22850756,,,,,,,,,0.17230395
52680,1.22820000,0.88165369,0.87711371,0.86354966,0.84108737,0.80992655,0.77031829,0.72252142,0.66675600,0.60307298,0.53113650,0.44965419,0.35456467,0.22801250,,,,,,,,,0.17200854
52740,1.22810000,0.87994481,0.87541559,0.86188355,0.83947391,0.80838561,0.76886817,0.72117929,0.66553687,0.60198999,0.53020055,0.44887409,0.35394386,0.22751701,,,,,,,,,0.17171367
52800,1.22800000,0.87824018,0.87372169,0.86022157,0.83786445,0.80684848,0.76742162,0.71984044,0.66432070,0.60090960,0.52926684,0.44809584,0.35332449,0.22702253,,,,,,,,,0.17141933
52860,1.22790000,0.87653979,0.87203200,0.85856373,0.83625898,0.80531514,0.76597863,0.71850486,0.66310748,0.59983181,0.52833535,0.44731944,0.35270657,0.22652908,,,,,,,,,0.17112553
52920,1.22780000,0.87484363,0.87034652,0.85691000,0.83465748,0.80378559,0.76453918,0.71717254,0.66189720,0.59875661,0.52740610,0.44654488,0.35209010,0.22603664,,,,,,,,,0.17083227
52980,1.22770000,0.87315170,0.86866523,0.85526039,0.83305996,0.80225981,0.76310326,0.71584348,0.66068986,0.59768401,0.52647906,0.44577216,0.35147507,0.22554523,,,,,,,,,0.17053957
53040,1.22760000,0.87146399,0.86698814,0.85361487,0.83146640,0.80073781,0.76167088,0.71451766,0.65948545,0.59661399,0.52555424,0.44500126,0.35086148,0.22505485,,,,,,,,,0.17024741
53100,1.22750000,0.86978049,0.86531522,0.85197346,0.82987679,0.79921957,0.76024203,0.71319509,0.65828397,0.59554655,0.52463163,0.44423220,0.35024933,0.22456549,,,,,,,,,0.16995581
53160,1.22740000,0.86810118,0.86364647,0.85033612,0.82829113,0.79770508,0.75881669,0.71187575,0.65708540,0.59448168,0.52371123,0.44346496,0.34963862,0.22407716,,,,,,,,,0.16966477
53220,1.22730000,0.86642606,0.86198188,0.84870286,0.82670940,0.79619434,0.75739486,0.71055964,0.65588975,0.59341939,0.52279303,0.44269954,0.34902933,0.22358986,,,,,,,,,0.16937429
53280,1.22720000,0.86475512,0.86032145,0.84707367,0.82513160,0.79468734,0.75597653,0.70924676,0.65469701,0.59235965,0.52187703,0.44193593,0.34842148,0.22310359,,,,,,,,,0.16908436
53340,1.22710000,0.86308836,0.85866515,0.84544854,0.82355773,0.79318406,0.75456169,0.70793709,0.65350716,0.59130247,0.52096322,0.44117414,0.34781506,0.22261834,,,,,,,,,0.16879500
53400,1.22700000,0.86142575,0.85701299,0.84382745,0.82198776,0.79168451,0.75315034,0.70663062,0.65232021,0.59024785,0.52005159,0.44041415,0.34721007,0.22213342,,,,,,,,,0.16850620
53460,1.22690000,0.85976730,0.85536496,0.84221041,0.82042170,0.79018868,0.75174247,0.70532736,0.65113615,0.58919577,0.51914216,0.43965597,0.34660650,0.22164843,,,,,,,,,0.16821796
53520,1.22680000,0.85811299,0.85372104,0.84059740,0.81885953,0.78869655,0.75033807,0.70402729,0.64995497,0.58814623,0.51823489,0.43889959,0.34600435,0.22116446,,,,,,,,,0.16793029
53580,1.22670000,0.85646282,0.85208123,0.83898841,0.81730125,0.78720811,0.74893714,0.70273041,0.64877667,0.58709923,0.51732981,0.43814501,0.34540362,0.22068151,,,,,,,,,0.16764318
53640,1.22660000,0.85481677,0.85044551,0.83738344,0.81574685,0.78572337,0.74753966,0.70143671,0.64760123,0.58605476,0.51642689,0.43739222,0.34480431,0.22019959,,,,,,,,,0.16735664
53700,1.22650000,0.85317484,0.84881389,0.83578247,0.81419632,0.78424231,0.74614563,0.70014619,0.64642866,0.58501282,0.51552614,0.43664122,0.34420641,0.21971868,,,,,,,,,0.16707066
53760,1.22640000,0.85153702,0.84718634,0.83418551,0.81264964,0.78276492,0.74475504,0.69885883,0.64525895,0.58397339,0.51462754,0.43589186,0.34360993,0.21923880,,,,,,,,,0.16678525
53820,1.22630000,0.84990330,0.84556287,0.83259253,0.81110682,0.78129121,0.74336789,0.69757463,0.64409209,0.58293648,0.51373111,0.43514409,0.34301485,0.21875993,,,,,,,,,0.16650041
53880,1.22620000,0.84827367,0.84394346,0.83100353,0.80956785,0.77982114,0.74198416,0.69629359,0.64292808,0.58190208,0.51283682,0.43439809,0.34242119,0.21828208,,,,,,,,,0.16621613
53940,1.22610000,0.84664812,0.84232810,0.82941850,0.80803271,0.77835473,0.74060386,0.69501569,0.64176690,0.58087018,0.51194468,0.43365387,0.34182893,0.21780525,,,,,,,,,0.16593242
