time_s,time_h,model_radius_cm,oven_temperature_C,oven_temperature_K,oven_moisture_kg_kg,segment_start_s,segment_end_s,segment_start_radius_cm,segment_end_radius_cm,segment_slope_cm_s,data_type
46380,12.883333,1.2409333333,49.9959166667,323.1459166667,0.049990416667,45000,46800,1.2440000000,1.2400000000,-2.2222222222222e-06,分段线性插值
46440,12.900000,1.2408000000,49.9959166667,323.1459166667,0.049990416667,45000,46800,1.2440000000,1.2400000000,-2.2222222222222e-06,分段线性插值
46500,12.916667,1.2406666667,49.9959166667,323.1459166667,0.049990416667,45000,46800,1.2440000000,1.2400000000,-2.2222222222222e-06,分段线性插值
46560,12.933333,1.2405333333,49.9959166667,323.1459166667,0.049990416667,45000,46800,1.2440000000,1.2400000000,-2.2222222222222e-06,分段线性插值
46620,12.950000,1.2404000000,49.9959166667,323.1459166667,0.049990416667,45000,46800,1.2440000000,1.2400000000,-2.2222222222222e-06,分段线性插值
46680,12.966667,1.2402666667,49.9959166667,323.1459166667,0.049990416667,45000,46800,1.2440000000,1.2400000000,-2.2222222222222e-06,分段线性插值
46740,12.983333,1.2401333333,49.9959166667,323.1459166667,0.049990416667,45000,46800,1.2440000000,1.2400000000,-2.2222222222222e-06,分段线性插值
46800,13.000000,1.2400000000,49.9959166667,323.1459166667,0.049990416667,46800,48600,1.2400000000,1.2360000000,-2.2222222222222e-06,附件2节点
46860,13.016667,1.2398666667,49.9959166667,323.1459166667,0.049990416667,46800,48600,1.2400000000,1.2360000000,-2.2222222222222e-06,分段线性插值
46920,13.033333,1.2397333333,49.9959166667,323.1459166667,0.049990416667,46800,48600,1.2400000000,1.2360000000,-2.2222222222222e-06,分段线性插值
46980,13.050000,1.2396000000,49.9959166667,323.1459166667,0.049990416667,46800,48600,1.2400000000,1.2360000000,-2.2222222222222e-06,分段线性插值
47040,13.066667,1.2394666667,49.9959166667,323.1459166667,0.049990416667,46800,48600,1.2400000000,1.2360000000,-2.2222222222222e-06,分段线性插值
47100,13.083333,1.2393333333,49.9959166667,323.1459166667,0.049990416667,46800,48600,1.2400000000,1.2360000000,-2.2222222222222e-06,分段线性插值
47160,13.100000,1.2392000000,49.9959166667,323.1459166667,0.049990416667,46800,48600,1.2400000000,1.2360000000,-2.2222222222222e-06,分段线性插值
47220,13.116667,1.2390666667,49.9959166667,323.1459166667,0.049990416667,46800,48600,1.2400000000,1.2360000000,-2.2222222222222e-06,分段线性插值
47280,13.133333,1.2389333333,49.9959166667,323.1459166667,0.049990416667,46800,48600,1.2400000000,1.2360000000,-2.2222222222222e-06,分段线性插值
47340,13.150000,1.2388000000,49.9959166667,323.1459166667,0.049990416667,46800,48600,1.2400000000,1.2360000000,-2.2222222222222e-06,分段线性插值
47400,13.166667,1.2386666667,49.9959166667,323.1459166667,0.049990416667,46800,48600,1.2400000000,1.2360000000,-2.2222222222222e-06,分段线性插值
47460,13.183333,1.2385333333,49.9959166667,323.1459166667,0.049990416667,46800,48600,1.2400000000,1.2360000000,-2.2222222222222e-06,分段线性插值
47520,13.200000,1.2384000000,49.9959166667,323.1459166667,0.049990416667,46800,48600,1.2400000000,1.2360000000,-2.2222222222222e-06,分段线性插值
47580,13.216667,1.2382666667,49.9959166667,323.1459166667,0.049990416667,46800,48600,1.2400000000,1.2360000000,-2.2222222222222e-06,分段线性插值
47640,13.233333,1.2381333333,49.9959166667,323.1459166667,0.049990416667,46800,48600,1.2400000000,1.2360000000,-2.2222222222222e-06,分段线性插值
47700,13.250000,1.2380000000,49.9959166667,323.1459166667,0.049990416667,46800,48600,1.2400000000,1.2360000000,-2.2222222222222e-06,分段线性插值
47760,13.266667,1.2378666667,49.9959166667,323.1459166667,0.049990416667,46800,48600,1.2400000000,1.2360000000,-2.2222222222222e-06,分段线性插值
47820,13.283333,1.2377333333,49.9959166667,323.1459166667,0.049990416667,46800,48600,1.2400000000,1.2360000000,-2.2222222222222e-06,分段线性插值
47880,13.300000,1.2376000000,49.9959166667,323.1459166667,0.049990416667,46800,48600,1.2400000000,1.2360000000,-2.2222222222222e-06,分段线性插值
47940,13.316667,1.2374666667,49.9959166667,323.1459166667,0.049990416667,46800,48600,1.2400000000,1.2360000000,-2.2222222222222e-06,分段线性插值
48000,13.333333,1.2373333333,49.9959166667,323.1459166667,0.049990416667,46800,48600,1.2400000000,1.2360000000,-2.2222222222222e-06,分段线性插值
48060,13.350000,1.2372000000,49.9959166667,323.1459166667,0.049990416667,46800,48600,1.2400000000,1.2360000000,-2.2222222222222e-06,分段线性插值
48120,13.366667,1.2370666667,49.9959166667,323.1459166667,0.049990416667,46800,48600,1.2400000000,1.2360000000,-2.2222222222222e-06,分段线性插值
48180,13.383333,1.2369333333,49.9959166667,323.1459166667,0.049990416667,46800,48600,1.2400000000,1.2360000000,-2.2222222222222e-06,分段线性插值
48240,13.400000,1.2368000000,49.9959166667,323.1459166667,0.049990416667,46800,48600,1.2400000000,1.2360000000,-2.2222222222222e-06,分段线性插值
48300,13.416667,1.2366666667,49.9959166667,323.1459166667,0.049990416667,46800,48600,1.2400000000,1.2360000000,-2.2222222222222e-06,分段线性插值
48360,13.433333,1.2365333333,49.9959166667,323.1459166667,0.049990416667,46800,48600,1.2400000000,1.2360000000,-2.2222222222222e-06,分段线性插值
48420,13.450000,1.2364000000,49.9959166667,323.1459166667,0.049990416667,46800,48600,1.2400000000,1.2360000000,-2.2222222222222e-06,分段线性插值
48480,13.466667,1.2362666667,49.9959166667,323.1459166667,0.049990416667,46800,48600,1.2400000000,1.2360000000,-2.2222222222222e-06,分段线性插值
48540,13.483333,1.2361333333,49.9959166667,323.1459166667,0.049990416667,46800,48600,1.2400000000,1.2360000000,-2.2222222222222e-06,分段线性插值
48600,13.500000,1.2360000000,49.9959166667,323.1459166667,0.049990416667,48600,50400,1.2360000000,1.2330000000,-1.6666666666666e-06,附件2节点
48660,13.516667,1.2359000000,49.9959166667,323.1459166667,0.049990416667,48600,50400,1.2360000000,1.2330000000,-1.6666666666666e-06,分段线性插值
48720,13.533333,1.2358000000,49.9959166667,323.1459166667,0.049990416667,48600,50400,1.2360000000,1.2330000000,-1.6666666666666e-06,分段线性插值
48780,13.550000,1.2357000000,49.9959166667,323.1459166667,0.049990416667,48600,50400,1.2360000000,1.2330000000,-1.6666666666666e-06,分段线性插值
48840,13.566667,1.2356000000,49.9959166667,323.1459166667,0.049990416667,48600,50400,1.2360000000,1.2330000000,-1.6666666666666e-06,分段线性插值
48900,13.583333,1.2355000000,49.9959166667,323.1459166667,0.049990416667,48600,50400,1.2360000000,1.2330000000,-1.6666666666666e-06,分段线性插值
48960,13.600000,1.2354000000,49.9959166667,323.1459166667,0.049990416667,48600,50400,1.2360000000,1.2330000000,-1.6666666666666e-06,分段线性插值
49020,13.616667,1.2353000000,49.9959166667,323.1459166667,0.049990416667,48600,50400,1.2360000000,1.2330000000,-1.6666666666666e-06,分段线性插值
49080,13.633333,1.2352000000,49.9959166667,323.1459166667,0.049990416667,48600,50400,1.2360000000,1.2330000000,-1.6666666666666e-06,分段线性插值
49140,13.650000,1.2351000000,49.9959166667,323.1459166667,0.049990416667,48600,50400,1.2360000000,1.2330000000,-1.6666666666666e-06,分段线性插值
49200,13.666667,1.2350000000,49.9959166667,323.1459166667,0.049990416667,48600,50400,1.2360000000,1.2330000000,-1.6666666666666e-06,分段线性插值
49260,13.683333,1.2349000000,49.9959166667,323.1459166667,0.049990416667,48600,50400,1.2360000000,1.2330000000,-1.6666666666666e-06,分段线性插值
49320,13.700000,1.2348000000,49.9959166667,323.1459166667,0.049990416667,48600,50400,1.2360000000,1.2330000000,-1.6666666666666e-06,分段线性插值
49380,13.716667,1.2347000000,49.9959166667,323.1459166667,0.049990416667,48600,50400,1.2360000000,1.2330000000,-1.6666666666666e-06,分段线性插值
49440,13.733333,1.2346000000,49.9959166667,323.1459166667,0.049990416667,48600,50400,1.2360000000,1.2330000000,-1.6666666666666e-06,分段线性插值
49500,13.750000,1.2345000000,49.9959166667,323.1459166667,0.049990416667,48600,50400,1.2360000000,1.2330000000,-1.6666666666666e-06,分段线性插值
49560,13.766667,1.2344000000,49.9959166667,323.1459166667,0.049990416667,48600,50400,1.2360000000,1.2330000000,-1.6666666666666e-06,分段线性插值
49620,13.783333,1.2343000000,49.9959166667,323.1459166667,0.049990416667,48600,50400,1.2360000000,1.2330000000,-1.6666666666666e-06,分段线性插值
49680,13.800000,1.2342000000,49.9959166667,323.1459166667,0.049990416667,48600,50400,1.2360000000,1.2330000000,-1.6666666666666e-06,分段线性插值
49740,13.816667,1.2341000000,49.9959166667,323.1459166667,0.049990416667,48600,50400,1.2360000000,1.2330000000,-1.6666666666666e-06,分段线性插值
49800,13.833333,1.2340000000,49.9959166667,323.1459166667,0.049990416667,48600,50400,1.2360000000,1.2330000000,-1.6666666666666e-06,分段线性插值
49860,13.850000,1.2339000000,49.9959166667,323.1459166667,0.049990416667,48600,50400,1.2360000000,1.2330000000,-1.6666666666666e-06,分段线性插值
49920,13.866667,1.2338000000,49.9959166667,323.1459166667,0.049990416667,48600,50400,1.2360000000,1.2330000000,-1.6666666666666e-06,分段线性插值
49980,13.883333,1.2337000000,49.9959166667,323.1459166667,0.049990416667,48600,50400,1.2360000000,1.2330000000,-1.6666666666666e-06,分段线性插值
50040,13.900000,1.2336000000,49.9959166667,323.1459166667,0.049990416667,48600,50400,1.2360000000,1.2330000000,-1.6666666666666e-06,分段线性插值
50100,13.916667,1.2335000000,49.9959166667,323.1459166667,0.049990416667,48600,50400,1.2360000000,1.2330000000,-1.6666666666666e-06,分段线性插值
50160,13.933333,1.2334000000,49.9959166667,323.1459166667,0.049990416667,48600,50400,1.2360000000,1.2330000000,-1.6666666666666e-06,分段线性插值
50220,13.950000,1.2333000000,49.9959166667,323.1459166667,0.049990416667,48600,50400,1.2360000000,1.2330000000,-1.6666666666666e-06,分段线性插值
50280,13.966667,1.2332000000,49.9959166667,323.1459166667,0.049990416667,48600,50400,1.2360000000,1.2330000000,-1.6666666666666e-06,分段线性插值
50340,13.983333,1.2331000000,49.9959166667,323.1459166667,0.049990416667,48600,50400,1.2360000000,1.2330000000,-1.6666666666666e-06,分段线性插值
50400,14.000000,1.2330000000,49.9959166667,323.1459166667,0.049990416667,50400,52200,1.2330000000,1.2290000000,-2.2222222222222e-06,附件2节点
50460,14.016667,1.2328666667,49.9959166667,323.1459166667,0.049990416667,50400,52200,1.2330000000,1.2290000000,-2.2222222222222e-06,分段线性插值
50520,14.033333,1.2327333333,49.9959166667,323.1459166667,0.049990416667,50400,52200,1.2330000000,1.2290000000,-2.2222222222222e-06,分段线性插值
50580,14.050000,1.2326000000,49.9959166667,323.1459166667,0.049990416667,50400,52200,1.2330000000,1.2290000000,-2.2222222222222e-06,分段线性插值
50640,14.066667,1.2324666667,49.9959166667,323.1459166667,0.049990416667,50400,52200,1.2330000000,1.2290000000,-2.2222222222222e-06,分段线性插值
50700,14.083333,1.2323333333,49.9959166667,323.1459166667,0.049990416667,50400,52200,1.2330000000,1.2290000000,-2.2222222222222e-06,分段线性插值
50760,14.100000,1.2322000000,49.9959166667,323.1459166667,0.049990416667,50400,52200,1.2330000000,1.2290000000,-2.2222222222222e-06,分段线性插值
50820,14.116667,1.2320666667,49.9959166667,323.1459166667,0.049990416667,50400,52200,1.2330000000,1.2290000000,-2.2222222222222e-06,分段线性插值
50880,14.133333,1.2319333333,49.9959166667,323.1459166667,0.049990416667,50400,52200,1.2330000000,1.2290000000,-2.2222222222222e-06,分段线性插值
50940,14.150000,1.2318000000,49.9959166667,323.1459166667,0.049990416667,50400,52200,1.2330000000,1.2290000000,-2.2222222222222e-06,分段线性插值
51000,14.166667,1.2316666667,49.9959166667,323.1459166667,0.049990416667,50400,52200,1.2330000000,1.2290000000,-2.2222222222222e-06,分段线性插值
51060,14.183333,1.2315333333,49.9959166667,323.1459166667,0.049990416667,50400,52200,1.2330000000,1.2290000000,-2.2222222222222e-06,分段线性插值
51120,14.200000,1.2314000000,49.9959166667,323.1459166667,0.049990416667,50400,52200,1.2330000000,1.2290000000,-2.2222222222222e-06,分段线性插值
51180,14.216667,1.2312666667,49.9959166667,323.1459166667,0.049990416667,50400,52200,1.2330000000,1.2290000000,-2.2222222222222e-06,分段线性插值
51240,14.233333,1.2311333333,49.9959166667,323.1459166667,0.049990416667,50400,52200,1.2330000000,1.2290000000,-2.2222222222222e-06,分段线性插值
51300,14.250000,1.2310000000,49.9959166667,323.1459166667,0.049990416667,50400,52200,1.2330000000,1.2290000000,-2.2222222222222e-06,分段线性插值
51360,14.266667,1.2308666667,49.9959166667,323.1459166667,0.049990416667,50400,52200,1.2330000000,1.2290000000,-2.2222222222222e-06,分段线性插值
51420,14.283333,1.2307333333,49.9959166667,323.1459166667,0.049990416667,50400,52200,1.2330000000,1.2290000000,-2.2222222222222e-06,分段线性插值
51480,14.300000,1.2306000000,49.9959166667,323.1459166667,0.049990416667,50400,52200,1.2330000000,1.2290000000,-2.2222222222222e-06,分段线性插值
51540,14.316667,1.2304666667,49.9959166667,323.1459166667,0.049990416667,50400,52200,1.2330000000,1.2290000000,-2.2222222222222e-06,分段线性插值
51600,14.333333,1.2303333333,49.9959166667,323.1459166667,0.049990416667,50400,52200,1.2330000000,1.2290000000,-2.2222222222222e-06,分段线性插值
51660,14.350000,1.2302000000,49.9959166667,323.1459166667,0.049990416667,50400,52200,1.2330000000,1.2290000000,-2.2222222222222e-06,分段线性插值
51720,14.366667,1.2300666667,49.9959166667,323.1459166667,0.049990416667,50400,52200,1.2330000000,1.2290000000,-2.2222222222222e-06,分段线性插值
51780,14.383333,1.2299333333,49.9959166667,323.1459166667,0.049990416667,50400,52200,1.2330000000,1.2290000000,-2.2222222222222e-06,分段线性插值
51840,14.400000,1.2298000000,49.9959166667,323.1459166667,0.049990416667,50400,52200,1.2330000000,1.2290000000,-2.2222222222222e-06,分段线性插值
51900,14.416667,1.2296666667,49.9959166667,323.1459166667,0.049990416667,50400,52200,1.2330000000,1.2290000000,-2.2222222222222e-06,分段线性插值
51960,14.433333,1.2295333333,49.9959166667,323.1459166667,0.049990416667,50400,52200,1.2330000000,1.2290000000,-2.2222222222222e-06,分段线性插值
52020,14.450000,1.2294000000,49.9959166667,323.1459166667,0.049990416667,50400,52200,1.2330000000,1.2290000000,-2.2222222222222e-06,分段线性插值
52080,14.466667,1.2292666667,49.9959166667,323.1459166667,0.049990416667,50400,52200,1.2330000000,1.2290000000,-2.2222222222222e-06,分段线性插值
52140,14.483333,1.2291333333,49.9959166667,323.1459166667,0.049990416667,50400,52200,1.2330000000,1.2290000000,-2.2222222222222e-06,分段线性插值
52200,14.500000,1.2290000000,49.9959166667,323.1459166667,0.049990416667,52200,54000,1.2290000000,1.2260000000,-1.6666666666667e-06,附件2节点
52260,14.516667,1.2289000000,49.9959166667,323.1459166667,0.049990416667,52200,54000,1.2290000000,1.2260000000,-1.6666666666667e-06,分段线性插值
52320,14.533333,1.2288000000,49.9959166667,323.1459166667,0.049990416667,52200,54000,1.2290000000,1.2260000000,-1.6666666666667e-06,分段线性插值
52380,14.550000,1.2287000000,49.9959166667,323.1459166667,0.049990416667,52200,54000,1.2290000000,1.2260000000,-1.6666666666667e-06,分段线性插值
52440,14.566667,1.2286000000,49.9959166667,323.1459166667,0.049990416667,52200,54000,1.2290000000,1.2260000000,-1.6666666666667e-06,分段线性插值
52500,14.583333,1.2285000000,49.9959166667,323.1459166667,0.049990416667,52200,54000,1.2290000000,1.2260000000,-1.6666666666667e-06,分段线性插值
52560,14.600000,1.2284000000,49.9959166667,323.1459166667,0.049990416667,52200,54000,1.2290000000,1.2260000000,-1.6666666666667e-06,分段线性插值
52620,14.616667,1.2283000000,49.9959166667,323.1459166667,0.049990416667,52200,54000,1.2290000000,1.2260000000,-1.6666666666667e-06,分段线性插值
52680,14.633333,1.2282000000,49.9959166667,323.1459166667,0.049990416667,52200,54000,1.2290000000,1.2260000000,-1.6666666666667e-06,分段线性插值
52740,14.650000,1.2281000000,49.9959166667,323.1459166667,0.049990416667,52200,54000,1.2290000000,1.2260000000,-1.6666666666667e-06,分段线性插值
52800,14.666667,1.2280000000,49.9959166667,323.1459166667,0.049990416667,52200,54000,1.2290000000,1.2260000000,-1.6666666666667e-06,分段线性插值
52860,14.683333,1.2279000000,49.9959166667,323.1459166667,0.049990416667,52200,54000,1.2290000000,1.2260000000,-1.6666666666667e-06,分段线性插值
52920,14.700000,1.2278000000,49.9959166667,323.1459166667,0.049990416667,52200,54000,1.2290000000,1.2260000000,-1.6666666666667e-06,分段线性插值
52980,14.716667,1.2277000000,49.9959166667,323.1459166667,0.049990416667,52200,54000,1.2290000000,1.2260000000,-1.6666666666667e-06,分段线性插值
53040,14.733333,1.2276000000,49.9959166667,323.1459166667,0.049990416667,52200,54000,1.2290000000,1.2260000000,-1.6666666666667e-06,分段线性插值
53100,14.750000,1.2275000000,49.9959166667,323.1459166667,0.049990416667,52200,54000,1.2290000000,1.2260000000,-1.6666666666667e-06,分段线性插值
53160,14.766667,1.2274000000,49.9959166667,323.1459166667,0.049990416667,52200,54000,1.2290000000,1.2260000000,-1.6666666666667e-06,分段线性插值
53220,14.783333,1.2273000000,49.9959166667,323.1459166667,0.049990416667,52200,54000,1.2290000000,1.2260000000,-1.6666666666667e-06,分段线性插值
53280,14.800000,1.2272000000,49.9959166667,323.1459166667,0.049990416667,52200,54000,1.2290000000,1.2260000000,-1.6666666666667e-06,分段线性插值
53340,14.816667,1.2271000000,49.9959166667,323.1459166667,0.049990416667,52200,54000,1.2290000000,1.2260000000,-1.6666666666667e-06,分段线性插值
53400,14.833333,1.2270000000,49.9959166667,323.1459166667,0.049990416667,52200,54000,1.2290000000,1.2260000000,-1.6666666666667e-06,分段线性插值
53460,14.850000,1.2269000000,49.9959166667,323.1459166667,0.049990416667,52200,54000,1.2290000000,1.2260000000,-1.6666666666667e-06,分段线性插值
53520,14.866667,1.2268000000,49.9959166667,323.1459166667,0.049990416667,52200,54000,1.2290000000,1.2260000000,-1.6666666666667e-06,分段线性插值
53580,14.883333,1.2267000000,49.9959166667,323.1459166667,0.049990416667,52200,54000,1.2290000000,1.2260000000,-1.6666666666667e-06,分段线性插值
53640,14.900000,1.2266000000,49.9959166667,323.1459166667,0.049990416667,52200,54000,1.2290000000,1.2260000000,-1.6666666666667e-06,分段线性插值
53700,14.916667,1.2265000000,49.9959166667,323.1459166667,0.049990416667,52200,54000,1.2290000000,1.2260000000,-1.6666666666667e-06,分段线性插值
53760,14.933333,1.2264000000,49.9959166667,323.1459166667,0.049990416667,52200,54000,1.2290000000,1.2260000000,-1.6666666666667e-06,分段线性插值
53820,14.950000,1.2263000000,49.9959166667,323.1459166667,0.049990416667,52200,54000,1.2290000000,1.2260000000,-1.6666666666667e-06,分段线性插值
53880,14.966667,1.2262000000,49.9959166667,323.1459166667,0.049990416667,52200,54000,1.2290000000,1.2260000000,-1.6666666666667e-06,分段线性插值
53940,14.983333,1.2261000000,49.9959166667,323.1459166667,0.049990416667,52200,54000,1.2290000000,1.2260000000,-1.6666666666667e-06,分段线性插值
54000,15.000000,1.2260000000,49.9959166667,323.1459166667,0.049990416667,54000,55800,1.2260000000,1.2230000000,-1.6666666666666e-06,附件2节点
54060,15.016667,1.2259000000,49.9959166667,323.1459166667,0.049990416667,54000,55800,1.2260000000,1.2230000000,-1.6666666666666e-06,分段线性插值
54120,15.033333,1.2258000000,49.9959166667,323.1459166667,0.049990416667,54000,55800,1.2260000000,1.2230000000,-1.6666666666666e-06,分段线性插值
54180,15.050000,1.2257000000,49.9959166667,323.1459166667,0.049990416667,54000,55800,1.2260000000,1.2230000000,-1.6666666666666e-06,分段线性插值
54240,15.066667,1.2256000000,49.9959166667,323.1459166667,0.049990416667,54000,55800,1.2260000000,1.2230000000,-1.6666666666666e-06,分段线性插值
54300,15.083333,1.2255000000,49.9959166667,323.1459166667,0.049990416667,54000,55800,1.2260000000,1.2230000000,-1.6666666666666e-06,分段线性插值
54360,15.100000,1.2254000000,49.9959166667,323.1459166667,0.049990416667,54000,55800,1.2260000000,1.2230000000,-1.6666666666666e-06,分段线性插值
54420,15.116667,1.2253000000,49.9959166667,323.1459166667,0.049990416667,54000,55800,1.2260000000,1.2230000000,-1.6666666666666e-06,分段线性插值
54480,15.133333,1.2252000000,49.9959166667,323.1459166667,0.049990416667,54000,55800,1.2260000000,1.2230000000,-1.6666666666666e-06,分段线性插值
54540,15.150000,1.2251000000,49.9959166667,323.1459166667,0.049990416667,54000,55800,1.2260000000,1.2230000000,-1.6666666666666e-06,分段线性插值
54600,15.166667,1.2250000000,49.9959166667,323.1459166667,0.049990416667,54000,55800,1.2260000000,1.2230000000,-1.6666666666666e-06,分段线性插值
54660,15.183333,1.2249000000,49.9959166667,323.1459166667,0.049990416667,54000,55800,1.2260000000,1.2230000000,-1.6666666666666e-06,分段线性插值
54720,15.200000,1.2248000000,49.9959166667,323.1459166667,0.049990416667,54000,55800,1.2260000000,1.2230000000,-1.6666666666666e-06,分段线性插值
54780,15.216667,1.2247000000,49.9959166667,323.1459166667,0.049990416667,54000,55800,1.2260000000,1.2230000000,-1.6666666666666e-06,分段线性插值
54840,15.233333,1.2246000000,49.9959166667,323.1459166667,0.049990416667,54000,55800,1.2260000000,1.2230000000,-1.6666666666666e-06,分段线性插值
54900,15.250000,1.2245000000,49.9959166667,323.1459166667,0.049990416667,54000,55800,1.2260000000,1.2230000000,-1.6666666666666e-06,分段线性插值
54960,15.266667,1.2244000000,49.9959166667,323.1459166667,0.049990416667,54000,55800,1.2260000000,1.2230000000,-1.6666666666666e-06,分段线性插值
55020,15.283333,1.2243000000,49.9959166667,323.1459166667,0.049990416667,54000,55800,1.2260000000,1.2230000000,-1.6666666666666e-06,分段线性插值
55080,15.300000,1.2242000000,49.9959166667,323.1459166667,0.049990416667,54000,55800,1.2260000000,1.2230000000,-1.6666666666666e-06,分段线性插值
55140,15.316667,1.2241000000,49.9959166667,323.1459166667,0.049990416667,54000,55800,1.2260000000,1.2230000000,-1.6666666666666e-06,分段线性插值
55200,15.333333,1.2240000000,49.9959166667,323.1459166667,0.049990416667,54000,55800,1.2260000000,1.2230000000,-1.6666666666666e-06,分段线性插值
55260,15.350000,1.2239000000,49.9959166667,323.1459166667,0.049990416667,54000,55800,1.2260000000,1.2230000000,-1.6666666666666e-06,分段线性插值
55320,15.366667,1.2238000000,49.9959166667,323.1459166667,0.049990416667,54000,55800,1.2260000000,1.2230000000,-1.6666666666666e-06,分段线性插值
55380,15.383333,1.2237000000,49.9959166667,323.1459166667,0.049990416667,54000,55800,1.2260000000,1.2230000000,-1.6666666666666e-06,分段线性插值
55440,15.400000,1.2236000000,49.9959166667,323.1459166667,0.049990416667,54000,55800,1.2260000000,1.2230000000,-1.6666666666666e-06,分段线性插值
55500,15.416667,1.2235000000,49.9959166667,323.1459166667,0.049990416667,54000,55800,1.2260000000,1.2230000000,-1.6666666666666e-06,分段线性插值
55560,15.433333,1.2234000000,49.9959166667,323.1459166667,0.049990416667,54000,55800,1.2260000000,1.2230000000,-1.6666666666666e-06,分段线性插值
55620,15.450000,1.2233000000,49.9959166667,323.1459166667,0.049990416667,54000,55800,1.2260000000,1.2230000000,-1.6666666666666e-06,分段线性插值
55680,15.466667,1.2232000000,49.9959166667,323.1459166667,0.049990416667,54000,55800,1.2260000000,1.2230000000,-1.6666666666666e-06,分段线性插值
55740,15.483333,1.2231000000,49.9959166667,323.1459166667,0.049990416667,54000,55800,1.2260000000,1.2230000000,-1.6666666666666e-06,分段线性插值
55800,15.500000,1.2230000000,49.9959166667,323.1459166667,0.049990416667,55800,57600,1.2230000000,1.2210000000,-1.1111111111111e-06,附件2节点
55860,15.516667,1.2229333333,49.9959166667,323.1459166667,0.049990416667,55800,57600,1.2230000000,1.2210000000,-1.1111111111111e-06,分段线性插值
55920,15.533333,1.2228666667,49.9959166667,323.1459166667,0.049990416667,55800,57600,1.2230000000,1.2210000000,-1.1111111111111e-06,分段线性插值
55980,15.550000,1.2228000000,49.9959166667,323.1459166667,0.049990416667,55800,57600,1.2230000000,1.2210000000,-1.1111111111111e-06,分段线性插值
56040,15.566667,1.2227333333,49.9959166667,323.1459166667,0.049990416667,55800,57600,1.2230000000,1.2210000000,-1.1111111111111e-06,分段线性插值
56100,15.583333,1.2226666667,49.9959166667,323.1459166667,0.049990416667,55800,57600,1.2230000000,1.2210000000,-1.1111111111111e-06,分段线性插值
56160,15.600000,1.2226000000,49.9959166667,323.1459166667,0.049990416667,55800,57600,1.2230000000,1.2210000000,-1.1111111111111e-06,分段线性插值
56220,15.616667,1.2225333333,49.9959166667,323.1459166667,0.049990416667,55800,57600,1.2230000000,1.2210000000,-1.1111111111111e-06,分段线性插值
56280,15.633333,1.2224666667,49.9959166667,323.1459166667,0.049990416667,55800,57600,1.2230000000,1.2210000000,-1.1111111111111e-06,分段线性插值
56340,15.650000,1.2224000000,49.9959166667,323.1459166667,0.049990416667,55800,57600,1.2230000000,1.2210000000,-1.1111111111111e-06,分段线性插值
56400,15.666667,1.2223333333,49.9959166667,323.1459166667,0.049990416667,55800,57600,1.2230000000,1.2210000000,-1.1111111111111e-06,分段线性插值
56460,15.683333,1.2222666667,49.9959166667,323.1459166667,0.049990416667,55800,57600,1.2230000000,1.2210000000,-1.1111111111111e-06,分段线性插值
56520,15.700000,1.2222000000,49.9959166667,323.1459166667,0.049990416667,55800,57600,1.2230000000,1.2210000000,-1.1111111111111e-06,分段线性插值
56580,15.716667,1.2221333333,49.9959166667,323.1459166667,0.049990416667,55800,57600,1.2230000000,1.2210000000,-1.1111111111111e-06,分段线性插值
56640,15.733333,1.2220666667,49.9959166667,323.1459166667,0.049990416667,55800,57600,1.2230000000,1.2210000000,-1.1111111111111e-06,分段线性插值
56700,15.750000,1.2220000000,49.9959166667,323.1459166667,0.049990416667,55800,57600,1.2230000000,1.2210000000,-1.1111111111111e-06,分段线性插值
56760,15.766667,1.2219333333,49.9959166667,323.1459166667,0.049990416667,55800,57600,1.2230000000,1.2210000000,-1.1111111111111e-06,分段线性插值
56820,15.783333,1.2218666667,49.9959166667,323.1459166667,0.049990416667,55800,57600,1.2230000000,1.2210000000,-1.1111111111111e-06,分段线性插值
56880,15.800000,1.2218000000,49.9959166667,323.1459166667,0.049990416667,55800,57600,1.2230000000,1.2210000000,-1.1111111111111e-06,分段线性插值
56940,15.816667,1.2217333333,49.9959166667,323.1459166667,0.049990416667,55800,57600,1.2230000000,1.2210000000,-1.1111111111111e-06,分段线性插值
57000,15.833333,1.2216666667,49.9959166667,323.1459166667,0.049990416667,55800,57600,1.2230000000,1.2210000000,-1.1111111111111e-06,分段线性插值
57060,15.850000,1.2216000000,49.9959166667,323.1459166667,0.049990416667,55800,57600,1.2230000000,1.2210000000,-1.1111111111111e-06,分段线性插值
57120,15.866667,1.2215333333,49.9959166667,323.1459166667,0.049990416667,55800,57600,1.2230000000,1.2210000000,-1.1111111111111e-06,分段线性插值
57180,15.883333,1.2214666667,49.9959166667,323.1459166667,0.049990416667,55800,57600,1.2230000000,1.2210000000,-1.1111111111111e-06,分段线性插值
57240,15.900000,1.2214000000,49.9959166667,323.1459166667,0.049990416667,55800,57600,1.2230000000,1.2210000000,-1.1111111111111e-06,分段线性插值
57300,15.916667,1.2213333333,49.9959166667,323.1459166667,0.049990416667,55800,57600,1.2230000000,1.2210000000,-1.1111111111111e-06,分段线性插值
57360,15.933333,1.2212666667,49.9959166667,323.1459166667,0.049990416667,55800,57600,1.2230000000,1.2210000000,-1.1111111111111e-06,分段线性插值
57420,15.950000,1.2212000000,49.9959166667,323.1459166667,0.049990416667,55800,57600,1.2230000000,1.2210000000,-1.1111111111111e-06,分段线性插值
