time_s,is_observation,observed_temperature_C,temperature_linear_C,temperature_pchip_C,temperature_pchip_minus_linear_C,temperature_absolute_difference_C,observed_moisture_kg_kg,moisture_linear_kg_kg,moisture_pchip_kg_kg,moisture_pchip_minus_linear_kg_kg,moisture_absolute_difference_kg_kg
422,0,,31.8300333333,31.8324829485,0.0024496152,0.0024496152,,0.022795666667,0.022795322918,-0.000000343749,0.000000343749
423,0,,31.8350500000,31.8385153772,0.0034653772,0.0034653772,,0.022803500000,0.022802982564,-0.000000517436,0.000000517436
424,0,,31.8400666667,31.8444152581,0.0043485914,0.0043485914,,0.022811333333,0.022810641502,-0.000000691832,0.000000691832
425,0,,31.8450833333,31.8501877034,0.0051043700,0.0051043700,,0.022819166667,0.022818300107,-0.000000866560,0.000000866560
426,0,,31.8501000000,31.8558378251,0.0057378251,0.0057378251,,0.022827000000,0.022825958755,-0.000001041245,0.000001041245
427,0,,31.8551166667,31.8613707353,0.0062540686,0.0062540686,,0.022834833333,0.022833617822,-0.000001215512,0.000001215512
428,0,,31.8601333333,31.8667915460,0.0066582126,0.0066582126,,0.022842666667,0.022841277682,-0.000001388984,0.000001388984
429,0,,31.8651500000,31.8721053692,0.0069553692,0.0069553692,,0.022850500000,0.022848938713,-0.000001561287,0.000001561287
430,0,,31.8701666667,31.8773173172,0.0071506505,0.0071506505,,0.022858333333,0.022856601289,-0.000001732045,0.000001732045
431,0,,31.8751833333,31.8824325017,0.0072491684,0.0072491684,,0.022866166667,0.022864265785,-0.000001900882,0.000001900882
432,0,,31.8802000000,31.8874560351,0.0072560351,0.0072560351,,0.022874000000,0.022871932578,-0.000002067422,0.000002067422
433,0,,31.8852166667,31.8923930292,0.0071763625,0.0071763625,,0.022881833333,0.022879602043,-0.000002231291,0.000002231291
434,0,,31.8902333333,31.8972485962,0.0070152628,0.0070152628,,0.022889666667,0.022887274555,-0.000002392112,0.000002392112
435,0,,31.8952500000,31.9020278480,0.0067778480,0.0067778480,,0.022897500000,0.022894950490,-0.000002549510,0.000002549510
436,0,,31.9002666667,31.9067358969,0.0064692302,0.0064692302,,0.022905333333,0.022902630224,-0.000002703110,0.000002703110
437,0,,31.9052833333,31.9113778547,0.0060945213,0.0060945213,,0.022913166667,0.022910314131,-0.000002852535,0.000002852535
438,0,,31.9103000000,31.9159588336,0.0056588336,0.0056588336,,0.022921000000,0.022918002589,-0.000002997411,0.000002997411
439,0,,31.9153166667,31.9204839456,0.0051672789,0.0051672789,,0.022928833333,0.022925695972,-0.000003137362,0.000003137362
440,0,,31.9203333333,31.9249583027,0.0046249694,0.0046249694,,0.022936666667,0.022933394655,-0.000003272012,0.000003272012
441,0,,31.9253500000,31.9293870171,0.0040370171,0.0040370171,,0.022944500000,0.022941099015,-0.000003400985,0.000003400985
442,0,,31.9303666667,31.9337752007,0.0034085341,0.0034085341,,0.022952333333,0.022948809427,-0.000003523907,0.000003523907
443,0,,31.9353833333,31.9381279657,0.0027446324,0.0027446324,,0.022960166667,0.022956526266,-0.000003640401,0.000003640401
444,0,,31.9404000000,31.9424504241,0.0020504241,0.0020504241,,0.022968000000,0.022964249908,-0.000003750092,0.000003750092
445,0,,31.9454166667,31.9467476879,0.0013310212,0.0013310212,,0.022975833333,0.022971980728,-0.000003852605,0.000003852605
446,0,,31.9504333333,31.9510248692,0.0005915358,0.0005915358,,0.022983666667,0.022979719103,-0.000003947563,0.000003947563
447,0,,31.9554500000,31.9552870800,-0.0001629200,0.0001629200,,0.022991500000,0.022987465408,-0.000004034592,0.000004034592
448,0,,31.9604666667,31.9595394324,-0.0009272343,0.0009272343,,0.022999333333,0.022995220017,-0.000004113316,0.000004113316
449,0,,31.9654833333,31.9637870385,-0.0016962949,0.0016962949,,0.023007166667,0.023002983308,-0.000004183359,0.000004183359
450,0,,31.9705000000,31.9680350102,-0.0024649898,0.0024649898,,0.023015000000,0.023010755654,-0.000004244346,0.000004244346
451,0,,31.9755166667,31.9722884597,-0.0032282069,0.0032282069,,0.023022833333,0.023018537433,-0.000004295900,0.000004295900
452,0,,31.9805333333,31.9765524991,-0.0039808343,0.0039808343,,0.023030666667,0.023026329019,-0.000004337648,0.000004337648
453,0,,31.9855500000,31.9808322403,-0.0047177597,0.0047177597,,0.023038500000,0.023034130788,-0.000004369212,0.000004369212
454,0,,31.9905666667,31.9851327954,-0.0054338713,0.0054338713,,0.023046333333,0.023041943116,-0.000004390218,0.000004390218
455,0,,31.9955833333,31.9894592764,-0.0061240569,0.0061240569,,0.023054166667,0.023049766377,-0.000004400289,0.000004400289
456,0,,32.0006000000,31.9938167955,-0.0067832045,0.0067832045,,0.023062000000,0.023057600949,-0.000004399051,0.000004399051
457,0,,32.0056166667,31.9982104647,-0.0074062020,0.0074062020,,0.023069833333,0.023065447205,-0.000004386128,0.000004386128
458,0,,32.0106333333,32.0026453960,-0.0079879373,0.0079879373,,0.023077666667,0.023073305522,-0.000004361144,0.000004361144
459,0,,32.0156500000,32.0071267015,-0.0085232985,0.0085232985,,0.023085500000,0.023081176276,-0.000004323724,0.000004323724
460,0,,32.0206666667,32.0116594932,-0.0090071734,0.0090071734,,0.023093333333,0.023089059842,-0.000004273492,0.000004273492
461,0,,32.0256833333,32.0162488833,-0.0094344501,0.0094344501,,0.023101166667,0.023096956594,-0.000004210072,0.000004210072
462,0,,32.0307000000,32.0208999836,-0.0098000164,0.0098000164,,0.023109000000,0.023104866910,-0.000004133090,0.000004133090
463,0,,32.0357166667,32.0256179064,-0.0100987603,0.0100987603,,0.023116833333,0.023112791165,-0.000004042168,0.000004042168
464,0,,32.0407333333,32.0304077636,-0.0103255698,0.0103255698,,0.023124666667,0.023120729733,-0.000003936933,0.000003936933
465,0,,32.0457500000,32.0352746673,-0.0104753327,0.0104753327,,0.023132500000,0.023128682992,-0.000003817008,0.000003817008
466,0,,32.0507666667,32.0402237296,-0.0105429371,0.0105429371,,0.023140333333,0.023136651315,-0.000003682018,0.000003682018
467,0,,32.0557833333,32.0452600625,-0.0105232709,0.0105232709,,0.023148166667,0.023144635079,-0.000003531588,0.000003531588
468,0,,32.0608000000,32.0503887780,-0.0104112220,0.0104112220,,0.023156000000,0.023152634660,-0.000003365340,0.000003365340
469,0,,32.0658166667,32.0556149883,-0.0102016784,0.0102016784,,0.023163833333,0.023160650432,-0.000003182901,0.000003182901
470,0,,32.0708333333,32.0609438053,-0.0098895280,0.0098895280,,0.023171666667,0.023168682772,-0.000002983895,0.000002983895
471,0,,32.0758500000,32.0663803412,-0.0094696588,0.0094696588,,0.023179500000,0.023176732055,-0.000002767945,0.000002767945
472,0,,32.0808666667,32.0719297079,-0.0089369587,0.0089369587,,0.023187333333,0.023184798656,-0.000002534678,0.000002534678
473,0,,32.0858833333,32.0775970176,-0.0082863157,0.0082863157,,0.023195166667,0.023192882951,-0.000002283715,0.000002283715
474,0,,32.0909000000,32.0833873823,-0.0075126177,0.0075126177,,0.023203000000,0.023200985316,-0.000002014684,0.000002014684
475,0,,32.0959166667,32.0893059140,-0.0066107527,0.0066107527,,0.023210833333,0.023209106126,-0.000001727207,0.000001727207
476,0,,32.1009333333,32.0953577248,-0.0055756085,0.0055756085,,0.023218666667,0.023217245757,-0.000001420909,0.000001420909
477,0,,32.1059500000,32.1015479267,-0.0044020733,0.0044020733,,0.023226500000,0.023225404585,-0.000001095415,0.000001095415
478,0,,32.1109666667,32.1078816319,-0.0030850348,0.0030850348,,0.023234333333,0.023233582984,-0.000000750349,0.000000750349
479,0,,32.1159833333,32.1143639523,-0.0016193810,0.0016193810,,0.023242166667,0.023241781330,-0.000000385336,0.000000385336
480,1,32.121000,32.1210000000,32.1210000000,0.0000000000,0.0000000000,0.02325000,0.023250000000,0.023250000000,0.000000000000,0.000000000000
481,0,,32.1311500000,32.1278492559,-0.0033007441,0.0033007441,,0.023258666667,0.023258244804,-0.000000421863,0.000000421863
482,0,,32.1413000000,32.1349625463,-0.0063374537,0.0063374537,,0.023267333333,0.023266520724,-0.000000812610,0.000000812610
483,0,,32.1514500000,32.1423320018,-0.0091179982,0.0091179982,,0.023276000000,0.023274826889,-0.000001173111,0.000001173111
484,0,,32.1616000000,32.1499497527,-0.0116502473,0.0116502473,,0.023284666667,0.023283162431,-0.000001504236,0.000001504236
485,0,,32.1717500000,32.1578079295,-0.0139420705,0.0139420705,,0.023293333333,0.023291526479,-0.000001806854,0.000001806854
486,0,,32.1819000000,32.1658986626,-0.0160013374,0.0160013374,,0.023302000000,0.023299918164,-0.000002081836,0.000002081836
487,0,,32.1920500000,32.1742140825,-0.0178359175,0.0178359175,,0.023310666667,0.023308336616,-0.000002330051,0.000002330051
488,0,,32.2022000000,32.1827463195,-0.0194536805,0.0194536805,,0.023319333333,0.023316780965,-0.000002552368,0.000002552368
489,0,,32.2123500000,32.1914875042,-0.0208624958,0.0208624958,,0.023328000000,0.023325250341,-0.000002749659,0.000002749659
490,0,,32.2225000000,32.2004297669,-0.0220702331,0.0220702331,,0.023336666667,0.023333743875,-0.000002922791,0.000002922791
491,0,,32.2326500000,32.2095652381,-0.0230847619,0.0230847619,,0.023345333333,0.023342260697,-0.000003072636,0.000003072636
492,0,,32.2428000000,32.2188860482,-0.0239139518,0.0239139518,,0.023354000000,0.023350799937,-0.000003200063,0.000003200063
493,0,,32.2529500000,32.2283843277,-0.0245656723,0.0245656723,,0.023362666667,0.023359360726,-0.000003305941,0.000003305941
494,0,,32.2631000000,32.2380522069,-0.0250477931,0.0250477931,,0.023371333333,0.023367942193,-0.000003391141,0.000003391141
495,0,,32.2732500000,32.2478818164,-0.0253681836,0.0253681836,,0.023380000000,0.023376543469,-0.000003456531,0.000003456531
496,0,,32.2834000000,32.2578652865,-0.0255347135,0.0255347135,,0.023388666667,0.023385163684,-0.000003502983,0.000003502983
497,0,,32.2935500000,32.2679947477,-0.0255552523,0.0255552523,,0.023397333333,0.023393801968,-0.000003531365,0.000003531365
498,0,,32.3037000000,32.2782623304,-0.0254376696,0.0254376696,,0.023406000000,0.023402457452,-0.000003542548,0.000003542548
499,0,,32.3138500000,32.2886601651,-0.0251898349,0.0251898349,,0.023414666667,0.023411129266,-0.000003537401,0.000003537401
500,0,,32.3240000000,32.2991803822,-0.0248196178,0.0248196178,,0.023423333333,0.023419816540,-0.000003516793,0.000003516793
501,0,,32.3341500000,32.3098151121,-0.0243348879,0.0243348879,,0.023432000000,0.023428518404,-0.000003481596,0.000003481596
502,0,,32.3443000000,32.3205564852,-0.0237435148,0.0237435148,,0.023440666667,0.023437233989,-0.000003432677,0.000003432677
503,0,,32.3544500000,32.3313966321,-0.0230533679,0.0230533679,,0.023449333333,0.023445962425,-0.000003370908,0.000003370908
504,0,,32.3646000000,32.3423276830,-0.0222723170,0.0222723170,,0.023458000000,0.023454702842,-0.000003297158,0.000003297158
505,0,,32.3747500000,32.3533417685,-0.0214082315,0.0214082315,,0.023466666667,0.023463454370,-0.000003212296,0.000003212296
506,0,,32.3849000000,32.3644310190,-0.0204689810,0.0204689810,,0.023475333333,0.023472216140,-0.000003117193,0.000003117193
507,0,,32.3950500000,32.3755875650,-0.0194624350,0.0194624350,,0.023484000000,0.023480987282,-0.000003012718,0.000003012718
508,0,,32.4052000000,32.3868035367,-0.0183964633,0.0183964633,,0.023492666667,0.023489766925,-0.000002899741,0.000002899741
509,0,,32.4153500000,32.3980710648,-0.0172789352,0.0172789352,,0.023501333333,0.023498554201,-0.000002779132,0.000002779132
510,0,,32.4255000000,32.4093822796,-0.0161177204,0.0161177204,,0.023510000000,0.023507348240,-0.000002651760,0.000002651760
511,0,,32.4356500000,32.4207293115,-0.0149206885,0.0149206885,,0.023518666667,0.023516148171,-0.000002518496,0.000002518496
512,0,,32.4458000000,32.4321042911,-0.0136957089,0.0136957089,,0.023527333333,0.023524953125,-0.000002380208,0.000002380208
513,0,,32.4559500000,32.4434993486,-0.0124506514,0.0124506514,,0.023536000000,0.023533762233,-0.000002237767,0.000002237767
514,0,,32.4661000000,32.4549066146,-0.0111933854,0.0111933854,,0.023544666667,0.023542574624,-0.000002092042,0.000002092042
515,0,,32.4762500000,32.4663182195,-0.0099317805,0.0099317805,,0.023553333333,0.023551389429,-0.000001943904,0.000001943904
516,0,,32.4864000000,32.4777262938,-0.0086737062,0.0086737062,,0.023562000000,0.023560205778,-0.000001794222,0.000001794222
517,0,,32.4965500000,32.4891229678,-0.0074270322,0.0074270322,,0.023570666667,0.023569022801,-0.000001643865,0.000001643865
518,0,,32.5067000000,32.5005003719,-0.0061996281,0.0061996281,,0.023579333333,0.023577839629,-0.000001493704,0.000001493704
519,0,,32.5168500000,32.5118506367,-0.0049993633,0.0049993633,,0.023588000000,0.023586655392,-0.000001344608,0.000001344608
520,0,,32.5270000000,32.5231658926,-0.0038341074,0.0038341074,,0.023596666667,0.023595469219,-0.000001197447,0.000001197447
521,0,,32.5371500000,32.5344382700,-0.0027117300,0.0027117300,,0.023605333333,0.023604280242,-0.000001053091,0.000001053091
522,0,,32.5473000000,32.5456598993,-0.0016401007,0.0016401007,,0.023614000000,0.023613087590,-0.000000912410,0.000000912410
523,0,,32.5574500000,32.5568229109,-0.0006270891,0.0006270891,,0.023622666667,0.023621890395,-0.000000776272,0.000000776272
524,0,,32.5676000000,32.5679194353,0.0003194353,0.0003194353,,0.023631333333,0.023630687785,-0.000000645549,0.000000645549
525,0,,32.5777500000,32.5789416030,0.0011916030,0.0011916030,,0.023640000000,0.023639478891,-0.000000521109,0.000000521109
526,0,,32.5879000000,32.5898815443,0.0019815443,0.0019815443,,0.023648666667,0.023648262844,-0.000000403823,0.000000403823
527,0,,32.5980500000,32.6007313897,0.0026813897,0.0026813897,,0.023657333333,0.023657038773,-0.000000294560,0.000000294560
528,0,,32.6082000000,32.6114832697,0.0032832697,0.0032832697,,0.023666000000,0.023665805810,-0.000000194190,0.000000194190
529,0,,32.6183500000,32.6221293146,0.0037793146,0.0037793146,,0.023674666667,0.023674563083,-0.000000103583,0.000000103583
530,0,,32.6285000000,32.6326616549,0.0041616549,0.0041616549,,0.023683333333,0.023683309724,-0.000000023609,0.000000023609
531,0,,32.6386500000,32.6430724210,0.0044224210,0.0044224210,,0.023692000000,0.023692044863,0.000000044863,0.000000044863
532,0,,32.6488000000,32.6533537434,0.0045537434,0.0045537434,,0.023700666667,0.023700767630,0.000000100963,0.000000100963
533,0,,32.6589500000,32.6634977525,0.0045477525,0.0045477525,,0.023709333333,0.023709477155,0.000000143822,0.000000143822
534,0,,32.6691000000,32.6734965787,0.0043965787,0.0043965787,,0.023718000000,0.023718172568,0.000000172568,0.000000172568
535,0,,32.6792500000,32.6833423525,0.0040923525,0.0040923525,,0.023726666667,0.023726853001,0.000000186334,0.000000186334
536,0,,32.6894000000,32.6930272043,0.0036272043,0.0036272043,,0.023735333333,0.023735517582,0.000000184248,0.000000184248
537,0,,32.6995500000,32.7025432645,0.0029932645,0.0029932645,,0.023744000000,0.023744165442,0.000000165442,0.000000165442
538,0,,32.7097000000,32.7118826635,0.0021826635,0.0021826635,,0.023752666667,0.023752795711,0.000000129045,0.000000129045
539,0,,32.7198500000,32.7210375319,0.0011875319,0.0011875319,,0.023761333333,0.023761407521,0.000000074187,0.000000074187
540,1,32.730000,32.7300000000,32.7300000000,0.0000000000,0.0000000000,0.02377000,0.023770000000,0.023770000000,0.000000000000,0.000000000000
541,0,,32.7378666667,32.7388076867,0.0009410200,0.0009410200,,0.023778500000,0.023778601959,0.000000101959,0.000000101959
542,0,,32.7457333333,32.7475061243,0.0017727910,0.0017727910,,0.023787000000,0.023787241375,0.000000241375,0.000000241375
543,0,,32.7536000000,32.7560993139,0.0024993139,0.0024993139,,0.023795500000,0.023795916133,0.000000416133,0.000000416133
544,0,,32.7614666667,32.7645912562,0.0031245895,0.0031245895,,0.023804000000,0.023804624117,0.000000624117,0.000000624117
545,0,,32.7693333333,32.7729859520,0.0036526187,0.0036526187,,0.023812500000,0.023813363210,0.000000863210,0.000000863210
546,0,,32.7772000000,32.7812874024,0.0040874024,0.0040874024,,0.023821000000,0.023822131295,0.000001131295,0.000001131295
547,0,,32.7850666667,32.7894996080,0.0044329414,0.0044329414,,0.023829500000,0.023830926258,0.000001426258,0.000001426258
548,0,,32.7929333333,32.7976265699,0.0046932366,0.0046932366,,0.023838000000,0.023839745980,0.000001745980,0.000001745980
549,0,,32.8008000000,32.8056722888,0.0048722888,0.0048722888,,0.023846500000,0.023848588347,0.000002088347,0.000002088347
550,0,,32.8086666667,32.8136407656,0.0049740989,0.0049740989,,0.023855000000,0.023857451242,0.000002451242,0.000002451242
551,0,,32.8165333333,32.8215360012,0.0050026678,0.0050026678,,0.023863500000,0.023866332548,0.000002832548,0.000002832548
552,0,,32.8244000000,32.8293619964,0.0049619964,0.0049619964,,0.023872000000,0.023875230150,0.000003230150,0.000003230150
553,0,,32.8322666667,32.8371227521,0.0048560854,0.0048560854,,0.023880500000,0.023884141931,0.000003641931,0.000003641931
554,0,,32.8401333333,32.8448222692,0.0046889358,0.0046889358,,0.023889000000,0.023893065775,0.000004065775,0.000004065775
555,0,,32.8480000000,32.8524645485,0.0044645485,0.0044645485,,0.023897500000,0.023901999566,0.000004499566,0.000004499566
556,0,,32.8558666667,32.8600535908,0.0041869242,0.0041869242,,0.023906000000,0.023910941187,0.000004941187,0.000004941187
557,0,,32.8637333333,32.8675933972,0.0038600638,0.0038600638,,0.023914500000,0.023919888522,0.000005388522,0.000005388522
558,0,,32.8716000000,32.8750879683,0.0034879683,0.0034879683,,0.023923000000,0.023928839455,0.000005839455,0.000005839455
559,0,,32.8794666667,32.8825413051,0.0030746385,0.0030746385,,0.023931500000,0.023937791870,0.000006291870,0.000006291870
560,0,,32.8873333333,32.8899574085,0.0026240751,0.0026240751,,0.023940000000,0.023946743650,0.000006743650,0.000006743650
561,0,,32.8952000000,32.8973402792,0.0021402792,0.0021402792,,0.023948500000,0.023955692680,0.000007192680,0.000007192680
562,0,,32.9030666667,32.9046939182,0.0016272515,0.0016272515,,0.023957000000,0.023964636842,0.000007636842,0.000007636842
563,0,,32.9109333333,32.9120223263,0.0010889930,0.0010889930,,0.023965500000,0.023973574021,0.000008074021,0.000008074021
564,0,,32.9188000000,32.9193295044,0.0005295044,0.0005295044,,0.023974000000,0.023982502101,0.000008502101,0.000008502101
565,0,,32.9266666667,32.9266194534,-0.0000472133,0.0000472133,,0.023982500000,0.023991418964,0.000008918964,0.000008918964
566,0,,32.9345333333,32.9338961740,-0.0006371593,0.0006371593,,0.023991000000,0.024000322496,0.000009322496,0.000009322496
567,0,,32.9424000000,32.9411636673,-0.0012363327,0.0012363327,,0.023999500000,0.024009210579,0.000009710579,0.000009710579
568,0,,32.9502666667,32.9484259339,-0.0018407328,0.0018407328,,0.024008000000,0.024018081098,0.000010081098,0.000010081098
569,0,,32.9581333333,32.9556869749,-0.0024463585,0.0024463585,,0.024016500000,0.024026931936,0.000010431936,0.000010431936
570,0,,32.9660000000,32.9629507910,-0.0030492090,0.0030492090,,0.024025000000,0.024035760977,0.000010760977,0.000010760977
571,0,,32.9738666667,32.9702213831,-0.0036452836,0.0036452836,,0.024033500000,0.024044566105,0.000011066105,0.000011066105
572,0,,32.9817333333,32.9775027521,-0.0042305812,0.0042305812,,0.024042000000,0.024053345203,0.000011345203,0.000011345203
573,0,,32.9896000000,32.9847988989,-0.0048011011,0.0048011011,,0.024050500000,0.024062096156,0.000011596156,0.000011596156
574,0,,32.9974666667,32.9921138243,-0.0053528424,0.0053528424,,0.024059000000,0.024070816846,0.000011816846,0.000011816846
575,0,,33.0053333333,32.9994515291,-0.0058818042,0.0058818042,,0.024067500000,0.024079505159,0.000012005159,0.000012005159
576,0,,33.0132000000,33.0068160143,-0.0063839857,0.0063839857,,0.024076000000,0.024088158976,0.000012158976,0.000012158976
577,0,,33.0210666667,33.0142112806,-0.0068553860,0.0068553860,,0.024084500000,0.024096776183,0.000012276183,0.000012276183
578,0,,33.0289333333,33.0216413290,-0.0072920043,0.0072920043,,0.024093000000,0.024105354663,0.000012354663,0.000012354663
579,0,,33.0368000000,33.0291101604,-0.0076898396,0.0076898396,,0.024101500000,0.024113892299,0.000012392299,0.000012392299
580,0,,33.0446666667,33.0366217755,-0.0080448912,0.0080448912,,0.024110000000,0.024122386977,0.000012386977,0.000012386977
581,0,,33.0525333333,33.0441801753,-0.0083531581,0.0083531581,,0.024118500000,0.024130836578,0.000012336578,0.000012336578
582,0,,33.0604000000,33.0517893605,-0.0086106395,0.0086106395,,0.024127000000,0.024139238987,0.000012238987,0.000012238987
583,0,,33.0682666667,33.0594533322,-0.0088133345,0.0088133345,,0.024135500000,0.024147592088,0.000012092088,0.000012092088
584,0,,33.0761333333,33.0671760910,-0.0089572423,0.0089572423,,0.024144000000,0.024155893765,0.000011893765,0.000011893765
585,0,,33.0840000000,33.0749616380,-0.0090383620,0.0090383620,,0.024152500000,0.024164141901,0.000011641901,0.000011641901
586,0,,33.0918666667,33.0828139739,-0.0090526927,0.0090526927,,0.024161000000,0.024172334379,0.000011334379,0.000011334379
587,0,,33.0997333333,33.0907370997,-0.0089962337,0.0089962337,,0.024169500000,0.024180469085,0.000010969085,0.000010969085
588,0,,33.1076000000,33.0987350161,-0.0088649839,0.0088649839,,0.024178000000,0.024188543901,0.000010543901,0.000010543901
589,0,,33.1154666667,33.1068117240,-0.0086549426,0.0086549426,,0.024186500000,0.024196556712,0.000010056712,0.000010056712
590,0,,33.1233333333,33.1149712244,-0.0083621089,0.0083621089,,0.024195000000,0.024204505400,0.000009505400,0.000009505400
591,0,,33.1312000000,33.1232175180,-0.0079824820,0.0079824820,,0.024203500000,0.024212387850,0.000008887850,0.000008887850
592,0,,33.1390666667,33.1315546058,-0.0075120609,0.0075120609,,0.024212000000,0.024220201946,0.000008201946,0.000008201946
593,0,,33.1469333333,33.1399864885,-0.0069468448,0.0069468448,,0.024220500000,0.024227945571,0.000007445571,0.000007445571
594,0,,33.1548000000,33.1485171671,-0.0062828329,0.0062828329,,0.024229000000,0.024235616609,0.000006616609,0.000006616609
595,0,,33.1626666667,33.1571506425,-0.0055160242,0.0055160242,,0.024237500000,0.024243212943,0.000005712943,0.000005712943
596,0,,33.1705333333,33.1658909154,-0.0046424180,0.0046424180,,0.024246000000,0.024250732459,0.000004732459,0.000004732459
597,0,,33.1784000000,33.1747419867,-0.0036580133,0.0036580133,,0.024254500000,0.024258173038,0.000003673038,0.000003673038
598,0,,33.1862666667,33.1837078573,-0.0025588093,0.0025588093,,0.024263000000,0.024265532566,0.000002532566,0.000002532566
599,0,,33.1941333333,33.1927925282,-0.0013408052,0.0013408052,,0.024271500000,0.024272808925,0.000001308925,0.000001308925
600,1,33.202000,33.2020000000,33.2020000000,0.0000000000,0.0000000000,0.02428000,0.024280000000,0.024280000000,0.000000000000,0.000000000000
601,0,,33.2132833333,33.2113867110,-0.0018966223,0.0018966223,,0.024286166667,0.024287110115,0.000000943448,0.000000943448
602,0,,33.2245666667,33.2210008081,-0.0035658586,0.0035658586,,0.024292333333,0.024294146447,0.000001813113,0.000001813113
603,0,,33.2358500000,33.2308338554,-0.0050161446,0.0050161446,,0.024298500000,0.024301111157,0.000002611157,0.000002611157
604,0,,33.2471333333,33.2408774171,-0.0062559162,0.0062559162,,0.024304666667,0.024308006409,0.000003339743,0.000003339743
605,0,,33.2584166667,33.2511230572,-0.0072936095,0.0072936095,,0.024310833333,0.024314834365,0.000004001031,0.000004001031
606,0,,33.2697000000,33.2615623399,-0.0081376601,0.0081376601,,0.024317000000,0.024321597185,0.000004597185,0.000004597185
607,0,,33.2809833333,33.2721868292,-0.0087965041,0.0087965041,,0.024323166667,0.024328297034,0.000005130367,0.000005130367
608,0,,33.2922666667,33.2829880894,-0.0092785773,0.0092785773,,0.024329333333,0.024334936072,0.000005602738,0.000005602738
609,0,,33.3035500000,33.2939576844,-0.0095923156,0.0095923156,,0.024335500000,0.024341516462,0.000006016462,0.000006016462
610,0,,33.3148333333,33.3050871784,-0.0097461549,0.0097461549,,0.024341666667,0.024348040366,0.000006373700,0.000006373700
611,0,,33.3261166667,33.3163681356,-0.0097485311,0.0097485311,,0.024347833333,0.024354509947,0.000006676614,0.000006676614
612,0,,33.3374000000,33.3277921200,-0.0096078800,0.0096078800,,0.024354000000,0.024360927366,0.000006927366,0.000006927366
613,0,,33.3486833333,33.3393506957,-0.0093326376,0.0093326376,,0.024360166667,0.024367294786,0.000007128119,0.000007128119
614,0,,33.3599666667,33.3510354269,-0.0089312397,0.0089312397,,0.024366333333,0.024373614368,0.000007281035,0.000007281035
615,0,,33.3712500000,33.3628378777,-0.0084121223,0.0084121223,,0.024372500000,0.024379888276,0.000007388276,0.000007388276
616,0,,33.3825333333,33.3747496122,-0.0077837212,0.0077837212,,0.024378666667,0.024386118670,0.000007452004,0.000007452004
617,0,,33.3938166667,33.3867621944,-0.0070544723,0.0070544723,,0.024384833333,0.024392307714,0.000007474381,0.000007474381
618,0,,33.4051000000,33.3988671886,-0.0062328114,0.0062328114,,0.024391000000,0.024398457570,0.000007457570,0.000007457570
619,0,,33.4163833333,33.4110561587,-0.0053271746,0.0053271746,,0.024397166667,0.024404570399,0.000007403732,0.000007403732
620,0,,33.4276666667,33.4233206691,-0.0043459976,0.0043459976,,0.024403333333,0.024410648364,0.000007315031,0.000007315031
621,0,,33.4389500000,33.4356522836,-0.0032977164,0.0032977164,,0.024409500000,0.024416693627,0.000007193627,0.000007193627
622,0,,33.4502333333,33.4480425665,-0.0021907668,0.0021907668,,0.024415666667,0.024422708350,0.000007041683,0.000007041683
623,0,,33.4615166667,33.4604830819,-0.0010335847,0.0010335847,,0.024421833333,0.024428694695,0.000006861362,0.000006861362
624,0,,33.4728000000,33.4729653939,0.0001653939,0.0001653939,,0.024428000000,0.024434654825,0.000006654825,0.000006654825
625,0,,33.4840833333,33.4854810666,0.0013977332,0.0013977332,,0.024434166667,0.024440590902,0.000006424235,0.000006424235
626,0,,33.4953666667,33.4980216640,0.0026549974,0.0026549974,,0.024440333333,0.024446505087,0.000006171754,0.000006171754
627,0,,33.5066500000,33.5105787504,0.0039287504,0.0039287504,,0.024446500000,0.024452399543,0.000005899543,0.000005899543
628,0,,33.5179333333,33.5231438898,0.0052105565,0.0052105565,,0.024452666667,0.024458276433,0.000005609766,0.000005609766
629,0,,33.5292166667,33.5357086464,0.0064919797,0.0064919797,,0.024458833333,0.024464137917,0.000005304584,0.000005304584
630,0,,33.5405000000,33.5482645842,0.0077645842,0.0077645842,,0.024465000000,0.024469986160,0.000004986160,0.000004986160
631,0,,33.5517833333,33.5608032674,0.0090199341,0.0090199341,,0.024471166667,0.024475823322,0.000004656655,0.000004656655
632,0,,33.5630666667,33.5733162601,0.0102495934,0.0102495934,,0.024477333333,0.024481651565,0.000004318232,0.000004318232
633,0,,33.5743500000,33.5857951263,0.0114451263,0.0114451263,,0.024483500000,0.024487473053,0.000003973053,0.000003973053
634,0,,33.5856333333,33.5982314303,0.0125980970,0.0125980970,,0.024489666667,0.024493289947,0.000003623280,0.000003623280
635,0,,33.5969166667,33.6106167361,0.0137000694,0.0137000694,,0.024495833333,0.024499104409,0.000003271075,0.000003271075
636,0,,33.6082000000,33.6229426078,0.0147426078,0.0147426078,,0.024502000000,0.024504918601,0.000002918601,0.000002918601
637,0,,33.6194833333,33.6352006096,0.0157172762,0.0157172762,,0.024508166667,0.024510734687,0.000002568020,0.000002568020
638,0,,33.6307666667,33.6473823055,0.0166156388,0.0166156388,,0.024514333333,0.024516554827,0.000002221493,0.000002221493
639,0,,33.6420500000,33.6594792597,0.0174292597,0.0174292597,,0.024520500000,0.024522381184,0.000001881184,0.000001881184
640,0,,33.6533333333,33.6714830362,0.0181497029,0.0181497029,,0.024526666667,0.024528215920,0.000001549253,0.000001549253
