time_s,oven_temperature_C,oven_moisture_kg_kg,surface_temperature_C,surface_moisture_kg_kg,water_mass_flux_kg_m2_s,latent_heat_J_kg,latent_heat_flux_W_m2,convective_heat_flux_W_m2,conductive_heat_flux_W_m2,surface_energy_residual_W_m2
68160,49.99591667,0.04999041667,49.03693121,0.09450054277,9.793732309e-06,2385072.842,23.35876496,23.97463636,0.6158714032,5.081162158e-10
68220,49.99591667,0.04999041667,49.03959824,0.09437861995,9.766905168e-06,2385066.548,23.29471879,23.90796074,0.6132419504,-2.688729239e-09
68280,49.99591667,0.04999041667,49.04225453,0.09425718182,9.740184675e-06,2385060.279,23.23092758,23.84155354,0.610625957,1.321939891e-09
68340,49.99591667,0.04999041667,49.04490013,0.09413622606,9.71357032e-06,2385054.036,23.16739009,23.77541346,0.6080233667,-7.516511857e-10
68400,49.99591667,0.04999041667,49.0475351,0.09401575036,9.687061594e-06,2385047.817,23.10410511,23.70953921,0.6054341017,-6.57358612e-11
68460,49.99591667,0.04999041667,49.05015949,0.09389575242,9.66065799e-06,2385041.624,23.04107142,23.64392951,0.602858097,-1.985576148e-10
68520,49.99591667,0.04999041667,49.05277334,0.09377622995,9.634359006e-06,2385035.455,22.97828781,23.5785831,0.6002952838,-2.100364327e-11
68580,49.99591667,0.04999041667,49.05537672,0.09365718066,9.608164139e-06,2385029.311,22.9157531,23.51349869,0.5977455886,3.57722385e-09
68640,49.99591667,0.04999041667,49.05796967,0.0935386023,9.58207289e-06,2385023.192,22.85346607,23.44867502,0.595208956,3.211297894e-10
68700,49.99591667,0.04999041667,49.06055223,0.0934204926,9.556084764e-06,2385017.097,22.79142554,23.38411085,0.5926853083,-3.413127558e-10
68760,49.99591667,0.04999041667,49.06312447,0.09330284932,9.530199266e-06,2385011.026,22.72963033,23.31980491,0.590174577,1.884597367e-09
68820,49.99591667,0.04999041667,49.06568643,0.09318567022,9.504415903e-06,2385004.98,22.66807926,23.25575596,0.5876767024,-1.078088729e-09
68880,49.99591667,0.04999041667,49.06823816,0.09306895308,9.478734188e-06,2384998.958,22.60677116,23.19196277,0.5851916118,-2.114969533e-09
68940,49.99591667,0.04999041667,49.0707797,0.09295269569,9.453153632e-06,2384992.96,22.54570486,23.1284241,0.5827192368,-1.86560456e-09
69000,49.99591667,0.04999041667,49.07331112,0.09283689585,9.427673751e-06,2384986.986,22.4848792,23.06513872,0.5802595137,-1.213727785e-09
69060,49.99591667,0.04999041667,49.07583245,0.09272155135,9.402294064e-06,2384981.035,22.42429303,23.00210541,0.5778123789,-3.976893481e-09
69120,49.99591667,0.04999041667,49.07834375,0.09260666003,9.377014089e-06,2384975.109,22.3639452,22.93932295,0.5753777556,2.9104541e-10
69180,49.99591667,0.04999041667,49.08084506,0.09249221971,9.35183335e-06,2384969.206,22.30383456,22.87679014,0.5729555891,4.517666241e-10
69240,49.99591667,0.04999041667,49.08333644,0.09237822823,9.326751371e-06,2384963.326,22.24395997,22.81450578,0.5705458117,-1.332448818e-09
69300,49.99591667,0.04999041667,49.08581792,0.09226468344,9.301767679e-06,2384957.47,22.18432031,22.75246866,0.5681483556,-2.478234506e-09
69360,49.99591667,0.04999041667,49.08828956,0.09215158321,9.276881805e-06,2384951.637,22.12491444,22.69067759,0.5657631535,-1.944862049e-09
69420,49.99591667,0.04999041667,49.09075141,0.0920389254,9.252093279e-06,2384945.827,22.06574125,22.6291314,0.5633901466,-4.856794078e-09
69480,49.99591667,0.04999041667,49.09320351,0.0919267079,9.227401636e-06,2384940.04,22.00679962,22.56782888,0.5610292631,-4.371077722e-09
69540,49.99591667,0.04999041667,49.09564591,0.0918149286,9.202806413e-06,2384934.276,21.94808845,22.50676888,0.5586804402,-2.688747003e-09
69600,49.99591667,0.04999041667,49.09807866,0.09170358541,9.178307147e-06,2384928.534,21.88960661,22.44595023,0.5563436107,2.989711589e-09
69660,49.99591667,0.04999041667,49.1005018,0.09159267624,9.153903381e-06,2384922.816,21.83135303,22.38537175,0.5540187208,3.342318422e-09
69720,49.99591667,0.04999041667,49.10291537,0.09148219902,9.129594657e-06,2384917.12,21.77332659,22.3250323,0.5517057034,1.059838439e-09
69780,49.99591667,0.04999041667,49.10531944,0.09137215168,9.105380521e-06,2384911.446,21.71552623,22.26493072,0.5494044918,-5.542375447e-10
69840,49.99591667,0.04999041667,49.10771403,0.09126253216,9.081260521e-06,2384905.795,21.65795084,22.20506586,0.5471150234,-1.865331001e-09
69900,49.99591667,0.04999041667,49.1100992,0.09115333842,9.057234207e-06,2384900.166,21.60059936,22.1454366,0.5448372317,4.336442316e-10
69960,49.99591667,0.04999041667,49.112475,0.09104456842,9.033301132e-06,2384894.559,21.54347072,22.08604178,0.5425710588,1.05643494e-09
70020,49.99591667,0.04999041667,49.11484146,0.09093622015,9.00946085e-06,2384888.974,21.48656384,22.02688029,0.540316447,-4.920824637e-09
70080,49.99591667,0.04999041667,49.11719863,0.09082829159,8.985712918e-06,2384883.411,21.42987768,21.96795099,0.5380733166,5.782396784e-10
70140,49.99591667,0.04999041667,49.11954656,0.09072078073,8.962056895e-06,2384877.87,21.37341116,21.90925278,0.5358416234,-1.152784534e-10
70200,49.99591667,0.04999041667,49.12188528,0.09061368558,8.938492342e-06,2384872.351,21.31716324,21.85078454,0.5336213011,-2.735561111e-09
70260,49.99591667,0.04999041667,49.12421486,0.09050700416,8.915018824e-06,2384866.853,21.26113289,21.79254517,0.5314122792,1.20150645e-09
70320,49.99591667,0.04999041667,49.12653532,0.0904007345,8.891635905e-06,2384861.377,21.20531905,21.73453356,0.5292145091,3.602806942e-11
70380,49.99591667,0.04999041667,49.12884672,0.09029487462,8.868343155e-06,2384855.922,21.14972069,21.67674861,0.5270279248,-2.380247111e-09
70440,49.99591667,0.04999041667,49.1311491,0.09018942259,8.845140142e-06,2384850.488,21.09433678,21.61918925,0.5248524606,4.433218237e-10
70500,49.99591667,0.04999041667,49.13344249,0.09008437644,8.822026439e-06,2384845.076,21.03916631,21.56185437,0.5226880638,-3.48830298e-10
70560,49.99591667,0.04999041667,49.13572695,0.08997973426,8.799001621e-06,2384839.684,20.98420825,21.50474292,0.520534673,-2.384176412e-09
70620,49.99591667,0.04999041667,49.13800251,0.08987549411,8.776065265e-06,2384834.314,20.92946159,21.44785381,0.5183922226,-1.543941863e-09
70680,49.99591667,0.04999041667,49.14026923,0.08977165408,8.753216949e-06,2384828.965,20.87492531,21.39118597,0.5162606558,3.22511795e-10
70740,49.99591667,0.04999041667,49.14252713,0.08966821227,8.730456254e-06,2384823.636,20.82059843,21.33473834,0.514139916,4.714806323e-10
70800,49.99591667,0.04999041667,49.14477627,0.08956516679,8.707782764e-06,2384818.328,20.76647993,21.27850987,0.5120299421,4.787281682e-11
70860,49.99591667,0.04999041667,49.14701669,0.08946251574,8.685196064e-06,2384813.041,20.71256883,21.22249951,0.5099306732,1.490693791e-09
70920,49.99591667,0.04999041667,49.14924842,0.08936025725,8.66269574e-06,2384807.774,20.65886414,21.1667062,0.5078420574,-1.540129801e-09
70980,49.99591667,0.04999041667,49.15147151,0.08925838946,8.640281383e-06,2384802.527,20.60536488,21.11112891,0.5057640293,-1.423870799e-09
71040,49.99591667,0.04999041667,49.153686,0.08915691051,8.617952584e-06,2384797.301,20.55207006,21.0557666,0.5036965329,-9.201706064e-10
71100,49.99591667,0.04999041667,49.15589194,0.08905581856,8.595708937e-06,2384792.095,20.49897872,21.00061823,0.5016395117,-2.270180488e-09
71160,49.99591667,0.04999041667,49.15808935,0.08895511176,8.573550038e-06,2384786.909,20.44608989,20.9456828,0.4995929054,-8.941505314e-10
71220,49.99591667,0.04999041667,49.1602783,0.0888547883,8.551475484e-06,2384781.743,20.39340261,20.89095927,0.4975566622,-3.300804963e-09
71280,49.99591667,0.04999041667,49.1624588,0.08875484634,8.529484875e-06,2384776.597,20.34091592,20.83644663,0.495530713,2.079101336e-09
71340,49.99591667,0.04999041667,49.16463091,0.08865528409,8.507577814e-06,2384771.471,20.28862886,20.78214388,0.4935150194,-1.580847453e-09
71400,49.99591667,0.04999041667,49.16679467,0.08855609974,8.485753905e-06,2384766.365,20.23654049,20.72805,0.4915095125,-2.575372804e-09
71460,49.99591667,0.04999041667,49.16895011,0.0884572915,8.464012753e-06,2384761.278,20.18464987,20.674164,0.4895141365,-1.407766348e-09
71520,49.99591667,0.04999041667,49.17109727,0.0883588576,8.442353966e-06,2384756.21,20.13295605,20.62048489,0.4875288401,-2.64866884e-09
71580,49.99591667,0.04999041667,49.1732362,0.08826079625,8.420777156e-06,2384751.163,20.08145811,20.56701167,0.4855535633,-2.357523954e-09
71640,49.99591667,0.04999041667,49.17536693,0.08816310571,8.399281933e-06,2384746.134,20.03015512,20.51374337,0.4835882549,-2.945061084e-09
71700,49.99591667,0.04999041667,49.17748951,0.0880657842,8.377867913e-06,2384741.125,19.97904615,20.460679,0.4816328552,-1.566174745e-09
71760,49.99591667,0.04999041667,49.17960396,0.08796883,8.356534711e-06,2384736.135,19.92813029,20.4078176,0.479687313,-2.192834359e-09
71820,49.99591667,0.04999041667,49.18171034,0.08787224136,8.335281946e-06,2384731.164,19.87740661,20.35515818,0.4777515687,1.340186628e-09
71880,49.99591667,0.04999041667,49.18380867,0.08777601656,8.314109237e-06,2384726.212,19.82687422,20.3026998,0.4758255757,1.516351489e-09
71940,49.99591667,0.04999041667,49.18589901,0.08768015388,8.293016207e-06,2384721.278,19.77653221,20.25044149,0.473909279,-2.352933848e-09
72000,49.99591667,0.04999041667,49.18798137,0.08758465162,8.27200248e-06,2384716.364,19.72637968,20.19838229,0.4720026146,1.172615782e-09
72060,49.99591667,0.04999041667,49.19005582,0.08748950806,8.251067682e-06,2384711.468,19.67641573,20.14652127,0.4701055406,5.702887051e-10
72120,49.99591667,0.04999041667,49.19212237,0.08739472153,8.230211441e-06,2384706.591,19.62663947,20.09485747,0.4682179976,1.847901387e-09
72180,49.99591667,0.04999041667,49.19418107,0.08730029034,8.209433386e-06,2384701.733,19.57705002,20.04338996,0.4663399352,1.829747021e-09
72240,49.99591667,0.04999041667,49.19623195,0.08720621281,8.188733151e-06,2384696.893,19.5276465,19.9921178,0.4644713071,-5.112859469e-09
72300,49.99591667,0.04999041667,49.19827506,0.08711248729,8.168110368e-06,2384692.071,19.47842803,19.94104007,0.4626120412,1.049162535e-09
72360,49.99591667,0.04999041667,49.20031043,0.08701911212,8.147564673e-06,2384687.267,19.42939374,19.89015584,0.4607621046,-8.526086503e-10
72420,49.99591667,0.04999041667,49.2023381,0.08692608564,8.127095704e-06,2384682.482,19.38054276,19.83946419,0.4589214382,-1.807457295e-09
72480,49.99591667,0.04999041667,49.2043581,0.08683340623,8.1067031e-06,2384677.715,19.33187422,19.78896421,0.4570899875,8.172484911e-10
72540,49.99591667,0.04999041667,49.20637047,0.08674107225,8.086386503e-06,2384672.966,19.28338728,19.73865499,0.4552677067,3.933706694e-10
72600,49.99591667,0.04999041667,49.20837524,0.0866490821,8.066145561e-06,2384668.234,19.23508109,19.68853563,0.4534545369,-2.194859405e-09
72660,49.99591667,0.04999041667,49.21037246,0.08655743412,8.045979907e-06,2384663.521,19.18695478,19.63860521,0.4516504413,-2.204632921e-09
72720,49.99591667,0.04999041667,49.21236215,0.08646612673,8.025889196e-06,2384658.825,19.1390075,19.58886286,0.4498553567,2.246807185e-10
72780,49.99591667,0.04999041667,49.21434436,0.08637515835,8.005873077e-06,2384654.147,19.09123843,19.53930767,0.4480692376,5.656737301e-10
72840,49.99591667,0.04999041667,49.21631912,0.08628452737,7.985931198e-06,2384649.487,19.04364673,19.48993877,0.4462920343,-1.856896858e-10
72900,49.99591667,0.04999041667,49.21828646,0.08619423223,7.966063214e-06,2384644.844,18.99623157,19.44075526,0.4445236924,1.307032704e-09
72960,49.99591667,0.04999041667,49.22024642,0.08610427134,7.946268778e-06,2384640.218,18.94899212,19.39175628,0.4427641712,-2.258310872e-09
73020,49.99591667,0.04999041667,49.22219903,0.08601464315,7.926547547e-06,2384635.61,18.90192755,19.34294096,0.441013412,-2.719350078e-09
73080,49.99591667,0.04999041667,49.22414433,0.0859253461,7.906899178e-06,2384631.019,18.85503705,19.29430841,0.4392713698,-3.183842523e-09
73140,49.99591667,0.04999041667,49.22608235,0.08583637865,7.887323331e-06,2384626.446,18.8083198,19.24585779,0.4375379905,1.384371728e-09
73200,49.99591667,0.04999041667,49.22801314,0.08574773925,7.867819667e-06,2384621.889,18.761775,19.19758823,0.4358132379,-7.908091959e-10
73260,49.99591667,0.04999041667,49.22993671,0.08565942638,7.848387851e-06,2384617.349,18.71540183,19.14949889,0.4340970536,-7.710454497e-11
73320,49.99591667,0.04999041667,49.23185311,0.08557143852,7.829027546e-06,2384612.827,18.66919951,19.1015889,0.4323893928,4.019717892e-10
73380,49.99591667,0.04999041667,49.23376237,0.08548377414,7.80973842e-06,2384608.321,18.62316722,19.05385743,0.4306902061,1.89981364e-09
73440,49.99591667,0.04999041667,49.23566452,0.08539643175,7.790520142e-06,2384603.832,18.57730418,19.00630363,0.4289994529,-1.816271578e-09
73500,49.99591667,0.04999041667,49.2375596,0.08530940985,7.771372381e-06,2384599.359,18.5316096,18.95892668,0.4273170753,-1.581454967e-10
73560,49.99591667,0.04999041667,49.23944764,0.08522270693,7.75229481e-06,2384594.904,18.48608269,18.91172573,0.425643033,1.132338667e-09
73620,49.99591667,0.04999041667,49.24132867,0.08513632154,7.733287102e-06,2384590.464,18.44072268,18.86469996,0.423977281,-2.042177982e-09
73680,49.99591667,0.04999041667,49.24320272,0.08505025218,7.714348933e-06,2384586.042,18.39552879,18.81784855,0.4223197661,-1.242764114e-09
73740,49.99591667,0.04999041667,49.24506984,0.08496449738,7.69547998e-06,2384581.635,18.35050024,18.77117068,0.420670448,-2.711054492e-09
73800,49.99591667,0.04999041667,49.24693005,0.08487905571,7.676679923e-06,2384577.245,18.30563626,18.72466554,0.4190292733,9.222667074e-10
73860,49.99591667,0.04999041667,49.24878337,0.08479392569,7.657948441e-06,2384572.871,18.2609361,18.67833231,0.4173962063,-6.928395635e-10
73920,49.99591667,0.04999041667,49.25062986,0.08470910588,7.639285217e-06,2384568.514,18.21639899,18.63217019,0.4157711937,6.015561382e-10
73980,49.99591667,0.04999041667,49.25246953,0.08462459486,7.620689935e-06,2384564.172,18.17202418,18.58617838,0.4141541955,1.100531222e-09
74040,49.99591667,0.04999041667,49.25430242,0.08454039118,7.60216228e-06,2384559.846,18.12781092,18.54035608,0.4125451673,-2.524824794e-09
74100,49.99591667,0.04999041667,49.25612857,0.08445649344,7.58370194e-06,2384555.537,18.08375845,18.49470251,0.4109440561,-1.940989591e-10
74160,49.99591667,0.04999041667,49.25794799,0.08437290021,7.565308604e-06,2384551.243,18.03986603,18.44921686,0.4093508262,-1.453951626e-09
74220,49.99591667,0.04999041667,49.25976073,0.08428961009,7.546981962e-06,2384546.965,17.99613293,18.40389836,0.4077654249,2.96016367e-09
74280,49.99591667,0.04999041667,49.26156682,0.08420662168,7.528721707e-06,2384542.702,17.9525584,18.35874623,0.4061878208,3.511182456e-10
74340,49.99591667,0.04999041667,49.26336628,0.08412393359,7.510527532e-06,2384538.456,17.90914172,18.31375968,0.4046179613,-1.484043111e-09
74400,49.99591667,0.04999041667,49.26515915,0.08404154443,7.492399132e-06,2384534.224,17.86588215,18.26893796,0.4030558022,-1.000117322e-09
74460,49.99591667,0.04999041667,49.26694546,0.08395945283,7.474336206e-06,2384530.009,17.82277898,18.22428028,0.4015012994,3.24194005e-09
74520,49.99591667,0.04999041667,49.26872523,0.08387765742,7.45633845e-06,2384525.808,17.77983147,18.17978589,0.3999544221,-2.18904006e-09
74580,49.99591667,0.04999041667,49.27049851,0.08379615684,7.438405567e-06,2384521.624,17.73703892,18.13545403,0.3984151089,2.430677881e-09
74640,49.99591667,0.04999041667,49.27226531,0.08371494972,7.420537256e-06,2384517.454,17.6944006,18.09128394,0.3968833334,9.343850138e-10
74700,49.99591667,0.04999041667,49.27402567,0.08363403473,7.402733223e-06,2384513.299,17.65191582,18.04727487,0.3953590472,-2.028958335e-09
74760,49.99591667,0.04999041667,49.27577962,0.08355341052,7.384993171e-06,2384509.16,17.60958386,18.00342607,0.3938422067,-3.536065663e-09
74820,49.99591667,0.04999041667,49.27752719,0.08347307575,7.367316807e-06,2384505.036,17.56740403,17.95973679,0.392332768,-1.216537981e-09
74880,49.99591667,0.04999041667,49.27926841,0.08339302911,7.34970384e-06,2384500.927,17.52537562,17.91620631,0.3908306961,-2.235189811e-09
74940,49.99591667,0.04999041667,49.28100331,0.08331326927,7.332153978e-06,2384496.832,17.48349793,17.87283388,0.389335943,-3.689990535e-10
75000,49.99591667,0.04999041667,49.28273192,0.08323379491,7.314666934e-06,2384492.753,17.44177029,17.82961877,0.3878484739,-1.067942179e-09
75060,49.99591667,0.04999041667,49.28445426,0.08315460474,7.297242419e-06,2384488.688,17.400192,17.78656025,0.3863682451,-1.698339247e-09
75120,49.99591667,0.04999041667,49.28617036,0.08307569745,7.279880148e-06,2384484.638,17.35876238,17.74365759,0.3848952173,-3.725261877e-09
75180,49.99591667,0.04999041667,49.28788026,0.08299707175,7.262579837e-06,2384480.603,17.31748075,17.70091009,0.3834293429,-2.021423029e-10
75240,49.99591667,0.04999041667,49.28958399,0.08291872636,7.245341202e-06,2384476.582,17.27634642,17.65831701,0.3819705913,-3.787370417e-10
75300,49.99591667,0.04999041667,49.29128156,0.08284065999,7.228163962e-06,2384472.576,17.23535874,17.61587766,0.3805189192,-5.686331406e-10
75360,49.99591667,0.04999041667,49.29297301,0.08276287138,7.211047838e-06,2384468.584,17.19451703,17.57359131,0.3790742875,-2.195253757e-09
75420,49.99591667,0.04999041667,49.29465838,0.08268535926,7.193992551e-06,2384464.606,17.15382062,17.53145727,0.3776366529,-5.803606484e-10
75480,49.99591667,0.04999041667,49.29633767,0.08260812236,7.176997824e-06,2384460.643,17.11326885,17.48947483,0.3762059808,-1.082810286e-09
75540,49.99591667,0.04999041667,49.29801094,0.08253115945,7.160063382e-06,2384456.694,17.07286106,17.44764329,0.3747822324,-3.088413081e-09
75600,49.99591667,0.04999041667,49.29967819,0.08245446927,7.14318895e-06,2384452.759,17.0325966,17.40596197,0.37336536,1.934456151e-09
75660,49.99591667,0.04999041667,49.30133946,0.08237805059,7.126374257e-06,2384448.839,16.99247482,17.36443016,0.3719553422,-3.325734355e-09
75720,49.99591667,0.04999041667,49.30299478,0.08230190217,7.10961903e-06,2384444.932,16.95249507,17.32304719,0.3705521185,2.870532256e-09
75780,49.99591667,0.04999041667,49.30464417,0.08222602279,7.092923001e-06,2384441.04,16.9126567,17.28181237,0.3691556719,2.298143897e-10
75840,49.99591667,0.04999041667,49.30628767,0.08215041122,7.076285901e-06,2384437.161,16.87295906,17.24072502,0.367765955,-2.207094951e-09
75900,49.99591667,0.04999041667,49.30792529,0.08207506626,7.059707463e-06,2384433.296,16.83340154,17.19978446,0.3663829248,8.32226732e-10
75960,49.99591667,0.04999041667,49.30955707,0.0819999867,7.043187422e-06,2384429.445,16.79398348,17.15899003,0.3650065514,1.92337879e-09
76020,49.99591667,0.04999041667,49.31118302,0.08192517134,7.026725513e-06,2384425.608,16.75470426,17.11834105,0.3636367961,3.09753645e-09
76080,49.99591667,0.04999041667,49.31280319,0.08185061899,7.010321475e-06,2384421.784,16.71556324,17.07783687,0.3622736247,-6.810552122e-12
76140,49.99591667,0.04999041667,49.31441759,0.08177632845,6.993975045e-06,2384417.974,16.67655981,17.03747681,0.3609169988,-4.363485573e-09
76200,49.99591667,0.04999041667,49.31602626,0.08170229855,6.977685964e-06,2384414.178,16.63769334,16.99726021,0.3595668755,-3.820094463e-09
76260,49.99591667,0.04999041667,49.31762921,0.08162852811,6.961453974e-06,2384410.395,16.59896322,16.95718644,0.3582232206,-6.935252372e-10
76320,49.99591667,0.04999041667,49.31922647,0.08155501596,6.945278816e-06,2384406.626,16.56036883,16.91725483,0.3568860046,-2.514802588e-09
76380,49.99591667,0.04999041667,49.32081808,0.08148176094,6.929160236e-06,2384402.869,16.52190955,16.87746473,0.3555551846,-1.223583013e-09
76440,49.99591667,0.04999041667,49.32240405,0.08140876189,6.913097978e-06,2384399.126,16.48358478,16.83781551,0.3542307267,6.215188364e-10
76500,49.99591667,0.04999041667,49.32398441,0.08133601767,6.897091791e-06,2384395.397,16.44539392,16.79830652,0.3529126012,-2.082924055e-09
76560,49.99591667,0.04999041667,49.32555918,0.08126352713,6.881141421e-06,2384391.68,16.40733635,16.75893712,0.3516007655,-3.291294348e-09
76620,49.99591667,0.04999041667,49.3271284,0.08119128912,6.865246618e-06,2384387.977,16.3694115,16.71970668,0.3502951858,-2.942723398e-09
76680,49.99591667,0.04999041667,49.32869208,0.08111930253,6.849407134e-06,2384384.287,16.33161874,16.68061457,0.3489958282,-2.645279551e-09
76740,49.99591667,0.04999041667,49.33025026,0.08104756621,6.833622719e-06,2384380.609,16.2939575,16.64166016,0.3477026544,1.587515897e-09
76800,49.99591667,0.04999041667,49.33180295,0.08097607906,6.817893129e-06,2384376.945,16.25642719,16.60284283,0.3464156395,-1.38951961e-09
76860,49.99591667,0.04999041667,49.33335019,0.08090483995,6.802218117e-06,2384373.294,16.21902721,16.56416195,0.3451347409,-1.083890311e-09
76920,49.99591667,0.04999041667,49.33489199,0.08083384778,6.786597439e-06,2384369.655,16.18175699,16.52561692,0.343859925,8.772254034e-10
76980,49.99591667,0.04999041667,49.33642838,0.08076310144,6.771030854e-06,2384366.029,16.14461595,16.48720711,0.3425911623,2.711999514e-10
77040,49.99591667,0.04999041667,49.33795939,0.08069259984,6.755518118e-06,2384362.416,16.1076035,16.44893192,0.3413284149,8.781135818e-10
77100,49.99591667,0.04999041667,49.33948504,0.08062234188,6.740058993e-06,2384358.815,16.07071908,16.41079073,0.3400716534,-1.685105389e-09
77160,49.99591667,0.04999041667,49.34100535,0.08055232649,6.724653239e-06,2384355.227,16.0339621,16.37278294,0.33882084,-1.468482225e-09
77220,49.99591667,0.04999041667,49.34252035,0.08048255257,6.709300618e-06,2384351.652,15.99733201,16.33490796,0.337575941,1.438655417e-09
77280,49.99591667,0.04999041667,49.34403006,0.08041301905,6.694000895e-06,2384348.089,15.96082824,16.29716517,0.3363369316,-1.894857604e-09
77340,49.99591667,0.04999041667,49.34553451,0.08034372488,6.678753834e-06,2384344.539,15.92445023,16.259554,0.3351037696,-6.793676732e-11
77400,49.99591667,0.04999041667,49.34703371,0.08027466897,6.663559201e-06,2384341,15.88819741,16.22207384,0.3338764259,2.061021576e-09
77460,49.99591667,0.04999041667,49.3485277,0.08020585028,6.648416763e-06,2384337.475,15.85206923,16.18472411,0.3326548757,-3.060744547e-09
77520,49.99591667,0.04999041667,49.3500165,0.08013726776,6.633326289e-06,2384333.961,15.81606514,16.14750422,0.3314390725,-8.209841695e-10
77580,49.99591667,0.04999041667,49.35150012,0.08006892035,6.618287548e-06,2384330.46,15.78018459,16.11041358,0.3302289916,1.076433165e-09
77640,49.99591667,0.04999041667,49.3529786,0.08000080701,6.603300312e-06,2384326.971,15.74442703,16.07345163,0.3290246041,1.778809988e-09
77700,49.99591667,0.04999041667,49.35445196,0.07993292672,6.588364352e-06,2384323.493,15.70879191,16.03661779,0.3278258766,1.659561377e-09
77760,49.99591667,0.04999041667,49.35592021,0.07986527843,6.573479443e-06,2384320.028,15.67327869,15.99991147,0.32663278,-2.508770081e-09
77820,49.99591667,0.04999041667,49.35738338,0.07979786113,6.558645357e-06,2384316.575,15.63788684,15.96333211,0.3254452725,1.283837037e-09
77880,49.99591667,0.04999041667,49.3588415,0.07973067379,6.543861872e-06,2384313.134,15.60261581,15.92687914,0.3242633338,1.68039449e-09
77940,49.99591667,0.04999041667,49.36029459,0.0796637154,6.529128764e-06,2384309.705,15.56746507,15.89055201,0.3230869351,-2.167107382e-09
78000,49.99591667,0.04999041667,49.36174266,0.07959698496,6.51444581e-06,2384306.287,15.5324341,15.85435014,0.3219160344,-6.856843981e-10
78060,49.99591667,0.04999041667,49.36318575,0.07953048145,6.49981279e-06,2384302.882,15.49752237,15.81827297,0.3207506073,1.93950811e-09
78120,49.99591667,0.04999041667,49.36462387,0.07946420388,6.485229484e-06,2384299.488,15.46272934,15.78231996,0.319590625,2.068398786e-09
78180,49.99591667,0.04999041667,49.36605704,0.07939815126,6.470695674e-06,2384296.105,15.4280545,15.74649055,0.3184360586,7.878373509e-10
78240,49.99591667,0.04999041667,49.3674853,0.07933232259,6.456211143e-06,2384292.735,15.39349732,15.7107842,0.3172868752,3.805098459e-10
78300,49.99591667,0.04999041667,49.36890865,0.0792667169,6.441775673e-06,2384289.376,15.3590573,15.67520034,0.3161430459,-9.845138038e-10
78360,49.99591667,0.04999041667,49.37032713,0.07920133321,6.42738905e-06,2384286.028,15.32473391,15.63973845,0.3150045377,1.104595526e-09
78420,49.99591667,0.04999041667,49.37174075,0.07913617054,6.41305106e-06,2384282.692,15.29052664,15.60439797,0.3138713307,-2.084231454e-09
78480,49.99591667,0.04999041667,49.37314953,0.07907122792,6.398761489e-06,2384279.367,15.25643499,15.56917838,0.3127433832,8.604228441e-10
78540,49.99591667,0.04999041667,49.3745535,0.0790065044,6.384520127e-06,2384276.054,15.22245845,15.53407913,0.3116206752,6.038334277e-10
78600,49.99591667,0.04999041667,49.37595268,0.07894199902,6.370326762e-06,2384272.752,15.18859652,15.49909969,0.3105031738,2.540243571e-09
78660,49.99591667,0.04999041667,49.37734709,0.07887771081,6.356181184e-06,2384269.461,15.15484869,15.46423954,0.3093908548,3.039772878e-10
78720,49.99591667,0.04999041667,49.37873674,0.07881363885,6.342083186e-06,2384266.181,15.12121446,15.42949814,0.3082836852,4.707256807e-10
78780,49.99591667,0.04999041667,49.38012167,0.07874978217,6.328032559e-06,2384262.913,15.08769334,15.39487498,0.3071816366,1.466869293e-09
78840,49.99591667,0.04999041667,49.38150189,0.07868613985,6.314029097e-06,2384259.656,15.05428484,15.36036953,0.3060846847,2.771116669e-11
78900,49.99591667,0.04999041667,49.38287742,0.07862271095,6.300072595e-06,2384256.409,15.02098846,15.32598126,0.3049928011,-2.57912447e-09
78960,49.99591667,0.04999041667,49.38424828,0.07855949455,6.286162849e-06,2384253.174,14.98780373,15.29170968,0.3039059487,1.701332408e-09
79020,49.99591667,0.04999041667,49.3856145,0.07849648971,6.272299655e-06,2384249.95,14.95473014,15.25755425,0.3028241121,1.758881041e-09
79080,49.99591667,0.04999041667,49.38697609,0.07843369552,6.258482812e-06,2384246.736,14.92176722,15.22351448,0.3017472628,-1.692614049e-09
79140,49.99591667,0.04999041667,49.38833307,0.07837111107,6.244712117e-06,2384243.534,14.88891449,15.18958985,0.3006753637,2.949800404e-10
79200,49.99591667,0.04999041667,49.38968547,0.07830873545,6.230987372e-06,2384240.342,14.85617146,15.15577986,0.2996083996,-3.263945558e-09
79260,49.99591667,0.04999041667,49.39103331,0.07824656775,6.217308376e-06,2384237.161,14.82353767,15.122084,0.2985463291,8.337028845e-10
79320,49.99591667,0.04999041667,49.3923766,0.07818460708,6.203674933e-06,2384233.991,14.79101265,15.08850179,0.2974891411,-1.244153225e-09
79380,49.99591667,0.04999041667,49.39371536,0.07812285253,6.190086845e-06,2384230.832,14.75859591,15.0550327,0.2964367988,-1.304934827e-09
79440,49.99591667,0.04999041667,49.39504962,0.07806130321,6.176543915e-06,2384227.683,14.72628699,15.02167627,0.2953892782,2.74523515e-10
79500,49.99591667,0.04999041667,49.39637939,0.07799995825,6.16304595e-06,2384224.545,14.69408542,14.98843198,0.2943465553,-1.062057109e-09
79560,49.99591667,0.04999041667,49.39770469,0.07793881676,6.149592755e-06,2384221.417,14.66199075,14.95529935,0.293308602,-2.052823689e-09
